timestep,i,j,theta1,theta3,target_density,reconstructed_density,difference
fine,21,48,-0.8901179185171082,1.9373154697137056,0.015530482375353422,0.015177011384527732,-0.0003534709908256904
fine,21,49,-0.8901179185171082,2.042035224833365,0.016413867611382697,0.0157427704383799,-0.0006710971730027951
fine,21,50,-0.8901179185171082,2.146754979953025,0.017753193614394678,0.017707592125654172,-4.560148874050568e-05
fine,21,51,-0.8901179185171082,2.251474735072685,0.01741123803915769,0.017271229175764,-0.00014000886339369037
fine,21,52,-0.8901179185171082,2.3561944901923444,0.018095149189631968,0.01799683369282339,-9.831549680857851e-05
fine,21,53,-0.8901179185171082,2.4609142453120043,0.01994740855549964,0.019128605178270183,-0.0008188033772294559
fine,21,54,-0.8901179185171082,2.5656340004316642,0.020403349322482663,0.02107211178163132,0.0006687624591486564
fine,21,55,-0.8901179185171082,2.6703537555513237,0.022797038349142637,0.022631926649981846,-0.0001651116991607908
fine,21,56,-0.8901179185171082,2.7750735106709836,0.022939519838824585,0.022161841898415635,-0.0007776779404089496
fine,21,57,-0.8901179185171082,2.8797932657906435,0.024592305119137618,0.02516580702856713,0.0005735019094295114
fine,21,58,-0.8901179185171082,2.984513020910303,0.024706290310883332,0.025985735400345888,0.001279445089462556
fine,21,59,-0.8901179185171082,3.089232776029963,0.02550418665310311,0.027313425634164428,0.0018092389810613167
fine,22,0,-0.7853981633974485,-3.089232776029963,0.025960127420085962,0.02527930447613656,-0.0006808229439494023
fine,22,1,-0.7853981633974485,-2.9845130209103035,0.026701031166433197,0.026629571470198527,-7.145969623467002e-05
fine,22,2,-0.7853981633974485,-2.879793265790644,0.026473060782941666,0.02685630763775806,0.00038324685481639503
fine,22,3,-0.7853981633974485,-2.7750735106709836,0.026558549676750944,0.02483676712280841,-0.0017217825539425358
fine,22,4,-0.7853981633974485,-2.670353755551324,0.025618171844848932,0.024579959974561392,-0.0010382118702875406
fine,22,5,-0.7853981633974485,-2.5656340004316647,0.024706290310883124,0.02498133536120614,0.0002750450503230181
fine,22,6,-0.7853981633974485,-2.4609142453120048,0.023423956903743957,0.025156300758867618,0.0017323438551236602
fine,22,7,-0.7853981633974485,-2.356194490192345,0.023395460605807432,0.024937959090618484,0.0015424984848110522
fine,22,8,-0.7853981633974485,-2.2514747350726854,0.023224482818188865,0.022737559525662598,-0.0004869232925262673
fine,22,9,-0.7853981633974485,-2.1467549799530254,0.022654556859460398,0.02202424055015077,-0.0006303163093096288
fine,22,10,-0.7853981633974485,-2.0420352248333655,0.0212297419626389,0.022408080774613953,0.0011783388119750542
fine,22,11,-0.7853981633974485,-1.9373154697137058,0.01966244557613536,0.01910960714803828,-0.0005528384280970786
fine,22,12,-0.7853981633974485,-1.8325957145940461,0.02026086783280039,0.02174050766757939,0.0014796398347790007
fine,22,13,-0.7853981633974485,-1.7278759594743862,0.018779060340106127,0.019648503541302015,0.0008694432011958873
fine,22,14,-0.7853981633974485,-1.6231562043547265,0.017582215826776108,0.019574293047804028,0.00199207722102792
fine,22,15,-0.7853981633974485,-1.5184364492350668,0.017781689912331144,0.017894516460594746,0.00011282654826360108
fine,22,16,-0.7853981633974485,-1.413716694115407,0.016584845399001163,0.018383845671669344,0.0017990002726681817
fine,22,17,-0.7853981633974485,-1.3089969389957472,0.01681281578249255,0.017041538109782595,0.00022872232729004294
fine,22,18,-0.7853981633974485,-1.2042771838760875,0.015530482375353323,0.016642503301672777,0.0011120209263194535
fine,22,19,-0.7853981633974485,-1.0995574287564276,0.015331008289798324,0.015116894704277685,-0.00021411358552063907
fine,22,20,-0.7853981633974485,-0.9948376736367679,0.014789578629006163,0.015468334552914525,0.0006787559239083626
fine,22,21,-0.7853981633974485,-0.8901179185171082,0.014647097139324081,0.013851582350272373,-0.0007955147890517083
fine,22,22,-0.7853981633974485,-0.7853981633974485,0.012937319263138337,0.012576051888813783,-0.0003612673743245542
fine,22,23,-0.7853981633974485,-0.6806784082777886,0.012965815561074767,0.012887382440351711,-7.843312072305583e-05
fine,22,24,-0.7853981633974485,-0.5759586531581289,0.012766341475519824,0.012344729340305229,-0.00042161213521459476
fine,22,25,-0.7853981633974485,-0.4712388980384692,0.011968445133299784,0.012323557282814835,0.0003551121495150508
fine,22,26,-0.7853981633974485,-0.36651914291880927,0.012139422920918352,0.011857669206306501,-0.0002817537146118515
fine,22,27,-0.7853981633974485,-0.2617993877991496,0.011398519174571272,0.012291896562507808,0.0008933773879365361
fine,22,28,-0.7853981633974485,-0.15707963267948988,0.012424385900282631,0.010997634086918472,-0.0014267518133641594
fine,22,29,-0.7853981633974485,-0.05235987755982996,0.012452882198219061,0.012781496199799418,0.000328614001580357
fine,22,30,-0.7853981633974485,0.05235987755982974,0.011028067301397704,0.011307152685604187,0.0002790853842064827
fine,22,31,-0.7853981633974485,0.15707963267948943,0.010971074705524803,0.01101522377088355,4.41490653587482e-05
fine,22,32,-0.7853981633974485,0.26179938779914935,0.010771600619969806,0.010640114532328401,-0.00013148608764140465
fine,22,33,-0.7853981633974485,0.36651914291880905,0.0112275413869527,0.011285150247015303,5.760886006260339e-05
fine,22,34,-0.7853981633974485,0.47123889803846875,0.010914082109651946,0.01084191175298851,-7.21703566634365e-05
fine,22,35,-0.7853981633974485,0.5759586531581287,0.01099957100346123,0.011503365929250322,0.0005037949257890931
fine,22,36,-0.7853981633974485,0.6806784082777884,0.012623859985837682,0.01094609456139344,-0.0016777654244442414
fine,22,37,-0.7853981633974485,0.7853981633974481,0.012424385900282631,0.010743605886654123,-0.0016807800136285078
fine,22,38,-0.7853981633974485,0.890117918517108,0.01231040070853692,0.011354885948181194,-0.0009555147603557256
fine,22,39,-0.7853981633974485,0.9948376736367677,0.01299431185901125,0.011968525998534032,-0.0010257858604772185
fine,22,40,-0.7853981633974485,1.0995574287564271,0.012082430325045548,0.013066726702126068,0.0009842963770805204
fine,22,41,-0.7853981633974485,1.204277183876087,0.012481378496155436,0.01128800595303048,-0.0011933725431249563
fine,22,42,-0.7853981633974485,1.308996938995747,0.013421756328057671,0.012532403859883126,-0.0008893524681745455
fine,22,43,-0.7853981633974485,1.4137166941154065,0.013022808156947676,0.012048431758346247,-0.0009743763986014287
fine,22,44,-0.7853981633974485,1.5184364492350664,0.013592734115676124,0.012268077239251439,-0.001324656876424685
fine,22,45,-0.7853981633974485,1.6231562043547263,0.013706719307421952,0.013805685895499723,9.896658807777119e-05
fine,22,46,-0.7853981633974485,1.7278759594743858,0.01516003050217979,0.013960168667599101,-0.0011998618345806893
fine,22,47,-0.7853981633974485,1.8325957145940457,0.014732586033133242,0.014328078736251693,-0.000404507296881549
fine,22,48,-0.7853981633974485,1.9373154697137056,0.01516003050217979,0.014350275046557672,-0.0008097554556221187
fine,22,49,-0.7853981633974485,2.042035224833365,0.01718326765566619,0.015671483403146766,-0.0015117842525194242
fine,22,50,-0.7853981633974485,2.146754979953025,0.01766770472058532,0.016881996297113098,-0.0007857084234722221
fine,22,51,-0.7853981633974485,2.251474735072685,0.017240260251539047,0.01611659958785427,-0.0011236606636847758
fine,22,52,-0.7853981633974485,2.3561944901923444,0.018950038127724736,0.018598852391226214,-0.0003511857364985223
fine,22,53,-0.7853981633974485,2.4609142453120043,0.019434475192643852,0.018327393167959352,-0.0011070820246844998
fine,22,54,-0.7853981633974485,2.5656340004316642,0.019605452980262585,0.020377588803266945,0.0007721358230043593
fine,22,55,-0.7853981633974485,2.6703537555513237,0.023224482818188962,0.02130448189245727,-0.0019200009257316908
fine,22,56,-0.7853981633974485,2.7750735106709836,0.022255608688350217,0.02243770851986261,0.00018209983151239173
fine,22,57,-0.7853981633974485,2.8797932657906435,0.025105238481993225,0.024510426307615626,-0.0005948121743775993
fine,22,58,-0.7853981633974485,2.984513020910303,0.025646668142785357,0.025034659617028176,-0.0006120085257571815
fine,22,59,-0.7853981633974485,3.089232776029963,0.025846142228340137,0.024823657257372764,-0.001022484970967373
fine,23,0,-0.6806784082777886,-3.089232776029963,0.026872008954051656,0.026948171078267552,7.616212421589566e-05
fine,23,1,-0.6806784082777886,-2.9845130209103035,0.025874638526276788,0.025494148939385657,-0.00038048958689113066
fine,23,2,-0.6806784082777886,-2.879793265790644,0.028496297936428053,0.02672074361354115,-0.0017755543228869033
fine,23,3,-0.6806784082777886,-2.7750735106709836,0.025162231077865974,0.02615417738579552,0.000991946307929547
fine,23,4,-0.6806784082777886,-2.670353755551324,0.025162231077866082,0.024711236315344887,-0.0004509947625211952
fine,23,5,-0.6806784082777886,-2.5656340004316647,0.024877268098501694,0.026333113385894807,0.0014558452873931135
fine,23,6,-0.6806784082777886,-2.4609142453120048,0.024706290310883228,0.025424848028715186,0.0007185577178319587
fine,23,7,-0.6806784082777886,-2.356194490192345,0.0228540309450153,0.024905046505142747,0.0020510155601274477
fine,23,8,-0.6806784082777886,-2.2514747350726854,0.023680423585171716,0.02317993735956919,-0.0005004862256025241
fine,23,9,-0.6806784082777886,-2.1467549799530254,0.022398090178032546,0.020852749727916467,-0.001545340450116079
fine,23,10,-0.6806784082777886,-2.0420352248333655,0.020631319705973913,0.021235381785943936,0.0006040620799700226
fine,23,11,-0.6806784082777886,-1.9373154697137058,0.02171417902755818,0.020552676485094377,-0.0011615025424638048
fine,23,12,-0.6806784082777886,-1.8325957145940461,0.02023237153486396,0.020039271489105337,-0.0001931000457586242
fine,23,13,-0.6806784082777886,-1.7278759594743862,0.018779060340106127,0.019562638793660925,0.0007835784535547979
fine,23,14,-0.6806784082777886,-1.6231562043547265,0.01917800851121608,0.018913403410349167,-0.00026460510086691313
fine,23,15,-0.6806784082777886,-1.5184364492350668,0.0187505640421697,0.018816536888681935,6.597284651223626e-05
fine,23,16,-0.6806784082777886,-1.413716694115407,0.01724026025153901,0.01758314065375408,0.00034288040221507055
fine,23,17,-0.6806784082777886,-1.3089969389957472,0.015872437950590425,0.018759490962733157,0.002887053012142732
fine,23,18,-0.6806784082777886,-1.2042771838760875,0.015843941652654032,0.01620752057441217,0.0003635789217581384
fine,23,19,-0.6806784082777886,-1.0995574287564276,0.014704089735196909,0.015543808962223545,0.0008397192270266363
fine,23,20,-0.6806784082777886,-0.9948376736367679,0.015160030502179726,0.01573525900270987,0.0005752285005301422
fine,23,21,-0.6806784082777886,-0.8901179185171082,0.013735215605358382,0.014056563211881173,0.00032134760652279167
fine,23,22,-0.6806784082777886,-0.7853981633974485,0.01419115637234117,0.013253560675774595,-0.0009375956965665747
fine,23,23,-0.6806784082777886,-0.6806784082777886,0.013906193392976891,0.013638257729220582,-0.000267935663756309
fine,23,24,-0.6806784082777886,-0.5759586531581289,0.01185445994155412,0.012259666387232346,0.0004052064456782252
fine,23,25,-0.6806784082777886,-0.4712388980384692,0.011740474749808359,0.01250139219147889,0.0007609174416705316
fine,23,26,-0.6806784082777886,-0.36651914291880927,0.012338897006473348,0.012000308007202282,-0.000338588999271066
fine,23,27,-0.6806784082777886,-0.2617993877991496,0.011313030280761987,0.012674867887466542,0.0013618376067045558
fine,23,28,-0.6806784082777886,-0.15707963267948988,0.012481378496155488,0.011836567844230442,-0.0006448106519250461
fine,23,29,-0.6806784082777886,-0.05235987755982996,0.011569496962189792,0.012233242265469067,0.0006637453032792753
fine,23,30,-0.6806784082777886,0.05235987755982974,0.010885585811715563,0.01197316900923727,0.001087583197521707
fine,23,31,-0.6806784082777886,0.15707963267948943,0.010657615428224092,0.010478664628523935,-0.00017895079970015743
fine,23,32,-0.6806784082777886,0.26179938779914935,0.01040114874679624,0.011150376084005036,0.0007492273372087955
fine,23,33,-0.6806784082777886,0.36651914291880905,0.010999571003461278,0.011208539799984256,0.00020896879652297813
fine,23,34,-0.6806784082777886,0.47123889803846875,0.01185445994155407,0.011401965572595568,-0.0004524943689585021
fine,23,35,-0.6806784082777886,0.5759586531581287,0.01142701547250765,0.011648020271658533,0.00022100479915088296
fine,23,36,-0.6806784082777886,0.6806784082777884,0.011597993260126267,0.009870751646813407,-0.0017272416133128597
fine,23,37,-0.6806784082777886,0.7853981633974481,0.011227541386952655,0.011794911440572228,0.0005673700536195734
fine,23,38,-0.6806784082777886,0.890117918517108,0.011569496962189792,0.011439257251641235,-0.0001302397105485565
fine,23,39,-0.6806784082777886,0.9948376736367677,0.010686111726160567,0.012407606312583893,0.0017214945864233253
fine,23,40,-0.6806784082777886,1.0995574287564271,0.012367393304409828,0.011851859417695947,-0.0005155338867138815
fine,23,41,-0.6806784082777886,1.204277183876087,0.01353574151980327,0.01180724492418672,-0.0017284965956165504
fine,23,42,-0.6806784082777886,1.308996938995747,0.0112275413869527,0.011506521490664121,0.00027898010371142125
fine,23,43,-0.6806784082777886,1.4137166941154065,0.013193785944566244,0.012670778129793949,-0.0005230078147722955
fine,23,44,-0.6806784082777886,1.5184364492350664,0.012794837773456143,0.01277468856840755,-2.0149205048593244e-05
fine,23,45,-0.6806784082777886,1.6231562043547263,0.012794837773456252,0.012983984568511062,0.0001891467950548096
fine,23,46,-0.6806784082777886,1.7278759594743858,0.012424385900282687,0.01397381842832932,0.001549432528046634
fine,23,47,-0.6806784082777886,1.8325957145940457,0.014362134159959678,0.01535542168915896,0.0009932875291992823
fine,23,48,-0.6806784082777886,1.9373154697137056,0.014504615649641943,0.014563488066516849,5.887241687490587e-05
fine,23,49,-0.6806784082777886,2.042035224833365,0.014647097139324081,0.015031279911849315,0.0003841827725252333
fine,23,50,-0.6806784082777886,2.146754979953025,0.017525223230903178,0.017163801574551264,-0.00036142165635191445
fine,23,51,-0.6806784082777886,2.251474735072685,0.01652785280312834,0.017309328184633807,0.0007814753815054663
fine,23,52,-0.6806784082777886,2.3561944901923444,0.017810186210267608,0.017879798028797255,6.961181852964751e-05
fine,23,53,-0.6806784082777886,2.4609142453120043,0.018665075148360296,0.018458110258281334,-0.00020696489007896238
fine,23,54,-0.6806784082777886,2.5656340004316642,0.019918912257563294,0.02000124056075095,8.23283031876551e-05
fine,23,55,-0.6806784082777886,2.6703537555513237,0.019776430767881156,0.020909818564464805,0.0011333877965836493
fine,23,56,-0.6806784082777886,2.7750735106709836,0.022141623496604503,0.022074376361406047,-6.724713519845604e-05
fine,23,57,-0.6806784082777886,2.8797932657906435,0.023309971711998247,0.02412358009232003,0.0008136083803217814
fine,23,58,-0.6806784082777886,2.984513020910303,0.025076742184056797,0.026713416376848414,0.0016366741927916172
fine,23,59,-0.6806784082777886,3.089232776029963,0.02524771997167515,0.024560965716754216,-0.0006867542549209328
fine,24,0,-0.5759586531581289,-3.089232776029963,0.02456380882120109,0.024886182710376504,0.00032237388917541465
fine,24,1,-0.5759586531581289,-2.9845130209103035,0.02670103116643331,0.025319806081209702,-0.0013812250852236092
fine,24,2,-0.5759586531581289,-2.879793265790644,0.02687200895405177,0.025921558163006727,-0.000950450791045044
fine,24,3,-0.5759586531581289,-2.7750735106709836,0.025162231077866082,0.02677759551840894,0.0016153644405428567
fine,24,4,-0.5759586531581289,-2.670353755551324,0.02724246082722545,0.024589501671455877,-0.002652959155769574
fine,24,5,-0.5759586531581289,-2.5656340004316647,0.02493426069437465,0.02624739127482849,0.0013131305804538404
fine,24,6,-0.5759586531581289,-2.4609142453120048,0.025732157036594754,0.02612779639212125,0.00039563935552649684
fine,24,7,-0.5759586531581289,-2.356194490192345,0.02661554227262392,0.02485851035025929,-0.0017570319223646283
fine,24,8,-0.5759586531581289,-2.2514747350726854,0.02370891988310824,0.02395449596829299,0.00024557608518474897
fine,24,9,-0.5759586531581289,-2.1467549799530254,0.022626060561524067,0.02187964873645465,-0.0007464118250694179
fine,24,10,-0.5759586531581289,-2.0420352248333655,0.02251207536977826,0.019611166189349914,-0.002900909180428346
fine,24,11,-0.5759586531581289,-1.9373154697137058,0.021600193835812558,0.01945864496348294,-0.0021415488723296183
fine,24,12,-0.5759586531581289,-1.8325957145940461,0.018807556638042636,0.02026446271148769,0.001456906073445053
fine,24,13,-0.5759586531581289,-1.7278759594743862,0.018579586254551212,0.019701933407473324,0.0011223471529221117
fine,24,14,-0.5759586531581289,-1.6231562043547265,0.018978534425661164,0.01887651213752385,-0.00010202228813731284
fine,24,15,-0.5759586531581289,-1.5184364492350668,0.018152141785504786,0.01801401890411586,-0.00013812288138892806
fine,24,16,-0.5759586531581289,-1.413716694115407,0.017810186210267646,0.01623142270584066,-0.0015787635044269867
fine,24,17,-0.5759586531581289,-1.3089969389957472,0.01812364548756832,0.017155770763000556,-0.0009678747245677639
fine,24,18,-0.5759586531581289,-1.2042771838760875,0.016385371313446237,0.015965794070594928,-0.00041957724285130935
fine,24,19,-0.5759586531581289,-1.0995574287564276,0.016584845399001232,0.015276056144802047,-0.0013087892541991854
fine,24,20,-0.5759586531581289,-0.9948376736367679,0.01484657122487908,0.014513333888607705,-0.00033323733627137544
fine,24,21,-0.5759586531581289,-0.8901179185171082,0.014989052714561284,0.014001993398626728,-0.0009870593159345565
fine,24,22,-0.5759586531581289,-0.7853981633974485,0.01421965267027766,0.013368647673593775,-0.0008510049966838854
fine,24,23,-0.5759586531581289,-0.6806784082777886,0.013421756328057671,0.013127731351634144,-0.00029402497642352747
fine,24,24,-0.5759586531581289,-0.5759586531581289,0.014305141564087005,0.013499377007772284,-0.0008057645563147205
fine,24,25,-0.5759586531581289,-0.4712388980384692,0.011797467345681266,0.013938318821621512,0.0021408514759402465
fine,24,26,-0.5759586531581289,-0.36651914291880927,0.011683482153935552,0.013004568353867091,0.0013210861999315392
fine,24,27,-0.5759586531581289,-0.2617993877991496,0.012538371092028449,0.01209399048329899,-0.00044438060872945863
fine,24,28,-0.5759586531581289,-0.15707963267948988,0.011597993260126269,0.011636768933500985,3.877567337471667e-05
fine,24,29,-0.5759586531581289,-0.05235987755982996,0.012110926622981976,0.011242000644407875,-0.0008689259785741015
fine,24,30,-0.5759586531581289,0.05235987755982974,0.011683482153935602,0.011761514016848941,7.803186291333898e-05
fine,24,31,-0.5759586531581289,0.15707963267948943,0.011341526578698413,0.011516384394040584,0.000174857815342171
fine,24,32,-0.5759586531581289,0.26179938779914935,0.01202543772917269,0.01141576355957006,-0.0006096741696026298
fine,24,33,-0.5759586531581289,0.36651914291880905,0.010657615428224184,0.010427767997400098,-0.0002298474308240865
fine,24,34,-0.5759586531581289,0.47123889803846875,0.011113556195206988,0.010421253776472081,-0.0006923024187349067
fine,24,35,-0.5759586531581289,0.5759586531581287,0.010686111726160566,0.011657141616924755,0.0009710298907641898
fine,24,36,-0.5759586531581289,0.6806784082777884,0.010657615428224184,0.010228988906507856,-0.0004286265217163278
fine,24,37,-0.5759586531581289,0.7853981633974481,0.011170548791079845,0.01083580376324004,-0.00033474502783980425
fine,24,38,-0.5759586531581289,0.890117918517108,0.011370022876634842,0.011370659424860005,6.365482251632221e-07
fine,24,39,-0.5759586531581289,0.9948376736367677,0.012110926622982025,0.011454087608255987,-0.0006568390147260374
fine,24,40,-0.5759586531581289,1.0995574287564271,0.01068611172616061,0.011966910643856165,0.0012807989176955546
fine,24,41,-0.5759586531581289,1.204277183876087,0.01156949696218979,0.011889770583491286,0.00032027362130149575
fine,24,42,-0.5759586531581289,1.308996938995747,0.012196415516791312,0.012340644681420375,0.00014422916462906304
fine,24,43,-0.5759586531581289,1.4137166941154065,0.013279274838375587,0.0112483716713914,-0.0020309031669841875
fine,24,44,-0.5759586531581289,1.5184364492350664,0.012367393304409774,0.01268384309733205,0.00031644979292227635
fine,24,45,-0.5759586531581289,1.6231562043547263,0.012766341475519877,0.013126380226403537,0.0003600387508836591
fine,24,46,-0.5759586531581289,1.7278759594743858,0.013906193392977008,0.014532686805444938,0.0006264934124679301
fine,24,47,-0.5759586531581289,1.8325957145940457,0.012965815561074767,0.013712162526155253,0.0007463469650804862
fine,24,48,-0.5759586531581289,1.9373154697137056,0.014647097139324146,0.015299290485555362,0.0006521933462312161
fine,24,49,-0.5759586531581289,2.042035224833365,0.015302511991861995,0.015375541157847526,7.302916598553137e-05
fine,24,50,-0.5759586531581289,2.146754979953025,0.01627138612170042,0.016441972978136602,0.00017058685643618274
fine,24,51,-0.5759586531581289,2.251474735072685,0.016784319484556266,0.017246143163616806,0.00046182367906054053
fine,24,52,-0.5759586531581289,2.3561944901923444,0.01795266769994983,0.017043316877449595,-0.0009093508225002343
fine,24,53,-0.5759586531581289,2.4609142453120043,0.018978534425661085,0.01968668211129236,0.0007081476856312767
fine,24,54,-0.5759586531581289,2.5656340004316642,0.019491467788516955,0.020845062331546718,0.0013535945430297631
fine,24,55,-0.5759586531581289,2.6703537555513237,0.020203875236927665,0.021253055531470822,0.0010491802945431575
fine,24,56,-0.5759586531581289,2.7750735106709836,0.022512075369778162,0.022551761826558204,3.968645678004146e-05
fine,24,57,-0.5759586531581289,2.8797932657906435,0.02365192728723549,0.022764983930886076,-0.0008869433563494129
fine,24,58,-0.5759586531581289,2.984513020910303,0.024022379160409054,0.025090200997598552,0.0010678218371894983
fine,24,59,-0.5759586531581289,3.089232776029963,0.025190727375802406,0.02434242158197959,-0.0008483057938228171
fine,25,0,-0.4712388980384692,-3.089232776029963,0.02473478660881955,0.02475799792254686,2.3211313727310168e-05
fine,25,1,-0.4712388980384692,-2.9845130209103035,0.023566438393426103,0.0261016517991616,0.0025352134057354987
fine,25,2,-0.4712388980384692,-2.879793265790644,0.02786937938182664,0.02521728579264938,-0.0026520935891772603
fine,25,3,-0.4712388980384692,-2.7750735106709836,0.02727095712516165,0.023905466129013685,-0.003365490996147965
fine,25,4,-0.4712388980384692,-2.670353755551324,0.027470431210716763,0.026345172729272226,-0.0011252584814445375
fine,25,5,-0.4712388980384692,-2.5656340004316647,0.02419335694802742,0.02425592169612499,6.256474809757107e-05
fine,25,6,-0.4712388980384692,-2.4609142453120048,0.022654556859460398,0.02520251947085628,0.0025479626113958827
fine,25,7,-0.4712388980384692,-2.356194490192345,0.02459230511913741,0.02420474301187252,-0.00038756210726488896
fine,25,8,-0.4712388980384692,-2.2514747350726854,0.023138993924379583,0.023678821796084923,0.0005398278717053395
fine,25,9,-0.4712388980384692,-2.1467549799530254,0.02288252724295183,0.022984974694428156,0.00010244745147632711
fine,25,10,-0.4712388980384692,-2.0420352248333655,0.0212297419626389,0.022714611391269634,0.0014848694286307348
fine,25,11,-0.4712388980384692,-1.9373154697137058,0.020146882641054634,0.020556068148821233,0.000409185507766599
fine,25,12,-0.4712388980384692,-1.8325957145940461,0.0207738011956561,0.02022805284688924,-0.0005457483487668613
fine,25,13,-0.4712388980384692,-1.7278759594743862,0.01980492706581754,0.01956912059618768,-0.00023580646962985743
fine,25,14,-0.4712388980384692,-1.6231562043547265,0.0181806380834411,0.019886106546504342,0.0017054684630632422
fine,25,15,-0.4712388980384692,-1.5184364492350668,0.017525223230903293,0.019522075427141513,0.0019968521962382205
fine,25,16,-0.4712388980384692,-1.413716694115407,0.017639208422649003,0.017389535820449553,-0.0002496726021994494
fine,25,17,-0.4712388980384692,-1.3089969389957472,0.015644467567099002,0.016637604284439694,0.0009931367173406924
fine,25,18,-0.4712388980384692,-1.2042771838760875,0.017325749145348294,0.016385871025529877,-0.0009398781198184172
fine,25,19,-0.4712388980384692,-1.0995574287564276,0.016499356505191878,0.01538033953665494,-0.0011190169685369369
fine,25,20,-0.4712388980384692,-0.9948376736367679,0.01624288982376399,0.014462251557347455,-0.0017806382664165357
fine,25,21,-0.4712388980384692,-0.8901179185171082,0.01592943054646335,0.013928795850631412,-0.00200063469583194
fine,25,22,-0.4712388980384692,-0.7853981633974485,0.014419126755832595,0.01368080167025928,-0.0007383250855733155
fine,25,23,-0.4712388980384692,-0.6806784082777886,0.0142196526702776,0.012992384494125986,-0.0012272681761516142
fine,25,24,-0.4712388980384692,-0.5759586531581289,0.013250778540439101,0.012964105600570089,-0.00028667293986901245
fine,25,25,-0.4712388980384692,-0.4712388980384692,0.013421756328057614,0.01287629578506778,-0.0005454605429898347
fine,25,26,-0.4712388980384692,-0.36651914291880927,0.012709348879646913,0.011837733470293993,-0.0008716154093529205
fine,25,27,-0.4712388980384692,-0.2617993877991496,0.012110926622981976,0.012096470740569513,-1.4455882412462567e-05
fine,25,28,-0.4712388980384692,-0.15707963267948988,0.011626489558062647,0.011907903843763204,0.0002814142857005576
fine,25,29,-0.4712388980384692,-0.05235987755982996,0.011683482153935502,0.01183591027022665,0.00015242811629114818
fine,25,30,-0.4712388980384692,0.05235987755982974,0.011740474749808409,0.011327409203376153,-0.000413065546432256
fine,25,31,-0.4712388980384692,0.15707963267948943,0.011284533982825511,0.010721114087526564,-0.0005634198952989469
fine,25,32,-0.4712388980384692,0.26179938779914935,0.011028067301397658,0.011420371203495436,0.0003923039020977785
fine,25,33,-0.4712388980384692,0.36651914291880905,0.012310400708536971,0.010735290725346963,-0.0015751099831900085
fine,25,34,-0.4712388980384692,0.47123889803846875,0.01185445994155407,0.010721772997161783,-0.0011326869443922874
fine,25,35,-0.4712388980384692,0.5759586531581287,0.010971074705524803,0.010641474994304964,-0.0003295997112198381
fine,25,36,-0.4712388980384692,0.6806784082777884,0.010686111726160567,0.010745434235663176,5.932250950260905e-05
fine,25,37,-0.4712388980384692,0.7853981633974481,0.011056563599334086,0.010539440531667098,-0.0005171230676669879
fine,25,38,-0.4712388980384692,0.890117918517108,0.010971074705524803,0.011528444514232947,0.0005573698087081441
fine,25,39,-0.4712388980384692,0.9948376736367677,0.011199045089016273,0.011499334003037558,0.000300288914021285
fine,25,40,-0.4712388980384692,1.0995574287564271,0.012509874794091968,0.011953140321595798,-0.0005567344724961704
fine,25,41,-0.4712388980384692,1.204277183876087,0.011541000664253315,0.011606361060010931,6.536039575761633e-05
fine,25,42,-0.4712388980384692,1.308996938995747,0.01265235628377411,0.011296537301416096,-0.0013558189823580143
fine,25,43,-0.4712388980384692,1.4137166941154065,0.012395889602346256,0.01273194735266153,0.00033605775031527417
fine,25,44,-0.4712388980384692,1.5184364492350664,0.011256037684889034,0.013300193872208552,0.0020441561873195176
fine,25,45,-0.4712388980384692,1.6231562043547263,0.013450252625994098,0.014014815857684373,0.0005645632316902752
fine,25,46,-0.4712388980384692,1.7278759594743858,0.012880326667265535,0.013570146613110567,0.000689819945845032
fine,25,47,-0.4712388980384692,1.8325957145940457,0.014191156372341111,0.014082645744583476,-0.00010851062775763497
fine,25,48,-0.4712388980384692,1.9373154697137056,0.015388000885671216,0.014710471099728529,-0.0006775297859426873
fine,25,49,-0.4712388980384692,2.042035224833365,0.015388000885671216,0.015207762644960194,-0.00018023824071102153
fine,25,50,-0.4712388980384692,2.146754979953025,0.016014919440272498,0.015390971536516961,-0.0006239479037555371
fine,25,51,-0.4712388980384692,2.251474735072685,0.017468230635030474,0.01745350766190253,-1.4722973127944544e-05
fine,25,52,-0.4712388980384692,2.3561944901923444,0.017553719528839756,0.01754801264787307,-5.706880966686173e-06
fine,25,53,-0.4712388980384692,2.4609142453120043,0.018152141785504596,0.01846710982572939,0.0003149680402247945
fine,25,54,-0.4712388980384692,2.5656340004316642,0.020602823408037575,0.020044026529286958,-0.0005587968787506177
fine,25,55,-0.4712388980384692,2.6703537555513237,0.019776430767881156,0.020667640508733542,0.0008912097408523868
fine,25,56,-0.4712388980384692,2.7750735106709836,0.021628690133748803,0.023627038296319427,0.001998348162570624
fine,25,57,-0.4712388980384692,2.8797932657906435,0.022426586475968974,0.021819189169626458,-0.0006073973063425164
fine,25,58,-0.4712388980384692,2.984513020910303,0.024193356948027524,0.02436894401179354,0.00017558706376601466
fine,25,59,-0.4712388980384692,3.089232776029963,0.024877268098501586,0.025062395430594474,0.00018512733209288812
fine,26,0,-0.36651914291880927,-3.089232776029963,0.02444982362945527,0.024186129735810746,-0.0002636938936445253
fine,26,1,-0.36651914291880927,-2.9845130209103035,0.02513373477992965,0.025330019917144248,0.00019628513721459823
