I1_I2_I3,theta1,theta3,log_density,density
1.0,-3.141592653589793,0.05235987755982974,-6.9784234411452655,0.000931771037717269
1.0,-3.141592653589793,0.10471975511965947,-6.977718375817574,0.000932428228823417
1.0,-3.141592653589793,0.15707963267948966,-6.97635017260071,0.0009337048532672722
1.0,-3.141592653589793,0.2094395102393194,-6.974321787963134,0.0009356006879386215
1.0,-3.141592653589793,0.26179938779914913,-6.971638332687888,0.0009381147021539439
1.0,-3.141592653589793,0.3141592653589793,-6.96830713245709,0.0009412449609309759
1.0,-3.141592653589793,0.36651914291880905,-6.964337769524266,0.0009449885286638464
1.0,-3.141592653589793,0.4188790204786388,-6.9597421001580795,0.0009493413779634392
1.0,-3.141592653589793,0.47123889803846897,-6.954534244048948,0.0009542983075429291
1.0,-3.141592653589793,0.5235987755982987,-6.9487305435941815,0.0009598528719873322
1.0,-3.141592653589793,0.5759586531581284,-6.942349492835806,0.0009659973250685113
1.0,-3.141592653589793,0.6283185307179586,-6.935411637720425,0.0009727225769874046
1.0,-3.141592653589793,0.6806784082777884,-6.927939451167856,0.0009800181645975054
1.0,-3.141592653589793,0.7330382858376181,-6.919957188048852,0.0009878722323636772
1.0,-3.141592653589793,0.7853981633974483,-6.911490726453418,0.0009962715206335944
1.0,-3.141592653589793,0.837758040957278,-6.902567402460555,0.001005201356854336
1.0,-3.141592653589793,0.8901179185171078,-6.893215845899163,0.0010146456447684379
1.0,-3.141592653589793,0.9424777960769379,-6.88346582425491,0.0010245868464789185
1.0,-3.141592653589793,0.9948376736367672,-6.87334810091368,0.0010350059526655318
1.0,-3.141592653589793,1.0471975511965974,-6.86289431238565,0.001045882437204726
1.0,-3.141592653589793,1.0995574287564276,-6.852136867144957,0.0010571941939678268
1.0,-3.141592653589793,1.1519173063162569,-6.841108866444599,0.0010689174555358217
1.0,-3.141592653589793,1.204277183876087,-6.82984404518603,0.0010810266957749248
1.0,-3.141592653589793,1.2566370614359172,-6.81837672893459,0.0010934945203899438
1.0,-3.141592653589793,1.3089969389957465,-6.8067418017575445,0.001106291551402656
1.0,-3.141592653589793,1.3613568165555767,-6.794974678927112,0.001119386312709624
1.0,-3.141592653589793,1.413716694115407,-6.7831112787482155,0.001132745124279339
1.0,-3.141592653589793,1.4660765716752362,-6.771187988740606,0.0011463320121385147
1.0,-3.141592653589793,1.5184364492350664,-6.7592416228590615,0.0011601086402526256
