I1_I2_I3,theta1,theta3,log_density,density
1.0,1.1519173063162569,-2.1467549799530254,-6.865452000331254,0.0010432108143477844
1.0,1.1519173063162569,-2.0943951023931957,-6.866947580117253,0.0010416517754654288
1.0,1.1519173063162569,-2.0420352248333655,-6.869000034780597,0.0010395160249366102
1.0,1.1519173063162569,-1.9896753472735358,-6.871587544944307,0.0010368297435457152
1.0,1.1519173063162569,-1.9373154697137058,-6.874684622235651,0.0010336235691397345
1.0,1.1519173063162569,-1.8849555921538759,-6.87826251471816,0.0010299319831289786
1.0,1.1519173063162569,-1.8325957145940461,-6.882289722563883,0.0010257925736915918
1.0,1.1519173063162569,-1.7802358370342162,-6.8867325862705995,0.0010212452261979081
1.0,1.1519173063162569,-1.7278759594743862,-6.891555907801202,0.001016331292378411
1.0,1.1519173063162569,-1.6755160819145565,-6.896723567165953,0.0010110927855248872
1.0,1.1519173063162569,-1.6231562043547265,-6.9021991020587485,0.0010055716411016948
1.0,1.1519173063162569,-1.5707963267948966,-6.907946225154809,0.000999809072056388
1.0,1.1519173063162569,-1.5184364492350668,-6.913929261809384,0.000993845037041816
1.0,1.1519173063162569,-1.4660765716752369,-6.9201134996274964,0.000987717828563403
1.0,1.1519173063162569,-1.413716694115407,-6.926465450227317,0.0009814637774494817
1.0,1.1519173063162569,-1.3613568165555772,-6.932953031908878,0.0009751170607078349
1.0,1.1519173063162569,-1.3089969389957472,-6.939545689110413,0.0009687095925232228
1.0,1.1519173063162569,-1.2566370614359172,-6.946214469640884,0.0009622709735830833
1.0,1.1519173063162569,-1.2042771838760875,-6.952932082968746,0.0009558284726083161
1.0,1.1519173063162569,-1.1519173063162575,-6.959672961881432,0.0009494070160592883
1.0,1.1519173063162569,-1.0995574287564276,-6.966413345638788,0.0009430291671506461
1.0,1.1519173063162569,-1.0471975511965979,-6.9731313958931365,0.0009367150827299943
1.0,1.1519173063162569,-0.9948376736367681,-6.979807348174633,0.0009304824450802742
1.0,1.1519173063162569,-0.9424777960769379,-6.986423692973238,0.0009243463739600748
1.0,1.1519173063162569,-0.8901179185171082,-6.992965372763212,0.0009183193309525331
1.0,1.1519173063162569,-0.8377580409572785,-6.999419975872262,0.0009124110325171563
1.0,1.1519173063162569,-0.7853981633974483,-7.0057779056265295,0.0009066283895636714
1.0,1.1519173063162569,-0.7330382858376185,-7.012032503889108,0.0009009754899499938
1.0,1.1519173063162569,-0.6806784082777888,-7.018180111592321,0.000895453636572394
1.0,1.1519173063162569,-0.6283185307179586,-7.024220054345392,0.0008900614485157058
1.0,1.1519173063162569,-0.5759586531581289,-7.030154547635177,0.0008847950270495717
1.0,1.1519173063162569,-0.5235987755982991,-7.035988522455137,0.0008796481830180206
1.0,1.1519173063162569,-0.47123889803846897,-7.041729377496697,0.0008746127180785363
1.0,1.1519173063162569,-0.41887902047863923,-7.047386667735208,0.0008696787496909415
1.0,1.1519173063162569,-0.3665191429188095,-7.052971741142102,0.0008648350687809794
1.0,1.1519173063162569,-0.3141592653589793,-7.058497335525325,0.0008600695193542982
1.0,1.1519173063162569,-0.2617993877991496,-7.063977146590707,0.0008553693905554549
1.0,1.1519173063162569,-0.20943951023931984,-7.069425376819563,0.0008507218132169126
1.0,1.1519173063162569,-0.15707963267948966,-7.074856273258291,0.000846114154335366
1.0,1.1519173063162569,-0.10471975511965992,-7.0802836612622615,0.0008415344038076362
1.0,1.1519173063162569,-0.05235987755983018,-7.085720480859071,0.0008369715480209564
1.0,1.1519173063162569,0.0,-7.0911783326869475,0.0008324159245951563
1.0,1.1519173063162569,0.05235987755982974,-7.096667041217958,0.0008278595519479295
1.0,1.1519173063162569,0.10471975511965947,-7.1021942438729555,0.0008232964267103407
1.0,1.1519173063162569,0.15707963267948966,-7.107765015336846,0.000818722781663765
1.0,1.1519173063162569,0.2094395102393194,-7.113381536609768,0.0008141372970341148
1.0,1.1519173063162569,0.26179938779914913,-7.119042817911008,0.0008095412587857572
1.0,1.1519173063162569,0.3141592653589793,-7.124744483434107,0.0008049386590120511
1.0,1.1519173063162569,0.36651914291880905,-7.130478624181289,0.000800336235531212
1.0,1.1519173063162569,0.4188790204786388,-7.136233722802677,0.0007957434502082241
1.0,1.1519173063162569,0.47123889803846897,-7.14199465169655,0.0007911724081400592
1.0,1.1519173063162569,0.5235987755982987,-7.1477427427865345,0.0007866377224490981
1.0,1.1519173063162569,0.5759586531581284,-7.153455924595209,0.0007821563318124585
1.0,1.1519173063162569,0.6283185307179586,-7.159108919709079,0.0007777472798065925
1.0,1.1519173063162569,0.6806784082777884,-7.164673493704827,0.0007734314664858101
1.0,1.1519173063162569,0.7330382858376181,-7.170118745287091,0.0007692313832021965
1.0,1.1519173063162569,0.7853981633974483,-7.175411426932198,0.0007651708414357363
1.0,1.1519173063162569,0.837758040957278,-7.180516285825034,0.0007612747053347758
1.0,1.1519173063162569,0.8901179185171078,-7.185396416310386,0.000757568635844104
1.0,1.1519173063162569,0.9424777960769379,-7.190013617348205,0.0007540788518693182
1.0,1.1519173063162569,0.9948376736367672,-7.1943287513612395,0.0007508319110976593
1.0,1.1519173063162569,1.0471975511965974,-7.19830210410615,0.0007478545101120723
1.0,1.1519173063162569,1.0995574287564276,-7.201893748432313,0.0007451733005618468
1.0,1.1519173063162569,1.1519173063162569,-7.20506391762096,0.0007428147156561109
1.0,1.1519173063162569,1.204277183876087,-7.207773396010524,0.0007408047993785614
1.0,1.1519173063162569,1.2566370614359172,-7.209983935425702,0.0007391690298032397
1.0,1.1519173063162569,1.3089969389957465,-7.21165870522232,0.000737932127889623
1.0,1.1519173063162569,1.3613568165555767,-7.212762781351402,0.0007371178442406239
1.0,1.1519173063162569,1.413716694115407,-7.213263675736122,0.0007367487185057886
1.0,1.1519173063162569,1.4660765716752362,-7.213131901683638,0.0007368458092669696
1.0,1.1519173063162569,1.5184364492350664,-7.212341564516614,0.0007374283960860816
1.0,1.1519173063162569,1.5707963267948966,-7.210870959837853,0.000738513659536782
1.0,1.1519173063162569,1.6231562043547259,-7.208703155729276,0.0007401163490129453
1.0,1.1519173063162569,1.675516081914556,-7.205826530667034,0.0007422484514108301
1.0,1.1519173063162569,1.7278759594743862,-7.202235236830468,0.0007449188759690856
1.0,1.1519173063162569,1.7802358370342155,-7.197929559351617,0.000748133171290626
1.0,1.1519173063162569,1.8325957145940457,-7.192916146064923,0.0007518932897099495
1.0,1.1519173063162569,1.8849555921538759,-7.187208089199091,0.0007561974117650043
1.0,1.1519173063162569,1.9373154697137052,-7.180824849506609,0.0007610398398463507
1.0,1.1519173063162569,1.9896753472735353,-7.17379202353198,0.0007664109655576995
1.0,1.1519173063162569,2.0420352248333655,-7.1661409649003165,0.0007722973104612366
1.0,1.1519173063162569,2.094395102393195,-7.157908279517876,0.0007786816352494335
1.0,1.1519173063162569,2.146754979953025,-7.149135221475023,0.0007855431084752135
1.0,1.1519173063162569,2.199114857512855,-7.139867020622449,0.0007928575231564415
1.0,1.1519173063162569,2.2514747350726845,-7.130152174034531,0.0008005975480631937
1.0,1.1519173063162569,2.3038346126325147,-7.120041732037518,0.0008087330003439594
1.0,1.1519173063162569,2.356194490192345,-7.109588605628619,0.0008172311272441014
1.0,1.1519173063162569,2.408554367752174,-7.0988469166096735,0.0008260568867893847
1.0,1.1519173063162569,2.4609142453120043,-7.08787140535966,0.0008351732201390993
1.0,1.1519173063162569,2.5132741228718345,-7.076716904613518,0.0008445413115038118
1.0,1.1519173063162569,2.565634000431664,-7.0654378815495535,0.0008541208347105372
1.0,1.1519173063162569,2.617993877991494,-7.054088045420857,0.0008638701883435593
1.0,1.1519173063162569,2.670353755551324,-7.042720014235874,0.0008737467236012501
1.0,1.1519173063162569,2.7227136331111534,-7.031385031763536,0.0008837069703674598
1.0,1.1519173063162569,2.7750735106709836,-7.020132725406882,0.0008937068673691546
1.0,1.1519173063162569,2.827433388230814,-7.009010896108031,0.0009037020016510251
1.0,1.1519173063162569,2.879793265790643,-6.998065333154753,0.000913647861018954
1.0,1.1519173063162569,2.9321531433504733,-6.987339649214996,0.0009235001007630752
1.0,1.1519173063162569,2.9845130209103035,-6.976875133755784,0.0009332148231236515
1.0,1.1519173063162569,3.0368728984701328,-6.9667106258333105,0.00094274886492261
1.0,1.1519173063162569,3.089232776029963,-6.956882409729304,0.0009520600858944056
1.0,1.1519173063162569,3.141592653589793,-6.9474241387571505,0.0009611076478663137
1.0,1.204277183876087,-3.141592653589793,-6.935737639160426,0.0009724055197099574
1.0,1.204277183876087,-3.0892327760299634,-6.926879622218753,0.0009810573668100142
1.0,1.204277183876087,-3.036872898470133,-6.9184318468901855,0.000989380224347943
1.0,1.204277183876087,-2.9845130209103035,-6.910420845631726,0.0009973379828187112
1.0,1.204277183876087,-2.9321531433504737,-6.90287061648885,0.001004896611905483
1.0,1.204277183876087,-2.8797932657906435,-6.895802756840809,0.0010120242389816427
1.0,1.204277183876087,-2.827433388230814,-6.88923663446938,0.0010186911779931826
1.0,1.204277183876087,-2.775073510670984,-6.883189583021438,0.0010248699187094998
1.0,1.204277183876087,-2.722713633111154,-6.877677103421944,0.0010305350934628134
1.0,1.204277183876087,-2.670353755551324,-6.87271304811044,0.0010356634448461717
1.0,1.204277183876087,-2.6179938779914944,-6.868309762205636,0.0010402338220491854
1.0,1.204277183876087,-2.5656340004316647,-6.864478155925258,0.0010442272342006766
1.0,1.204277183876087,-2.5132741228718345,-6.861227686605785,0.0010476269851877895
1.0,1.204277183876087,-2.4609142453120048,-6.8585662367270865,0.0010504189055304633
1.0,1.204277183876087,-2.408554367752175,-6.856499885927662,0.0010525916835633375
1.0,1.204277183876087,-2.356194490192345,-6.85503258874123,0.0010541372820279307
1.0,1.204277183876087,-2.303834612632515,-6.854165783663023,0.0010550514097051394
1.0,1.204277183876087,-2.2514747350726854,-6.853897970823594,0.0010553340038583988
1.0,1.204277183876087,-2.199114857512855,-6.854224302869981,0.0010549896707398193
1.0,1.204277183876087,-2.1467549799530254,-6.855136235202575,0.0010540280300907626
1.0,1.204277183876087,-2.0943951023931957,-6.856621277140107,0.001052463915937751
1.0,1.204277183876087,-2.0420352248333655,-6.858662875700334,0.0010503173990307737
1.0,1.204277183876087,-1.9896753472735358,-6.861240450249697,0.0010476136137353327
1.0,1.204277183876087,-1.9373154697137058,-6.864329581528375,0.0010443823911580963
1.0,1.204277183876087,-1.8849555921538759,-6.867902344651154,0.0010406577179144995
1.0,1.204277183876087,-1.8325957145940461,-6.871927764229096,0.0010364770540712005
1.0,1.204277183876087,-1.7802358370342162,-6.876372361603358,0.0010318805532427246
1.0,1.204277183876087,-1.7278759594743862,-6.881200759495623,0.0010269102323540934
1.0,1.204277183876087,-1.6755160819145565,-6.88637630790866,0.001021609138597444
1.0,1.204277183876087,-1.6231562043547265,-6.891861696492072,0.0010160205572750862
1.0,1.204277183876087,-1.5707963267948966,-6.897619522525222,0.0010101872972240983
1.0,1.204277183876087,-1.5184364492350668,-6.903612789921167,0.001004151081028728
1.0,1.204277183876087,-1.4660765716752369,-6.909805322887573,0.0009979520559993602
1.0,1.204277183876087,-1.413716694115407,-6.916162087493767,0.000991628429886417
1.0,1.204277183876087,-1.3613568165555772,-6.922649424448721,0.0009852162236871657
1.0,1.204277183876087,-1.3089969389957472,-6.929235205691124,0.0009787491239879565
1.0,1.204277183876087,-1.2566370614359172,-6.935888934670392,0.0009722584102497406
1.0,1.204277183876087,-1.2042771838760875,-6.942581814400435,0.0009657729291255419
1.0,1.204277183876087,-1.1519173063162575,-6.949286807877421,0.0009593190885935636
1.0,1.204277183876087,-1.0995574287564276,-6.955978712232791,0.0009529208490867496
1.0,1.204277183876087,-1.0471975511965979,-6.962634261613531,0.000946599696026527
1.0,1.204277183876087,-0.9948376736367681,-6.969232265323721,0.0009403745869499331
1.0,1.204277183876087,-0.9424777960769379,-6.975753778619601,0.0009342618753076787
1.0,1.204277183876087,-0.8901179185171082,-6.982182295182345,0.0009282752206396068
1.0,1.204277183876087,-0.8377580409572785,-6.988503943957447,0.0009224255001484191
1.0,1.204277183876087,-0.7853981633974483,-6.994707669594032,0.0009167207391076769
1.0,1.204277183876087,-0.7330382858376185,-7.000785375449026,0.0009111660770038035
1.0,1.204277183876087,-0.6806784082777888,-7.006732010792124,0.0009057637832621721
1.0,1.204277183876087,-0.6283185307179586,-7.012545588746678,0.0009005133316424119
1.0,1.204277183876087,-0.5759586531581289,-7.018227127626978,0.0008954115368828715
1.0,1.204277183876087,-0.5235987755982991,-7.023780514603653,0.000890452751885309
1.0,1.204277183876087,-0.47123889803846897,-7.029212296093733,0.0008856291194283744
1.0,1.204277183876087,-0.41887902047863923,-7.034531403265162,0.0008809308695525549
1.0,1.204277183876087,-0.3665191429188095,-7.039748823277355,0.0008763466524963872
1.0,1.204277183876087,-0.3141592653589793,-7.044877227438406,0.0008718638971925766
1.0,1.204277183876087,-0.2617993877991496,-7.049930566743524,0.0008674691864265325
1.0,1.204277183876087,-0.20943951023931984,-7.054923643846172,0.000863148641278282
1.0,1.204277183876087,-0.15707963267948966,-7.0598716690125105,0.000858888308887014
1.0,1.204277183876087,-0.10471975511965992,-7.064789806519619,0.0008546745485007202
1.0,1.204277183876087,-0.05235987755983018,-7.069692717568414,0.0008504944110085957
1.0,1.204277183876087,0.0,-7.074594106135338,0.0008463360067288291
1.0,1.204277183876087,0.05235987755982974,-7.079506275103486,0.0008421888553531174
1.0,1.204277183876087,0.10471975511965947,-7.0844397011674305,0.0008380442109579627
1.0,1.204277183876087,0.15707963267948966,-7.089402638020814,0.0008338953542313904
1.0,1.204277183876087,0.2094395102393194,-7.094400757878953,0.0008297378438244231
1.0,1.204277183876087,0.26179938779914913,-7.099436841233171,0.0008255697192016642
1.0,1.204277183876087,0.3141592653589793,-7.104510523785422,0.0008213916485864182
1.0,1.204277183876087,0.36651914291880905,-7.109618107802691,0.0008172070175047746
1.0,1.204277183876087,0.4188790204786388,-7.114752442791542,0.0008130219558695256
1.0,1.204277183876087,0.47123889803846897,-7.119902877619813,0.0008088453042905703
1.0,1.204277183876087,0.5235987755982987,-7.125055283238293,0.0008046885231075569
1.0,1.204277183876087,0.5759586531581284,-7.130192142227789,0.000800565550265122
1.0,1.204277183876087,0.6283185307179586,-7.135292698763524,0.0007964926163602639
1.0,1.204277183876087,0.6806784082777884,-7.1403331604797,0.0007924880267889599
1.0,1.204277183876087,0.7330382858376181,-7.145286942328292,0.0007885719217600472
1.0,1.204277183876087,0.7853981633974483,-7.150124942001148,0.0007847660249477904
1.0,1.204277183876087,0.837758040957278,-7.154815836895298,0.0007810933907133854
1.0,1.204277183876087,0.8901179185171078,-7.159326393937661,0.000777578158207346
1.0,1.204277183876087,0.9424777960769379,-7.163621785748647,0.0007742453184049266
1.0,1.204277183876087,0.9948376736367672,-7.167665909431975,0.0007711204974161956
1.0,1.204277183876087,1.0471975511965974,-7.171421707471356,0.0007682297564815104
1.0,1.204277183876087,1.0995574287564276,-7.174851493471055,0.0007655994061660157
1.0,1.204277183876087,1.1519173063162569,-7.177917288426466,0.0007632558296668565
1.0,1.204277183876087,1.204277183876087,-7.180581175455973,0.0007612253081028044
1.0,1.204277183876087,1.2566370614359172,-7.182805682075985,0.0007595338394047768
1.0,1.204277183876087,1.3089969389957465,-7.184554198815607,0.0007582069421613507
1.0,1.204277183876087,1.3613568165555767,-7.185791441012791,0.0007572694366186117
1.0,1.204277183876087,1.413716694115407,-7.1864839569464145,0.0007567451970107989
1.0,1.204277183876087,1.4660765716752362,-7.1866006802027504,0.0007566568724020555
1.0,1.204277183876087,1.5184364492350664,-7.186113517773691,0.000757025577004202
1.0,1.204277183876087,1.5707963267948966,-7.184997958512438,0.0007578705551215873
1.0,1.204277183876087,1.6231562043547259,-7.183233680094536,0.000759208829983145
1.0,1.204277183876087,1.675516081914556,-7.180805127489057,0.0007610548492354374
1.0,1.204277183876087,1.7278759594743862,-7.177702033003577,0.0007634201423072029
1.0,1.204277183876087,1.7802358370342155,-7.173919847860282,0.0007663130058517736
1.0,1.204277183876087,1.8325957145940457,-7.1694600582546775,0.0007697382328485567
1.0,1.204277183876087,1.8849555921538759,-7.164330364766312,0.0007736968987400591
1.0,1.204277183876087,1.9373154697137052,-7.158544712222445,0.0007781862144580335
1.0,1.204277183876087,1.9896753472735353,-7.1521231667091145,0.0007831994517906262
1.0,1.204277183876087,2.0420352248333655,-7.145091646246094,0.000788725941806165
1.0,1.204277183876087,2.094395102393195,-7.137481520567377,0.0007947511425381779
1.0,1.204277183876087,2.146754979953025,-7.129329102539292,0.0008012567683396562
1.0,1.204277183876087,2.199114857512855,-7.120675058383402,0.0008082209705861381
1.0,1.204277183876087,2.2514747350726845,-7.111563765808231,0.0008156185579296314
1.0,1.204277183876087,2.3038346126325147,-7.102042648511801,0.0008234212440901142
1.0,1.204277183876087,2.356194490192345,-7.092161512706034,0.0008315979120831974
1.0,1.204277183876087,2.408554367752174,-7.081971906928737,0.0008401148855821205
1.0,1.204277183876087,2.4609142453120043,-7.071526521118161,0.0008489362005012956
1.0,1.204277183876087,2.5132741228718345,-7.060878635378514,0.0008580238725500131
1.0,1.204277183876087,2.565634000431664,-7.050081623625064,0.0008673381591329351
1.0,1.204277183876087,2.617993877991494,-7.039188512802399,0.0008768378162947342
1.0,1.204277183876087,2.670353755551324,-7.0282515949155115,0.0008864803531920459
1.0,1.204277183876087,2.7227136331111534,-7.017322086855294,0.0008962222876570997
1.0,1.204277183876087,2.7750735106709836,-7.006449831958994,0.000906019406693689
1.0,1.204277183876087,2.827433388230814,-6.995683037325544,0.0009158270351957732
1.0,1.204277183876087,2.879793265790643,-6.985068041912543,0.0009256003148635015
1.0,1.204277183876087,2.9321531433504733,-6.974649112114659,0.0009352944933524506
1.0,1.204277183876087,2.9845130209103035,-6.964468263564091,0.0009448652213387636
1.0,1.204277183876087,3.0368728984701328,-6.954565109997831,0.0009542688526747279
1.0,1.204277183876087,3.089232776029963,-6.944976741916659,0.0009634627404345942
1.0,1.204277183876087,3.141592653589793,-6.935737639160426,0.0009724055197099574
1.0,1.2566370614359172,-3.141592653589793,-6.923645798428243,0.000984235068757473
1.0,1.2566370614359172,-3.0892327760299634,-6.915012802397876,0.0009927687488118034
1.0,1.2566370614359172,-3.036872898470133,-6.906770415386789,0.0010009853487327506
1.0,1.2566370614359172,-2.9845130209103035,-6.898945982566892,0.0010088482124572884
1.0,1.2566370614359172,-2.9321531433504737,-6.891564328607632,0.0010163227340853633
1.0,1.2566370614359172,-2.8797932657906435,-6.884647886078377,0.0010233764370132183
1.0,1.2566370614359172,-2.827433388230814,-6.878216860759124,0.0010299790046748984
1.0,1.2566370614359172,-2.775073510670984,-6.872289421424119,0.0010361022724624375
1.0,1.2566370614359172,-2.722713633111154,-6.866881896696855,0.0010417201969639594
1.0,1.2566370614359172,-2.670353755551324,-6.862008957284852,0.001046808824585724
1.0,1.2566370614359172,-2.6179938779914944,-6.857683759264536,0.0010513462856766853
1.0,1.2566370614359172,-2.5656340004316647,-6.853918024080391,0.0010553128411868035
1.0,1.2566370614359172,-2.5132741228718345,-6.8507220342932875,0.00105869100566354
1.0,1.2566370614359172,-2.4609142453120048,-6.848104531115708,0.0010614657626182827
1.0,1.2566370614359172,-2.408554367752175,-6.846072509980333,0.0010636248764219066
1.0,1.2566370614359172,-2.356194490192345,-6.844630922648121,0.001065159290300055
1.0,1.2566370614359172,-2.303834612632515,-6.843782306932592,0.001066063584858363
1.0,1.2566370614359172,-2.2514747350726854,-6.84352637600263,0.0010663364584199378
1.0,1.2566370614359172,-2.199114857512855,-6.84385960661401,0.0010659811816677938
1.0,1.2566370614359172,-2.1467549799530254,-6.844774868301593,0.0010650059762846683
1.0,1.2566370614359172,-2.0943951023931957,-6.846261133207922,0.001063424270984789
1.0,1.2566370614359172,-2.0420352248333655,-6.848303299402814,0.0010612547978540723
1.0,1.2566370614359172,-1.9896753472735358,-6.850882150516775,0.0010585215056280876
1.0,1.2566370614359172,-1.9373154697137058,-6.853974462813611,0.0010552532823476252
1.0,1.2566370614359172,-1.8849555921538759,-6.8575532588979025,0.0010514834957052101
1.0,1.2566370614359172,-1.8325957145940461,-6.861588196151091,0.0010472493737300663
1.0,1.2566370614359172,-1.7802358370342162,-6.8660460683700535,0.001042591260192132
1.0,1.2566370614359172,-1.7278759594743862,-6.870891391353633,0.0010375517875922198
1.0,1.2566370614359172,-1.6755160819145565,-6.8760870377332175,0.0010321750154022422
1.0,1.2566370614359172,-1.6231562043547265,-6.881594883663396,0.0010265055819598772
1.0,1.2566370614359172,-1.5707963267948966,-6.887376430604744,0.0010205879148710423
1.0,1.2566370614359172,-1.5184364492350668,-6.893393369673742,0.001014465537030894
1.0,1.2566370614359172,-1.4660765716752369,-6.899608063770303,0.0010081804940850092
1.0,1.2566370614359172,-1.413716694115407,-6.905983933162147,0.001001772915579723
1.0,1.2566370614359172,-1.3613568165555772,-6.912485742063322,0.0009952807079376571
1.0,1.2566370614359172,-1.3089969389957472,-6.919079795298132,0.0009887393646511543
1.0,1.2566370614359172,-1.2566370614359172,-6.9257340636905225,0.000982181869412046
1.0,1.2566370614359172,-1.2042771838760875,-6.93241826299514,0.0009756386624549264
1.0,1.2566370614359172,-1.1519173063162575,-6.939103913205064,0.0009691376396239662
1.0,1.2566370614359172,-1.0995574287564276,-6.945764402846738,0.0009627041572687478
1.0,1.2566370614359172,-1.0471975511965979,-6.952375076996247,0.0009563610230793717
1.0,1.2566370614359172,-0.9948376736367681,-6.958913359355562,0.0009501284619981547
1.0,1.2566370614359172,-0.9424777960769379,-6.965358909271693,0.0009440240558309448
1.0,1.2566370614359172,-0.8901179185171082,-6.971693805594544,0.0009380626636480159
1.0,1.2566370614359172,-0.8377580409572785,-6.977902742094417,0.0009322563363485198
1.0,1.2566370614359172,-0.7853981633974483,-6.983973214746212,0.0009266142421696801
1.0,1.2566370614359172,-0.7330382858376185,-6.9898956799569945,0.0009211426202950702
1.0,1.2566370614359172,-0.6806784082777888,-6.995663664633499,0.0009158447774027493
1.0,1.2566370614359172,-0.6283185307179586,-7.001273813240154,0.0009107211377292255
1.0,1.2566370614359172,-0.5759586531581289,-7.006725862742001,0.0009057693519604296
1.0,1.2566370614359172,-0.5235987755982991,-7.0120225424893965,0.0009009844649716811
1.0,1.2566370614359172,-0.47123889803846897,-7.0171694016915644,0.0008963591379510672
1.0,1.2566370614359172,-0.41887902047863923,-7.022174571403306,0.0008918839173050296
1.0,1.2566370614359172,-0.3665191429188095,-7.027048470529729,0.0008875475411737008
1.0,1.2566370614359172,-0.3141592653589793,-7.031803466237189,0.0008833372742586428
1.0,1.2566370614359172,-0.2617993877991496,-7.0364534986758,0.0008792392626068685
1.0,1.2566370614359172,-0.20943951023931984,-7.041013678617923,0.0008752389014728743
1.0,1.2566370614359172,-0.15707963267948966,-7.0454998651161,0.0008713212108463791
1.0,1.2566370614359172,-0.10471975511965992,-7.049928229122905,0.000867471214242759
1.0,1.2566370614359172,-0.05235987755983018,-7.054314808543772,0.0008636743166509352
1.0,1.2566370614359172,0.0,-7.0586750605134005,0.0008599166770915736
1.0,1.2566370614359172,0.05235987755982974,-7.0630234176598785,0.0008561855702349931
1.0,1.2566370614359172,0.10471975511965947,-7.067372856435399,0.0008524697302838571
1.0,1.2566370614359172,0.15707963267948966,-7.0717344868560765,0.0008487596692147807
1.0,1.2566370614359172,0.2094395102393194,-7.076117173832473,0.0008450479608355985
1.0,1.2566370614359172,0.26179938779914913,-7.0805272004095405,0.0008413294821907576
1.0,1.2566370614359172,0.3141592653589793,-7.084967982530205,0.0008376016047407336
1.0,1.2566370614359172,0.36651914291880905,-7.089439843393257,0.0008338643294213058
1.0,1.2566370614359172,0.4188790204786388,-7.093939853217166,0.0008301203620101385
1.0,1.2566370614359172,0.47123889803846897,-7.098461737454974,0.0008263751279687717
1.0,1.2566370614359172,0.5235987755982987,-7.102995853487627,0.0008226367288243745
1.0,1.2566370614359172,0.5759586531581284,-7.107529232826191,0.0008189158449363336
1.0,1.2566370614359172,0.6283185307179586,-7.112045683141006,0.0008152255919058067
1.0,1.2566370614359172,0.6806784082777884,-7.116525942243916,0.0008115813397195972
1.0,1.2566370614359172,0.7330382858376181,-7.120947874669684,0.0008080005048171411
1.0,1.2566370614359172,0.7853981633974483,-7.125286700868628,0.0008045023255419121
1.0,1.2566370614359172,0.837758040957278,-7.129515249299038,0.0008011076308696642
1.0,1.2566370614359172,0.8901179185171078,-7.133604222885436,0.0007978386109499813
1.0,1.2566370614359172,0.9424777960769379,-7.137522473301127,0.0007947185959726801
1.0,1.2566370614359172,0.9948376736367672,-7.141237279181878,0.0007917718473470871
1.0,1.2566370614359172,1.0471975511965974,-7.144714627455572,0.0007890233623698451
1.0,1.2566370614359172,1.0995574287564276,-7.147919500192825,0.0007864986906933961
1.0,1.2566370614359172,1.1519173063162569,-7.150816172406971,0.0007842237582470965
1.0,1.2566370614359172,1.204277183876087,-7.1533685286817805,0.0007822246920666814
1.0,1.2566370614359172,1.2566370614359172,-7.155540407992501,0.0007805276380070395
1.0,1.2566370614359172,1.3089969389957465,-7.157295986248864,0.0007791585627682547
1.0,1.2566370614359172,1.3613568165555767,-7.158600204648299,0.0007781430322153815
1.0,1.2566370614359172,1.413716694115407,-7.15941924875481,0.0007775059596816889
1.0,1.2566370614359172,1.4660765716752362,-7.159721078397141,0.0007772713207482426
1.0,1.2566370614359172,1.5184364492350664,-7.159476002351274,0.0007774618346743437
1.0,1.2566370614359172,1.5707963267948966,-7.158657284941884,0.0007780986168502846
1.0,1.2566370614359172,1.6231562043547259,-7.157241764986603,0.0007792008108743922
1.0,1.2566370614359172,1.675516081914556,-7.155210461849962,0.0007807852125808769
1.0,1.2566370614359172,1.7278759594743862,-7.152549139669875,0.000782865901048123
1.0,1.2566370614359172,1.7802358370342155,-7.14924879976914,0.0007854538928955698
1.0,1.2566370614359172,1.8325957145940457,-7.145306073223267,0.0007885568358177361
1.0,1.2566370614359172,1.8849555921538759,-7.140723490446542,0.0007921787553266266
1.0,1.2566370614359172,1.9373154697137052,-7.135509611962008,0.0007963198653359463
1.0,1.2566370614359172,1.9896753472735353,-7.1296790133610815,0.0008009764489716325
1.0,1.2566370614359172,2.0420352248333655,-7.123252126753035,0.0008061408113946385
1.0,1.2566370614359172,2.094395102393195,-7.116254949659163,0.0008118013020473186
1.0,1.2566370614359172,2.146754979953025,-7.108718639397192,0.0008179424000748868
1.0,1.2566370614359172,2.199114857512855,-7.10067901590994,0.0008245448540651044
1.0,1.2566370614359172,2.2514747350726845,-7.092175998466391,0.0008315858658423796
1.0,1.2566370614359172,2.3038346126325147,-7.083253001800812,0.0008390393078159311
1.0,1.2566370614359172,2.356194490192345,-7.073956315425727,0.0008468759641427375
1.0,1.2566370614359172,2.408554367752174,-7.0643344865899165,0.0008550637874634664
1.0,1.2566370614359172,2.4609142453120043,-7.054437723237839,0.0008635681649104691
1.0,1.2566370614359172,2.5132741228718345,-7.044317328911943,0.0008723521891881193
1.0,1.2566370614359172,2.565634000431664,-7.034025177284797,0.0008813769325404385
1.0,1.2566370614359172,2.617993877991494,-7.023613230261198,0.0008906017231483284
1.0,1.2566370614359172,2.670353755551324,-7.013133100584596,0.0008999844247846033
1.0,1.2566370614359172,2.7227136331111534,-7.002635657743718,0.0009094817212913149
1.0,1.2566370614359172,2.7750735106709836,-6.992170674737004,0.0009190494075690701
1.0,1.2566370614359172,2.827433388230814,-6.981786512862401,0.0009286426882737777
1.0,1.2566370614359172,2.879793265790643,-6.971529842036367,0.0009382164843502908
1.0,1.2566370614359172,2.9321531433504733,-6.961445395030501,0.0009477257460016024
1.0,1.2566370614359172,2.9845130209103035,-6.951575755234516,0.0009571257688554434
1.0,1.2566370614359172,3.0368728984701328,-6.941961178883659,0.0009663725081472698
