epoch,phase,learning_rate,training_loss,training_nll,training_fp_loss,validation_nll
1,pretrain,0.001,8.001043862407757,8.001043862407757,7578014.064843137,7.802635150321889
2,pretrain,0.001,7.796174627078112,7.796174627078112,14457086.433922477,7.777924486837494
3,pretrain,0.001,7.77271407528987,7.77271407528987,1424513.3122258475,7.766232665817684
4,pretrain,0.001,7.7678013448530345,7.7678013448530345,19177545.11099986,7.76400489984538
5,pretrain,0.001,7.767357528227026,7.767357528227026,1027895842.5790533,7.762624583281745
6,pretrain,0.001,7.766141504911475,7.766141504911475,1115398.9629469388,7.761882154947158
7,pretrain,0.001,7.761728937708959,7.761728937708959,1618548.6418373897,7.760970629168009
8,pretrain,0.001,7.765250546573585,7.765250546573585,11916556.719180856,7.760333060979771
9,pretrain,0.001,7.763954256602543,7.763954256602543,704066766.9220582,7.759964022490547
10,pretrain,0.001,7.764818673156726,7.764818673156726,17946302.175280336,7.759755090198864
11,pretrain,0.001,7.7642530961880025,7.7642530961880025,405485873.18877214,7.759003273952197
12,pretrain,0.001,7.76313518098595,7.76313518098595,7309365.581075962,7.758915668688647
13,pretrain,0.001,7.764335065057026,7.764335065057026,6783789.279537005,7.758683744321693
14,pretrain,0.001,7.759818189845275,7.759818189845275,30589052.934584305,7.7582779068691075
15,pretrain,0.001,7.761504024844558,7.761504024844558,473630074.7433194,7.758099781527273
16,pretrain,0.001,7.762758382576351,7.762758382576351,24788627.651667867,7.758086414293756
17,pretrain,0.001,7.761493242357989,7.761493242357989,72905022610743.78,7.758015331299473
18,pretrain,0.001,7.760761646727944,7.760761646727944,838843.6962045784,7.757869361040596
19,pretrain,0.001,7.762471166291112,7.762471166291112,1216362.074357071,7.7577664944706415
20,pretrain,0.001,7.759625491157006,7.759625491157006,8065992.710876848,7.758502732434759
21,pretrain,0.001,7.758121606740471,7.758121606740471,55024214.58034515,7.757784637067861
22,pretrain,0.001,7.760719010350483,7.760719010350483,2879697.143531079,7.757737479358176
23,pretrain,0.001,7.762827960300092,7.762827960300092,14959168.675290823,7.757913528676716
24,pretrain,0.001,7.760298700978254,7.760298700978254,57468749761424.96,7.757762778728697
25,pretrain,0.001,7.7614077514593705,7.7614077514593705,5516178.236127026,7.757501021185005
26,pretrain,0.001,7.762211413794582,7.762211413794582,52666124.548619546,7.757316858320425
27,pretrain,0.001,7.763564537052299,7.763564537052299,1969837.4329874506,7.7573195341877
28,pretrain,0.001,7.765235489651986,7.765235489651986,182707820.5845575,7.757477180087026
29,pretrain,0.001,7.760403835175763,7.760403835175763,7390450.714373412,7.757785828408182
30,pretrain,0.001,7.759440786505535,7.759440786505535,10691768.236395493,7.757412148473558
31,pretrain,0.001,7.760390430086185,7.760390430086185,265043037.93705374,7.757116987083198
32,pretrain,0.001,7.763644264219983,7.763644264219983,689021.8226578985,7.757319513206478
33,pretrain,0.001,7.7589056138062045,7.7589056138062045,8864201.386528173,7.757147919753611
34,pretrain,0.001,7.761444307293204,7.761444307293204,24005879.076627497,7.757299832477802
35,pretrain,0.001,7.762888410615456,7.762888410615456,691724.1909539148,7.757248032497557
36,pretrain,0.001,7.763000911292243,7.763000911292243,73486836.51947513,7.757597598956594
37,pretrain,0.001,7.759598303583643,7.759598303583643,294222315178.37024,7.757514993539907
38,pretrain,0.001,7.759201231860153,7.759201231860153,186177268.71963355,7.75713206839206
39,pretrain,0.001,7.763920971624763,7.763920971624763,2429149.0942157824,7.75708812604439
40,pretrain,0.001,7.76301759359016,7.76301759359016,37108771.75369469,7.757218912044035
41,pretrain,0.001,7.763679389762358,7.763679389762358,448741865.10137695,7.756892369839903
42,pretrain,0.001,7.7608951138526034,7.7608951138526034,829747.844716325,7.756893983165658
43,pretrain,0.001,7.761808700958819,7.761808700958819,2739370.1151528265,7.756940312206891
44,pretrain,0.001,7.762727575895784,7.762727575895784,3034174.783274626,7.757337430153089
45,pretrain,0.001,7.762447028385961,7.762447028385961,827959.2480168313,7.757023866796624
46,pretrain,0.001,7.75815118391251,7.75815118391251,602477.4322695276,7.75688058416099
47,pretrain,0.001,7.760612438721558,7.760612438721558,24191921.877836373,7.756764816205511
48,pretrain,0.001,7.759348250217532,7.759348250217532,624797.6983889297,7.757092627662242
49,pretrain,0.001,7.761079400328682,7.761079400328682,3415031.6868650587,7.756952950018596
50,pretrain,0.001,7.760029611711707,7.760029611711707,800335.1268860085,7.75677381783778
51,joint,0.001,47640.3846181545,7.835650177663116,476325.48967976857,7.900675897846293
52,joint,0.001,2059.604233266985,7.9180276042898745,20516.862056626946,7.905007745425997
53,joint,0.001,45949.28317496424,7.943862938822997,459413.39312025445,7.939961132869665
54,joint,0.001,65.9322161699809,7.949166011769185,579.8305015821177,7.93822635173152
55,joint,0.001,370.23659971590126,7.947884614990676,3622.887151009108,7.957358003336355
56,joint,0.001,16278.012580207806,7.966548284697507,162700.4603192312,7.96580080198593
57,joint,0.001,186.4379114788697,7.971636588663945,1784.6627489020582,7.966541025467533
58,joint,0.001,9409.752024330077,7.973532670841576,94017.78491659233,7.9719177885546015
59,joint,0.001,13952.450077113841,7.97941006581273,139444.70667048026,7.9728899122097365
60,joint,0.001,893.1560971137184,7.983038665614675,8851.730584481042,7.977617996723703
61,joint,0.001,4809.611708542472,7.982211501742893,48016.29497040729,7.97730801954092
62,joint,0.001,19.374490325763713,7.982292798851774,113.92197526911937,7.985536235521699
63,joint,0.001,2997909316.0239196,7.981533932614111,29979093080.423855,7.981220113139509
64,joint,0.001,14846.016936585886,7.9831061427678165,148380.3383044311,7.9863705227737904
65,joint,0.001,5682.097423875918,7.980831230613686,56741.16592645306,7.980191904029776
66,joint,0.001,2970.243512048308,7.980971506261118,29622.62540542044,7.981861073817207
67,joint,0.0005,121803.13718065544,7.984518175241191,1217951.526624802,7.980879769314043
68,joint,0.0005,836111.8560026772,7.984090304506882,8361038.719123726,7.983698356459036
69,joint,0.0005,72107.47016939538,7.984521707864921,720994.856476875,7.983228234232221
70,joint,0.0005,66585.85199980905,7.983785010693539,665778.6821479837,7.982503858422201
71,joint,0.0005,117.52434817512344,7.984850455676433,1095.3949771944701,7.985930433806622
72,joint,0.0005,112.76823415566399,7.986728820096656,1047.815053355673,7.984090909778078
73,joint,0.0005,367230.8542815686,7.988428027587771,3672228.6585354107,7.983493903582402
74,joint,0.0005,72.07397883261896,7.987187292346864,640.8679154027211,7.982191466653408
75,joint,0.0005,100092632032.78159,7.982432321790163,1000926320247.991,7.984221445424699
76,joint,0.0005,201.90640334881138,7.9879944020197255,1939.1840894679165,7.983201415452449
77,joint,0.0005,110.40460148095316,7.984453527459617,1024.201479534935,7.985857325017622
78,joint,0.0005,182.16999559005117,7.982190351913663,1741.878052381374,7.980881871019289
79,joint,0.0005,16.211524111969826,7.984924701877904,82.26599410091926,7.982829796390923
80,joint,0.0005,168.03204543277036,7.982023299864843,1600.5002213290552,7.981111902272117
81,joint,0.0005,4952.550554352543,7.985536596736833,49445.65017755806,7.984632856246175
