model_version,T_left,T_right,n,trajectories_per_direction,horizon,dt,steps,initial_mean_action,seed,threads,forward_mean_sigma_total,reverse_mean_sigma_total,forward_mean_kernel_minus_heat,reverse_mean_kernel_minus_heat,midpoint_failures,nonfinite_trajectories,elapsed_seconds
nls-discrete-path-ft-v2,10,2,40,100000,0.000125,0.000125,1,1.5,2026083340,1,0.1529459400512109,0.15286573501848907,-0.00013098894675158879,-0.00013131936144814105,0,0,1.863717917
