mode,n,clone_count,selection_time,dt,k,gauge_shift,control_scale,resample_threshold,horizons_available,penultimate_horizon,final_horizon,residual_delta_final_minus_penultimate,combined_residual_se,late_half_delta_final_minus_penultimate,combined_late_half_se,both_support_gate,time_convergence_gate
controlled_exact,40,1024,1.0,0.0005,0.4,0.1,0.5,1.0,6,100.0,120.0,0.0008388697466186965,0.004189913613352503,0.0021241582453049926,0.006467431363064735,1,1
controlled_exact,40,1024,2.0,0.00025,0.4,0.1,0.5,1.0,6,100.0,120.0,0.0008224950131983377,0.003912163074283552,-0.0023219919459031846,0.0056816348097832895,1,1
controlled_exact,40,1024,2.0,0.0005,0.4,0.1,0.5,1.0,6,100.0,120.0,0.0006176029002801509,0.004059005251381456,0.0011785904604127637,0.008280916674112711,1,1
