model_version,mode,T1,Tn,gamma,n,clone_count,burnin,observation_time,selection_time,dt,k,seed,threads,bond,selection_events,scgf,mean_population_entropy_rate,mean_population_action_current,minimum_weight_ess,minimum_parent_count_ess,minimum_root_count_ess,minimum_unique_parents,minimum_unique_roots,midpoint_failures,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate
gibbs-cartesian-entropy-cloning-v1,naive,10,2,0.10000000000000001,2,32768,0,0.10000000000000001,0.10000000000000001,0.00050000000000000001,0.5,2026083502,2,1,1,-1.0105176328556986,5.0718796625565465,0.79170292160113043,20653.043322540987,18549.889848662842,18549.889848662842,25609,25609,0,4.8161656188964841,1.8610685566595656e-06
