model_version,mode,T1,Tn,gamma,n,clone_count,burnin,observation_time,selection_time,dt,k,seed,threads,bond,selection_events,scgf,mean_population_entropy_rate,mean_population_action_current,minimum_weight_ess,minimum_parent_count_ess,minimum_root_count_ess,minimum_unique_parents,minimum_unique_roots,midpoint_failures,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate
gibbs-cartesian-entropy-cloning-v1,guided,10,2,0.10000000000000001,2,32768,0,0.10000000000000001,0.10000000000000001,0.00050000000000000001,0.10000000000000001,2026083501,2,1,1,-0.45698039854393357,3.797981121470924,0.8577902221172673,32716.591689355057,31775.030303030304,31775.030303030304,32256,32256,0,4.8286581420898438,2.3266338820219667e-06
