model_version,n,T1,Tn,gamma,dt,burnin,measure,batches,lanes,n_trajectories,bond,seed,threads,mean_action_current,sample_sd,standard_error,normal95_ci_lower,normal95_ci_upper,current_block_duration,mean_first_half_current,mean_second_half_current,mean_second_minus_first,paired_difference_se,action_floor,projection_count,near_floor_count,minimum_proposed_action,projection_rate,projection_events_per_trajectory_time,elapsed_seconds
gibbs-canonical-v1,3,6,6,0.10000000000000001,0.00050000000000000001,0.01,0.01,1,16,16,1,2026090601,1,0.19512882443384161,1.4263649604594477,0.35659124011486193,-0.50377716339376233,0.89403481226144554,0.0025000000000000001,0.1735396837943656,0.21671796507331775,0.043178281278952055,0.26870653456327964,9.9999999999999998e-13,0,0,0.64174181717370293,0,0,0.000104041
