case,replicate,reference_mode,reference_real,reference_imag,matched,distance,mu_real,mu_imag,lambda_real,lambda_imag,gram_kept,trivial_error
driven_dt2p5e-4,0,0,-0.9226805184503813,0.0,1,0.013446901364086439,0.6262136263745984,0.0,-0.9361274198144678,0.0,516,5.326850072151501e-13
driven_dt2p5e-4,0,1,-1.3493022938056025,6.283185307179586,1,1.9766711857582047,-0.18957193168013492,0.0,-3.325973479563807,6.283185307179586,516,5.326850072151501e-13
driven_dt2p5e-4,0,2,-1.7807710567401813,0.0,1,0.086440188402096,0.3931336602288304,0.0,-1.8672112451422773,0.0,516,5.326850072151501e-13
driven_dt2p5e-4,0,3,-1.9776322153425845,0.0,1,0.11042097020030717,0.3931336602288304,0.0,-1.8672112451422773,0.0,516,5.326850072151501e-13
driven_dt2p5e-4,0,4,-2.320247394247764,0.0,1,0.0932081428059428,0.29917464816912154,0.0,-2.4134555370537067,0.0,516,5.326850072151501e-13
driven_dt2p5e-4,0,5,-2.9438533246558065,0.18042077961838413,1,0.19605292968626326,0.23845623638545133,0.0,-2.8671389614605003,0.0,516,5.326850072151501e-13
driven_dt2p5e-4,1,0,-0.9226805184503813,0.0,1,0.004776823869685809,0.6319456740634258,0.0,-0.9179036945806955,0.0,517,3.1086244689504383e-15
driven_dt2p5e-4,1,1,-1.3493022938056025,6.283185307179586,1,2.1651683121943757,-0.17129548706152392,0.08457102897440995,-3.310596377291328,5.3659724975140595,517,3.1086244689504383e-15
driven_dt2p5e-4,1,2,-1.7807710567401813,0.0,1,0.0416446393616805,0.40203832943667794,0.0,-1.8224156961018618,0.0,517,3.1086244689504383e-15
driven_dt2p5e-4,1,3,-1.9776322153425845,0.0,1,0.13949733599515168,0.3469534091362464,0.0,-2.117129551337736,0.0,517,3.1086244689504383e-15
driven_dt2p5e-4,1,4,-2.320247394247764,0.0,1,0.03077796042522074,0.3086606957738098,0.0,-2.3510253546729847,0.0,517,3.1086244689504383e-15
driven_dt2p5e-4,1,5,-2.9438533246558065,0.18042077961838413,1,0.1898007906576748,0.2174318991447785,0.0389130923634238,-3.020212288523554,0.3541839770202579,517,3.1086244689504383e-15
driven_dt2p5e-4,2,0,-0.9226805184503813,0.0,1,0.025545806013056116,0.6224368122433924,0.0,-0.9482263244634375,0.0,516,5.540012892879531e-14
driven_dt2p5e-4,2,1,-1.3493022938056025,6.283185307179586,1,1.913271932140076,-0.19567755285500477,0.0,-3.2625742259456785,6.283185307179586,516,5.540012892879531e-14
driven_dt2p5e-4,2,2,-1.7807710567401813,0.0,1,0.10565506463280094,0.43276605050705924,0.0,-1.6751159921073804,0.0,516,5.540012892879531e-14
driven_dt2p5e-4,2,3,-1.9776322153425845,0.0,1,0.03087960623006869,0.377805296550757,0.0,-1.9467526091125158,0.0,516,5.540012892879531e-14
driven_dt2p5e-4,2,4,-2.320247394247764,0.0,1,0.1071698238467218,0.29709343043888237,0.0,-2.4274172180944857,0.0,516,5.540012892879531e-14
driven_dt2p5e-4,2,5,-2.9438533246558065,0.18042077961838413,1,0.24144617083498304,0.24865197531621783,0.0,-2.7834020993791815,0.0,516,5.540012892879531e-14
driven_dt2p5e-4,3,0,-0.9226805184503813,0.0,1,0.00858696460837538,0.633150722528726,0.0,-0.914093553842006,0.0,515,6.636913241209186e-13
