case,variable,log_mean,log_sd,min_action,max_action,snapshot_count
equilibrium_dt2p5e-4,I1,-0.17298068677193895,1.2838593879112379,0.0,14.015542030334473,6400064
equilibrium_dt2p5e-4,I2,-0.027725236003320938,1.2733739423059858,3.818330242211232e-06,14.463141441345215,6400064
equilibrium_dt2p5e-4,I3,-0.17198599447530938,1.2853974388934528,0.0,14.914763927459717,6400064
