case,replicate,reference_real,reference_imag,matched,distance,mu_real,mu_imag,lambda_real,lambda_imag,gram_kept,trivial_error
equilibrium_dt2p5e-4,213,-5.963038880424105,5.2927441071235695,1,0.3257837579476905,0.7285341870207707,0.1939231001372447,-5.649857773106099,5.203007542883641,517,7.527312106958561e-14
equilibrium_dt2p5e-4,214,-5.963038880424105,5.2927441071235695,1,0.4068051977574769,0.7297747594155154,0.1869756338920977,-5.664597520091469,5.01629660150034,517,1.687538997430238e-14
equilibrium_dt2p5e-4,215,-5.963038880424105,5.2927441071235695,1,0.3734011022676845,0.7302148257877263,0.19596942451283053,-5.592848551975455,5.2438820165235756,518,8.700817843987352e-13
equilibrium_dt2p5e-4,216,-5.963038880424105,5.2927441071235695,1,0.16235089510188802,0.7181731702510628,0.19988275092505384,-5.874802419999198,5.429023746806348,516,1.509903313490213e-14
equilibrium_dt2p5e-4,217,-5.963038880424105,5.2927441071235695,1,0.3165686674391337,0.7092113506786782,0.2034113954331817,-6.081501154418229,5.586312516262445,516,7.993605777301127e-15
equilibrium_dt2p5e-4,218,-5.963038880424105,5.2927441071235695,1,0.02780233188301009,0.716570903249906,0.19311818281388812,-5.964407179800473,5.264975466268287,517,3.618216837253385e-13
equilibrium_dt2p5e-4,219,-5.963038880424105,5.2927441071235695,1,0.5463490077032086,0.7116741098937998,0.21386641346864216,-5.938107868380027,5.838523992110859,516,9.831246927660686e-12
equilibrium_dt2p5e-4,220,-5.963038880424105,5.2927441071235695,1,0.0628141540105746,0.7186420564272521,0.19367857756395204,-5.906667744269215,5.2650328647719356,518,6.328271240363392e-14
equilibrium_dt2p5e-4,221,-5.963038880424105,5.2927441071235695,1,0.3704957949725342,0.727615906689715,0.18610192280077645,-5.725967184952971,5.008026448207281,517,1.8495205367230483e-12
equilibrium_dt2p5e-4,222,-5.963038880424105,5.2927441071235695,1,0.33227099776762925,0.7287740115068118,0.19456610997038554,-5.639319097586011,5.217847390528295,517,1.865174681370263e-12
equilibrium_dt2p5e-4,223,-5.963038880424105,5.2927441071235695,1,0.5222466430426738,0.7278580732691715,0.17841564132862742,-5.769484821587174,4.807689076764032,515,2.1012080964055713e-12
equilibrium_dt2p5e-4,224,-5.963038880424105,5.2927441071235695,1,0.3405843793457264,0.7146251372733294,0.18164746348083924,-6.093854503021738,4.978284264951779,516,3.0586644328423063e-13
equilibrium_dt2p5e-4,225,-5.963038880424105,5.2927441071235695,1,0.6235701831961072,0.7311698544300367,0.17615412705111239,-5.697980952415552,4.728311588419128,517,7.357447984190912e-13
equilibrium_dt2p5e-4,226,-5.963038880424105,5.2927441071235695,1,0.2426194332881572,0.7245143725689718,0.19023065034276448,-5.778404949487802,5.135344930009853,516,5.282441151166495e-13
equilibrium_dt2p5e-4,227,-5.963038880424105,5.2927441071235695,1,0.3178521876503023,0.7183735246874443,0.20578763763128136,-5.826634798620184,5.579839804864431,516,2.5979218776228663e-13
equilibrium_dt2p5e-4,228,-5.963038880424105,5.2927441071235695,1,0.4691297036898858,0.7332275600659119,0.1991727391325597,-5.4940632135971725,5.304765039216957,516,1.0808021144725899e-12
equilibrium_dt2p5e-4,229,-5.963038880424105,5.2927441071235695,1,0.3382091000043781,0.7272333479722539,0.18772439154765466,-5.725081567499572,5.052407442106541,518,2.680078381445128e-13
equilibrium_dt2p5e-4,230,-5.963038880424105,5.2927441071235695,1,0.4928466971989036,0.7125392738865133,0.21202880654867157,-5.929970384067158,5.784480155719316,517,7.782663402622347e-13
equilibrium_dt2p5e-4,231,-5.963038880424105,5.2927441071235695,1,0.20802636759950466,0.7240326208624864,0.19522501071248086,-5.756556702717276,5.267444306608749,517,2.657318809440312e-12
equilibrium_dt2p5e-4,232,-5.963038880424105,5.2927441071235695,1,0.2003487440396789,0.7140379427572442,0.20119015525798656,-5.972414285626253,5.492873367891635,517,5.982991879704969e-13
equilibrium_dt2p5e-4,233,-5.963038880424105,5.2927441071235695,1,0.5359667172733762,0.7084955157656596,0.17603209408043202,-6.293216747954496,4.870555881544169,516,1.9539925233402755e-14
equilibrium_dt2p5e-4,234,-5.963038880424105,5.2927441071235695,1,0.3949865421767889,0.7295046097200368,0.20091079905299897,-5.576689658608257,5.3748942580854795,517,2.672972954087527e-12
equilibrium_dt2p5e-4,235,-5.963038880424105,5.2927441071235695,1,0.17473989944319723,0.7224513283609834,0.19640729328000234,-5.789050791442544,5.3089359986116875,517,1.2989609388114332e-13
equilibrium_dt2p5e-4,236,-5.963038880424105,5.2927441071235695,1,0.5447064339186908,0.7199605678374679,0.17425787997189462,-6.001869816661069,4.749423522621769,516,8.573142196155459e-13
equilibrium_dt2p5e-4,237,-5.963038880424105,5.2927441071235695,1,0.18308703243218274,0.7189133521435103,0.18782938783034242,-5.9399659035738726,5.111116743590175,517,4.07651690181865e-12
equilibrium_dt2p5e-4,238,-5.963038880424105,5.2927441071235695,1,0.30183987551715435,0.7265764548994997,0.18939625701696813,-5.730835705266752,5.099899620816456,518,2.289279876777073e-13
equilibrium_dt2p5e-4,239,-5.963038880424105,5.2927441071235695,1,0.3630289102873324,0.7298265766703365,0.19591527101125744,-5.60314187257389,5.245161195854181,516,1.1812772982011666e-12
equilibrium_dt2p5e-4,240,-5.963038880424105,5.2927441071235695,1,0.3594168472369112,0.7184751115787965,0.18097040783793036,-5.997355755975243,4.934969286698586,517,1.6364687382974807e-13
equilibrium_dt2p5e-4,241,-5.963038880424105,5.2927441071235695,1,0.09866189904568548,0.7191859839457546,0.19180090795972135,-5.905615894095968,5.212514617754263,517,4.296563105299356e-14
equilibrium_dt2p5e-4,242,-5.963038880424105,5.2927441071235695,1,0.41068078932884317,0.7238296559001606,0.18080178416754325,-5.858749128115331,4.8955258317545525,517,1.971756091734278e-13
equilibrium_dt2p5e-4,243,-5.963038880424105,5.2927441071235695,1,0.5168742887550223,0.7354835481082177,0.19751307022655923,-5.448177615303735,5.24717100041948,517,1.724120846091637e-11
equilibrium_dt2p5e-4,244,-5.963038880424105,5.2927441071235695,1,0.31208166118083364,0.7272663026248596,0.1900397689533908,-5.708739941266337,5.111838018810814,517,1.3220535777236364e-12
equilibrium_dt2p5e-4,245,-5.963038880424105,5.2927441071235695,1,0.5733957389512605,0.7110268797392698,0.21473519410470207,-5.948044630062224,5.865943763354753,517,1.5829559885105482e-12
equilibrium_dt2p5e-4,246,-5.963038880424105,5.2927441071235695,1,0.408813227344957,0.7311251174296212,0.19820577523073316,-5.5542302319592185,5.294678995366372,518,4.9404924595819466e-14
equilibrium_dt2p5e-4,247,-5.963038880424105,5.2927441071235695,1,0.3955724520192998,0.7158414419063426,0.17949724624713245,-6.076151397538134,4.91368853960254,517,6.128431095930864e-13
equilibrium_dt2p5e-4,248,-5.963038880424105,5.2927441071235695,1,0.36080517456481437,0.7218905486979016,0.20640097840452964,-5.7318460505251,5.56974636234189,517,9.614531393253856e-13
equilibrium_dt2p5e-4,249,-5.963038880424105,5.2927441071235695,1,0.08602952274159426,0.7195249258795782,0.19372679766060522,-5.883436760350991,5.260116185599023,518,2.9176661087149114e-13
equilibrium_dt2p5e-4,250,-5.963038880424105,5.2927441071235695,1,0.21123551956317843,0.7236079769597619,0.19107657819022655,-5.7960644085827,5.163361069292447,516,6.361577931102147e-13
equilibrium_dt2p5e-4,251,-5.963038880424105,5.2927441071235695,1,0.7025215284720294,0.7412236539248769,0.18512608858797827,-5.383952407023667,4.895006311218629,516,8.716360966332104e-13
equilibrium_dt2p5e-4,252,-5.963038880424105,5.2927441071235695,1,0.2600247501006588,0.7248742173071938,0.18950548916493648,-5.774018438864978,5.114182791778664,517,2.3665513992909837e-12
equilibrium_dt2p5e-4,253,-5.963038880424105,5.2927441071235695,1,0.2500408293516109,0.7087451337578909,0.19937578881761858,-6.123594524053077,5.484426922320258,517,3.028688411177427e-13
equilibrium_dt2p5e-4,254,-5.963038880424105,5.2927441071235695,1,0.4099881336585473,0.7283930191217152,0.18467348681152526,-5.715302821583546,4.966068251127192,517,5.100364575127969e-12
equilibrium_dt2p5e-4,255,-5.963038880424105,5.2927441071235695,1,0.8660663474624388,0.7285993491826008,0.1643049605111716,-5.836595561236477,4.4359576662646205,516,2.290834189011548e-12
equilibrium_dt2p5e-4,256,-5.963038880424105,5.2927441071235695,1,0.19343669317393467,0.7235283660635146,0.193430510401804,-5.781972051599354,5.2246812114651044,516,2.8843594179761567e-13
equilibrium_dt2p5e-4,257,-5.963038880424105,5.2927441071235695,1,0.28314087028780327,0.7267215273013818,0.19623043139376145,-5.680477564920006,5.2746373291681365,517,1.6431300764452317e-13
equilibrium_dt2p5e-4,258,-5.963038880424105,5.2927441071235695,1,0.08311797100224846,0.7180173469443349,0.19152821713706158,-5.937870882377229,5.213528142963288,518,5.278000259067994e-13
equilibrium_dt2p5e-4,259,-5.963038880424105,5.2927441071235695,1,0.3930516549060398,0.7307751042209629,0.19711259144596127,-5.570691866313263,5.269219142879534,516,7.368550214437164e-13
equilibrium_dt2p5e-4,260,-5.963038880424105,5.2927441071235695,1,0.892806558269128,0.7407317459886684,0.21752480537658767,-5.1751367153208925,5.712641390651381,517,1.5054624213917123e-13
equilibrium_dt2p5e-4,261,-5.963038880424105,5.2927441071235695,1,0.16446947208899457,0.7218674848664853,0.1967950792160166,-5.801382447403905,5.3230327999381855,517,2.0539125955565396e-14
equilibrium_dt2p5e-4,262,-5.963038880424105,5.2927441071235695,1,0.38838339329957666,0.730071994669318,0.18934770037070012,-5.641250184381553,5.075272970440727,517,1.5224932425894622e-11
equilibrium_dt2p5e-4,263,-5.963038880424105,5.2927441071235695,1,0.1611554096119589,0.7186061367081584,0.18858400784857066,-5.94282040338472,5.132862027973322,516,1.105782132526656e-12
equilibrium_dt2p5e-4,264,-5.963038880424105,5.2927441071235695,1,0.30770587464716054,0.7223317605935795,0.2039288566287622,-5.73853906460159,5.503178747779596,517,6.334932578511143e-13
equilibrium_dt2p5e-4,265,-5.963038880424105,5.2927441071235695,1,0.2986949818098328,0.7254828661745082,0.20054607716731432,-5.682003230292787,5.393925407340773,517,7.062128659640621e-13
equilibrium_dt2p5e-4,266,-5.963038880424105,5.2927441071235695,1,0.18242608695380674,0.722209985052064,0.19757696584341466,-5.78704972697947,5.340776336627503,517,8.029799047903907e-12
equilibrium_dt2p5e-4,267,-5.963038880424105,5.2927441071235695,1,0.3839872958253501,0.7226612155623932,0.1813194679895328,-5.88578210581539,4.916608979633032,517,1.1747269823558781e-12
equilibrium_dt2p5e-4,268,-5.963038880424105,5.2927441071235695,1,0.38746693949651895,0.7308266718193952,0.19311070502125008,-5.596668941275899,5.166634246718687,516,1.5372147998959917e-12
equilibrium_dt2p5e-4,269,-5.963038880424105,5.2927441071235695,1,0.3267317471503223,0.7226267979718473,0.2045845889761877,-5.726224078909903,5.517849381117075,517,4.0678571622265736e-13
equilibrium_dt2p5e-4,270,-5.963038880424105,5.2927441071235695,1,0.4078099622049441,0.7256218095550038,0.1820885739264109,-5.8038426374041086,4.9172903530047485,517,2.0961010704922955e-13
