case,replicate,reference_real,reference_imag,matched,distance,mu_real,mu_imag,lambda_real,lambda_imag,gram_kept,trivial_error
equilibrium_dt1e-3,0,-5.059998360061554,5.830968563564211,1,0.77863697956057,0.7265993785443147,0.19881010137706356,-5.665636703748602,5.341603932031427,517,1.1324274851176597e-13
equilibrium_dt1e-3,1,-5.059998360061554,5.830968563564211,1,0.6597143934300311,0.7279738584452673,0.2034043588240634,-5.598070806361475,5.449260398297115,516,6.440403765850533e-13
equilibrium_dt1e-3,2,-5.059998360061554,5.830968563564211,1,0.7025801496065065,0.7217874149296868,0.2077075735643043,-5.724891554857644,5.603953352322871,517,1.084687895058778e-13
equilibrium_dt1e-3,3,-5.059998360061554,5.830968563564211,1,0.9271979220760064,0.7329703135450285,0.189301084314958,-5.567292910218962,5.05485760108355,517,4.0034642267983145e-13
equilibrium_dt1e-3,4,-5.059998360061554,5.830968563564211,1,0.6428959741380613,0.735438986209633,0.19987834206475785,-5.433111886594599,5.3074214979807985,517,1.3156142841808105e-13
equilibrium_dt1e-3,5,-5.059998360061554,5.830968563564211,1,0.4366546470230771,0.7336440073192003,0.20972084105247601,-5.409131466447496,5.568721819462114,517,6.269207375453334e-12
equilibrium_dt1e-3,6,-5.059998360061554,5.830968563564211,1,0.7391763164746264,0.7285280091780018,0.19929162566791153,-5.612943245081699,5.3404243953519535,517,3.752553823233029e-13
equilibrium_dt1e-3,7,-5.059998360061554,5.830968563564211,1,0.6811466162689163,0.7523049354273276,0.19815340953260094,-5.021508757966059,5.150910284160802,516,6.445954880973659e-13
equilibrium_dt1e-3,8,-5.059998360061554,5.830968563564211,1,0.594073643960488,0.7261592263054077,0.20869554833509132,-5.606094372155304,5.597082608398459,518,4.596323321948148e-13
equilibrium_dt1e-3,9,-5.059998360061554,5.830968563564211,1,0.5611761976616356,0.7340949615327923,0.2426869441496993,-5.145118003604705,6.385651690317728,516,1.9273471707492718e-13
equilibrium_dt1e-3,10,-5.059998360061554,5.830968563564211,1,0.6405718334620948,0.7279018130826305,0.2044062554383321,-5.5927565397276044,5.475298778758267,517,2.3447910280083306e-13
equilibrium_dt1e-3,11,-5.059998360061554,5.830968563564211,1,0.6849614842640237,0.7293599143431428,0.20119789075389868,-5.578360398117971,5.383226414077285,517,4.907185768843192e-14
equilibrium_dt1e-3,12,-5.059998360061554,5.830968563564211,1,0.6766484743598461,0.7276885197179611,0.20281253554886883,-5.609555489806956,5.436202659515365,517,6.570299859731676e-13
equilibrium_dt1e-3,13,-5.059998360061554,5.830968563564211,1,0.47798401167215926,0.7533684554701858,0.2072768055807662,-4.934316075431972,5.3698040823381525,517,3.441691376337985e-14
equilibrium_dt1e-3,14,-5.059998360061554,5.830968563564211,1,0.2624732007091922,0.7349660040432545,0.21806355297759522,-5.314931665917059,5.768509051429456,517,5.99187366390197e-13
equilibrium_dt1e-3,15,-5.059998360061554,5.830968563564211,1,0.5125213268243957,0.7252505564765049,0.23008084466473247,-5.465813679616934,6.144005361503373,517,2.781108676686017e-13
equilibrium_dt1e-3,16,-5.059998360061554,5.830968563564211,1,0.3256823172122621,0.7311965332066497,0.222188772919066,-5.378265208809077,5.900071275038289,517,3.355093980417223e-13
equilibrium_dt1e-3,17,-5.059998360061554,5.830968563564211,1,0.8322032922840599,0.743552309838807,0.19106071573113753,-5.286939243230297,5.030306240712049,517,4.574118861455645e-14
equilibrium_dt1e-3,18,-5.059998360061554,5.830968563564211,1,0.7641448814962563,0.7206193309333929,0.205389815823025,-5.7718411727799035,5.553124704718714,517,1.0191847366058937e-13
equilibrium_dt1e-3,19,-5.059998360061554,5.830968563564211,1,0.6360595041014359,0.730066849230109,0.20295551038361587,-5.54797463532092,5.422984682091229,516,1.0401679517713092e-12
equilibrium_dt1e-3,20,-5.059998360061554,5.830968563564211,1,0.605593581579822,0.7259205328241374,0.20830066333097438,-5.615054461557914,5.588777915019849,516,5.782041512247815e-13
equilibrium_dt1e-3,21,-5.059998360061554,5.830968563564211,1,0.6204628613240488,0.7248613193247755,0.20873456529638457,-5.638853000902076,5.607582200820608,517,7.571721027943568e-14
equilibrium_dt1e-3,22,-5.059998360061554,5.830968563564211,1,0.06675399786610069,0.7459296194103454,0.22451548676963595,-4.995260370448274,5.847250115453948,517,2.632338791386246e-13
equilibrium_dt1e-3,23,-5.059998360061554,5.830968563564211,1,0.4176822876299189,0.7329086895911698,0.2112749014717183,-5.416418859319297,5.6132005192863055,517,1.8540724511240114e-14
equilibrium_dt1e-3,24,-5.059998360061554,5.830968563564211,1,0.43027441411857803,0.7277836829098766,0.21873932813020924,-5.4901916115838745,5.839325464289909,517,2.5557334026871104e-13
equilibrium_dt1e-3,25,-5.059998360061554,5.830968563564211,1,0.7270422830301415,0.7246699267587353,0.20293516099583322,-5.685797756398166,5.460879929777097,516,8.408829188510936e-13
equilibrium_dt1e-3,26,-5.059998360061554,5.830968563564211,1,0.6349495968405682,0.7366235614081718,0.19979221748940168,-5.403725303570875,5.297102682622433,516,3.339550858072471e-13
equilibrium_dt1e-3,27,-5.059998360061554,5.830968563564211,1,0.8092002027608823,0.719283313999147,0.2043608835880385,-5.813699543246958,5.536452868544107,516,1.7419399256368706e-13
equilibrium_dt1e-3,28,-5.059998360061554,5.830968563564211,1,0.22550054535573028,0.735775594676043,0.2195814269858777,-5.283419277356929,5.800413863915464,516,1.8074430840897548e-13
equilibrium_dt1e-3,29,-5.059998360061554,5.830968563564211,1,0.5977558748494112,0.7346077014151293,0.20207161869808793,-5.438974954770165,5.368703675669781,517,4.480860127387132e-13
equilibrium_dt1e-3,30,-5.059998360061554,5.830968563564211,1,0.8066301091699593,0.7226628150938984,0.2007178844023842,-5.753122112505251,5.418377244196111,516,1.0147438445073931e-13
