case,mode,lambda_real,lambda_imag,I_equal,theta1,theta3,phi_real,phi_imag
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,-0.47123889803846897,-0.732580854179699,-0.5186071676715227
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,-0.39269908169872414,-0.7208672812371495,-0.534874929919354
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,-0.3141592653589793,-0.7067200272192501,-0.5455501877683125
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,-0.23561944901923448,-0.6902617532390444,-0.550701336129821
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,-0.15707963267948966,-0.6716191404303871,-0.5505245290366141
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,-0.07853981633974483,-0.6509214881528644,-0.5453368583238953
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.0,-0.6282995631916268,-0.5355666176406313
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.07853981633974483,-0.6038847157546606,-0.5217409034109328
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.15707963267948966,-0.5778082696329178,-0.5044708694755337
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.23561944901923448,-0.5502011853590454,-0.48443500938406453
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.3141592653589793,-0.5211939867992321,-0.46236088827394484
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.39269908169872414,-0.4909169335570488,-0.4390057837839648
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.47123889803846897,-0.4595004140662584,-0.4151367215903583
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.5497787143782138,-0.42707552749495936,-0.39151040528125053
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.6283185307179586,-0.39377481675063386,-0.3688535420586864
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.7068583470577035,-0.3597331101155683,-0.3478440551374479
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.7853981633974483,-0.3250884254783627,-0.32909365096345267
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.8639379797371927,-0.28998288885305357,-0.31313217506740315
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,0.9424777960769379,-0.2545636179532591,-0.3003941453521223
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.0210176124166832,-0.21898352204100457,-0.29120779699913335
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.0995574287564276,-0.18340197108987089,-0.2857869103224746
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.178097245096172,-0.14798529044656283,-0.28422562334939927
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.2566370614359172,-0.11290704156679476,-0.28649635638742854
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.3351768777756625,-0.07834805493202746,-0.2924508981863418
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.413716694115407,-0.04449618778506004,-0.3018246244405477
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.4922565104551513,-0.011545786691417703,-0.31424374124993076
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.5707963267948966,0.020303157045230336,-0.32923537069563746
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.6493361431346418,0.0508461626139447,-0.3462402247555495
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.7278759594743862,0.0798757203665551,-0.36462754913470746
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.8064157758141306,0.10718304399721967,-0.38371196181635936
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.8849555921538759,0.13256009178650163,-0.4027717636527547
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,1.9634954084936211,0.1558018263746328,-0.421068261285789
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.0420352248333655,0.17670867507159693,-0.43786561703265875
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.12057504117311,0.19508914608133232,-0.4524507267270643
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.199114857512855,0.2107625503873376,-0.4641526252122463
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.2776546738526005,0.22356177456706727,-0.4723609302739249
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.356194490192345,0.23333604659445784,-0.47654285900917037
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.434734306532089,0.2399536348449084,-0.47625838538287035
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.5132741228718345,0.24330442009283026,-0.4711731531733342
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.5918139392115798,0.24330228131174403,-0.46106881353563983
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.670353755551324,0.23988723853864835,-0.4458505196620177
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.7488935718910685,0.23302729990088067,-0.4255513809365307
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.827433388230814,0.2227199650436097,-0.4003337538454178
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.905973204570559,0.20899334352618404,-0.370487324871354
equilibrium_dt2p5e-4,oscillatory,-5.963038880424105,5.2927441071235695,1.0,-3.0630528372500483,2.9845130209103035,0.1919068541329877,-0.33642401974922354
