case,mode,lambda_real,lambda_imag,I_equal,theta1,theta3,phi_real,phi_imag
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-3.141592653589793,-0.40805391422798265,-0.021059403377763464
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-3.0630528372500483,-0.43638178127956273,-0.026474881368512948
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.9845130209103035,-0.4596206877314529,-0.03323757886583656
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.9059732045705586,-0.47745233793458214,-0.04112805476417969
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.827433388230814,-0.489666440972961,-0.0499064910315119
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.748893571891069,-0.4961644781976384,-0.05931887852246687
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.670353755551324,-0.4969608822484711,-0.06910350491462447
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.5918139392115793,-0.49218160621941065,-0.07899758357448161
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.5132741228718345,-0.4820601248297533,-0.08874385899007742
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.4347343065320897,-0.4669309715988374,-0.09809702529178954
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.356194490192345,-0.4472209755618467,-0.10682979929791248
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.2776546738526,-0.42343841655056264,-0.11473849834424432
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.199114857512855,-0.39616036813603445,-0.12164798566791746
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.1205750411731104,-0.3660185407644404,-0.12741586200502153
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-2.0420352248333655,-0.3336839733508187,-0.1319358009360675
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.9634954084936207,-0.2998509487552763,-0.13513994690627018
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.8849555921538759,-0.26522052649142625,-0.13700031823034586
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.806415775814131,-0.2304840942730061,-0.1375291821864293
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.7278759594743862,-0.19630733839587056,-0.1367783948983864
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.6493361431346414,-0.16331502152544963,-0.1348377244683583
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.5707963267948966,-0.13207693550259514,-0.13183220111569405
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.4922565104551517,-0.1030953668161747,-0.12791856228013765
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.413716694115407,-0.07679437416296375,-0.12328088315879404
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.335176877775662,-0.053511131971709425,-0.118125503412289
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.2566370614359172,-0.03348954203584703,-0.11267537829536645
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.1780972450961724,-0.01687625875730414,-0.10716399680837341
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.0995574287564276,-0.0037192133518064163,-0.10182902027450025
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-1.0210176124166828,0.006031339810316894,-0.09690580175621466
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-0.9424777960769379,0.012519294219739519,-0.09262094975972601
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-0.8639379797371931,0.015976780700899473,-0.08918609866316995
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-0.7853981633974483,0.016716035474471203,-0.08679204326697365
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-0.7068583470577035,0.01511926194092339,-0.0856033859272699
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-0.6283185307179586,0.01162675092631238,-0.08575383211516541
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-0.5497787143782138,0.0067235671292530386,-0.08734225425680486
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-0.47123889803846897,0.0009251448344447244,-0.090429624745338
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-0.39269908169872414,-0.005237837256825917,-0.09503689754329192
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-0.3141592653589793,-0.011234914644208671,-0.10114389434168436
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-0.23561944901923448,-0.0165512337066811,-0.10868922638848644
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-0.15707963267948966,-0.02070249292917592,-0.1175712574565323
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,-0.07853981633974483,-0.02324904681763096,-0.12765008762186292
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.0,-0.023808811784220785,-0.1387505122041499
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.07853981633974483,-0.02206864339096648,-0.15066588600574038
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.15707963267948966,-0.017793892666203126,-0.1631628004726161
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.23561944901923448,-0.010835894806576096,-0.175986461144786
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.3141592653589793,-0.001137195319795059,-0.18886663526563707
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.39269908169872414,0.011265624728777013,-0.20152402511197076
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.47123889803846897,0.02624160262902009,-0.21367691184277304
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.5497787143782138,0.04356754330740609,-0.22504790771202632
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.6283185307179586,0.06293261768488434,-0.2353706515220494
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.7068583470577035,0.08394530241754161,-0.2443962832838732
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.7853981633974483,0.10614249454201263,-0.25189953917514607
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.8639379797371927,0.12900057983556057,-0.2576843169197012
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,0.9424777960769379,0.1519481844150251,-0.26158857443577144
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.0210176124166832,0.17438029646048836,-0.2634884407005509
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.0995574287564276,0.19567341001563843,-0.26330143686289076
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.178097245096172,0.21520131645506202,-0.2609887272353911
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.2566370614359172,0.2323511520755146,-0.2565563433820698
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.3351768777756625,0.24653930279279834,-0.25005534950928276
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.413716694115407,0.2572267692995104,-0.24158094315207645
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.4922565104551513,0.263933608210171,-0.2312705110925175
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.5707963267948966,0.26625208639635944,-0.2193006859136285
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.6493361431346418,0.2638582163682648,-0.20588347295684517
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.7278759594743862,0.25652137944218045,-0.19126154011398966
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.8064157758141306,0.24411178959442836,-0.17570278328998135
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.8849555921538759,0.22660560321016365,-0.15949429801872084
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,1.9634954084936211,0.20408753710772598,-0.14293590216842478
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.0420352248333655,0.1767509178528176,-0.1263333655793386
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.12057504117311,0.14489514798324843,-0.10999150956851367
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.199114857512855,0.10892063780668981,-0.09420734233938355
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.2776546738526005,0.0693213133619568,-0.07926339537240312
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.356194490192345,0.026674870426923403,-0.06542142087120395
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.434734306532089,-0.01836900034436073,-0.05291660142002064
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.5132741228718345,-0.06510214232374245,-0.041952410392381845
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.5918139392115798,-0.11277289794374046,-0.03269624564885909
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.670353755551324,-0.16060215661770405,-0.025275940066939673
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.7488935718910685,-0.20780010556139872,-0.019777230926282807
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.827433388230814,-0.2535832860583195,-0.01624224665713614
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.905973204570559,-0.2971915499315506,-0.014669044527037656
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,2.9845130209103035,-0.3379045130929029,-0.015012207104241448
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,3.063052837250048,-0.37505711498552974,-0.017184479428497212
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.141592653589793,3.141592653589793,-0.40805391422798276,-0.021059403377763464
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.0630528372500483,-3.141592653589793,-0.42842612053003726,-0.03624709964634376
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.0630528372500483,-3.0630528372500483,-0.4579784882846092,-0.040186682083041214
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.0630528372500483,-2.9845130209103035,-0.48284284216864626,-0.04550306421621497
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.0630528372500483,-2.9059732045705586,-0.5026631209755756,-0.0519983673916512
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.0630528372500483,-2.827433388230814,-0.5171840654371169,-0.059451619729992466
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.0630528372500483,-2.748893571891069,-0.526256068376575,-0.06762457349475082
equilibrium_dt1e-3,oscillatory,-5.059998360061554,5.830968563564211,1.0,-3.0630528372500483,-2.670353755551324,-0.5298375764736856,-0.07626790893349289
