case,variable,log_mean,log_sd,min_action,max_action,snapshot_count
driven_dt2p5e-4,I1,-0.3300774717705117,1.3398596495943114,1.1548399925231934e-07,13.841673851013184,6400064
driven_dt2p5e-4,I2,-0.019929974301549518,1.2769021658354776,1.3933018863099278e-06,17.923723220825195,6400064
driven_dt2p5e-4,I3,-0.052601931472236074,1.261282131391367,1.6391277313232422e-07,16.166634559631348,6400064
