mode,n,horizon,selection_time,dt,k,gauge_shift,control_scale,resample_threshold,lower_clone_count,upper_clone_count,scgf_delta_upper_minus_lower,combined_scgf_se,late_half_delta_upper_minus_lower,combined_late_half_se,both_support_gate,population_gate
controlled_exact,10,20.0,2.0,0.0005,0.3,0.1,0.5,1.0,1024,2048,0.005346518482144957,0.0019783399897566434,0.005729410251901185,0.0025759037404493243,1,0
controlled_exact,10,20.0,2.0,0.0005,0.7,0.1,0.5,1.0,1024,2048,0.010037084541959368,0.00920463257544582,0.015534993362630284,0.014823871554953292,1,0
controlled_exact,10,40.0,2.0,0.0005,0.3,0.1,0.5,1.0,1024,2048,0.004510105064542608,0.002012051727179233,0.003673691646940286,0.002740247046394974,1,0
controlled_exact,10,40.0,2.0,0.0005,0.7,0.1,0.5,1.0,1024,2048,0.005422256707557055,0.004499618500544159,0.0008074288731547141,0.008747727594259635,1,1
controlled_exact,10,60.0,2.0,0.0005,0.3,0.1,0.5,1.0,1024,2048,0.0031723305001429836,0.002981491419902711,0.0012231850180534354,0.004587614739561891,1,1
controlled_exact,10,60.0,2.0,0.0005,0.7,0.1,0.5,1.0,1024,2048,0.005233239339692858,0.0030944076977123232,0.006836619179746983,0.006651608267728266,1,1
