mode,n,clone_count,horizon,selection_time,dt,k,one_minus_k,gauge_shift,control_scale,resample_threshold,residual,residual_se,residual_ci_low,residual_ci_high,late_half_residual,late_half_residual_se,late_half_ci_low,late_half_ci_high,paired_support_gate,paired_gc_gate
controlled_exact,10,1024,20.0,2.0,0.0005,0.3,0.7,0.1,0.5,1.0,-0.008406989509074952,0.00884355753762842,-0.03603812571754136,0.019224146699391452,0.008774133767327524,0.01442848833031035,-0.03609271300619698,0.05364098054085203,1,1
controlled_exact,10,1024,40.0,2.0,0.0005,0.3,0.7,0.1,0.5,1.0,-0.0010611150058078556,0.0034628160512184883,-0.011628061546323636,0.009505831534707925,0.006284759497459186,0.0034488753039247054,-0.0031212213979695987,0.01569074039288797,1,1
controlled_exact,10,1024,60.0,2.0,0.0005,0.3,0.7,0.1,0.5,1.0,0.001985589094528173,0.0015033459284639887,-0.0018982975152502394,0.005869475704306585,0.009324049092064801,0.004291314037662586,-0.0024662464697827787,0.021114344653912383,1,1
controlled_exact,10,2048,20.0,2.0,0.0005,0.3,0.7,0.1,0.5,1.0,-0.013097555568889363,0.0032296408535136293,-0.021501794694525206,-0.004693316443253522,-0.0010314493434015748,0.0042662832137485025,-0.013082644808975369,0.011019746122172219,1,0
controlled_exact,10,2048,40.0,2.0,0.0005,0.3,0.7,0.1,0.5,1.0,-0.0019732666488223027,0.003507680686537444,-0.010933264161372169,0.0069867308637275635,0.009151022271244758,0.008493347460019878,-0.015857151492916194,0.03415919603540571,1,1
controlled_exact,10,2048,60.0,2.0,0.0005,0.3,0.7,0.1,0.5,1.0,-7.531974502170136e-05,0.0040254938959071234,-0.00995313538417999,0.009802495894136587,0.0037106149303712532,0.006846511913092431,-0.013256409518855476,0.020677639379597983,1,1
