event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_action_current,weight_ess,max_weight_fraction,unique_parents,parent_count_ess,unique_roots,root_count_ess
1,0.5,0.44981285016395134,0.44981285016395134,0.89962570032790268,1.4617204554219381,-6.3787372038710153,0.42357983697760004,15.521681456495509,0.24311322880960332,143,15.463898065125059,143,15.463898065125059
2,1,0.059849927603551123,0.50966277776750246,0.50966277776750246,3.7722403602939418,-3.8931580678537783,0.32275594393685281,46.061699387894812,0.10260903867471154,133,46.15211267605634,109,41.636594663278274
3,1.5,0.0062864900553769587,0.51594926782287942,0.3439661785485863,3.7837511907807464,-3.6133377114975427,2.0694058349866138,47.753870572298979,0.071394212375135394,138,48.330383480825958,87,34.27615062761506
4,2,0.12143154893468466,0.63738081675756408,0.31869040837878204,2.988265155062138,-4.1505736111544378,0.47570530367083497,35.159360572022926,0.13489434813765577,139,34.933901918976545,70,24.508601346297681
5,2.5,-0.00053790578249657273,0.63684291097506751,0.25473716439002703,4.2483993968024292,-3.1252873676635669,-0.9745634433642294,62.680010974981954,0.06109628070893456,138,60.681481481481484,63,26.362027353177794
6,3,-0.14816091234419115,0.48868199863087636,0.16289399954362546,4.8565052774584405,-2.4806632898352117,1.1670959689924842,58.858416664565326,0.088412516914205333,137,55.351351351351354,59,25.540140296180827
7,3.5,-0.11163981997058059,0.37704217866029577,0.1077263367600845,3.8796190322384234,-1.8748038081827649,0.69484129613802925,93.008225908852694,0.040718198582725788,150,86.459102902374667,50,24.344725111441306
8,4,-0.039403713070061741,0.33763846559023403,0.084409616397558507,3.5204304004101177,-2.4868895064484926,0.75410059138907271,67.871598559579695,0.078523143611617843,150,66.737270875763741,46,21.889111556446228
9,4.5,-0.041357751897545647,0.29628071369268838,0.065840158598375192,3.9642768928979257,-2.0914288627465911,1.8406648008996271,107.73226105058923,0.034163430796901116,144,97.523809523809518,40,26.277465918203688
10,5,-0.058351893627778928,0.23792882006490945,0.047585764012981889,2.9229478012730619,-2.0760301811826802,0.4834087937194535,90.393458791057142,0.042137991347305385,151,85.78010471204189,38,23.439198855507868
