event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_action_current,weight_ess,max_weight_fraction,unique_parents,parent_count_ess,unique_roots,root_count_ess
1,0.5,0,0,0,0.55007226390781205,0.55007226390781205,0.60318099100832556,256,0.00390625,256,256,256,256
2,1,0,0,0,1.2973860239987816,1.2973860239987816,0.15685794389857471,256,0.00390625,256,256,256,256
3,1.5,0,0,0,1.0904506646569752,1.0904506646569752,0.36189551401513154,256,0.00390625,256,256,256,256
4,2,0,0,0,0.9331762816294481,0.9331762816294481,0.50713930120194417,256,0.00390625,256,256,256,256
5,2.5,0,0,0,1.3882734888791675,1.3882734888791675,0.58479230192723586,256,0.00390625,256,256,256,256
6,3,0,0,0,1.4775573773385946,1.4775573773385946,0.20631881486289527,256,0.00390625,256,256,256,256
7,3.5,0,0,0,1.2179804517530881,1.2179804517530881,0.71740610834712792,256,0.00390625,256,256,256,256
8,4,0,0,0,1.3749999264670008,1.3749999264670008,0.54851897545519024,256,0.00390625,256,256,256,256
9,4.5,0,0,0,1.5732597904645025,1.5732597904645025,0.38697997329238104,256,0.00390625,256,256,256,256
10,5,0,0,0,1.6233187830443416,1.6233187830443416,-0.039627079346045223,256,0.00390625,256,256,256,256
11,5.5,0,0,0,1.3569008917226724,1.3569008917226724,0.46507675896354728,256,0.00390625,256,256,256,256
12,6,0,0,0,1.0419881634099397,1.0419881634099397,0.23902391157030717,256,0.00390625,256,256,256,256
13,6.5,0,0,0,1.2541953721699,1.2541953721699,0.42630234980009313,256,0.00390625,256,256,256,256
14,7,0,0,0,1.3374509536214427,1.3374509536214427,0.3097052934797439,256,0.00390625,256,256,256,256
15,7.5,0,0,0,0.52456099697632785,0.52456099697632785,0.25859587352527053,256,0.00390625,256,256,256,256
16,8,0,0,0,1.2812590716133181,1.2812590716133181,0.47256480593050154,256,0.00390625,256,256,256,256
17,8.5,0,0,0,1.0666233305990369,1.0666233305990369,0.53995980486113038,256,0.00390625,256,256,256,256
18,9,0,0,0,0.9228040570075855,0.9228040570075855,0.48544781793748154,256,0.00390625,256,256,256,256
19,9.5,0,0,0,1.5463687494171257,1.5463687494171257,0.32009713329747169,256,0.00390625,256,256,256,256
20,10,0,0,0,1.2391467310208852,1.2391467310208852,0.2844068590693028,256,0.00390625,256,256,256,256
21,10.5,0,0,0,1.1237469567585809,1.1237469567585809,0.54314557124629259,256,0.00390625,256,256,256,256
22,11,0,0,0,1.5317252842518234,1.5317252842518234,0.41358515607417329,256,0.00390625,256,256,256,256
23,11.5,0,0,0,1.2146740153951905,1.2146740153951905,0.5161902185412518,256,0.00390625,256,256,256,256
24,12,0,0,0,0.69112479934019666,0.69112479934019666,0.34338357346543019,256,0.00390625,256,256,256,256
25,12.5,0,0,0,1.6800037768776954,1.6800037768776954,0.77020490185481849,256,0.00390625,256,256,256,256
26,13,0,0,0,1.0615241894753482,1.0615241894753482,0.41733841568311725,256,0.00390625,256,256,256,256
27,13.5,0,0,0,1.5462269460575175,1.5462269460575175,0.36708012216571678,256,0.00390625,256,256,256,256
