event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_action_current,weight_ess,max_weight_fraction,unique_parents,parent_count_ess,unique_roots,root_count_ess
1,0.5,0,0,0,1.2302263112888416,1.2302263112888416,0.63638025778217333,256,0.00390625,256,256,256,256
2,1,0,0,0,1.2580786161275863,1.2580786161275863,0.71452582418458199,256,0.00390625,256,256,256,256
3,1.5,0,0,0,1.3199500294262632,1.3199500294262632,0.34433569310986978,256,0.00390625,256,256,256,256
4,2,0,0,0,2.1407699743476787,2.1407699743476787,0.41121809020220274,256,0.00390625,256,256,256,256
5,2.5,0,0,0,1.1909892062368268,1.1909892062368268,0.25340509697028601,256,0.00390625,256,256,256,256
6,3,0,0,0,1.4972284211076643,1.4972284211076643,0.32884023386697647,256,0.00390625,256,256,256,256
7,3.5,0,0,0,1.2252042817877529,1.2252042817877529,0.14420353895288873,256,0.00390625,256,256,256,256
8,4,0,0,0,0.88063392826940068,0.88063392826940068,0.36007251170064986,256,0.00390625,256,256,256,256
9,4.5,0,0,0,1.3727969865736935,1.3727969865736935,0.4797058215817423,256,0.00390625,256,256,256,256
10,5,0,0,0,0.99667585317525187,0.99667585317525187,0.54429918847575509,256,0.00390625,256,256,256,256
11,5.5,0,0,0,1.0691602569020335,1.0691602569020335,0.60555271664264687,256,0.00390625,256,256,256,256
12,6,0,0,0,1.9105683492175058,1.9105683492175058,0.40101646604518726,256,0.00390625,256,256,256,256
13,6.5,0,0,0,1.7523496557848692,1.7523496557848692,0.52839705546695603,256,0.00390625,256,256,256,256
14,7,0,0,0,1.9837531523386234,1.9837531523386234,0.25862441966368221,256,0.00390625,256,256,256,256
15,7.5,0,0,0,1.0024106125210077,1.0024106125210077,0.47134325465996563,256,0.00390625,256,256,256,256
16,8,0,0,0,1.8077462309996717,1.8077462309996717,0.60812969506409498,256,0.00390625,256,256,256,256
17,8.5,0,0,0,1.2478950940176055,1.2478950940176055,0.25338816840455713,256,0.00390625,256,256,256,256
18,9,0,0,0,1.5745241735687017,1.5745241735687017,0.10782599534512688,256,0.00390625,256,256,256,256
19,9.5,0,0,0,0.95892838580042861,0.95892838580042861,0.2284314638304934,256,0.00390625,256,256,256,256
20,10,0,0,0,0.54436517361328352,0.54436517361328352,0.67834357698384362,256,0.00390625,256,256,256,256
21,10.5,0,0,0,1.4322919021055853,1.4322919021055853,0.51534806513231801,256,0.00390625,256,256,256,256
22,11,0,0,0,1.2620259818346755,1.2620259818346755,0.44102321085380092,256,0.00390625,256,256,256,256
23,11.5,0,0,0,0.87846494093972094,0.87846494093972094,0.37563223144239666,256,0.00390625,256,256,256,256
24,12,0,0,0,1.1569872693373178,1.1569872693373178,0.28360449188243625,256,0.00390625,256,256,256,256
25,12.5,0,0,0,1.5204341072019623,1.5204341072019623,0.2834421730188868,256,0.00390625,256,256,256,256
26,13,0,0,0,1.0199228075217972,1.0199228075217972,0.42839728877194388,256,0.00390625,256,256,256,256
27,13.5,0,0,0,1.2235814615216591,1.2235814615216591,0.44738109141634574,256,0.00390625,256,256,256,256
28,14,0,0,0,1.4465093557539948,1.4465093557539948,0.24511617334484095,256,0.00390625,256,256,256,256
29,14.5,0,0,0,1.5180241861075181,1.5180241861075181,0.27398235018852612,256,0.00390625,256,256,256,256
30,15,0,0,0,1.1705585251387383,1.1705585251387383,0.45371568963860182,256,0.00390625,256,256,256,256
31,15.5,0,0,0,0.75456357813487795,0.75456357813487795,0.4786017969639948,256,0.00390625,256,256,256,256
32,16,0,0,0,1.2451517000987244,1.2451517000987244,0.26500331324509352,256,0.00390625,256,256,256,256
