case,observable,mean_g,C0,significant_monotonicity_violations,supported_negative_lag_count,first_supported_negative_time
driven_T2_T8,cos_theta1,-0.22225286915418588,0.4793644978262561,19,0,
driven_T2_T8,sin_theta1,0.05793354366870667,0.467882868856081,124,94,0.28
driven_T2_T8,cos_theta3,-0.18444906229671149,0.48722858224112003,15,0,
driven_T2_T8,cos_theta1_minus_theta3,0.05102425065620705,0.4998672449820438,21,0,
driven_T2_T8,I2,1.7216246931143433,2.6107204706724056,11,0,
driven_T2_T8,I1_plus_I3,2.9713308464150545,3.1272583251729724,16,0,
driven_T2_T8,I1_minus_I3,-0.3277318168086325,5.196164066178333,68,44,0.44
