dataset,samples_total,samples_supported,support_fraction,mean_total_entropy,std_total_entropy,log_mean_exp_minus_total_entropy,log_ift_stream_bootstrap_low,log_ift_stream_bootstrap_high,exponential_weight_ess,unique_streams,rms_energy_balance_error
equilibrium_learned,131072,130816,0.998046875,8.66118375558785e-06,0.24265286281757814,0.034070692752990794,0.03150734492861642,0.03684702401537536,101686.5135436449,32,2.7471618349507636e-05
driven_learned,262144,261610,0.9979629516601562,0.259619543866127,0.8756342653775734,0.03884863718324638,0.025505452800038065,0.05623587585251108,15860.243298995909,64,2.9491293989747703e-05
equilibrium_exact_gibbs,131072,131072,1.0,2.29161054293277e-09,4.5786199508518986e-06,-2.281128175241065e-09,-1.9653335758818e-08,1.7186170397920363e-08,131071.99999725226,32,2.7471618349507636e-05
