mode,n,horizon,selection_time,dt,k,gauge_shift,control_scale,resample_threshold,lower_clone_count,upper_clone_count,scgf_delta_upper_minus_lower,combined_scgf_se,late_half_delta_upper_minus_lower,combined_late_half_se,both_support_gate,population_gate
controlled_exact,20,20.0,2.0,0.0005,0.4,0.1,0.5,1.0,512,1024,0.004128474155939393,0.004908933604473952,-0.0027652272044572657,0.008319864042602756,1,1
controlled_exact,20,20.0,2.0,0.0005,0.6,0.1,0.5,1.0,512,1024,0.005614335707091189,0.008189993527792852,0.011960582987577684,0.004635153630084191,0,0
controlled_exact,20,40.0,2.0,0.0005,0.4,0.1,0.5,1.0,512,1024,-0.0007986644996383213,0.004212395237335529,-0.005725803155216064,0.004985504477189871,1,1
controlled_exact,20,40.0,2.0,0.0005,0.6,0.1,0.5,1.0,512,1024,0.0021557127049859626,0.007422348547113253,-0.0013029102971192363,0.009871687211466631,1,1
controlled_exact,20,60.0,2.0,0.0005,0.4,0.1,0.5,1.0,512,1024,0.0005794808206409235,0.003415845359307932,0.0007510044578143832,0.004961592126670681,1,1
controlled_exact,20,60.0,2.0,0.0005,0.6,0.1,0.5,1.0,512,1024,0.0026719013140563824,0.004508626213104707,-0.0015953323040455158,0.0032506404352896936,1,1
