mode,n,clone_count,horizon,selection_time,dt,k,one_minus_k,gauge_shift,control_scale,resample_threshold,residual,residual_se,residual_ci_low,residual_ci_high,late_half_residual,late_half_residual_se,late_half_ci_low,late_half_ci_high,paired_support_gate,paired_gc_gate
controlled_exact,20,512,20.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.008987405498979334,0.008449443982602861,-0.03194258566080049,0.013967774662841829,0.013684501605906896,0.0077268056600542385,-0.0061276775164065996,0.03349668072822039,0,0
controlled_exact,20,512,40.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0025319808913396302,0.007181594697153668,-0.02232555249201298,0.01726159070933372,0.003923443716300101,0.009067639945364053,-0.021216628476762752,0.029063515909362955,1,1
controlled_exact,20,512,60.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0012970721792314455,0.0045985420249115855,-0.013994740476795232,0.011400596118332341,0.0015947006828604254,0.004722226094037665,-0.010175066190145262,0.013364467555866113,1,1
controlled_exact,20,1024,20.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.01047326705013113,0.0044475295955483775,-0.021421706436805577,0.00047517233654331865,-0.0010413085861280535,0.005567877616617548,-0.01646289317773351,0.014380276005477404,1,0
controlled_exact,20,1024,40.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.005486358095963914,0.004610881607260761,-0.01679093846788397,0.005818222275956141,-0.0004994491417967262,0.006331142796869478,-0.016515670446013653,0.0155167721624202,1,1
controlled_exact,20,1024,60.0,2.0,0.0005,0.4,0.6,0.1,0.5,1.0,-0.0033894926726469043,0.003293800402775262,-0.012080937417284946,0.005301952071991137,0.0039410374447203245,0.00358951812751665,-0.005713489794341825,0.013595564683782474,1,1
