case,source,sector,angle,metric,estimate,ci_low,ci_high,seed_min,seed_max
equilibrium,new_seed_8201,middle,theta3,prob_within_pi_over_6_of_theta0,0.1925507433889887,0.18977253280387307,0.19522858599988924,,
equilibrium,new_seed_8201,middle,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.1916382255797144,0.18875794512584593,0.19441489268502038,,
equilibrium,new_seed_8201,middle,joint,prob_both_within_pi_over_6_of_theta0,0.037388567536752085,0.03646438451242225,0.038197290916301085,,
equilibrium,new_seed_8201,high,theta1,circular_mean,3.136892415020959,3.1179550086362102,-3.128984894787604,,
equilibrium,new_seed_8201,high,theta1,circular_resultant,0.1834694742238199,0.17542473243292508,0.19120756614450465,,
equilibrium,new_seed_8201,high,theta1,histogram_mode,3.0106929596902186,3.0106929596902186,-2.836160034490786,,
equilibrium,new_seed_8201,high,theta1,prob_within_pi_over_6_of_theta0,0.1930615642462271,0.19114183047187294,0.19489256338503863,,
equilibrium,new_seed_8201,high,theta3,circular_mean,3.1273003721938535,3.1025793890534867,-3.1327915328041396,,
equilibrium,new_seed_8201,high,theta3,circular_resultant,0.18596549057810538,0.17820505763741962,0.1938449463419503,,
equilibrium,new_seed_8201,high,theta3,histogram_mode,3.0106929596902186,3.0106929596902186,-2.923426497090502,,
equilibrium,new_seed_8201,high,theta3,prob_within_pi_over_6_of_theta0,0.19355428725004573,0.1901401970307037,0.19673210768235969,,
equilibrium,new_seed_8201,high,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.18591334794082845,0.18386497597829302,0.18797852279813132,,
equilibrium,new_seed_8201,high,joint,prob_both_within_pi_over_6_of_theta0,0.03860223442416732,0.03763372028741381,0.03961996998409388,,
equilibrium,new_seed_8202,low,theta1,circular_mean,3.134463429089351,3.096056125324515,-3.1103739242640707,,
equilibrium,new_seed_8202,low,theta1,circular_resultant,0.17961772089880781,0.16872441622670958,0.18995793813764583,,
equilibrium,new_seed_8202,low,theta1,histogram_mode,-3.0106929596902186,-3.097959422289935,-2.923426497090502,,
equilibrium,new_seed_8202,low,theta1,prob_within_pi_over_6_of_theta0,0.19242088655602416,0.1889729617792027,0.19591093331703302,,
equilibrium,new_seed_8202,low,theta3,circular_mean,-3.0993148773812726,-3.122482447452048,-3.0721835065686864,,
equilibrium,new_seed_8202,low,theta3,circular_resultant,0.18127414866531255,0.174738134168675,0.1877193976266655,,
equilibrium,new_seed_8202,low,theta3,histogram_mode,3.0106929596902186,3.0106929596902186,-3.097959422289935,,
equilibrium,new_seed_8202,low,theta3,prob_within_pi_over_6_of_theta0,0.18935647319396826,0.18603639165394523,0.19243860825068942,,
equilibrium,new_seed_8202,low,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.18880844382414516,0.18667142536917386,0.19084805671581748,,
equilibrium,new_seed_8202,low,joint,prob_both_within_pi_over_6_of_theta0,0.03598030886859432,0.035090520240017645,0.03696071201225544,,
equilibrium,new_seed_8202,middle,theta1,circular_mean,3.120917809149868,3.0840432021569537,-3.1319604457944763,,
equilibrium,new_seed_8202,middle,theta1,circular_resultant,0.18068265445606058,0.17321409387968753,0.18865607011454008,,
equilibrium,new_seed_8202,middle,theta1,histogram_mode,3.097959422289935,3.097959422289935,-3.097959422289935,,
equilibrium,new_seed_8202,middle,theta1,prob_within_pi_over_6_of_theta0,0.19459015429329196,0.19145958818309994,0.197824999924018,,
equilibrium,new_seed_8202,middle,theta3,circular_mean,-3.112514450649713,-3.13217802515762,-3.0921277094560202,,
equilibrium,new_seed_8202,middle,theta3,circular_resultant,0.18711867258543113,0.18003930807030255,0.19306586978191084,,
equilibrium,new_seed_8202,middle,theta3,histogram_mode,3.0106929596902186,2.923426497090502,-2.923426497090502,,
equilibrium,new_seed_8202,middle,theta3,prob_within_pi_over_6_of_theta0,0.1925507433889887,0.18983380196437868,0.19529376056560188,,
equilibrium,new_seed_8202,middle,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.1916382255797144,0.1888043411180205,0.19427269736285804,,
equilibrium,new_seed_8202,middle,joint,prob_both_within_pi_over_6_of_theta0,0.037388567536752085,0.03649455980289982,0.038211889674516754,,
equilibrium,new_seed_8202,high,theta1,circular_mean,3.136892415020959,3.1175872741189714,-3.1295035995060996,,
equilibrium,new_seed_8202,high,theta1,circular_resultant,0.1834694742238199,0.17523876650706072,0.19093146678515824,,
equilibrium,new_seed_8202,high,theta1,histogram_mode,3.0106929596902186,3.0106929596902186,-2.836160034490786,,
equilibrium,new_seed_8202,high,theta1,prob_within_pi_over_6_of_theta0,0.1930615642462271,0.19124451540259596,0.1950446798035829,,
equilibrium,new_seed_8202,high,theta3,circular_mean,3.1273003721938535,3.105958478056846,-3.130247600263754,,
equilibrium,new_seed_8202,high,theta3,circular_resultant,0.18596549057810538,0.17844598419311083,0.19379961482630242,,
equilibrium,new_seed_8202,high,theta3,histogram_mode,3.0106929596902186,3.0106929596902186,-2.923426497090502,,
equilibrium,new_seed_8202,high,theta3,prob_within_pi_over_6_of_theta0,0.19355428725004573,0.1901155017627935,0.19662186684811947,,
equilibrium,new_seed_8202,high,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.18591334794082845,0.1838859708031146,0.18788865368489813,,
equilibrium,new_seed_8202,high,joint,prob_both_within_pi_over_6_of_theta0,0.03860223442416732,0.037605100435059775,0.03969081026217777,,
equilibrium,new_seed_8203,low,theta1,circular_mean,3.134463429089351,3.0927396832882144,-3.1106205952969326,,
equilibrium,new_seed_8203,low,theta1,circular_resultant,0.17961772089880781,0.16885799458048475,0.18903417781383214,,
equilibrium,new_seed_8203,low,theta1,histogram_mode,-3.0106929596902186,-3.097959422289935,-2.923426497090502,,
equilibrium,new_seed_8203,low,theta1,prob_within_pi_over_6_of_theta0,0.19242088655602416,0.18863267154006894,0.19579052122601115,,
equilibrium,new_seed_8203,low,theta3,circular_mean,-3.0993148773812726,-3.121727416390667,-3.070629108085841,,
equilibrium,new_seed_8203,low,theta3,circular_resultant,0.18127414866531255,0.17476893865505638,0.18780247865519384,,
equilibrium,new_seed_8203,low,theta3,histogram_mode,3.0106929596902186,3.0106929596902186,-3.097959422289935,,
equilibrium,new_seed_8203,low,theta3,prob_within_pi_over_6_of_theta0,0.18935647319396826,0.18598452944752367,0.1923292902713359,,
equilibrium,new_seed_8203,low,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.18880844382414516,0.1867320822049977,0.19097027429421407,,
equilibrium,new_seed_8203,low,joint,prob_both_within_pi_over_6_of_theta0,0.03598030886859432,0.03508883625158461,0.037077279047272184,,
equilibrium,new_seed_8203,middle,theta1,circular_mean,3.120917809149868,3.0835817520875786,-3.1307222366932157,,
equilibrium,new_seed_8203,middle,theta1,circular_resultant,0.18068265445606058,0.173198012467657,0.1880557735517834,,
equilibrium,new_seed_8203,middle,theta1,histogram_mode,3.097959422289935,3.097959422289935,-3.097959422289935,,
equilibrium,new_seed_8203,middle,theta1,prob_within_pi_over_6_of_theta0,0.19459015429329196,0.19118819814586896,0.1978825109658377,,
equilibrium,new_seed_8203,middle,theta3,circular_mean,-3.112514450649713,-3.1326527397420256,-3.0932581007509827,,
equilibrium,new_seed_8203,middle,theta3,circular_resultant,0.18711867258543113,0.17998553974365422,0.1929881491984541,,
equilibrium,new_seed_8203,middle,theta3,histogram_mode,3.0106929596902186,2.923426497090502,-3.097959422289935,,
equilibrium,new_seed_8203,middle,theta3,prob_within_pi_over_6_of_theta0,0.1925507433889887,0.18987341201474933,0.1952673306656114,,
equilibrium,new_seed_8203,middle,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.1916382255797144,0.18889169881848086,0.1947111163632809,,
equilibrium,new_seed_8203,middle,joint,prob_both_within_pi_over_6_of_theta0,0.037388567536752085,0.03648873356714729,0.038132849702009856,,
equilibrium,new_seed_8203,high,theta1,circular_mean,3.136892415020959,3.118888127355069,-3.1296242447940728,,
equilibrium,new_seed_8203,high,theta1,circular_resultant,0.1834694742238199,0.17542138481713976,0.19102562312800245,,
equilibrium,new_seed_8203,high,theta1,histogram_mode,3.0106929596902186,3.0106929596902186,-2.836160034490786,,
equilibrium,new_seed_8203,high,theta1,prob_within_pi_over_6_of_theta0,0.1930615642462271,0.1913778170560865,0.19485150181056085,,
equilibrium,new_seed_8203,high,theta3,circular_mean,3.1273003721938535,3.103601592297178,-3.1312019151557493,,
equilibrium,new_seed_8203,high,theta3,circular_resultant,0.18596549057810538,0.17816540953965068,0.19405657598396073,,
equilibrium,new_seed_8203,high,theta3,histogram_mode,3.0106929596902186,3.0106929596902186,-2.923426497090502,,
equilibrium,new_seed_8203,high,theta3,prob_within_pi_over_6_of_theta0,0.19355428725004573,0.19028845021982255,0.19688115979749962,,
equilibrium,new_seed_8203,high,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.18591334794082845,0.18388930659283068,0.1877967999082609,,
equilibrium,new_seed_8203,high,joint,prob_both_within_pi_over_6_of_theta0,0.03860223442416732,0.0376155384480386,0.03969237779449678,,
equilibrium,new_ensemble,low,theta1,circular_mean,3.134463429089351,3.0926743305491122,-3.1077733139369412,3.134463429089351,3.134463429089351
equilibrium,new_ensemble,low,theta1,circular_resultant,0.17961772089880781,0.16776993857032796,0.18939451554306666,0.17961772089880781,0.17961772089880781
equilibrium,new_ensemble,low,theta1,histogram_mode,-3.0106929596902186,-3.097959422289935,-2.923426497090502,-3.0106929596902186,-3.0106929596902186
equilibrium,new_ensemble,low,theta1,prob_within_pi_over_6_of_theta0,0.19242088655602416,0.18884745593694655,0.19601956397045664,0.19242088655602416,0.19242088655602416
equilibrium,new_ensemble,low,theta3,circular_mean,-3.0993148773812726,-3.1228197011177428,-3.0701784454826635,-3.0993148773812726,-3.0993148773812726
equilibrium,new_ensemble,low,theta3,circular_resultant,0.18127414866531255,0.17437941252216965,0.1877492481045422,0.18127414866531255,0.18127414866531255
equilibrium,new_ensemble,low,theta3,histogram_mode,3.0106929596902186,3.0106929596902186,-3.097959422289935,3.0106929596902186,3.0106929596902186
equilibrium,new_ensemble,low,theta3,prob_within_pi_over_6_of_theta0,0.18935647319396826,0.18583457455657587,0.1923701602450439,0.18935647319396826,0.18935647319396826
equilibrium,new_ensemble,low,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.18880844382414516,0.18675697496283825,0.19094179524798166,0.18880844382414516,0.18880844382414516
equilibrium,new_ensemble,low,joint,prob_both_within_pi_over_6_of_theta0,0.03598030886859432,0.03506481897867855,0.03696357415353636,0.03598030886859432,0.03598030886859432
equilibrium,new_ensemble,middle,theta1,circular_mean,3.120917809149868,3.0840240458950667,-3.1309473894425777,3.120917809149868,3.120917809149868
equilibrium,new_ensemble,middle,theta1,circular_resultant,0.18068265445606058,0.1737855248944179,0.18828019792600273,0.18068265445606058,0.18068265445606058
equilibrium,new_ensemble,middle,theta1,histogram_mode,3.097959422289935,3.097959422289935,-3.097959422289935,3.097959422289935,3.097959422289935
equilibrium,new_ensemble,middle,theta1,prob_within_pi_over_6_of_theta0,0.19459015429329196,0.19143004165370814,0.1980752579348054,0.19459015429329196,0.19459015429329196
equilibrium,new_ensemble,middle,theta3,circular_mean,-3.112514450649713,-3.131203800473124,-3.0912484801219695,-3.112514450649713,-3.112514450649713
equilibrium,new_ensemble,middle,theta3,circular_resultant,0.18711867258543113,0.1802753940432787,0.19337058158122813,0.18711867258543113,0.18711867258543113
equilibrium,new_ensemble,middle,theta3,histogram_mode,3.0106929596902186,2.923426497090502,-2.923426497090502,3.0106929596902186,3.0106929596902186
equilibrium,new_ensemble,middle,theta3,prob_within_pi_over_6_of_theta0,0.1925507433889887,0.1899472872971619,0.19530616890053162,0.1925507433889887,0.1925507433889887
equilibrium,new_ensemble,middle,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.1916382255797144,0.1887973848163601,0.19432494821686463,0.1916382255797144,0.1916382255797144
equilibrium,new_ensemble,middle,joint,prob_both_within_pi_over_6_of_theta0,0.037388567536752085,0.0365810575774236,0.03824393641717003,0.037388567536752085,0.037388567536752085
equilibrium,new_ensemble,high,theta1,circular_mean,3.136892415020959,3.119338473652679,-3.1296943805795463,3.136892415020959,3.136892415020959
equilibrium,new_ensemble,high,theta1,circular_resultant,0.1834694742238199,0.17562716460812314,0.19096857121844316,0.1834694742238199,0.1834694742238199
equilibrium,new_ensemble,high,theta1,histogram_mode,3.0106929596902186,3.0106929596902186,-2.836160034490786,3.0106929596902186,3.0106929596902186
equilibrium,new_ensemble,high,theta1,prob_within_pi_over_6_of_theta0,0.1930615642462271,0.19118849684190617,0.19492794592358356,0.1930615642462271,0.1930615642462271
equilibrium,new_ensemble,high,theta3,circular_mean,3.1273003721938535,3.1048159119600243,-3.131341339708902,3.1273003721938535,3.1273003721938535
equilibrium,new_ensemble,high,theta3,circular_resultant,0.18596549057810538,0.17835197111206774,0.19372551141336236,0.18596549057810538,0.18596549057810538
equilibrium,new_ensemble,high,theta3,histogram_mode,3.0106929596902186,3.0106929596902186,-2.923426497090502,3.0106929596902186,3.0106929596902186
equilibrium,new_ensemble,high,theta3,prob_within_pi_over_6_of_theta0,0.19355428725004573,0.19019979312503774,0.19674539160517138,0.19355428725004573,0.19355428725004573
equilibrium,new_ensemble,high,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.18591334794082845,0.18367056597606599,0.1878468608888659,0.18591334794082845,0.18591334794082845
equilibrium,new_ensemble,high,joint,prob_both_within_pi_over_6_of_theta0,0.03860223442416732,0.03757006243883778,0.03972202589540124,0.03860223442416732,0.03860223442416732
equilibrium,legacy_density,low,theta1,circular_mean,3.124671666091801,3.0836673969441293,-3.1118532146482725,,
equilibrium,legacy_density,low,theta1,circular_resultant,0.16607474436505237,0.1560704642458941,0.17616863895525184,,
equilibrium,legacy_density,low,theta1,histogram_mode,-3.0106929596902186,-3.097959422289935,-2.923426497090502,,
equilibrium,legacy_density,low,theta1,prob_within_pi_over_6_of_theta0,0.19145033934399022,0.18815930984872936,0.19459023736302053,,
equilibrium,legacy_density,low,theta3,circular_mean,-3.081625868264813,-3.1074165069162505,-3.051241537591485,,
equilibrium,legacy_density,low,theta3,circular_resultant,0.17044879380215744,0.16330163469252046,0.1766788213465009,,
equilibrium,legacy_density,low,theta3,histogram_mode,3.0106929596902186,3.0106929596902186,-3.097959422289935,,
equilibrium,legacy_density,low,theta3,prob_within_pi_over_6_of_theta0,0.18744411705207667,0.18414978304014798,0.19055779334694353,,
equilibrium,legacy_density,low,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.18899620769390527,0.18683043400297908,0.19104826412883033,,
equilibrium,legacy_density,low,joint,prob_both_within_pi_over_6_of_theta0,0.03544031057101419,0.03452880248161038,0.03645573349238261,,
equilibrium,legacy_density,middle,theta1,circular_mean,3.1048347592692407,3.067749827919232,3.138892718773512,,
equilibrium,legacy_density,middle,theta1,circular_resultant,0.15903950247356513,0.1509562632994197,0.1669222485642909,,
equilibrium,legacy_density,middle,theta1,histogram_mode,3.097959422289935,2.923426497090502,-3.097959422289935,,
equilibrium,legacy_density,middle,theta1,prob_within_pi_over_6_of_theta0,0.19288316973606084,0.18969219426292255,0.19609563708699065,,
equilibrium,legacy_density,middle,theta3,circular_mean,-3.0934343464576437,-3.114553637964078,-3.068709166218293,,
equilibrium,legacy_density,middle,theta3,circular_resultant,0.16765939366487526,0.16041663690719124,0.17379285972917594,,
equilibrium,legacy_density,middle,theta3,histogram_mode,3.0106929596902186,2.923426497090502,-2.836160034490786,,
equilibrium,legacy_density,middle,theta3,prob_within_pi_over_6_of_theta0,0.1895461580217607,0.18658329297929804,0.19216155012798677,,
equilibrium,legacy_density,middle,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.19120317470691378,0.18853394175102428,0.19410792888031086,,
equilibrium,legacy_density,middle,joint,prob_both_within_pi_over_6_of_theta0,0.0365263875001878,0.03563589654777923,0.03725467669756768,,
equilibrium,legacy_density,high,theta1,circular_mean,3.1398706191123766,3.1091002160427017,-3.1101380944077093,,
equilibrium,legacy_density,high,theta1,circular_resultant,0.15492896296735337,0.1464106407534797,0.16344716460476766,,
equilibrium,legacy_density,high,theta1,histogram_mode,3.0106929596902186,3.0106929596902186,-2.836160034490786,,
equilibrium,legacy_density,high,theta1,prob_within_pi_over_6_of_theta0,0.18933604532810241,0.18725178818807417,0.19157953264551203,,
equilibrium,legacy_density,high,theta3,circular_mean,3.113331512133038,3.0723052409812635,-3.133528218496058,,
equilibrium,legacy_density,high,theta3,circular_resultant,0.16207219623242947,0.15478656493099896,0.17040183932473718,,
equilibrium,legacy_density,high,theta3,histogram_mode,3.0106929596902186,3.0106929596902186,-2.923426497090502,,
equilibrium,legacy_density,high,theta3,prob_within_pi_over_6_of_theta0,0.1915353858475532,0.1882676329744634,0.1947398543003547,,
equilibrium,legacy_density,high,theta3,prob_within_pi_over_6_of_minus_2pi_over_3,0.18368109195771026,0.18147149881876679,0.18616913454907794,,
equilibrium,legacy_density,high,joint,prob_both_within_pi_over_6_of_theta0,0.03725032702777098,0.0362657271865527,0.038360949360963945,,
