case,source,support_mass,pointwise_mean,pointwise_median,pointwise_p90,pointwise_max,angular_tv,angular_tv_boot_low,angular_tv_boot_high
driven,direct_trajectory,0.9941991205087949,N/A,N/A,N/A,N/A,0.11586565828552785,0.11364713755353681,0.12119650017157857
driven,new_ensemble,0.9942197404483412,0.17960853416639216,0.11528697549445031,0.44707502882045985,0.9989363227267744,0.11489389571600815,0.1136942675996477,0.11959014156239314
driven,legacy_density,0.9841197020252753,0.13620208831950084,0.0825729447549831,0.3521841626660987,0.774451256111578,0.09920134496793698,0.09689826249841961,0.10865863470704623
equilibrium,direct_trajectory,0.9940344346556534,N/A,N/A,N/A,N/A,0.02747173635985818,0.032761618594270826,0.04544888542295367
equilibrium,new_ensemble,0.9938994360056399,1.3003548891975543e-16,0.0,4.440892098500626e-16,7.105427357601002e-15,0.028707974507233114,0.034136032542963816,0.0466831442516441
equilibrium,legacy_density,0.9912185839584445,0.0063271333027277,0.00509897884787392,0.013317651399835127,0.04367617899460124,0.030785647301071216,0.035777787671640734,0.04916445135919846
