case,source,sector,angle,bin,theta,density
driven,new_ensemble,middle,theta1,19,-1.439896632895322,0.12715481065745787
driven,new_ensemble,middle,theta1,20,-1.3526301702956054,0.12289522863449914
driven,new_ensemble,middle,theta1,21,-1.2653637076958888,0.11883467218177224
driven,new_ensemble,middle,theta1,22,-1.1780972450961724,0.11541966741441632
driven,new_ensemble,middle,theta1,23,-1.090830782496456,0.11509868017766366
driven,new_ensemble,middle,theta1,24,-1.0035643198967397,0.11077898852231281
driven,new_ensemble,middle,theta1,25,-0.9162978572970231,0.11192842288895465
driven,new_ensemble,middle,theta1,26,-0.8290313946973065,0.10924117106878632
driven,new_ensemble,middle,theta1,27,-0.7417649320975901,0.10872907927429191
driven,new_ensemble,middle,theta1,28,-0.6544984694978737,0.1065893272424245
driven,new_ensemble,middle,theta1,29,-0.5672320068981571,0.1060678847175987
driven,new_ensemble,middle,theta1,30,-0.4799655442984405,0.10861493943587701
driven,new_ensemble,middle,theta1,31,-0.39269908169872414,0.10671263001674297
driven,new_ensemble,middle,theta1,32,-0.30543261909900776,0.10655102777399872
driven,new_ensemble,middle,theta1,33,-0.21816615649929139,0.1076014142634653
driven,new_ensemble,middle,theta1,34,-0.1308996938995748,0.10587176158312517
driven,new_ensemble,middle,theta1,35,-0.04363323129985819,0.10637691959713454
driven,new_ensemble,middle,theta1,36,0.04363323129985819,0.10765818582819353
driven,new_ensemble,middle,theta1,37,0.13089969389957457,0.10910271919946703
driven,new_ensemble,middle,theta1,38,0.21816615649929116,0.1099775263137508
driven,new_ensemble,middle,theta1,39,0.30543261909900776,0.11355413983088603
driven,new_ensemble,middle,theta1,40,0.39269908169872414,0.11358332610992523
driven,new_ensemble,middle,theta1,41,0.4799655442984405,0.1142088520490448
driven,new_ensemble,middle,theta1,42,0.5672320068981569,0.11585319390507873
driven,new_ensemble,middle,theta1,43,0.6544984694978735,0.11741251750032972
driven,new_ensemble,middle,theta1,44,0.7417649320975901,0.11849866193797093
driven,new_ensemble,middle,theta1,45,0.8290313946973065,0.12179904632534308
driven,new_ensemble,middle,theta1,46,0.9162978572970228,0.12496096608742273
driven,new_ensemble,middle,theta1,47,1.0035643198967392,0.12699404608822246
driven,new_ensemble,middle,theta1,48,1.0908307824964556,0.12806345251719845
driven,new_ensemble,middle,theta1,49,1.178097245096172,0.13564660855203753
driven,new_ensemble,middle,theta1,50,1.2653637076958888,0.13801315714212525
driven,new_ensemble,middle,theta1,51,1.3526301702956056,0.14011802080740257
driven,new_ensemble,middle,theta1,52,1.439896632895322,0.14538803248647794
driven,new_ensemble,middle,theta1,53,1.5271630954950384,0.15222642946028903
driven,new_ensemble,middle,theta1,54,1.6144295580947547,0.1594767434219164
driven,new_ensemble,middle,theta1,55,1.7016960206944711,0.16667535841552597
driven,new_ensemble,middle,theta1,56,1.7889624832941875,0.1724283622397907
driven,new_ensemble,middle,theta1,57,1.8762289458939039,0.18235670967814707
driven,new_ensemble,middle,theta1,58,1.9634954084936203,0.19031267164273763
driven,new_ensemble,middle,theta1,59,2.050761871093337,0.19709257787787926
driven,new_ensemble,middle,theta1,60,2.138028333693054,0.20387371517436162
driven,new_ensemble,middle,theta1,61,2.2252947962927703,0.2129612972008388
driven,new_ensemble,middle,theta1,62,2.3125612588924866,0.22069363915910475
driven,new_ensemble,middle,theta1,63,2.399827721492203,0.23212131085146442
driven,new_ensemble,middle,theta1,64,2.4870941840919194,0.23209638737524063
driven,new_ensemble,middle,theta1,65,2.574360646691636,0.23939153881254135
driven,new_ensemble,middle,theta1,66,2.661627109291352,0.2438523275884491
driven,new_ensemble,middle,theta1,67,2.7488935718910685,0.24799654846813662
driven,new_ensemble,middle,theta1,68,2.8361600344907854,0.25041054593975176
driven,new_ensemble,middle,theta1,69,2.923426497090502,0.2536261148086084
driven,new_ensemble,middle,theta1,70,3.0106929596902186,0.25331806053705597
driven,new_ensemble,middle,theta1,71,3.097959422289935,0.2501870470417379
driven,new_ensemble,middle,theta3,0,-3.097959422289935,0.23733586084112754
driven,new_ensemble,middle,theta3,1,-3.0106929596902186,0.2363180495657367
driven,new_ensemble,middle,theta3,2,-2.923426497090502,0.2388347492837615
driven,new_ensemble,middle,theta3,3,-2.8361600344907854,0.2364106360304083
driven,new_ensemble,middle,theta3,4,-2.748893571891069,0.23580764988203923
driven,new_ensemble,middle,theta3,5,-2.6616271092913526,0.23203103193585004
driven,new_ensemble,middle,theta3,6,-2.574360646691636,0.228172734972012
driven,new_ensemble,middle,theta3,7,-2.4870941840919194,0.22346324420003436
driven,new_ensemble,middle,theta3,8,-2.399827721492203,0.21856630835674398
driven,new_ensemble,middle,theta3,9,-2.3125612588924866,0.21041138418419195
driven,new_ensemble,middle,theta3,10,-2.2252947962927703,0.2061416774000983
driven,new_ensemble,middle,theta3,11,-2.138028333693054,0.19739775125904668
driven,new_ensemble,middle,theta3,12,-2.0507618710933375,0.19054170911692545
driven,new_ensemble,middle,theta3,13,-1.9634954084936207,0.18794644805076627
driven,new_ensemble,middle,theta3,14,-1.8762289458939043,0.17896966808999448
driven,new_ensemble,middle,theta3,15,-1.7889624832941877,0.17517303284976746
driven,new_ensemble,middle,theta3,16,-1.7016960206944713,0.17002516058887263
driven,new_ensemble,middle,theta3,17,-1.6144295580947547,0.1629066751918591
driven,new_ensemble,middle,theta3,18,-1.5271630954950384,0.15427362750903365
driven,new_ensemble,middle,theta3,19,-1.439896632895322,0.15144761730283968
driven,new_ensemble,middle,theta3,20,-1.3526301702956054,0.1485038936410668
driven,new_ensemble,middle,theta3,21,-1.2653637076958888,0.14474389588928388
driven,new_ensemble,middle,theta3,22,-1.1780972450961724,0.13823637750859538
driven,new_ensemble,middle,theta3,23,-1.090830782496456,0.13662541165922684
driven,new_ensemble,middle,theta3,24,-1.0035643198967397,0.13048847391317187
driven,new_ensemble,middle,theta3,25,-0.9162978572970231,0.12678652491953843
driven,new_ensemble,middle,theta3,26,-0.8290313946973065,0.12527266003569734
driven,new_ensemble,middle,theta3,27,-0.7417649320975901,0.1224862795677516
driven,new_ensemble,middle,theta3,28,-0.6544984694978737,0.11956634074973373
driven,new_ensemble,middle,theta3,29,-0.5672320068981571,0.11753543993121117
driven,new_ensemble,middle,theta3,30,-0.4799655442984405,0.11660535071875457
driven,new_ensemble,middle,theta3,31,-0.39269908169872414,0.11352940712847766
driven,new_ensemble,middle,theta3,32,-0.30543261909900776,0.11330627300106368
driven,new_ensemble,middle,theta3,33,-0.21816615649929139,0.1106000945396959
driven,new_ensemble,middle,theta3,34,-0.1308996938995748,0.11135625037991753
driven,new_ensemble,middle,theta3,35,-0.04363323129985819,0.11258964700416713
driven,new_ensemble,middle,theta3,36,0.04363323129985819,0.10880066201474498
driven,new_ensemble,middle,theta3,37,0.13089969389957457,0.112912131935995
driven,new_ensemble,middle,theta3,38,0.21816615649929116,0.11113381650833669
driven,new_ensemble,middle,theta3,39,0.30543261909900776,0.11017736802448655
driven,new_ensemble,middle,theta3,40,0.39269908169872414,0.11146039248428134
driven,new_ensemble,middle,theta3,41,0.4799655442984405,0.11301643020877873
driven,new_ensemble,middle,theta3,42,0.5672320068981569,0.1132811849983243
driven,new_ensemble,middle,theta3,43,0.6544984694978735,0.11252558309802639
driven,new_ensemble,middle,theta3,44,0.7417649320975901,0.1160562704494777
driven,new_ensemble,middle,theta3,45,0.8290313946973065,0.11504658245793839
driven,new_ensemble,middle,theta3,46,0.9162978572970228,0.11785446448299616
driven,new_ensemble,middle,theta3,47,1.0035643198967392,0.11862567478949178
driven,new_ensemble,middle,theta3,48,1.0908307824964556,0.12182689315028855
driven,new_ensemble,middle,theta3,49,1.178097245096172,0.12197580061328861
driven,new_ensemble,middle,theta3,50,1.2653637076958888,0.1248831261121499
driven,new_ensemble,middle,theta3,51,1.3526301702956056,0.12634573770112983
driven,new_ensemble,middle,theta3,52,1.439896632895322,0.1275748171941059
driven,new_ensemble,middle,theta3,53,1.5271630954950384,0.13283853093850842
driven,new_ensemble,middle,theta3,54,1.6144295580947547,0.13694271919649303
driven,new_ensemble,middle,theta3,55,1.7016960206944711,0.13862041972266267
driven,new_ensemble,middle,theta3,56,1.7889624832941875,0.1433138298598817
driven,new_ensemble,middle,theta3,57,1.8762289458939039,0.14855683335211073
driven,new_ensemble,middle,theta3,58,1.9634954084936203,0.15201146244837685
driven,new_ensemble,middle,theta3,59,2.050761871093337,0.15626504147306094
driven,new_ensemble,middle,theta3,60,2.138028333693054,0.16179392296689402
driven,new_ensemble,middle,theta3,61,2.2252947962927703,0.16561869725021477
driven,new_ensemble,middle,theta3,62,2.3125612588924866,0.17540973863444465
driven,new_ensemble,middle,theta3,63,2.399827721492203,0.1804872140028891
driven,new_ensemble,middle,theta3,64,2.4870941840919194,0.19460956312333616
driven,new_ensemble,middle,theta3,65,2.574360646691636,0.19956524035546733
driven,new_ensemble,middle,theta3,66,2.661627109291352,0.2061254076315192
driven,new_ensemble,middle,theta3,67,2.7488935718910685,0.21218138060032035
driven,new_ensemble,middle,theta3,68,2.8361600344907854,0.22075869482596777
driven,new_ensemble,middle,theta3,69,2.923426497090502,0.22625484890148823
driven,new_ensemble,middle,theta3,70,3.0106929596902186,0.2291921479702202
driven,new_ensemble,middle,theta3,71,3.097959422289935,0.23470593594031938
driven,new_ensemble,high,theta1,0,-3.097959422289935,0.24420012016441675
driven,new_ensemble,high,theta1,1,-3.0106929596902186,0.2345809909478754
driven,new_ensemble,high,theta1,2,-2.923426497090502,0.22974508639525443
driven,new_ensemble,high,theta1,3,-2.8361600344907854,0.224163783514903
driven,new_ensemble,high,theta1,4,-2.748893571891069,0.20748185439243483
driven,new_ensemble,high,theta1,5,-2.6616271092913526,0.202745466636933
driven,new_ensemble,high,theta1,6,-2.574360646691636,0.18883825257512457
driven,new_ensemble,high,theta1,7,-2.4870941840919194,0.18347217927105236
driven,new_ensemble,high,theta1,8,-2.399827721492203,0.1715098796181772
driven,new_ensemble,high,theta1,9,-2.3125612588924866,0.1635675817825778
driven,new_ensemble,high,theta1,10,-2.2252947962927703,0.15579947936562158
driven,new_ensemble,high,theta1,11,-2.138028333693054,0.14537171800642382
driven,new_ensemble,high,theta1,12,-2.0507618710933375,0.14057512753598794
driven,new_ensemble,high,theta1,13,-1.9634954084936207,0.13483865326162228
driven,new_ensemble,high,theta1,14,-1.8762289458939043,0.13028424417159049
driven,new_ensemble,high,theta1,15,-1.7889624832941877,0.12500247550053803
driven,new_ensemble,high,theta1,16,-1.7016960206944713,0.11899582592789044
driven,new_ensemble,high,theta1,17,-1.6144295580947547,0.11814940384453011
driven,new_ensemble,high,theta1,18,-1.5271630954950384,0.11384426077359913
driven,new_ensemble,high,theta1,19,-1.439896632895322,0.11079383597153596
driven,new_ensemble,high,theta1,20,-1.3526301702956054,0.11051616646949154
driven,new_ensemble,high,theta1,21,-1.2653637076958888,0.10846233436971647
driven,new_ensemble,high,theta1,22,-1.1780972450961724,0.10339229554724065
driven,new_ensemble,high,theta1,23,-1.090830782496456,0.09976639012858034
driven,new_ensemble,high,theta1,24,-1.0035643198967397,0.10189400081643651
driven,new_ensemble,high,theta1,25,-0.9162978572970231,0.10078324127617685
driven,new_ensemble,high,theta1,26,-0.8290313946973065,0.09731558989226012
driven,new_ensemble,high,theta1,27,-0.7417649320975901,0.09834364964765704
driven,new_ensemble,high,theta1,28,-0.6544984694978737,0.09784416036935262
driven,new_ensemble,high,theta1,29,-0.5672320068981571,0.0984501652392823
driven,new_ensemble,high,theta1,30,-0.4799655442984405,0.09707163504755333
driven,new_ensemble,high,theta1,31,-0.39269908169872414,0.0991197972349519
driven,new_ensemble,high,theta1,32,-0.30543261909900776,0.09730784982201902
driven,new_ensemble,high,theta1,33,-0.21816615649929139,0.09995932174078309
driven,new_ensemble,high,theta1,34,-0.1308996938995748,0.0995402940808527
driven,new_ensemble,high,theta1,35,-0.04363323129985819,0.10189158824502212
driven,new_ensemble,high,theta1,36,0.04363323129985819,0.10036576699693164
driven,new_ensemble,high,theta1,37,0.13089969389957457,0.10322464637524895
driven,new_ensemble,high,theta1,38,0.21816615649929116,0.10438278533998156
driven,new_ensemble,high,theta1,39,0.30543261909900776,0.10738111466518989
driven,new_ensemble,high,theta1,40,0.39269908169872414,0.1074968925491731
driven,new_ensemble,high,theta1,41,0.4799655442984405,0.11113107621783035
driven,new_ensemble,high,theta1,42,0.5672320068981569,0.11584652680042375
driven,new_ensemble,high,theta1,43,0.6544984694978735,0.11733531304650237
driven,new_ensemble,high,theta1,44,0.7417649320975901,0.11850080132887467
driven,new_ensemble,high,theta1,45,0.8290313946973065,0.12277843871486885
driven,new_ensemble,high,theta1,46,0.9162978572970228,0.12495150283654928
driven,new_ensemble,high,theta1,47,1.0035643198967392,0.13027064814230366
driven,new_ensemble,high,theta1,48,1.0908307824964556,0.13396830415218236
driven,new_ensemble,high,theta1,49,1.178097245096172,0.1389303104625616
driven,new_ensemble,high,theta1,50,1.2653637076958888,0.14577058928566866
driven,new_ensemble,high,theta1,51,1.3526301702956056,0.14893762029465685
driven,new_ensemble,high,theta1,52,1.439896632895322,0.15456859603627512
driven,new_ensemble,high,theta1,53,1.5271630954950384,0.162371704959582
driven,new_ensemble,high,theta1,54,1.6144295580947547,0.1683402988337487
driven,new_ensemble,high,theta1,55,1.7016960206944711,0.17690997987035828
driven,new_ensemble,high,theta1,56,1.7889624832941875,0.1875907554405757
driven,new_ensemble,high,theta1,57,1.8762289458939039,0.1966155780861188
driven,new_ensemble,high,theta1,58,1.9634954084936203,0.20623722732861455
driven,new_ensemble,high,theta1,59,2.050761871093337,0.22079035075480205
driven,new_ensemble,high,theta1,60,2.138028333693054,0.24033259382237637
driven,new_ensemble,high,theta1,61,2.2252947962927703,0.24774557617484913
driven,new_ensemble,high,theta1,62,2.3125612588924866,0.2563474400112405
driven,new_ensemble,high,theta1,63,2.399827721492203,0.2608173650263746
driven,new_ensemble,high,theta1,64,2.4870941840919194,0.2689947336329923
driven,new_ensemble,high,theta1,65,2.574360646691636,0.266022184517086
driven,new_ensemble,high,theta1,66,2.661627109291352,0.265734562893098
driven,new_ensemble,high,theta1,67,2.7488935718910685,0.2660908450852452
driven,new_ensemble,high,theta1,68,2.8361600344907854,0.26261663052526407
driven,new_ensemble,high,theta1,69,2.923426497090502,0.2553155248538264
driven,new_ensemble,high,theta1,70,3.0106929596902186,0.25533956487067305
driven,new_ensemble,high,theta1,71,3.097959422289935,0.2534833530989613
driven,new_ensemble,high,theta3,0,-3.097959422289935,0.2348952951345945
driven,new_ensemble,high,theta3,1,-3.0106929596902186,0.23800125219229376
driven,new_ensemble,high,theta3,2,-2.923426497090502,0.24303808686312203
driven,new_ensemble,high,theta3,3,-2.8361600344907854,0.24152316592535103
driven,new_ensemble,high,theta3,4,-2.748893571891069,0.23895364430743293
driven,new_ensemble,high,theta3,5,-2.6616271092913526,0.23870581318961206
driven,new_ensemble,high,theta3,6,-2.574360646691636,0.23263356471388086
driven,new_ensemble,high,theta3,7,-2.4870941840919194,0.23519247384974926
driven,new_ensemble,high,theta3,8,-2.399827721492203,0.23018339998373658
driven,new_ensemble,high,theta3,9,-2.3125612588924866,0.22753880599263707
driven,new_ensemble,high,theta3,10,-2.2252947962927703,0.21794392335056784
driven,new_ensemble,high,theta3,11,-2.138028333693054,0.2127345894268299
driven,new_ensemble,high,theta3,12,-2.0507618710933375,0.20615597293056379
driven,new_ensemble,high,theta3,13,-1.9634954084936207,0.19971872085211115
driven,new_ensemble,high,theta3,14,-1.8762289458939043,0.19365035754349433
driven,new_ensemble,high,theta3,15,-1.7889624832941877,0.18580094605710112
driven,new_ensemble,high,theta3,16,-1.7016960206944713,0.18188057837671154
driven,new_ensemble,high,theta3,17,-1.6144295580947547,0.17662742503785933
driven,new_ensemble,high,theta3,18,-1.5271630954950384,0.1687743050631757
driven,new_ensemble,high,theta3,19,-1.439896632895322,0.1604740443477713
driven,new_ensemble,high,theta3,20,-1.3526301702956054,0.1550361661690902
driven,new_ensemble,high,theta3,21,-1.2653637076958888,0.15292019947134888
driven,new_ensemble,high,theta3,22,-1.1780972450961724,0.1460909252640748
driven,new_ensemble,high,theta3,23,-1.090830782496456,0.1414512329630923
driven,new_ensemble,high,theta3,24,-1.0035643198967397,0.14028363765344956
driven,new_ensemble,high,theta3,25,-0.9162978572970231,0.1344427401991379
driven,new_ensemble,high,theta3,26,-0.8290313946973065,0.13217931427177645
driven,new_ensemble,high,theta3,27,-0.7417649320975901,0.13154369998742613
driven,new_ensemble,high,theta3,28,-0.6544984694978737,0.1268190798326681
driven,new_ensemble,high,theta3,29,-0.5672320068981571,0.12381589424960746
driven,new_ensemble,high,theta3,30,-0.4799655442984405,0.1213762727449298
driven,new_ensemble,high,theta3,31,-0.39269908169872414,0.12180350480383498
driven,new_ensemble,high,theta3,32,-0.30543261909900776,0.11870211395941252
driven,new_ensemble,high,theta3,33,-0.21816615649929139,0.11360222760826384
driven,new_ensemble,high,theta3,34,-0.1308996938995748,0.1160155648968688
driven,new_ensemble,high,theta3,35,-0.04363323129985819,0.11535098249757454
driven,new_ensemble,high,theta3,36,0.04363323129985819,0.11556563081930503
driven,new_ensemble,high,theta3,37,0.13089969389957457,0.11464532548665922
driven,new_ensemble,high,theta3,38,0.21816615649929116,0.11412925656343091
driven,new_ensemble,high,theta3,39,0.30543261909900776,0.11268791124346175
driven,new_ensemble,high,theta3,40,0.39269908169872414,0.11026068685515239
driven,new_ensemble,high,theta3,41,0.4799655442984405,0.11227766200547526
driven,new_ensemble,high,theta3,42,0.5672320068981569,0.11413238663304004
driven,new_ensemble,high,theta3,43,0.6544984694978735,0.11147823472270545
driven,new_ensemble,high,theta3,44,0.7417649320975901,0.1162384324741696
driven,new_ensemble,high,theta3,45,0.8290313946973065,0.11456273994287773
driven,new_ensemble,high,theta3,46,0.9162978572970228,0.11424487902619118
driven,new_ensemble,high,theta3,47,1.0035643198967392,0.11659577319113783
driven,new_ensemble,high,theta3,48,1.0908307824964556,0.11959124155892073
driven,new_ensemble,high,theta3,49,1.178097245096172,0.11824426319505747
driven,new_ensemble,high,theta3,50,1.2653637076958888,0.12023802794847911
driven,new_ensemble,high,theta3,51,1.3526301702956056,0.11924474034073018
driven,new_ensemble,high,theta3,52,1.439896632895322,0.12032639113085364
driven,new_ensemble,high,theta3,53,1.5271630954950384,0.12338405003763155
driven,new_ensemble,high,theta3,54,1.6144295580947547,0.12333231517335967
driven,new_ensemble,high,theta3,55,1.7016960206944711,0.12564873511189995
driven,new_ensemble,high,theta3,56,1.7889624832941875,0.1317269810593548
driven,new_ensemble,high,theta3,57,1.8762289458939039,0.1314214245966747
driven,new_ensemble,high,theta3,58,1.9634954084936203,0.13686980137466995
driven,new_ensemble,high,theta3,59,2.050761871093337,0.13876204656275487
driven,new_ensemble,high,theta3,60,2.138028333693054,0.14257140974917754
driven,new_ensemble,high,theta3,61,2.2252947962927703,0.14816996505895416
driven,new_ensemble,high,theta3,62,2.3125612588924866,0.15462501342308052
driven,new_ensemble,high,theta3,63,2.399827721492203,0.1614516905560736
driven,new_ensemble,high,theta3,64,2.4870941840919194,0.1704990889630244
driven,new_ensemble,high,theta3,65,2.574360646691636,0.17884954774372472
driven,new_ensemble,high,theta3,66,2.661627109291352,0.19074799546968493
driven,new_ensemble,high,theta3,67,2.7488935718910685,0.20113085530152092
driven,new_ensemble,high,theta3,68,2.8361600344907854,0.20816911872736196
driven,new_ensemble,high,theta3,69,2.923426497090502,0.21508268973524267
driven,new_ensemble,high,theta3,70,3.0106929596902186,0.2259195779951099
driven,new_ensemble,high,theta3,71,3.097959422289935,0.23047009112837663
driven,legacy_density,low,theta1,0,-3.097959422289935,0.23843612718903956
driven,legacy_density,low,theta1,1,-3.0106929596902186,0.23444701739019944
driven,legacy_density,low,theta1,2,-2.923426497090502,0.23228325291800225
driven,legacy_density,low,theta1,3,-2.8361600344907854,0.22623625423893165
driven,legacy_density,low,theta1,4,-2.748893571891069,0.2194037096407475
driven,legacy_density,low,theta1,5,-2.6616271092913526,0.2143510289164596
driven,legacy_density,low,theta1,6,-2.574360646691636,0.2047965769680137
driven,legacy_density,low,theta1,7,-2.4870941840919194,0.20093317667816826
driven,legacy_density,low,theta1,8,-2.399827721492203,0.19024861306863902
driven,legacy_density,low,theta1,9,-2.3125612588924866,0.1860856753429392
driven,legacy_density,low,theta1,10,-2.2252947962927703,0.18084834204560776
driven,legacy_density,low,theta1,11,-2.138028333693054,0.1727999352498412
driven,legacy_density,low,theta1,12,-2.0507618710933375,0.1691318053201711
driven,legacy_density,low,theta1,13,-1.9634954084936207,0.1628020557570296
driven,legacy_density,low,theta1,14,-1.8762289458939043,0.15689144888612785
driven,legacy_density,low,theta1,15,-1.7889624832941877,0.15212922734325363
driven,legacy_density,low,theta1,16,-1.7016960206944713,0.14740903022000615
driven,legacy_density,low,theta1,17,-1.6144295580947547,0.14076994537061224
driven,legacy_density,low,theta1,18,-1.5271630954950384,0.13937622444121786
driven,legacy_density,low,theta1,19,-1.439896632895322,0.1328031751687429
driven,legacy_density,low,theta1,20,-1.3526301702956054,0.13407782953658692
driven,legacy_density,low,theta1,21,-1.2653637076958888,0.12936471997025717
driven,legacy_density,low,theta1,22,-1.1780972450961724,0.12662861000530817
driven,legacy_density,low,theta1,23,-1.090830782496456,0.12454089742868514
driven,legacy_density,low,theta1,24,-1.0035643198967397,0.12341446127720782
driven,legacy_density,low,theta1,25,-0.9162978572970231,0.11912366800178065
driven,legacy_density,low,theta1,26,-0.8290313946973065,0.1183824482971807
driven,legacy_density,low,theta1,27,-0.7417649320975901,0.11559699678308906
driven,legacy_density,low,theta1,28,-0.6544984694978737,0.11835044589860214
driven,legacy_density,low,theta1,29,-0.5672320068981571,0.11465847040564324
driven,legacy_density,low,theta1,30,-0.4799655442984405,0.11433232404749201
driven,legacy_density,low,theta1,31,-0.39269908169872414,0.11273817950453473
driven,legacy_density,low,theta1,32,-0.30543261909900776,0.11215637223937264
driven,legacy_density,low,theta1,33,-0.21816615649929139,0.11062240645873404
driven,legacy_density,low,theta1,34,-0.1308996938995748,0.11123760032269395
driven,legacy_density,low,theta1,35,-0.04363323129985819,0.11142574425167649
driven,legacy_density,low,theta1,36,0.04363323129985819,0.11164393231758242
driven,legacy_density,low,theta1,37,0.13089969389957457,0.11401899611253372
driven,legacy_density,low,theta1,38,0.21816615649929116,0.11444697456965769
driven,legacy_density,low,theta1,39,0.30543261909900776,0.1161102152053893
driven,legacy_density,low,theta1,40,0.39269908169872414,0.11664601318991376
driven,legacy_density,low,theta1,41,0.4799655442984405,0.11621772747008714
driven,legacy_density,low,theta1,42,0.5672320068981569,0.11792374324104189
driven,legacy_density,low,theta1,43,0.6544984694978735,0.12055641875004473
driven,legacy_density,low,theta1,44,0.7417649320975901,0.12098599388375236
driven,legacy_density,low,theta1,45,0.8290313946973065,0.12265091858695341
driven,legacy_density,low,theta1,46,0.9162978572970228,0.12385194391775267
driven,legacy_density,low,theta1,47,1.0035643198967392,0.1275905843727705
driven,legacy_density,low,theta1,48,1.0908307824964556,0.1300277255805883
driven,legacy_density,low,theta1,49,1.178097245096172,0.13263581831169433
driven,legacy_density,low,theta1,50,1.2653637076958888,0.13563243856042198
driven,legacy_density,low,theta1,51,1.3526301702956056,0.140338942552142
driven,legacy_density,low,theta1,52,1.439896632895322,0.14428000976371608
driven,legacy_density,low,theta1,53,1.5271630954950384,0.1468060588349529
driven,legacy_density,low,theta1,54,1.6144295580947547,0.15237938646753965
driven,legacy_density,low,theta1,55,1.7016960206944711,0.15557681613406965
driven,legacy_density,low,theta1,56,1.7889624832941875,0.1622057143747909
driven,legacy_density,low,theta1,57,1.8762289458939039,0.16864273066026159
driven,legacy_density,low,theta1,58,1.9634954084936203,0.17430763443884525
driven,legacy_density,low,theta1,59,2.050761871093337,0.18018017145988494
driven,legacy_density,low,theta1,60,2.138028333693054,0.18658284272386946
driven,legacy_density,low,theta1,61,2.2252947962927703,0.19580233350066048
driven,legacy_density,low,theta1,62,2.3125612588924866,0.20212876062399232
driven,legacy_density,low,theta1,63,2.399827721492203,0.20906601081082857
driven,legacy_density,low,theta1,64,2.4870941840919194,0.2153911658260591
driven,legacy_density,low,theta1,65,2.574360646691636,0.21817460597554095
driven,legacy_density,low,theta1,66,2.661627109291352,0.22307237848623396
driven,legacy_density,low,theta1,67,2.7488935718910685,0.22831021128756065
driven,legacy_density,low,theta1,68,2.8361600344907854,0.23141250970311486
driven,legacy_density,low,theta1,69,2.923426497090502,0.2356384997235345
driven,legacy_density,low,theta1,70,3.0106929596902186,0.23529003464881884
driven,legacy_density,low,theta1,71,3.097959422289935,0.23379584396727934
driven,legacy_density,low,theta3,0,-3.097959422289935,0.23496695232150203
driven,legacy_density,low,theta3,1,-3.0106929596902186,0.23266851729735
driven,legacy_density,low,theta3,2,-2.923426497090502,0.2311561526462619
driven,legacy_density,low,theta3,3,-2.8361600344907854,0.22909861988984392
driven,legacy_density,low,theta3,4,-2.748893571891069,0.22388222736086882
driven,legacy_density,low,theta3,5,-2.6616271092913526,0.22175193351278086
driven,legacy_density,low,theta3,6,-2.574360646691636,0.21542385918878407
driven,legacy_density,low,theta3,7,-2.4870941840919194,0.2093170725470335
driven,legacy_density,low,theta3,8,-2.399827721492203,0.2013387299112397
driven,legacy_density,low,theta3,9,-2.3125612588924866,0.19546886017553994
driven,legacy_density,low,theta3,10,-2.2252947962927703,0.1925228992835532
driven,legacy_density,low,theta3,11,-2.138028333693054,0.18396846972361702
driven,legacy_density,low,theta3,12,-2.0507618710933375,0.1769054744942084
driven,legacy_density,low,theta3,13,-1.9634954084936207,0.17031060120036198
driven,legacy_density,low,theta3,14,-1.8762289458939043,0.16814381605889922
driven,legacy_density,low,theta3,15,-1.7889624832941877,0.16380180716444318
driven,legacy_density,low,theta3,16,-1.7016960206944713,0.16093274460667806
driven,legacy_density,low,theta3,17,-1.6144295580947547,0.15580080375197314
driven,legacy_density,low,theta3,18,-1.5271630954950384,0.14986773561561742
driven,legacy_density,low,theta3,19,-1.439896632895322,0.14727309359634602
driven,legacy_density,low,theta3,20,-1.3526301702956054,0.14395267543024934
driven,legacy_density,low,theta3,21,-1.2653637076958888,0.14109724221750997
driven,legacy_density,low,theta3,22,-1.1780972450961724,0.13645532171705513
driven,legacy_density,low,theta3,23,-1.090830782496456,0.13332902292282509
driven,legacy_density,low,theta3,24,-1.0035643198967397,0.1304876124386757
driven,legacy_density,low,theta3,25,-0.9162978572970231,0.12558543128455907
driven,legacy_density,low,theta3,26,-0.8290313946973065,0.12274837721197415
driven,legacy_density,low,theta3,27,-0.7417649320975901,0.12346001538168869
driven,legacy_density,low,theta3,28,-0.6544984694978737,0.11965813749138811
driven,legacy_density,low,theta3,29,-0.5672320068981571,0.12052402466900412
driven,legacy_density,low,theta3,30,-0.4799655442984405,0.12140357518037008
driven,legacy_density,low,theta3,31,-0.39269908169872414,0.11620330046613225
driven,legacy_density,low,theta3,32,-0.30543261909900776,0.1162925391781012
driven,legacy_density,low,theta3,33,-0.21816615649929139,0.11433293933783205
driven,legacy_density,low,theta3,34,-0.1308996938995748,0.11506079121322367
driven,legacy_density,low,theta3,35,-0.04363323129985819,0.11667988907399066
driven,legacy_density,low,theta3,36,0.04363323129985819,0.11506515240914422
driven,legacy_density,low,theta3,37,0.13089969389957457,0.11551348652655609
driven,legacy_density,low,theta3,38,0.21816615649929116,0.11181409312320728
driven,legacy_density,low,theta3,39,0.30543261909900776,0.11521846941335168
driven,legacy_density,low,theta3,40,0.39269908169872414,0.11636927323690076
driven,legacy_density,low,theta3,41,0.4799655442984405,0.11568136924332613
driven,legacy_density,low,theta3,42,0.5672320068981569,0.11468512388657914
driven,legacy_density,low,theta3,43,0.6544984694978735,0.11531348344557281
