epoch,phase,learning_rate,training_loss,training_nll,training_fp_loss,validation_nll
44,pretrain,0.001,7.782317581523854,7.782317581523854,1443429.9807009718,7.780423655847684
45,pretrain,0.001,7.783513721316637,7.783513721316637,1508928.4147962194,7.7802946438645595
46,pretrain,0.001,7.782876444722566,7.782876444722566,31571449.687770486,7.780527305148834
47,pretrain,0.001,7.784757017372677,7.784757017372677,27635394.436261933,7.780320046634454
48,pretrain,0.001,7.785256244013661,7.785256244013661,2311846.088102437,7.780066621550967
49,pretrain,0.001,7.783409656680235,7.783409656680235,1546727.7572576792,7.780351337733867
50,pretrain,0.001,7.783306790412945,7.783306790412945,1085894.1565153135,7.780222616302911
51,joint,0.001,4623112148141.31,7.8701250047078295,46231121481334.42,7.935810164460028
52,joint,0.001,65226.36763879069,7.998144091712656,652183.6949469894,8.026695115489762
53,joint,0.001,6206.44531024977,8.059873084948036,61983.8543716482,8.098616114948703
54,joint,0.001,6758.8964811881,8.122930339865823,67507.73550848234,8.118398171354666
55,joint,0.001,82277.2664208122,8.133525824029986,822691.3289498826,8.137804905977575
56,joint,0.001,763.9670184722997,8.14641073166836,7558.206077406313,8.152207191949131
57,joint,0.001,994.2961815503018,8.153147981015962,9861.430335692858,8.152918661732803
58,joint,0.001,5240.686742375961,8.157527730585311,52325.29214645372,8.160636650043045
59,joint,0.001,642613.0192096266,8.155346013540946,6426048.638636133,8.148072181196978
60,joint,0.001,444.49961456643416,8.150377141008857,4363.492374254251,8.139814843409358
61,joint,0.001,11975516.902646875,8.14749474962736,119755087.55152139,8.13858317273302
62,joint,0.001,8882294.536143392,8.141264956704742,88822863.94878437,8.132566809491353
63,joint,0.001,258427.22399802838,8.131719075577683,2584190.922789528,8.133082925918584
64,joint,0.001,5579.896798291336,8.132182921642254,55717.64615369693,8.12098939830553
65,joint,0.001,206695.03937337344,8.123862766810023,2066869.1551060663,8.119668830364276
66,joint,0.001,320731.0172681302,8.125542497514713,3207228.917256327,8.11673638876464
67,joint,0.0005,1054.842410915965,8.120594700323084,10467.218162156418,8.115192030967933
68,joint,0.0005,65.04373219692499,8.117365433661224,569.2636676326374,8.113604059282006
69,joint,0.0005,80955.98909038963,8.116472904790083,809478.7261748475,8.115453566474597
70,joint,0.0005,123.44780364565129,8.117153321952763,1153.3065032369852,8.114327138668386
71,joint,0.0005,124427.04147871531,8.114922968804297,1244189.2655574656,8.109741567236567
72,joint,0.0005,5739.357962281939,8.114199991591596,57312.43762290347,8.114914286086373
73,joint,0.0005,103.17634587202203,8.116989916925773,950.593559550962,8.117832719741388
74,joint,0.0005,35771.92958501423,8.112593032700607,357638.16991981555,8.110061672988436
75,joint,0.0005,126121.27066364739,8.117687839821754,1261131.5297580755,8.115813198593408
76,joint,0.0005,15809.01679950885,8.115962171232574,158009.00837337633,8.10830676700643
77,joint,0.0005,4093817.44423335,8.112576086811256,40938093.31657264,8.118637893149302
78,joint,0.0005,49526.256457826225,8.11418291168188,495181.42274914554,8.113814298373791
79,joint,0.0005,25.46300532641403,8.120661040852298,173.4234428556172,8.115055357834677
80,joint,0.0005,39.92209268620091,8.114183764587832,318.07908921613125,8.114904199470423
81,joint,0.0005,256215.6049903736,8.121709226427177,2562074.8328114725,8.125930026423367
