affinity,case,dt,tau,k,Q_center,count_plus,count_minus,log_ratio,log_ratio_se
weak,weak_dt2p5e4,0.00025,25,12,17.289381196822653,16020,9862,0.48514895383827883,0.012799268847048286
weak,weak_dt2p5e4,0.00025,25,13,18.73016296322454,15567,9554,0.48819337408594216,0.012996409309433953
weak,weak_dt2p5e4,0.00025,25,14,20.170944729626427,15280,8592,0.5757132459718656,0.013484523100048388
weak,weak_dt2p5e4,0.00025,25,15,21.611726496028314,15087,8321,0.5950510059396446,0.013655039105465788
weak,weak_dt2p5e4,0.00025,25,16,23.0525082624302,14711,7713,0.6456882963162126,0.014058007767871368
weak,weak_dt2p5e4,0.00025,25,17,24.49329002883209,14165,7124,0.6873047678550647,0.014524707194855428
weak,weak_dt2p5e4,0.00025,25,18,25.934071795233976,13645,6872,0.6859179694783475,0.014792057413442241
weak,weak_dt2p5e4,0.00025,25,19,27.374853561635863,13431,6470,0.730389359414129,0.01513321265689305
weak,weak_dt2p5e4,0.00025,25,20,28.81563532803775,12847,5728,0.8077438913911281,0.015887737089716122
weak,weak_dt2p5e4,0.00025,25,21,30.25641709443964,12417,5508,0.8128649205682965,0.016189158528709176
weak,weak_dt2p5e4,0.00025,25,22,31.697198860841528,11957,4929,0.8861807532142022,0.01692672228229975
weak,weak_dt2p5e4,0.00025,25,23,33.137980627243415,11354,4543,0.9159825179712683,0.017555442219480567
weak,weak_dt2p5e4,0.00025,25,24,34.578762393645306,10933,4225,0.9507664776432105,0.018114982577149996
weak,weak_dt2p5e4,0.00025,25,25,36.01954416004719,10352,3989,0.9536391648352752,0.018635693888866742
weak,weak_dt2p5e4,0.00025,25,26,37.46032592644908,10003,3604,1.0208407082569522,0.019427801917733294
weak,weak_dt2p5e4,0.00025,25,27,38.901107692850964,9494,3230,1.0781778828945612,0.020369762029149356
weak,weak_dt2p5e4,0.00025,25,28,40.341889459252855,8712,2984,1.071436703289145,0.02121096058939651
weak,weak_dt2p5e4,0.00025,25,29,41.78267122565474,8565,2612,1.1875679203618985,0.022351792419796578
weak,weak_dt2p5e4,0.00025,25,30,43.22345299205663,7793,2405,1.1756759913036994,0.02332639499017925
weak,weak_dt2p5e4,0.00025,25,31,44.66423475845851,7575,2183,1.244153273827626,0.024291941156853805
weak,weak_dt2p5e4,0.00025,25,32,46.1050165248604,7012,2083,1.2138138047801532,0.024953746738606807
weak,weak_dt2p5e4,0.00025,25,33,47.545798291262294,6509,1769,1.302771419412602,0.026812768517328542
weak,weak_dt2p5e4,0.00025,25,34,48.98658005766418,6164,1691,1.293405847541426,0.027451746251666603
weak,weak_dt2p5e4,0.00025,25,35,50.42736182406607,5897,1459,1.3966924774777185,0.029240018997264004
weak,weak_dt2p5e4,0.00025,25,36,51.86814359046795,5443,1291,1.4389132675875576,0.030956672148548553
weak,weak_dt2p5e4,0.00025,25,37,53.30892535686984,5071,1181,1.4571764995976568,0.032310057476963534
weak,weak_dt2p5e4,0.00025,25,38,54.749707123271726,4683,1082,1.465127749777115,0.033730590683757306
weak,weak_dt2p5e4,0.00025,25,39,56.19048888967362,4435,926,1.5664086600975005,0.036130219347392606
weak,weak_dt2p5e4,0.00025,25,40,57.6312706560755,3996,825,1.5776657534337633,0.03824096576149016
weak,weak_dt2p5e4,0.00025,25,41,59.07205242247739,3687,730,1.6195238640917076,0.040510322516686785
weak,weak_dt2p5e4,0.00025,25,42,60.51283418887928,3466,687,1.618422178053202,0.04176267589841125
weak,weak_dt2p5e4,0.00025,25,43,61.953615955281165,3168,572,1.7117167615545186,0.045430257691414365
weak,weak_dt2p5e4,0.00025,25,44,63.394397721683056,2912,516,1.730488643835014,0.04776390990623176
weak,weak_dt2p5e4,0.00025,25,45,64.83517948808495,2716,450,1.7976679059142213,0.05089607779329004
weak,weak_dt2p5e4,0.00025,25,46,66.27596125448683,2451,413,1.78080379056708,0.053191204555634766
weak,weak_dt2p5e4,0.00025,25,47,67.71674302088871,2301,375,1.8141730640649552,0.05568896050025808
weak,weak_dt2p5e4,0.00025,25,48,69.15752478729061,2036,319,1.8535512748855687,0.06021590631888252
weak,weak_dt2p5e4,0.00025,25,49,70.5983065536925,1986,252,2.0644487570936945,0.0668713588987313
weak,weak_dt2p5e4,0.00025,25,50,72.03908832009438,1668,206,2.091504414129111,0.07385045237323791
weak,weak_dt2p5e4,0.00025,25,51,73.47987008649626,1651,190,2.1621123717596418,0.07660842913032605
weak,weak_dt2p5e4,0.00025,25,52,74.92065185289816,1445,196,1.9977499413160154,0.07611886979466971
weak,weak_dt2p5e4,0.00025,25,53,76.36143361930004,1305,157,2.1177125144084856,0.084473133459678
weak,weak_dt2p5e4,0.00025,25,54,77.80221538570193,1227,136,2.1996725589748594,0.09037664024232679
weak,weak_dt2p5e4,0.00025,25,55,79.24299715210381,1096,117,2.237248532710205,0.0972595358108018
weak,weak_dt2p5e4,0.00025,25,56,80.68377891850571,999,109,2.21540689641941,0.1008727561217919
weak,weak_dt2p5e4,0.00025,25,57,82.12456068490759,926,87,2.364966115991596,0.11213459091856832
weak,weak_dt2p5e4,0.00025,25,58,83.56534245130948,819,92,2.1862955068040293,0.10995711181361816
weak,weak_dt2p5e4,0.00025,25,59,85.00612421771137,742,70,2.3608540011180215,0.12503368818279734
weak,weak_dt2p5e4,0.00025,25,60,86.44690598411326,664,63,2.355147423084901,0.13182958685136434
weak,weak_dt2p5e4,0.00025,25,61,87.88768775051514,585,53,2.401319933679735,0.14344799140351738
weak,weak_dt2p5e4,0.00025,25,62,89.32846951691702,548,35,2.750927225458602,0.17434519233313187
weak,weak_dt2p5e4,0.00025,25,63,90.76925128331892,490,43,2.43320527541111,0.15904914422913122
weak,weak_dt2p5e4,0.00025,25,64,92.2100330497208,406,39,2.3427915134720863,0.16764271480806364
weak,weak_dt2p5e4,0.00025,25,65,93.65081481612269,397,30,2.582738899025035,0.18934683789541024
weak,weak_dt2p5e4,0.00025,25,66,95.09159658252459,361,27,2.593041092328552,0.19951721765183603
weak,weak_dt2p5e4,0.00025,25,67,96.53237834892647,330,22,2.70805020110221,0.2201927530252721
weak,weak_dt2p5e4,0.00025,25,68,97.97316011532835,283,19,2.701007918476797,0.23699187296606197
weak,weak_dt2p5e4,0.00025,25,69,99.41394188173024,235,24,2.281531683796213,0.2142941572129367
weak,weak_dt2p5e4,0.00025,25,70,100.85472364813214,227,16,2.6523612952416213,0.25866056201827975
weak,weak_dt2p5e4,0.00025,25,71,102.29550541453402,201,15,2.5952547069568657,0.2676598420472823
weak,weak_dt2p5e4,0.00025,25,72,103.7362871809359,183,10,2.9069010598473755,0.32475295360368467
weak,weak_dt2p5e4,0.00025,40,1,1.8156432175638169,9296,8915,0.04184894879445159,0.01482375286155789
weak,weak_dt2p5e4,0.00025,40,2,3.6312864351276337,9630,8646,0.10778643956459422,0.014815619491633103
weak,weak_dt2p5e4,0.00025,40,3,5.44692965269145,9803,8419,0.1521974049240622,0.014858954918533026
weak,weak_dt2p5e4,0.00025,40,4,7.262572870255267,9825,8260,0.17350557022243826,0.014928045611737793
weak,weak_dt2p5e4,0.00025,40,5,9.078216087819085,10213,7689,0.28387068254591813,0.015098686924425514
weak,weak_dt2p5e4,0.00025,40,6,10.8938593053829,10088,7471,0.30031773966895425,0.015263635430515343
weak,weak_dt2p5e4,0.00025,40,7,12.709502522946718,10203,7143,0.35654893852033276,0.015427494584579949
weak,weak_dt2p5e4,0.00025,40,8,14.525145740510535,10326,6934,0.39822813919462563,0.015526101345908802
weak,weak_dt2p5e4,0.00025,40,9,16.340788958074352,10140,6612,0.4276018182042593,0.015806944637644236
weak,weak_dt2p5e4,0.00025,40,10,18.15643217563817,10182,6281,0.48309225200790057,0.01604440241167004
weak,weak_dt2p5e4,0.00025,40,11,19.972075393201987,10076,5834,0.5464534870448341,0.016451586983150086
weak,weak_dt2p5e4,0.00025,40,12,21.7877186107658,10155,5499,0.6133999375066703,0.016742906079215716
weak,weak_dt2p5e4,0.00025,40,13,23.603361828329618,9927,5134,0.6593732351586361,0.017190557492478928
weak,weak_dt2p5e4,0.00025,40,14,25.419005045893435,9924,4828,0.7205237625942694,0.017546820902839592
weak,weak_dt2p5e4,0.00025,40,15,27.234648263457252,9672,4569,0.749940750731357,0.017951532110961066
weak,weak_dt2p5e4,0.00025,40,16,29.05029148102107,9647,4372,0.7914264158741244,0.018231495809936715
weak,weak_dt2p5e4,0.00025,40,17,30.865934698584887,9440,3996,0.8596621193711023,0.01887279665656579
weak,weak_dt2p5e4,0.00025,40,18,32.681577916148704,9012,3822,0.8577831767519167,0.01930301217470422
weak,weak_dt2p5e4,0.00025,40,19,34.49722113371252,8877,3511,0.9275627648998871,0.019936644906244524
weak,weak_dt2p5e4,0.00025,40,20,36.31286435127634,8675,3198,0.9979197114211604,0.020687416703464755
weak,weak_dt2p5e4,0.00025,40,21,38.128507568840156,8435,2889,1.0714792945138334,0.02155676642219377
weak,weak_dt2p5e4,0.00025,40,22,39.94415078640397,8184,2684,1.1148728095398899,0.02224337833489713
weak,weak_dt2p5e4,0.00025,40,23,41.75979400396779,7806,2383,1.186532470641818,0.0234039675064622
weak,weak_dt2p5e4,0.00025,40,24,43.5754372215316,7497,2201,1.2255911379766005,0.02424305312569818
weak,weak_dt2p5e4,0.00025,40,25,45.39108043909542,7160,2026,1.2624465751460625,0.025164423698279075
weak,weak_dt2p5e4,0.00025,40,26,47.206723656659236,6906,1833,1.3264366301102326,0.02627461434200819
weak,weak_dt2p5e4,0.00025,40,27,49.02236687422305,6586,1702,1.3531421538029902,0.027191566639196266
weak,weak_dt2p5e4,0.00025,40,28,50.83801009178687,6377,1535,1.424167386293974,0.028430254074422366
weak,weak_dt2p5e4,0.00025,40,29,52.65365330935069,6039,1394,1.4660611229874319,0.029714482063505233
weak,weak_dt2p5e4,0.00025,40,30,54.469296526914505,5759,1256,1.5228317804785285,0.0311419267405173
weak,weak_dt2p5e4,0.00025,40,31,56.28493974447832,5407,1170,1.530690661590203,0.03224354657595426
weak,weak_dt2p5e4,0.00025,40,32,58.10058296204214,5134,1103,1.5378513421775832,0.03318732005456887
weak,weak_dt2p5e4,0.00025,40,33,59.91622617960596,4788,860,1.7169356774303104,0.03703574178665503
weak,weak_dt2p5e4,0.00025,40,34,61.731869397169774,4470,844,1.6669911930116574,0.03753062442533014
weak,weak_dt2p5e4,0.00025,40,35,63.54751261473359,4250,739,1.7493763409702607,0.039855665727515574
weak,weak_dt2p5e4,0.00025,40,36,65.36315583229741,4017,643,1.8321459101216628,0.04247530988537357
weak,weak_dt2p5e4,0.00025,40,37,67.17879904986123,3685,627,1.7710792639905162,0.04320030963271663
weak,weak_dt2p5e4,0.00025,40,38,68.99444226742504,3556,507,1.9478805930426122,0.0474721121914244
weak,weak_dt2p5e4,0.00025,40,39,70.81008548498886,3297,452,1.9870860632395,0.050156708587397215
weak,weak_dt2p5e4,0.00025,40,40,72.62572870255268,3032,393,2.043168134893001,0.0536129141673589
weak,weak_dt2p5e4,0.00025,40,41,74.4413719201165,2778,362,2.037842311488518,0.05587845865385278
weak,weak_dt2p5e4,0.00025,40,42,76.25701513768031,2605,329,2.0691302034220955,0.05850974993213158
weak,weak_dt2p5e4,0.00025,40,43,78.07265835524413,2268,283,2.0812067672044052,0.06304352474423851
weak,weak_dt2p5e4,0.00025,40,44,79.88830157280795,2170,225,2.266382044330085,0.07003766085137339
weak,weak_dt2p5e4,0.00025,40,45,81.70394479037176,2185,220,2.295743561177329,0.07073273958602697
weak,weak_dt2p5e4,0.00025,40,46,83.51958800793558,1901,197,2.2669316137504407,0.07484771912931137
weak,weak_dt2p5e4,0.00025,40,47,85.3352312254994,1713,151,2.4287216615091958,0.08488985639047814
weak,weak_dt2p5e4,0.00025,40,48,87.1508744430632,1620,129,2.5303690238647576,0.0914834517009137
weak,weak_dt2p5e4,0.00025,40,49,88.96651766062702,1485,146,2.3195634295284635,0.08673359062032324
weak,weak_dt2p5e4,0.00025,40,50,90.78216087819084,1324,115,2.4434806081337035,0.09721594099208467
weak,weak_dt2p5e4,0.00025,40,51,92.59780409575465,1227,108,2.430196217586692,0.10037058923947609
weak,weak_dt2p5e4,0.00025,40,52,94.41344731331847,1096,85,2.5567712110176446,0.11259269355281021
weak,weak_dt2p5e4,0.00025,40,53,96.22909053088229,994,62,2.7746028216114826,0.1309009872971489
weak,weak_dt2p5e4,0.00025,40,54,98.0447337484461,936,61,2.7307416123042807,0.1321431749706616
weak,weak_dt2p5e4,0.00025,40,55,99.86037696600992,778,54,2.667742477614117,0.1407262078016043
weak,weak_dt2p5e4,0.00025,40,56,101.67602018357374,744,56,2.586689344097943,0.13856849886842332
weak,weak_dt2p5e4,0.00025,40,57,103.49166340113756,657,38,2.850097858758225,0.16684681444038693
weak,weak_dt2p5e4,0.00025,40,58,105.30730661870138,623,34,2.908185994171292,0.17611615809595513
weak,weak_dt2p5e4,0.00025,40,59,107.12294983626519,580,24,3.1849742731925192,0.20830459571910828
weak,weak_dt2p5e4,0.00025,40,60,108.93859305382901,484,26,2.9239883686951496,0.20131481357321374
weak,weak_dt2p5e4,0.00025,40,61,110.75423627139283,445,18,3.2077025242700756,0.2404220176414621
weak,weak_dt2p5e4,0.00025,40,62,112.56987948895664,393,16,3.20122088962948,0.2550382897960354
weak,weak_dt2p5e4,0.00025,40,63,114.38552270652046,346,10,3.543853682063679,0.32076498158372063
weak,weak_dt2p5e4,0.00025,40,64,116.20116592408428,316,11,3.3578469407885416,0.30671427725346634
weak,weak_dt2p5e4,0.00025,40,65,118.0168091416481,287,10,3.3568971227655755,0.3216897893273756
weak,weak_dt2p5e4,0.00025,80,1,2.5621753125623385,4218,3893,0.0801810134282641,0.022224997006131644
weak,weak_dt2p5e4,0.00025,80,2,5.124350625124677,4292,3658,0.15983627479977808,0.02250255630822297
weak,weak_dt2p5e4,0.00025,80,3,7.686525937687016,4486,3539,0.2371172347346903,0.02248291427674656
weak,weak_dt2p5e4,0.00025,80,4,10.248701250249354,4350,3299,0.2765564528541484,0.023086949034054522
weak,weak_dt2p5e4,0.00025,80,5,12.810876562811693,4559,3243,0.3406044739061235,0.02297178286400832
weak,weak_dt2p5e4,0.00025,80,6,15.373051875374031,4696,3180,0.3898298857337098,0.022965465331713515
weak,weak_dt2p5e4,0.00025,80,7,17.93522718793637,4846,2902,0.5127534679323379,0.023472232431096973
weak,weak_dt2p5e4,0.00025,80,8,20.49740250049871,4884,2754,0.5729101559419951,0.02382977991916136
weak,weak_dt2p5e4,0.00025,80,9,23.059577813061047,4897,2569,0.6451060545924338,0.024361099671068493
weak,weak_dt2p5e4,0.00025,80,10,25.621753125623385,4959,2488,0.6897249326300638,0.024567922574680188
weak,weak_dt2p5e4,0.00025,80,11,28.183928438185724,5031,2309,0.7788042411368232,0.025136737208222265
weak,weak_dt2p5e4,0.00025,80,12,30.746103750748063,4987,2156,0.8385798735172347,0.02577485689422318
weak,weak_dt2p5e4,0.00025,80,13,33.3082790633104,4991,2016,0.9065209402783501,0.026389247719483203
weak,weak_dt2p5e4,0.00025,80,14,35.87045437587274,5076,1883,0.9916573001771259,0.02698282716321696
weak,weak_dt2p5e4,0.00025,80,15,38.43262968843508,5031,1769,1.0452043563315334,0.02764161293335547
weak,weak_dt2p5e4,0.00025,80,16,40.99480500099742,5006,1611,1.1337820888147452,0.028644244656871258
weak,weak_dt2p5e4,0.00025,80,17,43.556980313559755,4901,1496,1.1866443863751248,0.029537927985885584
weak,weak_dt2p5e4,0.00025,80,18,46.119155626122094,4951,1392,1.2688480144670582,0.030337603773190374
weak,weak_dt2p5e4,0.00025,80,19,48.68133093868443,4851,1180,1.4136704307855061,0.03245921580082557
weak,weak_dt2p5e4,0.00025,80,20,51.24350625124677,4692,1129,1.424526645623704,0.03314918283023818
weak,weak_dt2p5e4,0.00025,80,21,53.80568156380911,4621,1047,1.4846821999997297,0.03422737520646291
weak,weak_dt2p5e4,0.00025,80,22,56.36785687637145,4613,987,1.541963644124339,0.03507064149564641
weak,weak_dt2p5e4,0.00025,80,23,58.93003218893379,4479,870,1.6386618745586707,0.037049823330375056
weak,weak_dt2p5e4,0.00025,80,24,61.492207501496125,4526,748,1.8001908482190054,0.039469533099501845
weak,weak_dt2p5e4,0.00025,80,25,64.05438281405847,4310,719,1.7908318253767468,0.04028447772566456
weak,weak_dt2p5e4,0.00025,80,26,66.6165581266208,4050,641,1.8434427031799148,0.042508540115405204
weak,weak_dt2p5e4,0.00025,80,27,69.17873343918313,4019,566,1.9601943162460183,0.04489546264663631
weak,weak_dt2p5e4,0.00025,80,28,71.74090875174548,3832,507,2.022631135499568,0.0472583000307928
weak,weak_dt2p5e4,0.00025,80,29,74.30308406430782,3671,494,2.0056838663089116,0.04792386500607349
weak,weak_dt2p5e4,0.00025,80,30,76.86525937687016,3433,403,2.142253231511009,0.052656243644121324
weak,weak_dt2p5e4,0.00025,80,31,79.42743468943249,3318,369,2.196320826709863,0.05487634715983515
weak,weak_dt2p5e4,0.00025,80,32,81.98961000199483,3204,381,2.129355933061549,0.05419208225084324
weak,weak_dt2p5e4,0.00025,80,33,84.55178531455718,3101,280,2.4046903159311994,0.06240116338557791
weak,weak_dt2p5e4,0.00025,80,34,87.11396062711951,2911,253,2.442862455018103,0.06554459346099156
weak,weak_dt2p5e4,0.00025,80,35,89.67613593968184,2795,226,2.515052386316914,0.06915605912855748
weak,weak_dt2p5e4,0.00025,80,36,92.23831125224419,2661,200,2.5881399044296525,0.07331983750640358
weak,weak_dt2p5e4,0.00025,80,37,94.80048656480653,2520,192,2.5745188084776873,0.07486760801681011
weak,weak_dt2p5e4,0.00025,80,38,97.36266187736886,2370,164,2.6707788063049787,0.08074343257429548
weak,weak_dt2p5e4,0.00025,80,39,99.9248371899312,2161,138,2.7510726713496814,0.08780162606145289
weak,weak_dt2p5e4,0.00025,80,40,102.48701250249354,2077,125,2.8103660865738114,0.09209486223180131
weak,weak_dt2p5e4,0.00025,80,41,105.04918781505589,1865,95,2.977139440477375,0.10517846176363439
weak,weak_dt2p5e4,0.00025,80,42,107.61136312761822,1746,80,3.0830561017256657,0.11433607342453102
weak,weak_dt2p5e4,0.00025,80,43,110.17353844018055,1707,94,2.8991979405244366,0.1059439519452141
weak,weak_dt2p5e4,0.00025,80,44,112.7357137527429,1548,69,3.110612549552413,0.12303962148523438
weak,weak_dt2p5e4,0.00025,80,45,115.29788906530524,1479,58,3.2386784521643803,0.13385631039409063
weak,weak_dt2p5e4,0.00025,80,46,117.86006437786757,1340,52,3.24918117436353,0.14134014959481842
weak,weak_dt2p5e4,0.00025,80,47,120.4222396904299,1293,34,3.6383598541556963,0.1737387691646055
weak,weak_dt2p5e4,0.00025,80,48,122.98441500299225,1147,38,3.407318957402985,0.16488671582392928
weak,weak_dt2p5e4,0.00025,80,49,125.5465903155546,1094,27,3.7017591169775974,0.19481045613489734
weak,weak_dt2p5e4,0.00025,80,50,128.10876562811694,940,27,3.5500430092597206,0.19519443338443615
weak,weak_dt2p5e4,0.00025,80,51,130.67094094067926,863,20,3.764682417529437,0.22618299792770524
weak,weak_dt2p5e4,0.00025,80,52,133.2331162532416,819,22,3.6170416304947537,0.21604524219604254
weak,weak_dt2p5e4,0.00025,80,53,135.79529156580395,761,18,3.744261599965521,0.23847351216086055
weak,weak_dt2p5e4,0.00025,80,54,138.35746687836627,661,10,4.191168746857641,0.31861082734911056
weak,weak_dt2p5e4,0.00025,80,55,140.9196421909286,655,16,3.7120465133954705,0.2530350125126005
weak,weak_dt2p5e4,0.00025,160,1,3.6183318733923393,1637,1470,0.10760289759835301,0.03593251533108778
weak,weak_dt2p5e4,0.00025,160,2,7.236663746784679,1670,1376,0.19364288691751186,0.036408056543244555
weak,weak_dt2p5e4,0.00025,160,3,10.854995620177018,1874,1314,0.35499926375381163,0.03598128592994952
weak,weak_dt2p5e4,0.00025,160,4,14.473327493569357,1911,1271,0.40782267305081904,0.036194865643360975
weak,weak_dt2p5e4,0.00025,160,5,18.091659366961697,1910,1136,0.5195899217595789,0.037467878236763404
weak,weak_dt2p5e4,0.00025,160,6,21.709991240354036,1915,1076,0.5764671608930166,0.03809936011572934
weak,weak_dt2p5e4,0.00025,160,7,25.328323113746375,2067,984,0.7422276626295148,0.03873051896405148
weak,weak_dt2p5e4,0.00025,160,8,28.946654987138714,2185,977,0.8048844554869077,0.038486456803907325
weak,weak_dt2p5e4,0.00025,160,9,32.56498686053105,2199,913,0.8790221099597927,0.03937057799918003
weak,weak_dt2p5e4,0.00025,160,10,36.18331873392339,2228,822,0.9971192059909947,0.04080904368245795
weak,weak_dt2p5e4,0.00025,160,11,39.801650607315736,2370,733,1.1734995322425252,0.04226342873559034
weak,weak_dt2p5e4,0.00025,160,12,43.41998248070807,2331,700,1.2029723039923526,0.04309955751016312
weak,weak_dt2p5e4,0.00025,160,13,47.03831435410041,2248,681,1.1942339048640693,0.04374092636027908
weak,weak_dt2p5e4,0.00025,160,14,50.65664622749275,2455,588,1.429155092329994,0.04591309451201177
weak,weak_dt2p5e4,0.00025,160,15,54.27497810088509,2434,556,1.4765229792968901,0.04700433484846562
weak,weak_dt2p5e4,0.00025,160,16,57.89330997427743,2381,490,1.5808704553821904,0.04960653108914802
weak,weak_dt2p5e4,0.00025,160,17,61.511641847669765,2395,438,1.6989195994685695,0.05196769724817345
weak,weak_dt2p5e4,0.00025,160,18,65.1299737210621,2521,422,1.787405613151908,0.05259597166455615
weak,weak_dt2p5e4,0.00025,160,19,68.74830559445445,2472,372,1.893888964304435,0.05561207411477585
weak,weak_dt2p5e4,0.00025,160,20,72.36663746784679,2588,348,2.006438175846317,0.05709607676464961
weak,weak_dt2p5e4,0.00025,160,21,75.98496934123912,2504,302,2.1152177148451194,0.06091485287275931
weak,weak_dt2p5e4,0.00025,160,22,79.60330121463147,2493,288,2.158281603387612,0.06223620623903482
weak,weak_dt2p5e4,0.00025,160,23,83.22163308802381,2460,249,2.290463732461701,0.06650239335594443
weak,weak_dt2p5e4,0.00025,160,24,86.83996496141614,2399,226,2.3622722635674087,0.06958174409432291
weak,weak_dt2p5e4,0.00025,160,25,90.45829683480848,2384,172,2.629040551371787,0.07895198905423735
weak,weak_dt2p5e4,0.00025,160,26,94.07662870820081,2467,162,2.7231617812969726,0.08110604252746101
weak,weak_dt2p5e4,0.00025,160,27,97.69496058159316,2353,140,2.821803966118058,0.08699337054122436
weak,weak_dt2p5e4,0.00025,160,28,101.3132924549855,2287,132,2.85219427143641,0.08951542671717254
weak,weak_dt2p5e4,0.00025,160,29,104.93162432837784,2132,114,2.92861733689124,0.09612997959290007
weak,weak_dt2p5e4,0.00025,160,30,108.54995620177019,2174,115,2.9393919393179044,0.09568507602886155
weak,weak_dt2p5e4,0.00025,160,31,112.16828807516252,2095,91,3.136449325839388,0.1070809878455776
weak,weak_dt2p5e4,0.00025,160,32,115.78661994855486,2019,80,3.2283309836389558,0.1139969065384965
weak,weak_dt2p5e4,0.00025,160,33,119.4049518219472,1951,60,3.4817527784010105,0.1310695400518508
weak,weak_dt2p5e4,0.00025,160,34,123.02328369533953,1912,61,3.4450312294380354,0.13006327373725482
weak,weak_dt2p5e4,0.00025,160,35,126.64161556873188,1847,55,3.513984794966769,0.1368328787182797
weak,weak_dt2p5e4,0.00025,160,36,130.2599474421242,1794,69,3.258096538021482,0.12267912301642961
weak,weak_dt2p5e4,0.00025,160,37,133.87827931551655,1731,25,4.237578730308009,0.20143907453870755
weak,weak_dt2p5e4,0.00025,160,38,137.4966111889089,1563,34,3.8280018058053153,0.17335385767671105
weak,weak_dt2p5e4,0.00025,160,39,141.11494306230122,1571,27,4.063630772251292,0.1940968167551066
weak,weak_dt2p5e4,0.00025,160,40,144.73327493569357,1520,29,3.959169783853848,0.18745840433955413
weak,weak_dt2p5e4,0.00025,160,41,148.35160680908592,1383,27,3.936173465660429,0.19431958942943645
weak,weak_dt2p5e4,0.00025,160,42,151.96993868247824,1285,13,4.593564639867783,0.2787495059005638
weak,weak_dt2p5e4,0.00025,160,43,155.5882705558706,1306,22,4.08368185647806,0.21498893515392592
weak,weak_dt2p5e4,0.00025,160,44,159.20660242926294,1171,11,4.6677180907993465,0.3029241850266797
weak,weak_dt2p5e4,0.00025,320,1,5.115512858114808,510,430,0.17062551703076345,0.06547034220984588
weak,weak_dt2p5e4,0.00025,320,2,10.231025716229617,548,406,0.2999221273462828,0.06548184256296011
weak,weak_dt2p5e4,0.00025,320,3,15.346538574344425,600,391,0.4282220952307806,0.06499393374538823
weak,weak_dt2p5e4,0.00025,320,4,20.462051432459234,668,389,0.5407088299181995,0.06377852362220021
weak,weak_dt2p5e4,0.00025,320,5,25.577564290574042,604,307,0.6767264503476178,0.07009249695438778
weak,weak_dt2p5e4,0.00025,320,6,30.69307714868885,661,312,0.7507506520422039,0.06868760811975422
weak,weak_dt2p5e4,0.00025,320,7,35.808590006803655,720,266,0.9957549032284019,0.07175156712664532
weak,weak_dt2p5e4,0.00025,320,8,40.92410286491847,787,251,1.1427753092856192,0.07248939077903382
weak,weak_dt2p5e4,0.00025,320,9,46.03961572303328,795,245,1.1770839041096048,0.07307184333436068
weak,weak_dt2p5e4,0.00025,320,10,51.155128581148084,824,206,1.3862943611198906,0.07789711910621948
weak,weak_dt2p5e4,0.00025,320,11,56.27064143926289,887,185,1.5674891572312548,0.08082574541135816
weak,weak_dt2p5e4,0.00025,320,12,61.3861542973777,943,169,1.719167567710384,0.08353206061373188
weak,weak_dt2p5e4,0.00025,320,13,66.50166715549251,956,140,1.9211154904420968,0.09049244304061889
weak,weak_dt2p5e4,0.00025,320,14,71.61718001360731,987,139,1.96019610630279,0.0905947892003383
weak,weak_dt2p5e4,0.00025,320,15,76.73269287172212,1013,109,2.22932362201954,0.10080416041910163
weak,weak_dt2p5e4,0.00025,320,16,81.84820572983693,995,111,2.193212535846259,0.10007014607082948
weak,weak_dt2p5e4,0.00025,320,17,86.96371858795175,1044,102,2.325841955158313,0.10373898001598877
weak,weak_dt2p5e4,0.00025,320,18,92.07923144606656,1084,75,2.6709250684632813,0.11939783313957412
weak,weak_dt2p5e4,0.00025,320,19,97.19474430418136,1170,76,2.7340256875054707,0.11837480978461153
weak,weak_dt2p5e4,0.00025,320,20,102.31025716229617,1138,72,2.760361495670221,0.12152211120217177
weak,weak_dt2p5e4,0.00025,320,21,107.42577002041098,1209,67,2.892856231223827,0.12550897574961037
weak,weak_dt2p5e4,0.00025,320,22,112.54128287852578,1152,57,3.006203573421286,0.13569051258167744
weak,weak_dt2p5e4,0.00025,320,23,117.65679573664059,1197,36,3.5040547671018634,0.16915436638121772
weak,weak_dt2p5e4,0.00025,320,24,122.7723085947554,1274,37,3.5389989234878843,0.16676917096209645
weak,weak_dt2p5e4,0.00025,320,25,127.88782145287021,1251,26,3.873601972445429,0.19814363217910685
weak,weak_dt2p5e4,0.00025,320,26,133.00333431098503,1225,26,3.8525995849573453,0.1981864399805161
weak,weak_dt2p5e4,0.00025,320,27,138.11884716909984,1251,24,3.9536446801189653,0.2060728686126764
weak,weak_dt2p5e4,0.00025,320,28,143.23436002721462,1249,21,4.085576072402155,0.22004474120382322
weak,weak_dt2p5e4,0.00025,320,29,148.34987288532943,1262,22,4.049410589742843,0.2150510136723071
weak,weak_dt2p5e4,0.00025,320,30,153.46538574344424,1254,10,4.83150862819882,0.3174861385413058
weak,weak_dt2p5e4,0.00025,320,31,158.58089860155906,1222,15,4.4001939386293305,0.2597787467677664
weak,weak_dt2p5e4,0.00025,320,32,163.69641145967387,1242,19,4.180039283326984,0.23116386379889578
weak,weak_dt2p5e4,0.00025,640,1,7.252125545700298,112,69,0.4843923666978352,0.1530402726466463
weak,weak_dt2p5e4,0.00025,640,2,14.504251091400596,124,75,0.5027934520687264,0.14628003781229207
