affinity,selection,source,dt,a_inf_over_delta_beta,ratio_ci_low,ratio_ci_high,linear_reduced_chi2,max_abs_standardized_residual,adequate,contains_one,finest_step_pass
weak,all_admissible,weak_dt1p25e4,0.000125,0.993518647863165,0.9835824820554526,1.001209134175215,0.75259027743723,1.7033337579043166,1,1,1
moderate,all_admissible,moderate_dt1p25e4,0.000125,0.9598842840195734,0.9522887179464489,0.965475209083535,5.102764210190923,3.2499337275459395,0,0,0
mid,all_admissible,entropy_ft_timestep_bias_2026-09-10/driven_dt1p25e4,0.000125,0.9957298776686535,0.9885350632302762,1.0008819763582997,0.6445778986664232,1.4613834722243662,1,1,1
weak,tau_ge_10,weak_dt1p25e4,0.000125,0.9943664409033172,0.9829633729436832,1.0031158572626107,0.8625803792882573,1.7178890840710366,1,1,1
moderate,tau_ge_10,moderate_dt1p25e4,0.000125,0.9782787232261939,0.9662151683184691,0.9878922162828475,0.2870240335356444,0.8840204705628096,1,0,0
mid,tau_ge_10,entropy_ft_timestep_bias_2026-09-10/driven_dt1p25e4,0.000125,1.0000228717407234,0.9904015045658532,1.0069646393170002,0.10880698726055439,0.5276236465542385,1,1,1
