event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_observable_rate,tilted_mean_observable_rate,population_mean_action_current,population_mean_potential_rate,population_mean_log_likelihood_ratio_rate,weight_ess,max_weight_fraction,resampled,unique_parents,parent_count_ess,unique_roots,root_count_ess,root_weight_ess
1,2,-0.033212794406371593,-0.033212794406371593,-0.016606397203185796,0.28062485051952429,-0.40991369641134801,0.35510042586623275,-0.23739628384059169,0.1357329305143837,0,-0.16228032749346327,622.89291849956851,0.0042195542864732049,1,696,576.14065934065934,696,576.14065934065934,576.14065934065934
2,4,-0.18907003662876587,-0.22228283103513746,-0.055570707758784366,0.66363897328812804,-0.18798807765782707,0.61713318012678775,-0.1275392019244119,0.13501212114610431,0,-0.22365467110117765,569.93480607602669,0.0063727373485793553,1,658,529.04944500504541,504,380.74655047204067,380.74655047204067
3,6,-0.17716679693075399,-0.39944962796589145,-0.066574937994315242,0.59820341805709876,-0.21543022606949253,0.54234766355536712,-0.14035012500561958,0.064290973432030246,0,-0.20625576114848146,584.94354897359563,0.0046124236610735727,1,663,542.17993795243024,395,280.66809421841543,280.66809421841543
4,8,-0.16112983744593112,-0.56057946541182258,-0.070072433176477822,0.43849278431745636,-0.44183756168939842,0.45833353217924228,-0.25258980149863436,0.089932654672711609,0,-0.22644844473490189,576.26664729562003,0.0060799314132761869,1,666,524.28800000000001,323,215.57894736842104,215.57894736842104
5,10,-0.22385905050325849,-0.78443851591508107,-0.078443851591508101,0.65486895032432257,-0.28613333925566042,0.64292475659657411,-0.1446260712972901,0.094896128584817219,0,-0.20850431961574414,546.66157399313181,0.0080492813272741628,1,643,495.54631379962194,280,175.28853226345703,175.28853226345703
6,12,-0.19748574641266003,-0.9819242623277411,-0.081827021860645097,0.53320543895758576,-0.21904848251859316,0.57359029680132523,-0.10309730380145743,0.11173936896633693,0,-0.2069891720683808,548.95002098022371,0.0059130806393299356,1,655,515.01768172888012,243,144.51157662624036,144.51157662624036
7,14,-0.16602250467285806,-1.1479467670005992,-0.081996197642899935,0.6844843948502296,-0.28959599271262648,0.63192502076509405,-0.21616157709864289,0.083695648224242636,0,-0.21960992334108301,542.24567087111041,0.0047601774786129444,1,639,498.37262357414448,219,107.4140544970293,107.4140544970293
8,16,-0.13662813602888857,-1.2845749030294877,-0.080285931439342983,0.66406053531091391,-0.23026548150919568,0.60474752136570653,-0.13163919491021744,0.12855474453987639,0,-0.19079775635405796,568.74346483399677,0.0049978675727841166,1,660,527.45271629778676,200,91.466852756454983,91.466852756454983
9,18,-0.10883318848125256,-1.3934080915107403,-0.077411560639485566,0.47894873932594634,-0.35407253831329716,0.49969919236524152,-0.18023338769340011,0.13730302551444357,0,-0.21131204495361486,587.60546147496461,0.0047288184657024593,1,666,542.17993795243024,173,76.171436873456344,76.171436873456344
10,20,-0.15249836491521851,-1.5459064564259588,-0.077295322821297946,0.49914026731117794,-0.26224198469859861,0.49188199847192104,-0.17544702815582705,0.11251292451829886,0,-0.20525149405362408,575.02326628556386,0.0045456243380661687,1,663,530.11931243680488,155,62.467294173716191,62.467294173716191
11,22,-0.18937379486763373,-1.7352802512935925,-0.078876375058799658,0.55505361976962653,-0.21865899154769822,0.55983002691260231,-0.090282447827224097,0.097165789511319142,0,-0.20514142121206111,583.71563757091872,0.0051445250799737347,1,649,527.45271629778676,136,57.280454495793727,57.280454495793727
12,24,-0.13555481701836136,-1.8708350683119539,-0.077951461179664741,0.56949890509738654,-0.4234897958217918,0.5794698023686643,-0.24175584373206871,0.13868496532094504,0,-0.22751991757533571,546.83365198197669,0.0055980350732014964,1,649,503.15547024952014,122,46.574398152260812,46.574398152260812
13,26,-0.19331007700442893,-2.0641451453163828,-0.079390197896783948,0.61405830183302157,-0.15940829300885564,0.58339528636466731,-0.057070506728169101,0.077970208178547121,0,-0.20794576902919437,585.28339908644978,0.0050381645709070659,1,664,532.81300813008136,112,53.054847196923703,53.054847196923703
14,28,-0.16221247535315264,-2.2263576206695355,-0.079512772166769122,0.49434804744359639,-0.28011450725002435,0.48459758004399556,-0.15288943193254667,0.081484029481386541,0,-0.21558881801913149,575.28860885956567,0.0051970140317720397,1,659,523.24151696606782,107,47.472654835204636,47.472654835204636
15,30,-0.17379356564709614,-2.4001511863166316,-0.080005039543887727,0.42983340122319286,-0.36245141486020438,0.43678252199621648,-0.23290294785255539,0.15389843479754645,0,-0.24628728320309651,564.6464396245002,0.0050949645097931135,1,661,521.67960199004972,100,45.2870346376436,45.2870346376436
16,32,-0.1777031697946212,-2.5778543561112528,-0.08055794862847665,0.60726589430100963,-0.15302734669722939,0.54822933143579788,-0.082497539566247016,0.11236991872532574,0,-0.1872154780568504,578.70899167551579,0.005399506978144712,1,662,529.04944500504541,93,45.057408044001377,45.057408044001377
17,34,-0.11293945885131951,-2.6907938149625723,-0.079140994557722721,0.51964687925380249,-0.28892109696918428,0.49831762975521882,-0.17194812927146391,0.098194165660698829,0,-0.20247960329306716,568.44149008360148,0.0045108920427384507,1,656,524.81281281281281,84,43.140623714309221,43.140623714309221
18,36,-0.1496872726837708,-2.8404810876463431,-0.078902252434620637,0.5381579454744656,-0.30252323796673836,0.54371230200837872,-0.15429329289602794,0.14384448283270754,0,-0.20599356023780838,576.64747909898324,0.0059092850281082269,1,668,531.19351570415404,82,42.455907360919916,42.455907360919916
19,38,-0.1453523476381724,-2.9858334352845155,-0.078574564086434623,0.59320192071555478,-0.28436408572669331,0.57726019548065033,-0.13171025780957266,0.093944740993146592,0,-0.20932819786927681,578.38915297517349,0.004250642596040714,1,670,534.98775510204086,74,40.342259156663587,40.342259156663587
20,40,-0.15063197883747215,-3.1364654141219876,-0.078411635353049694,0.6147464234823391,-0.25964720034934818,0.59897085728503763,-0.14616271227623925,0.065605540718004313,0,-0.20047648533136875,561.46852899791247,0.0051003922612691049,1,663,523.76423576423576,72,37.438446158240502,37.438446158240502
21,42,-0.19535340156003134,-3.331818815682019,-0.079329019421000457,0.52480354529422257,-0.26222973776000097,0.5285965613110104,-0.12154621000120087,0.17694680728597079,0,-0.22546563310462969,569.95591701751414,0.0054869194646079266,1,664,523.76423576423576,70,37.756589370589083,37.756589370589083
22,44,-0.16847881988348945,-3.5002976355655084,-0.079552218990125198,0.58755929128665241,-0.33648733461462699,0.61012729869209525,-0.18204173154892231,0.10899367253305858,0,-0.22021316400819879,549.73421545411168,0.0048141209730855079,1,639,511.50048780487805,69,37.830146475214661,37.830146475214661
23,46,-0.19823230279716775,-3.6985299383626762,-0.080402824747014698,0.76110397186358458,-0.2517717870407013,0.73701635288226197,-0.1197430982605758,0.12032061986931215,0,-0.20879571845335615,537.30867126430906,0.0052276901897509017,1,642,499.79790276453764,68,34.47675412638916,34.47675412638916
24,48,-0.15324069021883169,-3.8517706285815079,-0.080245221428781419,0.53669063032956754,-0.41821448617068974,0.53402412267447397,-0.26641398602642546,0.094818108481472818,0,-0.23756260458680631,555.52038888041795,0.0052328244653476316,1,647,517.55972359328723,63,34.024790706729831,34.024790706729831
25,50,-0.18584608572909822,-4.0376167143106061,-0.080752334286212119,0.53978140007042519,-0.24938719098183773,0.49323876423232571,-0.17065700325457878,0.10253013567828721,0,-0.24226671171415531,569.5416493479845,0.0055981873119223787,1,660,522.71984047856427,62,31.388852301981679,31.388852301981679
26,52,-0.17640551297158868,-4.2140222272821948,-0.081038888986196059,0.66143333784459712,-0.2144480713333837,0.62964171741443098,-0.15132281818436311,0.099283020080960779,0,-0.21750671179520289,551.46700255780036,0.0070217724676209011,1,653,514.5122669283611,58,29.967876536153188,29.967876536153188
27,54,-0.14540871514815379,-4.3594309424303486,-0.080730202637599044,0.42605908739474102,-0.32003698667933955,0.42415053615597215,-0.17416203477879211,0.11631046264009062,0,-0.21382824037292755,590.97112391052417,0.0045487640982328631,1,668,534.98775510204086,56,28.148179963491891,28.148179963491891
28,56,-0.20352687111307954,-4.5629578135434281,-0.081481389527561218,0.71563547412551687,-0.15445789990976971,0.62387272771675628,-0.097782092834775444,0.10524812076919243,0,-0.22018619729172939,564.39202961937565,0.0045824897784590823,1,653,519.0970297029703,52,26.643358064843987,26.643358064843987
