model_version,mode,T1,Tn,gamma,n,clone_count,burnin,observation_time,selection_time,dt,k,gauge_shift,control_scale,resample_threshold,observable_left_heat_coefficient,observable_right_heat_coefficient,seed,threads,bond,selection_events,scgf,mean_population_entropy_rate,mean_population_action_current,mean_population_observable_rate,mean_log_likelihood_ratio_rate,minimum_weight_ess,minimum_parent_count_ess,minimum_root_count_ess,minimum_root_weight_ess,resampling_events,minimum_unique_parents,minimum_unique_roots,midpoint_failures,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate
gibbs-cartesian-entropy-cloning-v2,controlled_exact,10,2,0.10000000000000001,20,1024,500,60,2,0.00050000000000000001,0.40000000000000002,0.10000000000000001,0.5,1,0,-0.40000000000000002,88401,5,10,30,-0.08027953258022423,0.55935369490494735,0.10826883170786732,0.5462797384634519,-0.21236092338902632,537.30867126430906,495.54631379962194,25.632541312212769,25.632541312212769,30,639,47,0,5.9124811444963727,-2.0193908446289589e-07
