case,observable,status,fit_start,fit_end,lambda_R,lambda_R_ci_low,lambda_R_ci_high,lambda_I,lambda_I_ci_low,lambda_I_ci_high,bootstrap_accept,frequency_half_cycle_threshold,delta_AIC_damped_minus_exponential,lambda_I_resolved
equilibrium_T5_T5,cos_theta1,FIT,1.0,3.16,-1.1311632696496818,-1.5846626670224537,-0.6919732860681056,1.635926815736071e-10,1.2760736266164334e-12,0.006436134207999255,500,1.454441043328608,4.000000000000014,0
equilibrium_T5_T5,sin_theta1,UNRESOLVED,,,,,,,,,,,,
equilibrium_T5_T5,cos_theta3,FIT,1.0,2.99,-1.612047173577522,-2.2404905105091886,-1.0136385002788675,0.0014811417069201275,8.91502693752296e-11,0.007263735930467543,500,1.5786897756732627,1.458891408281147,0
equilibrium_T5_T5,cos_theta1_minus_theta3,FIT,1.0,3.16,-1.221117684847174,-1.8399387163691143,-0.8302208464711006,7.559324298670321e-09,2.0201076424152077e-10,0.001461245388913537,500,1.454441043328608,3.999999998822087,0
equilibrium_T5_T5,I2,FIT,1.0,4.47,-0.7993413256497786,-0.927730766482818,-0.6106655993041316,0.00018809210180432338,5.6008680777410786e-11,0.00039843744367093026,500,0.9053581134264534,2.7383790180465866,0
equilibrium_T5_T5,I1_plus_I3,FIT,1.0,5.62,-0.9459714735900069,-1.0314741584195841,-0.8734097075609937,3.425955142066995e-07,1.1235957250623955e-09,3.377563514891145e-05,500,0.6799984098679206,3.9999999999950937,0
equilibrium_T5_T5,I1_minus_I3,UNRESOLVED,,,,,,,,,,,,
