case,observable,status,fit_start,fit_end,lambda_R,lambda_R_ci_low,lambda_R_ci_high,lambda_I,lambda_I_ci_low,lambda_I_ci_high,bootstrap_accept,frequency_half_cycle_threshold,delta_AIC_damped_minus_exponential,lambda_I_resolved
driven_T2_T8,cos_theta1,FIT,1.0,3.7600000000000002,-1.0290461690261217,-1.2172664567257365,-0.8844175000041219,1.3141219652976096e-10,2.786192601155507e-11,2.101241170005674e-05,500,1.1382582078223886,4.000000000325429,0
driven_T2_T8,sin_theta1,FIT,1.0,3.98,-7.4011199491154915,-12.102199670334704,-2.551564778033841,7.019285344247174,2.9890410583566264e-06,10.81479122710409,500,1.0542257226811387,1.4288996326793892,0
driven_T2_T8,cos_theta3,FIT,1.0,2.99,-1.1585406028732055,-1.6411997644243965,-0.6647203016786815,4.0056412123021223e-10,4.2625327107220065e-11,0.013341115980514594,500,1.5786897756732627,4.0000000000026965,0
driven_T2_T8,cos_theta1_minus_theta3,FIT,1.0,2.66,-1.4089775903402457,-2.0118893402413294,-0.9955237802263017,8.014633304934052e-07,1.800903741943983e-10,0.0037274578036326756,500,1.8925256949336102,3.9999999998394102,0
driven_T2_T8,I2,FIT,1.0,3.98,-0.9570777424462703,-1.020271739317605,-0.740255916265314,7.816024178908492e-08,3.900593721186604e-10,0.005474255880987002,500,1.0542257226811387,4.000000000003801,0
driven_T2_T8,I1_plus_I3,FIT,1.0,3.98,-1.0028713278565242,-1.1081149494644689,-0.762925757330638,7.263759362458875e-09,3.9134059002968585e-11,0.00486019557923369,500,1.0542257226811387,4.000000000000487,0
driven_T2_T8,I1_minus_I3,UNRESOLVED,,,,,,,,,,,,
