case,observable,C0,plateau_start,plateau_end,lambda_R,ci_low,ci_high,bootstrap_accept,tau_int,tau_truncated_at_t10,effective_count,stationarity_rms_over_C0,stationarity_pass,last_supported_rate_time,last_supported_lambda_eff,late_dlambda_dt_last5
driven_T2_T8,cos_theta1,0.4793644978262561,,,,,,0,0.29690868766753636,0,107777.24374246676,0.0011498922798564137,1,3.7600000000000002,-1.2446881396382286,-2.7296113152954287
driven_T2_T8,sin_theta1,0.467882868856081,,,,,,0,0.11476819252348433,0,278822.8976722103,0.0005527714286601718,1,nan,nan,nan
driven_T2_T8,cos_theta3,0.48722858224112003,,,,,,0,0.2459699150272192,0,130097.21126447052,0.0007622925792105532,1,2.99,-0.9772228202468035,0.3158942365881662
driven_T2_T8,cos_theta1_minus_theta3,0.4998672449820438,,,,,,0,0.13355891166963685,0,239594.64478980814,0.0008360339457763022,1,2.66,-0.14543613631608443,nan
driven_T2_T8,I2,2.6107204706724056,1.12,2.37,-0.9925655214195399,-1.0517372600087662,-0.9336587889989438,2000,0.566952822190912,0,56442.08609164402,0.0026574873372439013,1,3.98,-1.2907741048659256,-0.44357252264681807
driven_T2_T8,I1_plus_I3,3.1272583251729724,1.0,1.58,-1.1088171244713736,-1.201333074293027,-1.022837101315657,2000,0.4271163272686371,0,74921.04131124313,0.0011886818854069565,1,3.98,-0.5503850843809268,0.42298880554707247
driven_T2_T8,I1_minus_I3,5.196164066178333,,,,,,0,0.18529602949299523,0,172696.63083206918,0.0017749197240917271,1,1.41,-4.035299666668523,-18.560492254909658
