source,n,tau,observable,n_samples,negative_count,autocorrelation_time,max_bins,min_effective_count,range_quantile,adaptive_slope,adaptive_intercept,adaptive_r_squared,adaptive_slope_ci_low,adaptive_slope_ci_high,adaptive_intercept_ci_low,adaptive_intercept_ci_high,adaptive_bins_used,adaptive_a_max
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n30_blocks.csv,30,140.0,heat_current,142848,205,1.0,60,50.0,0.99,nan,nan,nan,nan,nan,nan,nan,2,0.3004712215724694
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n30_blocks.csv,30,140.0,action_current,142848,1042,1.0,60,50.0,0.99,1.6281097197299546,-0.0008674115862918342,0.9912434562736244,1.4260250582741745,1.811693967843254,-0.0019365696189752666,0.0003618040355164928,6,0.03427100909934425
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n30_blocks.csv,30,160.0,entropy_rate,124928,52,1.0,60,50.0,0.99,nan,nan,nan,nan,nan,nan,nan,0,nan
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n30_blocks.csv,30,160.0,heat_current,124928,76,1.0,60,50.0,0.99,nan,nan,nan,nan,nan,nan,nan,0,nan
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n30_blocks.csv,30,160.0,action_current,124928,452,1.0,60,50.0,0.99,1.7952063951314394,-0.0003878820064996356,0.9997926101794355,1.5614997426852368,2.0401981874863373,-0.0018081727290003744,0.0010284576687373806,3,0.03302796446522138
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n30_blocks.csv,30,180.0,entropy_rate,111104,16,1.0,60,50.0,0.99,nan,nan,nan,nan,nan,nan,nan,0,nan
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n30_blocks.csv,30,180.0,heat_current,111104,35,1.0,60,50.0,0.99,nan,nan,nan,nan,nan,nan,nan,0,nan
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n30_blocks.csv,30,180.0,action_current,111104,219,1.0,60,50.0,0.99,nan,nan,nan,nan,nan,nan,nan,1,0.032694614027600974
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n30_blocks.csv,30,200.0,entropy_rate,99968,4,1.0,60,50.0,0.99,nan,nan,nan,nan,nan,nan,nan,0,nan
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n30_blocks.csv,30,200.0,heat_current,99968,15,1.0,60,50.0,0.99,nan,nan,nan,nan,nan,nan,nan,0,nan
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n30_blocks.csv,30,200.0,action_current,99968,105,1.0,60,50.0,0.99,nan,nan,nan,nan,nan,nan,nan,0,nan
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,20.0,entropy_rate,1000064,276375,1.0,60,50.0,0.99,0.21819319957410926,-0.003760209693736874,0.9898596638793351,0.21661984462053827,0.21965908067443649,-0.004091509609260958,-0.0034013000475576582,60,0.5664898012845699
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,20.0,heat_current,1000064,288969,1.0,60,50.0,0.99,0.05669463764250336,0.0025586184704687156,0.9939848796121732,0.056200563447142415,0.057171287921747596,0.0021546708140037707,0.0029782728599465538,60,2.2169194244901607
/Users/jayleenjiang/Documents/NLS/experiments/entropy_ft_2026-08-26/production/n40_blocks.csv,40,20.0,action_current,1000064,347224,1.0,60,50.0,0.99,0.49603606873236733,0.002319433235460125,0.9897134085830025,0.49187040049829267,0.5006668152854818,0.0019759512312008043,0.002625314469120592,60,0.20114190183283748
