model_version,coordinates,energy_convention,n,T1,Tn,gamma,dt,burnin,block_time,blocks_per_stream,batches,lanes,n_streams,n_blocks,bond,seed,threads,mean_q_left_rate,mean_q_right_rate,mean_energy_drift_rate,mean_entropy_rate,mean_action_current,mean_energy_balance_error_rate,rms_energy_balance_error_rate,midpoint_failure_count,midpoint_failure_rate,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate,elapsed_seconds
gibbs-cartesian-entropy-ft-n3-endpoints-v1,cartesian+reduced-endpoints,E=H/2,3,10,10,0.10000000000000001,0.00050000000000000001,500,20,7813,8,16,128,1000064,1,2026090110,8,-0.0024810270566447221,0.0024822350496359257,1.1521829270764455e-06,-1.207992991092718e-07,-8.4666418057664691e-05,5.5810064016060269e-08,3.7164670513826657e-05,0,0,5.8839230511610108,-5.7741202629152521e-08,1580.3320732919999
