# bc_label=BC3
# b_I=2*gamma*(2*T-I^2)
# b_phi=0
# sigma_I=2*sqrt(2*gamma*T*I)
# sigma_phi=sqrt(2*gamma*T/I)
# n=100 T1=10 Tn=2 gamma=0.1 dt_max=0.0005 burnin=32000 measure=2000 seeds=2026291500;2026291501 samples=512 nonfinite_trajectories=0 discarded_trajectories=0 projection_count=10046210
j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta
1,3.035572050012985,0.0019584008183294865,0.04639410749212301,0.0001569792195337323
2,3.00354593434193,0.0026526585479938578,0.035698283161410625,0.0001995270097580299
3,3.0066154430992738,0.0029695307636313103,0.03246206542761293,0.00020025830002384188
4,3.017338066501384,0.0031453207898408395,0.029808576655829984,0.0002033005518973456
5,3.026494805005611,0.0034826109011963655,0.027324671756855875,0.0001968583733065674
6,3.0365292079834374,0.003822573045884599,0.02565373023861319,0.00020295007675516575
7,3.041939005857839,0.004070976604909436,0.023587400070356448,0.00019715006675781227
8,3.0523528526617216,0.004415083104247178,0.021906983408182153,0.00021490822592184315
9,3.0627510348446965,0.004754360979661931,0.020512532728001055,0.00021381189026465304
10,3.0724466700064905,0.004938006655764953,0.018941186544445862,0.00020054365270269335
11,3.0808496796228804,0.0051762087568669075,0.017498717590560472,0.00019795466314959816
12,3.0884516507331545,0.005541816464245626,0.016552348629536827,0.00022073422512554282
13,3.095204559731055,0.005781293150044709,0.015595676955726693,0.0002143784462302193
14,3.0990295225460924,0.0060630895773819615,0.014044815948418124,0.00022567412287146247
15,3.1006284315045116,0.006098481689087243,0.013269990642268248,0.00021513410957941774
16,3.1026444102721396,0.006257746499993097,0.01255085211531542,0.00021533817011036222
17,3.104165829179485,0.006381317665419672,0.011527198243260844,0.0002269680545853796
18,3.1026946881801076,0.006570087786343279,0.010976053411743368,0.0002106465699854766
19,3.1014825717188907,0.006696083330313819,0.010476486005704597,0.00020293318620596788
20,3.092985143689421,0.0069051176743321376,0.00940799623978551,0.00021521017712975655
21,3.085337082854337,0.006926209879082254,0.008943186867253858,0.0002149017441351827
22,3.0808135398230863,0.0071949526836017465,0.008632636483564365,0.0002320189779099861
23,3.0745089292537546,0.007348067566905393,0.00820524461638982,0.00023420122781342434
24,3.0685552423986135,0.00768462898108522,0.007570261497789205,0.00023978988631549473
25,3.0607345842114118,0.007883696538026121,0.007197022046600275,0.00023000248966978487
26,3.0537770486852516,0.008014568343276993,0.006891179649600901,0.0002254321862871125
27,3.050537254450874,0.008024636342445435,0.0061765879128645815,0.00022861456376161053
28,3.038886572036567,0.008208675818874028,0.006184214251996792,0.00022251501279598962
29,3.02713983190901,0.008178946083248685,0.006137755882255437,0.00024054101391288862
30,3.0185880018383524,0.00832394043370547,0.005598491123591922,0.00024364566355264901
