# bc_label=BC3b
# b_I=2*gamma*(2*T-I^2)
# b_phi=gamma*P
# sigma_I=2*sqrt(2*gamma*T*I)
# sigma_phi=sqrt(2*gamma*T/I)
# n=50 T1=6 Tn=6 gamma=0.1 dt_max=0.0005 burnin=8000 measure=2000 seeds=2026411000;2026411001 samples=512 nonfinite_trajectories=0 discarded_trajectories=0 projection_count=3450233
j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta
1,2.413052808250247,0.001914642134053923,0.046578553182617395,0.00018919558769159647
2,2.6783734954431857,0.003308954517189479,0.03078071602832246,0.00021130219029506943
3,2.506232933986663,0.0032449963807355707,0.02185606581773383,0.00022497918642690328
4,2.4443344126124025,0.0032505756393977348,0.018948666520679627,0.00022857309588685673
5,2.427459480194006,0.0034632163261094735,0.016608797981836843,0.00022389654564756677
6,2.420128650827463,0.003606435288694243,0.014928995788375626,0.00022367757205761805
7,2.4214474705393165,0.0037915745177314465,0.013225251120586933,0.00023818489830082837
8,2.426753817061855,0.0041589188336582815,0.0124185126694385,0.00024325478876328132
9,2.4314947847810613,0.004319570104569913,0.011208482322966487,0.00025297007145218123
10,2.4370328738384606,0.004516496192108028,0.009718663175318675,0.00025116065995971936
11,2.445668418143609,0.004740344389819608,0.008386390960270645,0.0002448949425726627
12,2.455204663815596,0.004843523024509524,0.007942788767020663,0.000240465792162808
13,2.464727765019062,0.005062129977171476,0.006946634734726679,0.0002438685612306096
14,2.476134957826535,0.005229308084269626,0.005910513043224258,0.00025903310814897663
15,2.4836282708934307,0.005406894236251157,0.005576242240776956,0.0002550081386949513
16,2.489050550240485,0.005680672100640965,0.004965604260081063,0.0002518125817122825
17,2.494113012773068,0.0055638925762191305,0.004091460200141885,0.00025832989223249905
18,2.5022504535365293,0.0058471517690746825,0.0035914636763656983,0.0002582687009609651
19,2.5105641903230795,0.005945033841490066,0.0028595816255545456,0.0002458909313136155
20,2.5135128320385265,0.005933090170034869,0.0021756710962794745,0.0002546814768236788
21,2.5178392695076095,0.005968022018458591,0.001871483093926999,0.0002559763054201077
22,2.5213124111211815,0.005968109347953136,0.0012884224487921853,0.00025657434328268713
23,2.5220092087204433,0.006019766175519441,0.0012388199411885235,0.00025133468533082164
24,2.5214605420767677,0.0059302069689353195,0.0006225538103034496,0.000248867250274321
25,2.5211046588401804,0.005917463840031091,-6.122989636368111e-05,0.00024401919293543333
26,2.5189660478481875,0.005884004843870528,-0.00013701878276512118,0.00024967677966019497
27,2.518980589442842,0.005942795223728341,-0.0007963276651147853,0.00025133125778097477
28,2.5210547559231316,0.0058925791353838216,-0.001000150511153775,0.00023706378462353428
29,2.5223366109439764,0.005830870206196099,-0.0013878811911530505,0.00025178362692807466
30,2.51629362588354,0.005646598155521906,-0.002246028170401416,0.00025031554751972577
31,2.51124342880125,0.005629353310138303,-0.0032153151454093606,0.00025410279146005296
32,2.506681942823873,0.0057158683509956456,-0.003330290466677798,0.0002445436023921501
33,2.501372483101928,0.005797784463385382,-0.003763194023545878,0.0002458688832572649
34,2.494342655136001,0.005616617820021926,-0.004726156913095554,0.0002542809520807539
35,2.4868242675680987,0.00541820095040104,-0.005451147346565026,0.000247922529314434
36,2.4806159901880664,0.005148375623096816,-0.006120545336542287,0.0002481545263055557
37,2.4728509041319024,0.00494888533015995,-0.006887708414297665,0.00023447541147833602
38,2.4649312708003643,0.004767614515025537,-0.0078059087697754746,0.00023930869756681058
39,2.4577684682404026,0.0046743292487694136,-0.00872404875127246,0.00025204373154686456
40,2.4490170821456374,0.004712110653875634,-0.009519791790934245,0.0002639040208039088
41,2.4388404340853436,0.004705791155134495,-0.010585034975241523,0.00024508842155077033
42,2.4273531353526634,0.0044638303250981535,-0.011692595299131234,0.0002390352692822354
43,2.424334617480736,0.004225362253088264,-0.01291547494582874,0.00024739105236305374
44,2.4197649470182903,0.003961495194133934,-0.014472494363730605,0.0002345653362383831
45,2.418853040468126,0.00367669588283457,-0.016393391782596054,0.0002300296454297831
46,2.424676296451773,0.0033452252183637614,-0.018910325295986304,0.0002277063243107231
47,2.4413716270110735,0.0031534475940971436,-0.02194816864406808,0.00021875301532788867
48,2.5045457429080096,0.0030537738647505005,-0.030689711190185986,0.00020887407444199736
49,2.674401472538653,0.003106440525362928,-0.04656276903684921,0.00017483825220241859
50,2.4098245494585657,0.001857005428179222,nan,nan
