checkpoint_time,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta
500,1,2.4022441211711794,0.10435291860831525,0.015027113397081848,0.030420397723393233
500,2,2.6108815513371155,0.11948630480016839,0.04758474503796606,0.03088715417855971
500,3,2.6679494185265185,0.14510089538638438,0.041175557635313,0.03185389349636794
500,4,2.465452527176126,0.1349048302696694,-0.004784586198184115,0.030027569329182283
500,5,2.430257321582758,0.11865397668347924,-0.020152709125341062,0.0310310280690137
500,6,2.278704390245821,0.12040087437150573,-0.021304108022377477,0.03096165934713271
500,7,2.2624546871993516,0.12302047326093596,0.04397806231827417,0.03088823211248096
500,8,2.416276412193838,0.1254905814636115,0.0394970237096004,0.03071076129137404
500,9,2.3310043300334655,0.12474309413120971,-0.017411442519005504,0.031098098001464163
500,10,2.403061400659226,0.12992834402690367,0.04995547108615028,0.030200906743058302
500,11,2.3875896367658243,0.12536113704010657,-0.013891509668596314,0.02998682807548244
500,12,2.422082341581529,0.1481665128980263,-0.02784605647866556,0.030441438135521658
500,13,2.3955375647462915,0.13478620181157314,-0.021268752783385025,0.030996545365625048
500,14,2.520289325319027,0.16378052463103912,0.026309609907002596,0.03116717143749805
500,15,2.2958696926070843,0.12615966782026206,-0.01743467395795051,0.030706413516596053
500,16,2.5457693576881866,0.14414834275189023,-0.03801914160612796,0.030491147653006367
500,17,2.3686405126341015,0.1257769943337998,0.00943946426787079,0.031226910386690388
500,18,2.503737023512258,0.1387171076572851,-0.04659526047146301,0.03060069971658477
500,19,2.4197075726036132,0.14111431113540396,-0.024111452801065525,0.031384679829849285
500,20,2.472941982844162,0.13098309123089616,-0.013305990742168206,0.030689218987961574
500,21,2.5212490895487463,0.1349506249611079,-0.0374170988700655,0.029953274872049133
500,22,2.831105762430198,0.15616950884119496,-0.09993749843215483,0.030928869373285445
500,23,2.4178160475271397,0.12052299053904694,-0.0595851612788465,0.030258683757139266
500,24,2.733288270599587,0.1336060976814774,-0.04358318886835377,0.030560304494303397
500,25,2.402288229790429,0.09963514585250362,nan,nan
1000,1,2.473249046458136,0.11126931602457742,0.05935580343566471,0.02984656377287659
1000,2,2.686846795128531,0.12510059469885493,0.06181482865349608,0.030191521938235922
1000,3,2.5341070047808216,0.13839260850293397,0.03412335542680012,0.03094808178051487
1000,4,2.5836566778743872,0.14227290170241078,0.0075383862103990396,0.03049604653854625
1000,5,2.6121961284716235,0.13259872111905377,0.0045836478633418665,0.03088267540850009
1000,6,2.519872486300301,0.14039185539880525,0.0564069587449012,0.03135409931889598
1000,7,2.3812644334520456,0.12682648488107448,-0.012987353762014209,0.03034335492437008
1000,8,2.2314819380620747,0.11893780673974327,-0.041839295975620416,0.030312798486051996
1000,9,2.4082657142139396,0.138336035267564,0.012583486363837437,0.03033504893767598
1000,10,2.1464510119587317,0.11256039519286908,-0.04431119081681345,0.03154336287234605
1000,11,2.105043378643586,0.1191436581128995,-0.04652805781918801,0.03114763031994662
1000,12,2.285834187277942,0.12428612966202064,-0.023531822676886804,0.031611794894558856
1000,13,2.3261271509882135,0.1371028783768608,0.011091118216427276,0.031006564899571962
1000,14,2.2943625238663117,0.1206574154459832,0.018847667608042684,0.03147125766816378
1000,15,2.3524308116797954,0.12393274931862809,-0.0013116404406900983,0.03162156576286325
1000,16,2.290531388955287,0.12500870462796856,0.010731085394581896,0.03056532933404963
1000,17,2.4362288928055023,0.13136284605861578,-0.06914737479428368,0.02976478514567723
1000,18,2.4117566382175255,0.13120136966420826,-0.05714466737049406,0.030835825800805898
1000,19,2.3981677176925587,0.13097853063858703,-0.027534457835827197,0.030882344858169323
1000,20,2.709058746255323,0.146587368318542,-0.014441571312318047,0.030513483442680817
1000,21,2.4141026729012083,0.13031180306710757,0.006135412327466838,0.03117264449148403
1000,22,2.363576563031529,0.11922301663013901,-0.011009831017076976,0.029835645704783916
1000,23,2.6746723058803354,0.14177003935620736,-0.08032946425964838,0.030433516725794016
1000,24,2.672144191827101,0.13189674076766278,-0.08819299613799103,0.02932968904534009
1000,25,2.337019770704501,0.10748736662137941,nan,nan
1500,1,2.539535962172522,0.10597116180008807,0.01217922769933466,0.02957007724810675
1500,2,2.511871104501097,0.11811008873525199,0.05409003608428975,0.031130940138833885
1500,3,2.374874663355513,0.1211854286476604,-0.005017916377028087,0.03032718187688497
1500,4,2.214885705304823,0.10562431609137163,0.05320073168650197,0.03143833980887409
1500,5,2.5168474518929997,0.13391408053349743,0.026575225002716252,0.03084103069753423
1500,6,2.3418223914903535,0.12909048734264778,0.03266725586308894,0.030557424878251808
1500,7,2.4631870446141875,0.11804755117721026,-0.04098275402429863,0.03148876972457627
1500,8,2.4948301622480358,0.1305233188041089,-0.011617112118074147,0.030630176100670533
1500,9,2.8790569558384504,0.17027765572979017,0.0359521460650285,0.030804731189876592
1500,10,2.3105971682416566,0.12000351913416307,-0.05069473819173709,0.03087248804902514
1500,11,2.623279122042959,0.15274760548299898,0.055511918154479645,0.030529590495391612
1500,12,2.4939118646634597,0.14051739234230243,0.008657984776164085,0.03190131443123574
1500,13,2.61019519736692,0.15778278834003692,-0.029607858685267274,0.030304714965788775
1500,14,2.442436959290262,0.13561085044593532,0.003601448542212893,0.029995068248949135
1500,15,2.5116038944670436,0.13161878422319717,0.04001206320435813,0.031013558558416397
1500,16,2.1504427492518516,0.11524904963808537,0.0040380431787525595,0.030645136966515312
1500,17,2.4698199088147703,0.14200510413166048,-0.013806227930444948,0.03159668828333088
1500,18,2.4817356594617195,0.1272294250109415,-0.029862761971799046,0.030481201407382485
1500,19,2.3624543078134934,0.1296670324369354,0.005380465334383189,0.029618690544690275
1500,20,2.504524818342361,0.14401677794883191,-0.06507541162694253,0.030217176166201745
1500,21,2.3964937609598564,0.1214868979939444,-0.014891258804823337,0.030607952839014085
1500,22,2.4692694845569463,0.12626498033962782,-0.043351341078960104,0.03132995890639835
1500,23,2.549500287098226,0.13469985337501125,-0.0880666951945841,0.029441916451517475
1500,24,2.729233660702448,0.1261861138638719,-0.055625365569994756,0.029169815048605753
1500,25,2.4360098245779227,0.0993660856112742,nan,nan
2000,1,2.278693391053821,0.09234755832360265,0.049028374623048876,0.030259103596197066
2000,2,2.5596476784953666,0.12904406865566712,0.009618504202194345,0.029889144985129096
2000,3,2.311363075632471,0.11303469650410161,-0.047838534387359744,0.03128026811834216
2000,4,2.3151932698860946,0.12475127630461166,-0.013290479642364517,0.03093763815164893
2000,5,2.6531675476875307,0.14110393149866898,0.026672782433706743,0.030208479953997586
2000,6,2.450086409389044,0.13045094113738928,-0.01752480915195065,0.03018399622105344
2000,7,2.467278518173771,0.12156108802905423,0.020781175805495877,0.03132944884938847
2000,8,2.40262801042536,0.13457705520812013,-0.03115158286686892,0.030517159435570533
2000,9,2.375872196168075,0.12858191195164625,-0.007736753517747275,0.03020591827774581
2000,10,2.324956493436389,0.11834811173071658,-0.016619090773019707,0.031379577831000684
2000,11,2.4597446617208334,0.14718783303576818,0.02701107576058348,0.029593210034428354
2000,12,2.4914890115178423,0.13467313241796675,0.00940625824205199,0.030103548752875256
2000,13,2.6002844287077096,0.13011782011810247,-0.021457238234688703,0.03084960220681708
2000,14,2.1105119699939223,0.10080456760933999,-0.04019706620238139,0.030038614627711645
2000,15,2.364842968485391,0.12991802775849937,-0.01148241474857059,0.031228163369588145
2000,16,2.4545766939686473,0.12776816748749065,-0.003004889654505405,0.030513369824012433
2000,17,2.312682936491001,0.11733870679526329,0.06006117105789599,0.03009288466560684
2000,18,2.703053548655589,0.15640568251641465,0.005851845231063635,0.030737389818972765
2000,19,2.7525449132790527,0.15820092898566357,0.0015687147079006536,0.030853657960123747
2000,20,2.422471629410211,0.12688892862391057,-0.020948686458723387,0.030845174364403368
2000,21,2.2898938936436934,0.12660367509727968,0.01004158541036304,0.030533017985913014
2000,22,2.2730783481656545,0.10696379886649324,0.02629466551115911,0.030748991350778063
2000,23,2.535508850326096,0.13226613072368812,-0.020186340799227764,0.031137990713504093
2000,24,2.5089855110600183,0.1268030694606265,-0.020301455751450703,0.029591176007887625
2000,25,2.4980233503256386,0.11060989364453074,nan,nan
