model_version,T1,Tn,gamma,n,clone_count,burnin,observation_time,selection_time,dt,k,seed,threads,bond,selection_events,scgf,mean_population_entropy_rate,mean_population_action_current,minimum_weight_ess,minimum_parent_count_ess,minimum_root_count_ess,minimum_unique_parents,minimum_unique_roots,midpoint_failures,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate
gibbs-cartesian-entropy-cloning-v1,10,2,0.10000000000000001,10,256,500,20,0.10000000000000001,0.00050000000000000001,0.5,2026083301,2,5,200,-0.15712546311484671,8.3421469480807637,0.80970166024125234,9.9941728759045105,9.9871990246875946,2.0777376196816943,140,4,0,5.3430986478365385,-1.2823196471082906e-06
