model_version,T1,Tn,gamma,n,clone_count,burnin,observation_time,selection_time,dt,k,seed,threads,bond,selection_events,scgf,mean_population_entropy_rate,mean_population_action_current,minimum_weight_ess,minimum_parent_count_ess,minimum_root_count_ess,minimum_unique_parents,minimum_unique_roots,midpoint_failures,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate
gibbs-cartesian-entropy-cloning-v1,10,2,0.10000000000000001,10,256,500,20,0.10000000000000001,0.00050000000000000001,1,2026083303,2,5,200,-4.0934984688402434,67.737560604121626,1.6167311034514724,1.0738306393589767,1.0736917985517218,1,2,1,0,5.394029698768029,-3.8932779550141601e-05
