# mode_index   <I_j>
# total_samples=506880000
0 0.49829
1 0.491155
2 0.492427
3 0.493466
4 0.494052
5 0.494574
6 0.494999
7 0.495236
8 0.495482
9 0.495795
10 0.495908
11 0.495927
12 0.495879
13 0.495844
14 0.495707
15 0.495626
16 0.495357
17 0.495111
18 0.494763
19 0.494425
20 0.494054
21 0.493286
22 0.492378
23 0.491199
24 0.498282
