dataset,samples_total,samples_supported,support_fraction,mean_total_entropy,std_total_entropy,log_mean_exp_minus_total_entropy,log_ift_stream_bootstrap_low,log_ift_stream_bootstrap_high,exponential_weight_ess,unique_streams,rms_energy_balance_error
equilibrium_learned,524288,522944,0.9974365234375,2.752150058799729e-06,0.15121382579768883,0.012223914497990762,0.011877785710210854,0.012588973897771893,501481.0767443026,32,2.7796377956181854e-05
driven_learned,1048576,1045791,0.9973440170288086,0.2619701530178283,0.8669231333068204,0.009558183221797023,0.006815932185235418,0.0128576137917924,306242.48305193224,64,3.060145659549158e-05
equilibrium_exact_gibbs,524288,524288,1.0,-4.8881632223231625e-09,4.632731498641078e-06,4.8988937351168715e-09,-3.1557940705084775e-09,1.325366807414241e-08,524287.9999887475,32,2.7796377956181854e-05
