event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_action_current,weight_ess,max_weight_fraction,unique_parents,parent_count_ess,unique_roots,root_count_ess
1,0.5,-0.01179313930061987,-0.01179313930061987,-0.023586278601239741,1.0979403590202645,-0.78116046365895264,0.39317663702120137,214.78116911251479,0.012748309222806254,215,188.32183908045977,215,188.32183908045977
2,1,-0.091350613349281851,-0.10314375264990172,-0.10314375264990172,2.0321807859299152,0.033222687842837308,0.54032237165102548,219.29399133416885,0.0093189231476833358,209,186.18181818181819,192,166.33502538071065
3,1.5,-0.0036958488666742895,-0.10683960151657601,-0.071226401011050669,1.2344382941838024,-1.1012352179183409,0.28502332689368076,201.29814034650551,0.020490518059330737,216,185.12994350282486,172,139.43829787234043
4,2,-0.069771006217907328,-0.17661060773448334,-0.088305303867241669,1.9479778408343582,-0.43276113277105821,0.48574583347886924,203.59163106579012,0.019579873013526136,213,184.08988764044943,155,120.02930402930403
5,2.5,-0.064161057223736329,-0.24077166495821967,-0.096308665983287869,2.3949183488248096,-0.6534517496914598,0.54550126519045927,205.58572468889213,0.011736760934551152,206,181.03867403314916,140,112.99310344827586
6,3,-0.078313392670799509,-0.31908505762901918,-0.10636168587633972,1.8599066997295006,-0.28947828889815247,0.19125921422141523,204.54163487045105,0.017095396934763918,212,181.03867403314916,131,102.40000000000001
7,3.5,-0.059580519594473635,-0.37866557722349281,-0.10819016492099795,1.7868499468167249,-0.42826542318549676,0.36187241832560313,212.35718168107564,0.013030797563908359,215,190.51162790697674,122,94.979710144927537
8,4,-0.090849633561752796,-0.46951521078524561,-0.1173788026963114,2.0795153242023012,-0.054887654972137295,0.71624470523435968,214.99404752462453,0.011794502468779717,215,191.62573099415204,116,86.231578947368419
9,4.5,-0.054572307096417028,-0.52408751788166263,-0.11646389286259169,1.8987556948452051,-0.52587889446228464,0.18709117070023523,211.27415027705524,0.013722425282773489,217,190.51162790697674,112,81.715710723192018
10,5,-0.036965038084869839,-0.56105255596653247,-0.11221051119330649,1.7251884832293776,-0.74675305191470842,0.9588888135417043,206.53845489096841,0.016895108795181444,213,186.18181818181819,106,72.817777777777778
11,5.5,-0.014446637914907967,-0.57549919388144044,-0.1046362170693528,1.3141619826322417,-0.96669272164666697,0.36034265758418937,204.78161360770505,0.01493526937951483,214,182.04444444444445,102,64.887128712871288
