model_version,T1,Tn,gamma,n,clone_count,burnin,observation_time,selection_time,dt,k,seed,threads,bond,selection_events,scgf,mean_population_entropy_rate,mean_population_action_current,minimum_weight_ess,minimum_parent_count_ess,minimum_root_count_ess,minimum_unique_parents,minimum_unique_roots,midpoint_failures,mean_midpoint_iterations,mean_hamiltonian_energy_error_rate
gibbs-cartesian-entropy-cloning-v1,10,2,0.10000000000000001,10,256,500,20,0.5,0.00050000000000000001,0.20000000000000001,2026083003,1,5,40,-0.13476124055180252,1.999913431053967,0.52727548046453865,190.12493606355713,170.66666666666666,25.580015612802498,199,42,0,5.3276763371394233,-5.0046086209436828e-07
