# mode_index   <I_j>
# total_samples=1013760000
0 0.737682
1 0.678136
2 0.674965
3 0.666934
4 0.658066
5 0.648806
6 0.639155
7 0.629194
8 0.618673
9 0.607819
10 0.596745
11 0.585071
12 0.572906
13 0.560265
14 0.546977
15 0.53312
16 0.51852
17 0.503062
18 0.487002
19 0.470003
20 0.452199
21 0.433085
22 0.413774
23 0.385616
24 0.165351
