event,time,log_mean_weight,cumulative_log_normalizer,scgf,population_mean_entropy_rate,tilted_mean_entropy_rate,population_mean_observable_rate,tilted_mean_observable_rate,population_mean_action_current,population_mean_potential_rate,population_mean_log_likelihood_ratio_rate,weight_ess,max_weight_fraction,resampled,unique_parents,parent_count_ess,unique_roots,root_count_ess,root_weight_ess
1,1,0.082218708308044341,0.082218708308044341,0.082218708308044341,-0.40469207715754552,-0.84830241461554279,-0.27226335247365241,-0.6847338796057888,0.064558384151951337,0,-0.29611621836840213,383.550718633597,0.0049718739018110277,1,394,342.22454308093995,394,342.22454308093995,342.22454308093995
2,2,-0.072399046200950501,0.0098196621070938406,0.0049098310535469203,0.4179587532809429,-0.37490357836728916,0.35379396932149448,-0.27974217783782046,0.012192353804145928,0,-0.28218641466911198,355.43709855874664,0.0065297472718414051,1,377,323.63456790123456,312,254.01550387596899,254.01550387596899
3,3,-0.0053789587431545272,0.0044407033639393134,0.0014802344546464379,0.23851674250001276,-0.40732444469144019,0.13388312215776105,-0.43905009355572006,0.051741707076373364,0,-0.26803415379071682,368.55189033059548,0.0054670377322557501,1,382,330.15617128463475,268,205.44200626959247,205.44200626959247
4,4,-0.054422217286083097,-0.049981513922143783,-0.012495378480535946,0.27710810161749305,-0.34555710064492667,0.26302769140704424,-0.26697384470021346,-0.016331029488430831,0,-0.29109211120935619,361.44976992733427,0.0086767929876947463,1,367,315.83614457831328,230,173.37566137566137,173.37566137566137
5,5,-0.018359371847247452,-0.068340885769391235,-0.013668177153878247,0.13019200258966979,-0.60140443511002395,0.12023002284736062,-0.4489298826274884,-0.011228394086510905,0,-0.29751071694623515,367.82902654258203,0.0070475067599638395,1,383,330.98989898989902,210,147.6036036036036,147.6036036036036
6,6,-0.029023878327565811,-0.097364764096957046,-0.016227460682826173,0.16942293405051573,-0.53065669141785288,0.15731402751384332,-0.37734082062007657,-0.01092760198508759,0,-0.26846910779552269,368.23592542626022,0.0083134070678059432,1,383,330.15617128463475,192,131.46639919759278,131.46639919759278
7,7,-0.018480974347188983,-0.11584573844414603,-0.016549391206306576,0.081542808621483706,-0.6400019897326038,0.16263556892884257,-0.41015481660655262,0.065952333857747236,0,-0.26670855728959175,357.17561197008013,0.0059648660202068797,1,373,318.90997566909977,175,118.61719457013575,118.61719457013575
8,8,-0.060885143106344408,-0.17673088155049044,-0.022091360193811305,0.21441236761189345,-0.57993090660326241,0.2088382630399068,-0.44182354134347884,-0.026976084122875273,0,-0.30540011549602269,352.36229423866513,0.0060889510471982431,1,369,315.07692307692309,154,102.0809968847352,102.0809968847352
9,9,-0.043656765137565223,-0.22038764668805566,-0.024487516298672851,0.53970277872685102,-0.22658366621486242,0.23570215955134324,-0.38487129913510687,0.019527101133984197,0,-0.29134519677223325,350.9281805994234,0.0063718022596683651,1,377,318.90997566909977,143,91.022222222222226,91.022222222222226
10,10,-0.092465847978591142,-0.3128534946666468,-0.031285349466664683,0.30195189187102572,-0.44989888797420335,0.36365676725591467,-0.32317434495265274,0.053651227368822198,0,-0.31008536212286264,349.32147414916119,0.0079162432078610945,1,368,307.68075117370893,132,84.781371280724457,84.781371280724457
11,11,-0.048315156819731087,-0.36116865148637789,-0.032833513771488902,0.11235415858183941,-0.45958529344913673,0.17400862707358744,-0.27645403317104167,0.055933375570182353,0,-0.30571071619354256,364.60479863420312,0.0061495590366240057,1,381,330.98989898989902,125,79.630619684082617,79.630619684082617
12,12,-0.011673466533212107,-0.37284211801959,-0.031070176501632501,0.20774050784119541,-0.44127009387717736,0.14180213437133377,-0.38228114305176952,0.060091764671120665,0,-0.23311391301765649,368.74345773647462,0.0059058061705601758,1,379,327.68000000000001,118,76.83001172332942,76.83001172332942
13,13,-0.0045368498613198582,-0.37737896788090985,-0.029029151375454604,0.11359545137256583,-0.59050104207354992,0.10319782786995259,-0.4757689129953685,0.10584859203055241,0,-0.28869617524100222,367.15209050064635,0.0056059114610681384,1,376,323.63456790123456,108,70.696871628910458,70.696871628910458
14,14,-0.057331457591643264,-0.43471042547255312,-0.031050744676610936,0.32058824948569853,-0.36074454264386691,0.22411406002671336,-0.33375054808011212,0.044928169047838321,0,-0.27922516511779133,366.21010058829751,0.0080709810099012149,1,385,328.50125313283206,101,69.49734888653235,69.49734888653235
15,15,-0.0043550785017973936,-0.43906550397435051,-0.029271033598290034,0.052390413042402315,-0.81356252941629703,0.19265308274649903,-0.51512343774040537,0.039924976062429111,0,-0.24948572876712169,358.12103620188572,0.0076016459838629796,1,377,323.63456790123456,96,63.442400774443371,63.442400774443371
16,16,-0.060621619171184804,-0.49968712314553532,-0.031230445196595957,0.41099593664504952,-0.47115482068424752,0.24462165386818363,-0.4287902687834283,-0.073881847007588486,0,-0.31882324997840283,352.12793833260002,0.0068837921361264197,1,372,312.82100238663486,89,55.327986492190796,55.327986492190796
17,17,-0.020148154622227743,-0.51983527776776306,-0.030578545751044885,0.11816624630105656,-0.59870767430583871,0.21499009504563923,-0.38910575924765067,-0.026304883561252115,0,-0.26146633453557244,363.44035121696152,0.0068606488736146524,1,381,327.68000000000001,85,50.685228151585463,50.685228151585463
18,18,-0.013757641547022637,-0.5335929193147857,-0.029644051073043649,0.32518826566253406,-0.27097691840795374,0.17950439137490337,-0.30990321942742405,-0.050023859471198265,0,-0.24501448070256024,367.09426191514837,0.0071864911166660906,1,374,322.04422604422604,79,48.401772525849339,48.401772525849339
19,19,-0.0068642430570466928,-0.54045716237183239,-0.028445113809043809,0.24973599934422411,-0.26349951238081326,0.2166275752343336,-0.22481086949317985,0.079423297456550801,0,-0.2255879669262929,373.86052013026824,0.0051900806017987338,1,385,336.08205128205128,77,46.054813773717498,46.054813773717498
20,20,0.026419969782163655,-0.51403719258966873,-0.025701859629483438,0.16224372365453543,-0.41174561950132182,0.10932761022478162,-0.40841688592770709,-0.036825534264021895,0,-0.2660254435918043,377.91615855196704,0.0063554854899499661,1,377,326.86284289276807,74,43.80748663101604,43.80748663101604
21,21,-0.025841371222401932,-0.53987856381207067,-0.025708503038670033,0.17934515250656188,-0.44513093710869156,0.14821227411494334,-0.4431561261465552,0.1518461783740693,0,-0.27371345750461029,363.48910583181294,0.0060988737487468869,1,378,328.50125313283206,71,38.358794263974247,38.358794263974247
22,22,-0.056583057989302077,-0.59646162180137274,-0.027111891900062399,0.51648167413159485,-0.34414632976680709,0.42273891545400599,-0.32414650628636227,0.025118173726869985,0,-0.25314612569584205,360.2394540696406,0.0062608132856401995,1,368,317.36561743341406,68,36.756029164329782,36.756029164329782
23,23,-0.050544610128968159,-0.6470062319303409,-0.028130705736101779,0.013187618290871384,-0.53282884463987934,0.15149059656175756,-0.31004854383524144,0.022356196237349451,0,-0.29882324320349513,371.03110113959377,0.0071328014946642785,1,386,334.36734693877548,65,35.861012311901504,35.861012311901504
24,24,-0.020898889461931525,-0.66790512139227243,-0.02782938005801135,0.49328214156299793,-0.31251682759802762,0.33393114573585375,-0.31000855873235833,0.022043159245912658,0,-0.25348298044472262,366.87483300599536,0.0057866559166748089,1,377,325.24069478908189,63,32.694437515589925,32.694437515589925
25,25,-0.024596773378998016,-0.69250189477127044,-0.027700075790850816,0.17519421732205123,-0.4913748880965168,0.18666123121340489,-0.40143007008614534,0.094483173868701739,0,-0.2534933547643321,357.79405452617715,0.0070708155233285474,1,381,321.25490196078431,60,32.792594445834375,32.792594445834375
26,26,-0.035390427557270954,-0.7278923223285414,-0.027995858551097746,0.20760786188960523,-0.56021379949127936,0.23702894582895917,-0.36025421814679159,0.060831029218852799,0,-0.2524825618024828,367.40204834783259,0.0056721301593268079,1,381,327.68000000000001,60,31.960985125579128,31.960985125579128
27,27,-0.028394038849401504,-0.7562863611779429,-0.028010605969553442,0.12313589781315651,-0.60832776527861598,0.16410560325501378,-0.43554979689778428,-0.0061110059752043687,0,-0.26821816785448205,359.05321257339637,0.0086555089504582461,1,378,323.63456790123456,57,29.897810218978101,29.897810218978101
28,28,-0.05795815178148267,-0.81424451295942557,-0.029080161177122341,0.42138822025242695,-0.42325419245331414,0.37614777433972735,-0.32387071309717974,0.045310367552760182,0,-0.27340648526867278,360.04673495348209,0.0063763134692068927,1,370,316.59903381642511,56,29.500787756020706,29.500787756020706
29,29,-0.055088461630353969,-0.86933297458977954,-0.0299769991237855,0.133290903741481,-0.48581023858864641,0.20608337377271616,-0.30334333393522284,0.033666415896361344,0,-0.28641340316523423,362.19402421755575,0.0075290304081741602,1,369,314.32134292565945,52,28.630843162953255,28.630843162953255
30,30,0.0010164813968502884,-0.86831649319292925,-0.028943883106430975,0.058356931971685067,-0.48755465644454227,0.067295541985080934,-0.43296158487010278,-0.034761152477495387,0,-0.2651930014539316,374.81761383364238,0.0060151719059045915,1,383,333.51653944020359,50,26.793131643499592,26.793131643499592
31,31,-0.039819753948955317,-0.90813624714188457,-0.029294717649738213,0.3158842419532546,-0.25810369906116709,0.26505170034150988,-0.26304367333748957,-0.016391458890100654,0,-0.23263178083264219,372.63062101559382,0.0051934871568001641,1,385,334.36734693877548,50,26.516690269067368,26.516690269067368
32,32,-0.017156555979059185,-0.92529280312094375,-0.028915400097529492,0.14083378491340109,-0.66047242876608891,0.2059093658048563,-0.38216979063987194,0.023655363657410437,0,-0.26208419194212429,368.06300863348235,0.0073469037284623531,1,387,331.82784810126583,48,24.169647796422645,24.169647796422645
33,33,-0.058863927686820361,-0.98415673080776411,-0.029822931236598911,0.23700582912614965,-0.53231717132710155,0.14503123169039439,-0.50650015752665289,0.099999033003131482,0,-0.29921184869927153,366.16254608860191,0.0071298641332288399,1,380,322.83743842364532,46,24.782000378143316,24.782000378143316
34,34,-0.1030811908090179,-1.087237921616782,-0.03197758592990535,0.8237637363038679,-0.40876509064932187,0.71317585337983314,-0.26775944621740499,0.10080828804825814,0,-0.29464929238582926,346.72676960770355,0.0088341694777360376,1,368,310.59715639810429,45,21.382055464926591,21.382055464926591
35,35,-0.036261835708164547,-1.1234997573249466,-0.032099993066427045,0.27737486851274162,-0.34448029429914823,0.25146688961341307,-0.28840374751407377,0.025420988092332911,0,-0.23424172652431308,368.12157293244627,0.0071549148569909366,1,386,329.32663316582915,44,19.472886643886497,19.472886643886497
36,36,-0.0064211435814556239,-1.1299209009064022,-0.031386691691844507,-0.10143261667953084,-0.53838632804336428,0.0082205341102808589,-0.41826613753506187,-0.038597242705964506,0,-0.29676785564725011,368.1878280948435,0.0073620429850996885,1,377,326.86284289276807,43,18.938303713336222,18.938303713336222
37,37,-0.065120839660326446,-1.1950417405667286,-0.032298425420722393,0.12775879143273253,-0.38059287090498101,0.21426903500872266,-0.21157022735140632,0.019023935681757382,0,-0.27597060666245143,370.11317486112074,0.0059011306468773426,1,381,327.68000000000001,42,18.786297835746023,18.786297835746023
38,38,-0.01266793440997116,-1.2077096749766998,-0.031781833552018413,0.08266503026168974,-0.40907712330571827,0.11939603844049176,-0.29470609630707362,-0.11498758454063027,0,-0.23566133958784427,380.00848351532886,0.0049583997358777204,1,387,337.81443298969072,41,18.618181818181817,18.618181818181817
39,39,-0.086354810359223322,-1.2940644853359231,-0.033181140649639056,0.36251332972310241,-0.3153838656863166,0.25588859398274033,-0.33393942929171055,0.11031028282569635,0,-0.30764296403870783,362.3110069810358,0.0063925781356029597,1,370,318.13592233009706,39,18.432288004500069,18.432288004500069
40,40,-0.030091838326969267,-1.3241563236628924,-0.033103908091572307,0.38897989056434545,-0.40693490698357637,0.28286132708823852,-0.39913906205326555,0.0930260189362484,0,-0.26619003214707204,355.30577940858217,0.0063621782346137239,1,377,325.24069478908189,39,18.354852261588015,18.354852261588015
41,41,-0.066744902636596493,-1.3909012262994889,-0.033924420153646072,0.37825433853442997,-0.4757879196193624,0.32948278571628015,-0.30781388335307391,0.023136949506928236,0,-0.32470811899454349,352.19413669784672,0.0060401920943244482,1,366,311.33491686460809,38,18.437473624982417,18.437473624982417
42,42,-0.035640826754789856,-1.4265420530542787,-0.033965286977482828,0.054281418510111472,-0.6229582956189218,0.16026093668587979,-0.3515431840228499,0.057973866018072376,0,-0.27758667892071265,365.62248202243876,0.0060458100305778991,1,379,326.04975124378109,36,16.960662525879918,16.960662525879918
43,43,-0.0032680444758437233,-1.4298100975301224,-0.033251397616979594,0.069728137071533997,-0.65339991165134592,0.14971283624276893,-0.40627191601119567,0.020448584582551579,0,-0.22985182212758795,370.06303397109536,0.0060915758675508559,1,376,327.68000000000001,35,16.849466512405193,16.849466512405193
