n,tau,k,one_minus_k,symmetry_residual,residual_ci_low,residual_ci_high,pair_reliability_gate,ci_contains_zero
10,140.0,0.8250000000000001,0.17500000000000002,-0.2882941066810169,-0.3102299243417171,-0.2822358559811422,0,0
10,140.0,0.8500000000000001,0.15000000000000002,-0.31292942140021185,-0.33623128911037736,-0.30626573287913605,0,0
10,140.0,0.875,0.125,-0.3387856197485342,-0.3632122906492441,-0.3315443664742528,0,0
10,140.0,0.9,0.1,-0.3662946643838238,-0.39169574478625446,-0.35880973709034886,0,0
10,140.0,0.925,0.07500000000000001,-0.3959851418386271,-0.4222553935134349,-0.3883154526193745,0,0
10,140.0,0.9500000000000001,0.05,-0.42847075769120646,-0.4555539540245578,-0.42067754542069263,0,0
10,140.0,0.9750000000000001,0.025,-0.4644441430372439,-0.49233150622924304,-0.4566149145291711,0,0
10,140.0,1.0,0.0,-0.5047151516555372,-0.533411115929054,-0.4968716365932388,0,0
10,160.0,0.0,1.0,0.5706566664860998,0.5640360896894677,0.5998189241805322,0,0
10,160.0,0.025,0.9750000000000001,0.5284912252270823,0.5218975674491101,0.5568385759047986,0,0
10,160.0,0.05,0.9500000000000001,0.4905498521866155,0.4839877252120603,0.5181029358453811,0,0
10,160.0,0.07500000000000001,0.925,0.4559566886259188,0.449408959731954,0.4827098303378476,0,0
10,160.0,0.1,0.9,0.4239586325576964,0.41747990692455583,0.4498360629424202,0,0
10,160.0,0.125,0.875,0.3938922694070184,0.38751085941464486,0.41875758860348417,0,0
10,160.0,0.15000000000000002,0.8500000000000001,0.3651905920824912,0.35905802224203476,0.3888919795584287,0,0
10,160.0,0.17500000000000002,0.8250000000000001,0.33741746480905005,0.33163746941577843,0.359815276622623,0,0
10,160.0,0.2,0.8,0.3102719633153008,0.3049102573523861,0.33112505272800463,0,0
10,160.0,0.225,0.775,0.2835594532015984,0.27867579329234093,0.30290050561482185,0,0
10,160.0,0.25,0.75,0.25715607679455754,0.2528077979783101,0.27499206406991583,0,0
10,160.0,0.275,0.7250000000000001,0.23098145600033537,0.22713205897496005,0.2472596407233855,0,0
10,160.0,0.30000000000000004,0.7000000000000001,0.2049812251342366,0.2016520433105405,0.21961349322538895,0,0
10,160.0,0.325,0.675,0.1791166755171309,0.17626377769613347,0.1920203833862448,0,0
10,160.0,0.35000000000000003,0.65,0.15335877026296812,0.15097063746041847,0.16449036055298485,0,0
10,160.0,0.375,0.625,0.12768467360081664,0.12573356752398565,0.13700907917654215,0,0
10,160.0,0.4,0.6000000000000001,0.10207568673895207,0.10052009804103704,0.1095658335510695,0,0
10,160.0,0.42500000000000004,0.5750000000000001,0.07651596015964873,0.07534324297092215,0.08215114521525735,0,0
10,160.0,0.45,0.55,0.05099163151978303,0.05020722379637674,0.054756571031407054,0,0
10,160.0,0.47500000000000003,0.525,0.025490195681444616,0.025097239587362607,0.02737506519049003,0,0
10,160.0,0.5,0.5,0.0,0.0,0.0,0,1
10,160.0,0.525,0.47500000000000003,-0.025490195681444616,-0.02737506519049003,-0.025097239587362607,0,0
10,160.0,0.55,0.45,-0.05099163151978303,-0.054756571031407054,-0.05020722379637674,0,0
10,160.0,0.5750000000000001,0.42500000000000004,-0.07651596015964873,-0.08215114521525735,-0.07534324297092215,0,0
10,160.0,0.6000000000000001,0.4,-0.10207568673895207,-0.1095658335510695,-0.10052009804103704,0,0
10,160.0,0.625,0.375,-0.12768467360081664,-0.13700907917654215,-0.12573356752398565,0,0
10,160.0,0.65,0.35000000000000003,-0.15335877026296812,-0.16449036055298485,-0.15097063746041847,0,0
10,160.0,0.675,0.325,-0.1791166755171309,-0.1920203833862448,-0.17626377769613347,0,0
10,160.0,0.7000000000000001,0.30000000000000004,-0.2049812251342366,-0.21961349322538895,-0.2016520433105405,0,0
10,160.0,0.7250000000000001,0.275,-0.23098145600033537,-0.24725964072338552,-0.22713205897496005,0,0
10,160.0,0.75,0.25,-0.25715607679455754,-0.27499206406991583,-0.2528077979783101,0,0
10,160.0,0.775,0.225,-0.2835594532015984,-0.30290050561482185,-0.27867579329234093,0,0
10,160.0,0.8,0.2,-0.3102719633153008,-0.33112505272800463,-0.3049102573523861,0,0
10,160.0,0.8250000000000001,0.17500000000000002,-0.33741746480905005,-0.359815276622623,-0.33163746941577843,0,0
10,160.0,0.8500000000000001,0.15000000000000002,-0.3651905920824912,-0.3888919795584287,-0.35905802224203476,0,0
10,160.0,0.875,0.125,-0.3938922694070184,-0.41875758860348417,-0.38751085941464486,0,0
10,160.0,0.9,0.1,-0.4239586325576964,-0.4498360629424202,-0.41747990692455583,0,0
10,160.0,0.925,0.07500000000000001,-0.4559566886259188,-0.4827098303378476,-0.449408959731954,0,0
10,160.0,0.9500000000000001,0.05,-0.4905498521866155,-0.5181029358453811,-0.4839877252120603,0,0
10,160.0,0.9750000000000001,0.025,-0.5284912252270823,-0.5568385759047986,-0.5218975674491101,0,0
10,160.0,1.0,0.0,-0.5706566664860998,-0.5998189241805322,-0.5640360896894677,0,0
10,180.0,0.0,1.0,0.5989776721031582,0.5940729174474667,0.6125895635076869,0,0
10,180.0,0.025,0.9750000000000001,0.555793462475126,0.5509170448286264,0.569060275513258,0,0
10,180.0,0.05,0.9500000000000001,0.5168769964502605,0.5120584445629788,0.5297909785020325,0,0
10,180.0,0.07500000000000001,0.925,0.48137945728073384,0.47670221427997195,0.49388402395696324,0,0
10,180.0,0.1,0.9,0.4485113881534194,0.4442613480405792,0.46048950233020847,0,0
10,180.0,0.125,0.875,0.4175230760377585,0.41358313800449054,0.42883223632862144,0,0
10,180.0,0.15000000000000002,0.8500000000000001,0.38778969754799497,0.38422400768704407,0.39832020693116743,0,0
10,180.0,0.17500000000000002,0.8250000000000001,0.3588648097907913,0.3555783886333879,0.3685623729356007,0,0
10,180.0,0.2,0.8,0.3304583357218208,0.32750968641189027,0.33927359467721196,0,0
10,180.0,0.225,0.775,0.3023885001996458,0.29964502713604063,0.31032517626503564,0,0
10,180.0,0.25,0.75,0.2745416764748648,0.2720717489222793,0.2816815627152738,0,0
10,180.0,0.275,0.7250000000000001,0.24684591454908186,0.24464315772783446,0.2532384126668741,0,0
10,180.0,0.30000000000000004,0.7000000000000001,0.21925474488059005,0.21732433249945232,0.22491579523734512,0,0
10,180.0,0.325,0.675,0.1917374406903363,0.19006160371094483,0.19668086307645805,0,0
10,180.0,0.35000000000000003,0.65,0.1642731417062537,0.16284471479251253,0.16850492180234167,0,0
10,180.0,0.375,0.625,0.13684726407672415,0.13564550080949483,0.14037100148411252,0,0
10,180.0,0.4,0.6000000000000001,0.10944926944472133,0.10848683824589886,0.11226701371027546,0,0
10,180.0,0.42500000000000004,0.5750000000000001,0.08207124924588405,0.0813489292030744,0.08418474968674441,0,0
10,180.0,0.45,0.55,0.05470700224774977,0.05422580614108361,0.05611726417570611,0,0
10,180.0,0.47500000000000003,0.525,0.027351411420663607,0.027110796014841135,0.028056911375134486,0,0
10,180.0,0.5,0.5,0.0,0.0,0.0,0,1
10,180.0,0.525,0.47500000000000003,-0.027351411420663607,-0.02805691137513449,-0.027110796014841135,0,0
10,180.0,0.55,0.45,-0.05470700224774977,-0.05611726417570611,-0.05422580614108361,0,0
10,180.0,0.5750000000000001,0.42500000000000004,-0.08207124924588405,-0.08418474968674443,-0.0813489292030744,0,0
10,180.0,0.6000000000000001,0.4,-0.10944926944472133,-0.11226701371027546,-0.10848683824589886,0,0
10,180.0,0.625,0.375,-0.13684726407672415,-0.14037100148411252,-0.13564550080949483,0,0
10,180.0,0.65,0.35000000000000003,-0.1642731417062537,-0.16850492180234167,-0.16284471479251253,0,0
10,180.0,0.675,0.325,-0.1917374406903363,-0.19668086307645805,-0.19006160371094483,0,0
10,180.0,0.7000000000000001,0.30000000000000004,-0.21925474488059005,-0.22491579523734512,-0.21732433249945232,0,0
10,180.0,0.7250000000000001,0.275,-0.24684591454908186,-0.2532384126668741,-0.24464315772783446,0,0
10,180.0,0.75,0.25,-0.2745416764748648,-0.2816815627152738,-0.2720717489222793,0,0
10,180.0,0.775,0.225,-0.3023885001996458,-0.31032517626503564,-0.29964502713604063,0,0
10,180.0,0.8,0.2,-0.3304583357218208,-0.33927359467721196,-0.32750968641189027,0,0
10,180.0,0.8250000000000001,0.17500000000000002,-0.3588648097907913,-0.3685623729356007,-0.3555783886333879,0,0
10,180.0,0.8500000000000001,0.15000000000000002,-0.38778969754799497,-0.39832020693116743,-0.38422400768704407,0,0
10,180.0,0.875,0.125,-0.4175230760377585,-0.42883223632862144,-0.41358313800449054,0,0
10,180.0,0.9,0.1,-0.4485113881534194,-0.46048950233020847,-0.4442613480405792,0,0
10,180.0,0.925,0.07500000000000001,-0.48137945728073384,-0.49388402395696324,-0.47670221427997195,0,0
10,180.0,0.9500000000000001,0.05,-0.5168769964502605,-0.5297909785020325,-0.5120584445629788,0,0
10,180.0,0.9750000000000001,0.025,-0.555793462475126,-0.569060275513258,-0.5509170448286264,0,0
10,180.0,1.0,0.0,-0.5989776721031582,-0.6125895635076869,-0.5940729174474667,0,0
10,200.0,0.0,1.0,0.5335493216473183,0.5280562628651899,0.630347494852755,0,0
10,200.0,0.025,0.9750000000000001,0.49197435186024896,0.48647077528645605,0.5862847513489527,0,0
10,200.0,0.05,0.9500000000000001,0.4546658624864264,0.44918614119714423,0.5464731649046087,0,0
10,200.0,0.07500000000000001,0.925,0.42089893781916343,0.41562787458241446,0.5100017350570093,0,0
10,200.0,0.1,0.9,0.3902213675732075,0.3857743081131016,0.4759622713037185,0,0
10,200.0,0.125,0.875,0.3621777201137587,0.35906648253602313,0.4435837460543342,0,0
10,200.0,0.15000000000000002,0.8500000000000001,0.3360294186696053,0.3340674501497428,0.41222728826989097,0,0
10,200.0,0.17500000000000002,0.8250000000000001,0.3109916732378104,0.30977372865306296,0.3814737674991226,0,0
10,200.0,0.2,0.8,0.2865318796430998,0.2857689753276786,0.35139292889544627,0,0
10,200.0,0.225,0.775,0.2623661032068504,0.2618822967974123,0.3215938963690738,0,0
10,200.0,0.25,0.75,0.23835424131725616,0.23803834496406806,0.2919450167195383,0,0
10,200.0,0.275,0.7250000000000001,0.2144266652445885,0.21421597579442306,0.26244474243280047,0,0
10,200.0,0.30000000000000004,0.7000000000000001,0.19054737328307902,0.19040572856776156,0.23306043583559594,0,0
10,200.0,0.325,0.675,0.16669684412130364,0.1666014905356925,0.20377677763596974,0,0
10,200.0,0.35000000000000003,0.65,0.14286399613985312,0.14279936648052746,0.17456462628778618,0,0
10,200.0,0.375,0.625,0.1190422741349649,0.1189985851683301,0.1454032584170609,0,0
10,200.0,0.4,0.6000000000000001,0.09522765450387072,0.0951984232629223,0.11628033481848064,0,0
10,200.0,0.42500000000000004,0.5750000000000001,0.07141757821454003,0.0713985853463762,0.08718823359840465,0,0
10,200.0,0.45,0.55,0.047610351551702734,0.047598966121333915,0.058115375560848954,0,0
10,200.0,0.47500000000000003,0.525,0.0238047912922158,0.023799459378349125,0.02905373259766158,0,0
10,200.0,0.5,0.5,0.0,0.0,0.0,0,1
10,200.0,0.525,0.47500000000000003,-0.0238047912922158,-0.02905373259766158,-0.023799459378349125,0,0
10,200.0,0.55,0.45,-0.047610351551702734,-0.058115375560848954,-0.047598966121333915,0,0
10,200.0,0.5750000000000001,0.42500000000000004,-0.07141757821454003,-0.08718823359840465,-0.0713985853463762,0,0
10,200.0,0.6000000000000001,0.4,-0.09522765450387072,-0.11628033481848064,-0.0951984232629223,0,0
10,200.0,0.625,0.375,-0.1190422741349649,-0.1454032584170609,-0.1189985851683301,0,0
10,200.0,0.65,0.35000000000000003,-0.14286399613985312,-0.17456462628778618,-0.14279936648052746,0,0
10,200.0,0.675,0.325,-0.16669684412130364,-0.20377677763596974,-0.1666014905356925,0,0
10,200.0,0.7000000000000001,0.30000000000000004,-0.19054737328307902,-0.23306043583559594,-0.19040572856776156,0,0
10,200.0,0.7250000000000001,0.275,-0.2144266652445885,-0.26244474243280047,-0.21421597579442306,0,0
10,200.0,0.75,0.25,-0.23835424131725616,-0.2919450167195383,-0.23803834496406806,0,0
10,200.0,0.775,0.225,-0.2623661032068504,-0.3215938963690738,-0.2618822967974123,0,0
10,200.0,0.8,0.2,-0.2865318796430998,-0.35139292889544627,-0.2857689753276786,0,0
10,200.0,0.8250000000000001,0.17500000000000002,-0.3109916732378104,-0.3814737674991226,-0.30977372865306296,0,0
10,200.0,0.8500000000000001,0.15000000000000002,-0.3360294186696053,-0.41222728826989097,-0.3340674501497428,0,0
10,200.0,0.875,0.125,-0.3621777201137587,-0.4435837460543342,-0.35906648253602313,0,0
10,200.0,0.9,0.1,-0.3902213675732075,-0.4759622713037185,-0.3857743081131016,0,0
10,200.0,0.925,0.07500000000000001,-0.42089893781916343,-0.5100017350570093,-0.41562787458241446,0,0
10,200.0,0.9500000000000001,0.05,-0.4546658624864264,-0.5464731649046087,-0.44918614119714423,0,0
10,200.0,0.9750000000000001,0.025,-0.49197435186024896,-0.5862847513489527,-0.48647077528645605,0,0
10,200.0,1.0,0.0,-0.5335493216473183,-0.630347494852755,-0.5280562628651899,0,0
20,20.0,0.0,1.0,-0.46007588476697947,-0.5000771805315503,-0.38634772798727285,0,0
20,20.0,0.025,0.9750000000000001,-0.4468255884754127,-0.48583566711133996,-0.37748296193134334,0,0
20,20.0,0.05,0.9500000000000001,-0.43113414998843214,-0.4690866619846711,-0.3661986415208395,0,0
20,20.0,0.07500000000000001,0.925,-0.4134833217958608,-0.45028546232569255,-0.3529628390130705,0,0
20,20.0,0.1,0.9,-0.39423154181113473,-0.42978138597916793,-0.3382251520485036,0,0
20,20.0,0.125,0.875,-0.3736546484436818,-0.4078413199299131,-0.322199778420014,0,0
20,20.0,0.15000000000000002,0.8500000000000001,-0.3519718301432052,-0.38467579607868574,-0.3051323351476593,0,0
20,20.0,0.17500000000000002,0.8250000000000001,-0.329362672090687,-0.3604564297504372,-0.2870419540913557,0,0
20,20.0,0.2,0.8,-0.30597856912336496,-0.3353317465276317,-0.2680645946850055,0,0
20,20.0,0.225,0.775,-0.28195039544295747,-0.30942514100605545,-0.24818165754359944,0,0
20,20.0,0.25,0.75,-0.25739354890541416,-0.2828495371422743,-0.22760246522500815,0,0
20,20.0,0.275,0.7250000000000001,-0.23241105122463193,-0.2557101598667548,-0.20644185677043125,0,0
20,20.0,0.30000000000000004,0.7000000000000001,-0.20709515178578997,-0.228093476637646,-0.18476912144914523,0,0
20,20.0,0.325,0.675,-0.18152778144811066,-0.20002296888843737,-0.16264741744441186,0,0
20,20.0,0.35000000000000003,0.65,-0.1557801904383945,-0.17169842628694615,-0.14006650900227696,0,0
20,20.0,0.375,0.625,-0.1299121448414285,-0.14323693984236577,-0.11711368628689585,0,0
20,20.0,0.4,0.6000000000000001,-0.10397110956475437,-0.1146658806132221,-0.09391759993294813,0,0
20,20.0,0.42500000000000004,0.5750000000000001,-0.07799186829272618,-0.08602488978252296,-0.0706133942004077,0,0
20,20.0,0.45,0.55,-0.051996983912846954,-0.057354368992967045,-0.04717061003803762,0,0
20,20.0,0.47500000000000003,0.525,-0.025998366353590537,-0.028676832809391987,-0.023613855128883667,0,0
20,20.0,0.5,0.5,0.0,0.0,0.0,0,1
20,20.0,0.525,0.47500000000000003,0.025998366353590537,0.023613855128883667,0.028676832809391987,0,0
20,20.0,0.55,0.45,0.051996983912846954,0.04717061003803762,0.057354368992967045,0,0
20,20.0,0.5750000000000001,0.42500000000000004,0.07799186829272618,0.0706133942004077,0.08602488978252296,0,0
20,20.0,0.6000000000000001,0.4,0.10397110956475437,0.09391759993294813,0.1146658806132221,0,0
20,20.0,0.625,0.375,0.1299121448414285,0.11711368628689585,0.14323693984236577,0,0
20,20.0,0.65,0.35000000000000003,0.1557801904383945,0.14006650900227693,0.17169842628694615,0,0
20,20.0,0.675,0.325,0.18152778144811066,0.16264741744441186,0.20002296888843737,0,0
20,20.0,0.7000000000000001,0.30000000000000004,0.20709515178578997,0.18476912144914523,0.228093476637646,0,0
20,20.0,0.7250000000000001,0.275,0.23241105122463193,0.20644185677043125,0.2557101598667548,0,0
20,20.0,0.75,0.25,0.25739354890541416,0.22760246522500815,0.28284953714227423,0,0
20,20.0,0.775,0.225,0.28195039544295747,0.24818165754359944,0.30942514100605545,0,0
20,20.0,0.8,0.2,0.30597856912336496,0.2680645946850055,0.3353317465276317,0,0
20,20.0,0.8250000000000001,0.17500000000000002,0.329362672090687,0.2870419540913557,0.3604564297504372,0,0
20,20.0,0.8500000000000001,0.15000000000000002,0.3519718301432052,0.3051323351476593,0.38467579607868574,0,0
20,20.0,0.875,0.125,0.3736546484436818,0.32219977842001396,0.4078413199299131,0,0
20,20.0,0.9,0.1,0.39423154181113473,0.3382251520485036,0.42978138597916793,0,0
20,20.0,0.925,0.07500000000000001,0.4134833217958608,0.35296283901307046,0.45028546232569255,0,0
20,20.0,0.9500000000000001,0.05,0.43113414998843214,0.3661986415208395,0.4690866619846711,0,0
20,20.0,0.9750000000000001,0.025,0.4468255884754127,0.37748296193134334,0.4858356671113399,0,0
20,20.0,1.0,0.0,0.46007588476697947,0.38634772798727285,0.5000771805315503,0,0
20,40.0,0.0,1.0,-0.18397981131064833,-0.2035245831102385,-0.14661916450367754,0,0
20,40.0,0.025,0.9750000000000001,-0.1851479303103419,-0.20433737683150927,-0.14956840150141304,0,0
20,40.0,0.05,0.9500000000000001,-0.1840920161373651,-0.202888809533615,-0.15020945314534606,0,0
20,40.0,0.07500000000000001,0.925,-0.18120811571676798,-0.19957814338580196,-0.14889118705963145,0,0
20,40.0,0.1,0.9,-0.17679283206933075,-0.19470750300380227,-0.14604086856023168,0,0
20,40.0,0.125,0.875,-0.17107315310645044,-0.18849333407895205,-0.14189047765951443,0,0
20,40.0,0.15000000000000002,0.8500000000000001,-0.16422606505353707,-0.18117505231174938,-0.1366326770633518,0,0
20,40.0,0.17500000000000002,0.8250000000000001,-0.15639189685404592,-0.17292706136215472,-0.13057868613210152,0,0
20,40.0,0.2,0.8,-0.1476836578919885,-0.16369498947702704,-0.12355381279557914,0,0
20,40.0,0.225,0.775,-0.1381937732262119,-0.153566507184771,-0.11577295899311858,0,0
20,40.0,0.25,0.75,-0.12799913865726342,-0.1426521811337367,-0.10732779845344073,0,0
20,40.0,0.275,0.7250000000000001,-0.11716513183555377,-0.13099972265570894,-0.09828971288446167,0,0
20,40.0,0.30000000000000004,0.7000000000000001,-0.1057490311224159,-0.11864403710298324,-0.08870948353511066,0,0
20,40.0,0.325,0.675,-0.09380315385808036,-0.1056054275556683,-0.0785605644466564,0,0
20,40.0,0.35000000000000003,0.65,-0.08137789179089058,-0.09193830351005093,-0.06802127198079046,0,0
20,40.0,0.375,0.625,-0.06852467091203254,-0.0776809879399158,-0.057165051674775355,0,0
20,40.0,0.4,0.6000000000000001,-0.05529869437201969,-0.06292744844771848,-0.046086727523914434,0,0
20,40.0,0.42500000000000004,0.5750000000000001,-0.041761168304916024,-0.04766477241102297,-0.034782625435341503,0,0
20,40.0,0.45,0.55,-0.02798061731333066,-0.032007850118812284,-0.023292723936012585,0,0
20,40.0,0.47500000000000003,0.525,-0.014032933157246186,-0.016075166266567076,-0.011677805163656794,0,0
20,40.0,0.5,0.5,0.0,0.0,0.0,0,1
20,40.0,0.525,0.47500000000000003,0.014032933157246186,0.011677805163656792,0.016075166266567076,0,0
20,40.0,0.55,0.45,0.02798061731333066,0.02329272393601258,0.032007850118812284,0,0
20,40.0,0.5750000000000001,0.42500000000000004,0.041761168304916024,0.0347826254353415,0.04766477241102297,0,0
20,40.0,0.6000000000000001,0.4,0.05529869437201969,0.04608672752391443,0.06292744844771848,0,0
20,40.0,0.625,0.375,0.06852467091203254,0.05716505167477534,0.0776809879399158,0,0
20,40.0,0.65,0.35000000000000003,0.08137789179089058,0.06802127198079046,0.09193830351005093,0,0
20,40.0,0.675,0.325,0.09380315385808036,0.0785605644466564,0.10560542755566829,0,0
20,40.0,0.7000000000000001,0.30000000000000004,0.1057490311224159,0.08870948353511064,0.11864403710298324,0,0
20,40.0,0.7250000000000001,0.275,0.11716513183555377,0.09828971288446166,0.13099972265570894,0,0
20,40.0,0.75,0.25,0.12799913865726342,0.10732779845344072,0.1426521811337367,0,0
20,40.0,0.775,0.225,0.1381937732262119,0.11577295899311855,0.15356650718477097,0,0
20,40.0,0.8,0.2,0.1476836578919885,0.12355381279557912,0.16369498947702704,0,0
20,40.0,0.8250000000000001,0.17500000000000002,0.15639189685404592,0.1305786861321015,0.17292706136215472,0,0
20,40.0,0.8500000000000001,0.15000000000000002,0.16422606505353707,0.13663267706335178,0.18117505231174938,0,0
20,40.0,0.875,0.125,0.17107315310645044,0.1418904776595144,0.18849333407895205,0,0
20,40.0,0.9,0.1,0.17679283206933075,0.14604086856023166,0.19470750300380224,0,0
20,40.0,0.925,0.07500000000000001,0.18120811571676798,0.14889118705963142,0.19957814338580196,0,0
20,40.0,0.9500000000000001,0.05,0.1840920161373651,0.15020945314534603,0.202888809533615,0,0
20,40.0,0.9750000000000001,0.025,0.1851479303103419,0.149568401501413,0.20433737683150927,0,0
20,40.0,1.0,0.0,0.18397981131064833,0.1466191645036775,0.2035245831102385,0,0
20,60.0,0.0,1.0,-0.039750924072101,-0.04845529245618644,-0.02715457032774106,0,0
20,60.0,0.025,0.9750000000000001,-0.04754673489856452,-0.056074725740687996,-0.03542190328929401,0,0
20,60.0,0.05,0.9500000000000001,-0.05324802213847496,-0.061591061338729415,-0.041625938785833,0,0
20,60.0,0.07500000000000001,0.925,-0.05722073717990979,-0.06537075404623871,-0.046044755065979596,0,0
20,60.0,0.1,0.9,-0.059739944819843474,-0.06768533179503236,-0.04901167762507804,0,0
20,60.0,0.125,0.875,-0.061016557469535264,-0.06875795103976398,-0.05067159236877766,0,0
20,60.0,0.15000000000000002,0.8500000000000001,-0.061215269683024,-0.06874184172474422,-0.05132523469727254,0,0
20,60.0,0.17500000000000002,0.8250000000000001,-0.06046710449510095,-0.06773614772283164,-0.051021049174586046,0,0
20,60.0,0.2,0.8,-0.05887854191148506,-0.06590708506201451,-0.049859002756467125,0,0
20,60.0,0.225,0.775,-0.05653838767637269,-0.06323288017445586,-0.04799030138982489,0,0
20,60.0,0.25,0.75,-0.05352306429283852,-0.059825986867543444,-0.04554264756970663,0,0
20,60.0,0.275,0.7250000000000001,-0.04990072458990512,-0.055770363019534544,-0.04256194606726809,0,0
20,60.0,0.30000000000000004,0.7000000000000001,-0.04573441975255514,-0.05112477414076562,-0.03907779415646824,0,0
20,60.0,0.325,0.675,-0.041084458681402855,-0.0459508711636138,-0.035140004150417604,0,0
20,60.0,0.35000000000000003,0.65,-0.03601005531114543,-0.040303611985404914,-0.030803495402601338,0,0
20,60.0,0.375,0.625,-0.030570360268908883,-0.03423650714215216,-0.02614741916814478,0,0
20,60.0,0.4,0.6000000000000001,-0.024824993874352948,-0.027815785077798517,-0.02122939892905178,0,0
20,60.0,0.42500000000000004,0.5750000000000001,-0.018834217642177097,-0.021110911351413218,-0.01610327184747427,0,0
20,60.0,0.45,0.55,-0.012658884658831526,-0.014192551940518196,-0.010821649395969095,0,0
20,60.0,0.47500000000000003,0.525,-0.006360289439039261,-0.007131847754724381,-0.005436633216093484,0,0
20,60.0,0.5,0.5,0.0,0.0,0.0,0,1
20,60.0,0.525,0.47500000000000003,0.006360289439039261,0.005436633216093484,0.00713184775472438,0,0
20,60.0,0.55,0.45,0.012658884658831526,0.010821649395969093,0.014192551940518194,0,0
20,60.0,0.5750000000000001,0.42500000000000004,0.018834217642177097,0.016103271847474267,0.021110911351413214,0,0
20,60.0,0.6000000000000001,0.4,0.024824993874352948,0.021229398929051777,0.027815785077798513,0,0
20,60.0,0.625,0.375,0.030570360268908883,0.026147419168144777,0.03423650714215216,0,0
20,60.0,0.65,0.35000000000000003,0.03601005531114543,0.030803495402601338,0.040303611985404914,0,0
20,60.0,0.675,0.325,0.041084458681402855,0.035140004150417604,0.0459508711636138,0,0
20,60.0,0.7000000000000001,0.30000000000000004,0.04573441975255514,0.03907779415646823,0.05112477414076561,0,0
20,60.0,0.7250000000000001,0.275,0.04990072458990512,0.04256194606726809,0.055770363019534544,0,0
20,60.0,0.75,0.25,0.05352306429283852,0.04554264756970662,0.059825986867543444,0,0
20,60.0,0.775,0.225,0.05653838767637269,0.04799030138982489,0.06323288017445586,0,0
20,60.0,0.8,0.2,0.05887854191148506,0.04985900275646712,0.06590708506201451,0,0
20,60.0,0.8250000000000001,0.17500000000000002,0.06046710449510095,0.051021049174586046,0.06773614772283164,0,0
20,60.0,0.8500000000000001,0.15000000000000002,0.061215269683024,0.05132523469727254,0.06874184172474422,0,0
20,60.0,0.875,0.125,0.061016557469535264,0.05067159236877766,0.06875795103976398,0,0
20,60.0,0.9,0.1,0.059739944819843474,0.04901167762507804,0.06768533179503236,0,0
20,60.0,0.925,0.07500000000000001,0.05722073717990979,0.04604475506597959,0.06537075404623871,0,0
20,60.0,0.9500000000000001,0.05,0.05324802213847496,0.041625938785833,0.061591061338729415,0,0
20,60.0,0.9750000000000001,0.025,0.04754673489856452,0.03542190328929401,0.056074725740687996,0,0
20,60.0,1.0,0.0,0.039750924072101,0.02715457032774106,0.04845529245618644,0,0
20,80.0,0.0,1.0,-0.0008562317121469265,-0.013075658922670857,0.039218372469110335,0,1
20,80.0,0.025,0.9750000000000001,-0.010105415870377343,-0.02221966157162941,0.028273155089404103,0,1
20,80.0,0.05,0.9500000000000001,-0.017323494899667446,-0.029316845549353935,0.019359978108315898,0,1
20,80.0,0.07500000000000001,0.925,-0.022865723798040173,-0.0347248732225139,0.012119165344443968,0,1
20,80.0,0.1,0.9,-0.027002138142599216,-0.03871359999608885,0.006279914970830185,0,1
20,80.0,0.125,0.875,-0.029942941258863875,-0.041489433073908594,0.0016236182764641153,0,1
20,80.0,0.15000000000000002,0.8500000000000001,-0.03185496734821987,-0.04320946343720776,-0.0019315063978152657,0,0
20,80.0,0.17500000000000002,0.8250000000000001,-0.032873000644968446,-0.04399969806746212,-0.004622432065381704,0,0
20,80.0,0.2,0.8,-0.033107792630300836,-0.043931503781432464,-0.006594942019493699,0,0
20,80.0,0.225,0.775,-0.03265185635159839,-0.043101221710293375,-0.007959571878201354,0,0
20,80.0,0.25,0.75,-0.03158377935557506,-0.04157214622570177,-0.008701449251158701,0,0
20,80.0,0.275,0.7250000000000001,-0.029971591857532065,-0.03939902273225083,-0.009033005183654817,0,0
20,80.0,0.30000000000000004,0.7000000000000001,-0.02787555900253825,-0.03664506963791598,-0.00893194418624184,0,0
20,80.0,0.325,0.675,-0.025350614250701245,-0.03335010315126188,-0.008480978394547761,0,0
20,80.0,0.35000000000000003,0.65,-0.02244851848544742,-0.029558663401320222,-0.0077483870663216,0,0
20,80.0,0.375,0.625,-0.019219727893782346,-0.02534260597957773,-0.006785468095395493,0,0
20,80.0,0.4,0.6000000000000001,-0.015714895291160852,-0.020729601408912564,-0.005638522601442148,0,0
20,80.0,0.42500000000000004,0.5750000000000001,-0.011985920432829013,-0.015820806315856747,-0.004349228669003539,0,0
20,80.0,0.45,0.55,-0.00808649903192761,-0.010683685718158434,-0.002955990762224928,0,0
20,80.0,0.47500000000000003,0.525,-0.004072179694122789,-0.005383157559984688,-0.001494788055060997,0,0
20,80.0,0.5,0.5,0.0,0.0,0.0,0,1
20,80.0,0.525,0.47500000000000003,0.004072179694122789,0.0014947880550609967,0.0053831575599846875,0,0
20,80.0,0.55,0.45,0.00808649903192761,0.0029559907622249276,0.010683685718158434,0,0
20,80.0,0.5750000000000001,0.42500000000000004,0.011985920432829013,0.004349228669003539,0.015820806315856747,0,0
20,80.0,0.6000000000000001,0.4,0.015714895291160852,0.005638522601442147,0.020729601408912564,0,0
20,80.0,0.625,0.375,0.019219727893782346,0.006785468095395493,0.02534260597957773,0,0
