n,tau,k,one_minus_k,symmetry_residual,residual_ci_low,residual_ci_high,pair_reliability_gate,ci_contains_zero
10,60.0,0.5,0.5,0.0,0.0,0.0,0,1
10,60.0,0.525,0.47500000000000003,0.0006119685521001894,-0.006854972361093188,0.0017765557513985486,0,1
10,60.0,0.55,0.45,0.0011366754734480622,-0.013755786142999294,0.003502097185828788,0,1
10,60.0,0.5750000000000001,0.42500000000000004,0.0014820108885152394,-0.020750570118808466,0.005119611213204317,0,1
10,60.0,0.6000000000000001,0.4,0.0015465266170052727,-0.027892160218091693,0.00656903868711653,0,1
10,60.0,0.625,0.375,0.0012158082647549528,-0.03524076903443317,0.007757363268953253,0,1
10,60.0,0.65,0.35000000000000003,0.0003604246959902635,-0.04286698322921855,0.008528933322592247,0,1
10,60.0,0.675,0.325,-0.001163742328620404,-0.05085508788986502,0.008647683866324505,0,1
10,60.0,0.7000000000000001,0.30000000000000004,-0.003512307107071483,-0.0592818377778426,0.008001807727203844,0,1
10,60.0,0.7250000000000001,0.275,-0.0068467885760035985,-0.06826402863088385,0.006285113881722714,0,1
10,60.0,0.75,0.25,-0.011328441906964859,-0.07796880749052937,0.003263134037465448,0,1
10,60.0,0.775,0.225,-0.017114331882113393,-0.08857084829710776,-0.0012656441031626232,0,0
10,60.0,0.8,0.2,-0.024358225061932554,-0.10027001256385742,-0.007699225601288832,0,0
10,60.0,0.8250000000000001,0.17500000000000002,-0.0332174190432144,-0.11328938345684275,-0.01592987091950402,0,0
10,60.0,0.8500000000000001,0.15000000000000002,-0.043865046173568234,-0.12787477174431794,-0.02619950382678874,0,0
10,60.0,0.875,0.125,-0.05650668710704966,-0.14429939346019768,-0.038613100276814936,0,0
10,60.0,0.9,0.1,-0.07140024791789411,-0.162876554501865,-0.05336105389225997,0,0
10,60.0,0.925,0.07500000000000001,-0.08887861039812138,-0.18398068863405248,-0.07082128292267864,0,0
10,60.0,0.9500000000000001,0.05,-0.10937615170762265,-0.20807562880434985,-0.09132082689992632,0,0
10,60.0,0.9750000000000001,0.025,-0.1334641461339888,-0.23575161244545267,-0.1153715165080226,0,0
10,60.0,1.0,0.0,-0.16190649470677465,-0.26778007005006277,-0.14379678807967494,0,0
10,80.0,0.0,1.0,0.24888742347682596,0.2370461043424443,0.33225423219410427,0,0
10,80.0,0.025,0.9750000000000001,0.216718356701405,0.20483866411092058,0.29799144599269745,0,0
10,80.0,0.05,0.9500000000000001,0.18888707885641312,0.1769794232557106,0.2680705785474474,0,0
10,80.0,0.07500000000000001,0.925,0.16464880772607934,0.15274782384643165,0.24173433308259618,0,0
10,80.0,0.1,0.9,0.14345581873000954,0.13164098585855893,0.21850940024920243,0,0
10,80.0,0.125,0.875,0.12489864097408934,0.11336062384779776,0.19788257155261657,0,0
10,80.0,0.15000000000000002,0.8500000000000001,0.10866821684478367,0.09775112224811239,0.1792953021382864,0,0
10,80.0,0.17500000000000002,0.8250000000000001,0.09452330731682429,0.08467125482469036,0.16213123363113288,0,0
10,80.0,0.2,0.8,0.0822498477184907,0.07336290864817392,0.14626602613859221,0,0
10,80.0,0.225,0.775,0.07161929417960608,0.06395158009701492,0.1314523691078286,0,0
10,80.0,0.25,0.75,0.062369418659777576,0.05595846944659901,0.11747652739178896,0,0
10,80.0,0.275,0.7250000000000001,0.05421908193178662,0.048836353378460616,0.10421761370465649,0,0
10,80.0,0.30000000000000004,0.7000000000000001,0.04690112567585564,0.04261227944442058,0.09153474728358844,0,0
10,80.0,0.325,0.675,0.04018893243925803,0.03686288831164359,0.07928202660372986,0,0
10,80.0,0.35000000000000003,0.65,0.03390600620911338,0.03117543806853516,0.06740565378732935,0,0
10,80.0,0.375,0.625,0.02792222095627589,0.02574918081474285,0.05580878545355536,0,0
10,80.0,0.4,0.6000000000000001,0.02214430508198073,0.02045792536983688,0.04441794565210547,0,0
10,80.0,0.42500000000000004,0.5750000000000001,0.016505780333887082,0.015289640925728496,0.03318342009257286,0,0
10,80.0,0.45,0.55,0.01095852479462292,0.010174422898145364,0.02206157271285145,0,0
10,80.0,0.47500000000000003,0.525,0.0054663184311955215,0.00507928336640886,0.011012808308281339,0,0
10,80.0,0.5,0.5,0.0,0.0,0.0,0,1
10,80.0,0.525,0.47500000000000003,-0.0054663184311955215,-0.011012808308281342,-0.00507928336640886,0,0
10,80.0,0.55,0.45,-0.01095852479462292,-0.022061572712851456,-0.010174422898145364,0,0
10,80.0,0.5750000000000001,0.42500000000000004,-0.016505780333887082,-0.033183420092572864,-0.015289640925728496,0,0
10,80.0,0.6000000000000001,0.4,-0.02214430508198073,-0.044417945652105474,-0.02045792536983688,0,0
10,80.0,0.625,0.375,-0.02792222095627589,-0.055808785453555367,-0.02574918081474285,0,0
10,80.0,0.65,0.35000000000000003,-0.03390600620911338,-0.06740565378732935,-0.03117543806853516,0,0
10,80.0,0.675,0.325,-0.04018893243925803,-0.07928202660372986,-0.03686288831164359,0,0
10,80.0,0.7000000000000001,0.30000000000000004,-0.04690112567585564,-0.09153474728358844,-0.04261227944442058,0,0
10,80.0,0.7250000000000001,0.275,-0.05421908193178662,-0.10421761370465649,-0.04883635337846062,0,0
10,80.0,0.75,0.25,-0.062369418659777576,-0.11747652739178897,-0.05595846944659901,0,0
10,80.0,0.775,0.225,-0.07161929417960608,-0.1314523691078286,-0.06395158009701492,0,0
10,80.0,0.8,0.2,-0.0822498477184907,-0.14626602613859221,-0.07336290864817392,0,0
10,80.0,0.8250000000000001,0.17500000000000002,-0.09452330731682429,-0.16213123363113288,-0.08467125482469036,0,0
10,80.0,0.8500000000000001,0.15000000000000002,-0.10866821684478367,-0.1792953021382864,-0.09775112224811239,0,0
10,80.0,0.875,0.125,-0.12489864097408934,-0.19788257155261657,-0.11336062384779776,0,0
10,80.0,0.9,0.1,-0.14345581873000954,-0.21850940024920243,-0.13164098585855893,0,0
10,80.0,0.925,0.07500000000000001,-0.16464880772607934,-0.24173433308259618,-0.15274782384643165,0,0
10,80.0,0.9500000000000001,0.05,-0.18888707885641312,-0.2680705785474475,-0.1769794232557106,0,0
10,80.0,0.9750000000000001,0.025,-0.216718356701405,-0.29799144599269745,-0.20483866411092058,0,0
10,80.0,1.0,0.0,-0.24888742347682596,-0.33225423219410427,-0.2370461043424443,0,0
10,100.0,0.0,1.0,0.4397401971295739,0.432278387325976,0.45467408758334193,0,0
10,100.0,0.025,0.9750000000000001,0.4016954181064864,0.3943278751745679,0.4163424462444549,0,0
10,100.0,0.05,0.9500000000000001,0.367963323324769,0.3606974231287542,0.3823139308460943,0,0
10,100.0,0.07500000000000001,0.925,0.3377551314440894,0.3305739594911182,0.35179330360277294,0,0
10,100.0,0.1,0.9,0.3104303342546869,0.30334241939598056,0.3241180531566838,0,0
10,100.0,0.125,0.875,0.2854328234544437,0.2784773130716729,0.298580073592707,0,0
10,100.0,0.15000000000000002,0.8500000000000001,0.2622702836807709,0.25549043520885345,0.2747836993684717,0,0
10,100.0,0.17500000000000002,0.8250000000000001,0.24051804370318,0.23410069994518698,0.2523123813835054,0,0
10,100.0,0.2,0.8,0.21982731332727312,0.21377860673300783,0.23083256864747595,0,0
10,100.0,0.225,0.775,0.199925865774455,0.19434075294778608,0.2100924300772566,0,0
10,100.0,0.25,0.75,0.18060948507544786,0.17556120243348175,0.18990562461228072,0,0
10,100.0,0.275,0.7250000000000001,0.16172849701336536,0.1571652853043419,0.1701297637514783,0,0
10,100.0,0.30000000000000004,0.7000000000000001,0.14317401387134698,0.13915319122813727,0.15066424272674667,0,0
10,100.0,0.325,0.675,0.12486638614387816,0.12136354199459895,0.13143477986977073,0,0
10,100.0,0.35000000000000003,0.65,0.10674647035506679,0.1037307249356332,0.11238570121118742,0,0
10,100.0,0.375,0.625,0.08876938099412551,0.08625069246171742,0.0934719626269843,0,0
10,100.0,0.4,0.6000000000000001,0.0709001262139703,0.06888346192195126,0.07465946555615532,0,0
10,100.0,0.42500000000000004,0.5750000000000001,0.05311056551502544,0.051605721722779864,0.05592839537188593,0,0
10,100.0,0.45,0.55,0.03537725521932217,0.0343790969526301,0.03725498471741067,0,0
10,100.0,0.47500000000000003,0.525,0.017679872086182102,0.017182333449229856,0.018618484938626514,0,0
10,100.0,0.5,0.5,0.0,0.0,0.0,0,1
10,100.0,0.525,0.47500000000000003,-0.017679872086182102,-0.018618484938626514,-0.017182333449229856,0,0
10,100.0,0.55,0.45,-0.03537725521932217,-0.03725498471741067,-0.0343790969526301,0,0
10,100.0,0.5750000000000001,0.42500000000000004,-0.05311056551502544,-0.05592839537188594,-0.051605721722779864,0,0
10,100.0,0.6000000000000001,0.4,-0.0709001262139703,-0.07465946555615534,-0.06888346192195126,0,0
10,100.0,0.625,0.375,-0.08876938099412551,-0.0934719626269843,-0.08625069246171742,0,0
10,100.0,0.65,0.35000000000000003,-0.10674647035506679,-0.11238570121118743,-0.1037307249356332,0,0
10,100.0,0.675,0.325,-0.12486638614387816,-0.13143477986977073,-0.12136354199459895,0,0
10,100.0,0.7000000000000001,0.30000000000000004,-0.14317401387134698,-0.15066424272674667,-0.13915319122813727,0,0
10,100.0,0.7250000000000001,0.275,-0.16172849701336536,-0.1701297637514783,-0.15716528530434193,0,0
10,100.0,0.75,0.25,-0.18060948507544786,-0.18990562461228072,-0.17556120243348175,0,0
10,100.0,0.775,0.225,-0.199925865774455,-0.2100924300772566,-0.19434075294778608,0,0
10,100.0,0.8,0.2,-0.21982731332727312,-0.23083256864747595,-0.21377860673300783,0,0
10,100.0,0.8250000000000001,0.17500000000000002,-0.24051804370318,-0.2523123813835054,-0.23410069994518698,0,0
10,100.0,0.8500000000000001,0.15000000000000002,-0.2622702836807709,-0.2747836993684717,-0.25549043520885345,0,0
10,100.0,0.875,0.125,-0.2854328234544437,-0.298580073592707,-0.2784773130716729,0,0
10,100.0,0.9,0.1,-0.3104303342546869,-0.32411805315668385,-0.30334241939598056,0,0
10,100.0,0.925,0.07500000000000001,-0.3377551314440894,-0.351793303602773,-0.3305739594911182,0,0
10,100.0,0.9500000000000001,0.05,-0.367963323324769,-0.38231393084609433,-0.3606974231287542,0,0
10,100.0,0.9750000000000001,0.025,-0.4016954181064864,-0.4163424462444549,-0.3943278751745679,0,0
10,100.0,1.0,0.0,-0.4397401971295739,-0.45467408758334193,-0.432278387325976,0,0
10,120.0,0.0,1.0,0.4719087485250178,0.46316899994019306,0.5038123048745733,0,0
10,120.0,0.025,0.9750000000000001,0.4328166983583398,0.424112981579194,0.46373698516669737,0,0
10,120.0,0.05,0.9500000000000001,0.3980143728888375,0.3893747037653421,0.4279380379388663,0,0
10,120.0,0.07500000000000001,0.925,0.3667128155670069,0.3582006773077476,0.39562670636621033,0,0
10,120.0,0.1,0.9,0.33824470644450044,0.32990586771612074,0.36612775390041224,0,0
10,120.0,0.125,0.875,0.3120182265876259,0.30396503826232724,0.33881753229865696,0,0
10,120.0,0.15000000000000002,0.8500000000000001,0.28751179453515574,0.2797838264271253,0.31313183086274,0,0
10,120.0,0.17500000000000002,0.8250000000000001,0.26429053637136457,0.2569914429434469,0.288607123985944,0,0
10,120.0,0.2,0.8,0.24201540269621663,0.23518133695829674,0.2648979503165724,0,0
10,120.0,0.225,0.775,0.2204351114790595,0.21409413295017168,0.24176212469200656,0,0
10,120.0,0.25,0.75,0.1993685014838534,0.19355872101307736,0.21903396344652457,0,0
10,120.0,0.275,0.7250000000000001,0.17868603687024934,0.17350232295767812,0.19660012313623937,0,0
10,120.0,0.30000000000000004,0.7000000000000001,0.15829453417048575,0.1536989605143824,0.17438205527441633,0,0
10,120.0,0.325,0.675,0.13812585658565724,0.1341157575133718,0.15232426470624585,0,0
10,120.0,0.35000000000000003,0.65,0.11812899374414426,0.1147358099679902,0.13038981564995133,0,0
10,120.0,0.375,0.625,0.09826466008856041,0.09548203805420595,0.10854423261995091,0,0
10,120.0,0.4,0.6000000000000001,0.0785016399011626,0.07630530666423938,0.08676506825320572,0,0
10,120.0,0.42500000000000004,0.5750000000000001,0.05881429311095937,0.057188439619798644,0.06502430204648793,0,0
10,120.0,0.45,0.55,0.03918081029505205,0.03810155291009166,0.0433262966205291,0,0
10,120.0,0.47500000000000003,0.525,0.019581939408015225,0.019043784990606757,0.021656303646749944,0,0
10,120.0,0.5,0.5,0.0,0.0,0.0,0,1
10,120.0,0.525,0.47500000000000003,-0.019581939408015225,-0.021656303646749944,-0.019043784990606757,0,0
10,120.0,0.55,0.45,-0.03918081029505205,-0.0433262966205291,-0.03810155291009166,0,0
10,120.0,0.5750000000000001,0.42500000000000004,-0.05881429311095937,-0.06502430204648793,-0.057188439619798644,0,0
10,120.0,0.6000000000000001,0.4,-0.0785016399011626,-0.08676506825320572,-0.07630530666423938,0,0
10,120.0,0.625,0.375,-0.09826466008856041,-0.10854423261995091,-0.09548203805420595,0,0
10,120.0,0.65,0.35000000000000003,-0.11812899374414426,-0.13038981564995133,-0.1147358099679902,0,0
10,120.0,0.675,0.325,-0.13812585658565724,-0.15232426470624585,-0.1341157575133718,0,0
10,120.0,0.7000000000000001,0.30000000000000004,-0.15829453417048575,-0.17438205527441633,-0.1536989605143824,0,0
10,120.0,0.7250000000000001,0.275,-0.17868603687024934,-0.19660012313623937,-0.17350232295767812,0,0
10,120.0,0.75,0.25,-0.1993685014838534,-0.21903396344652457,-0.19355872101307736,0,0
10,120.0,0.775,0.225,-0.2204351114790595,-0.24176212469200656,-0.21409413295017168,0,0
10,120.0,0.8,0.2,-0.24201540269621663,-0.2648979503165724,-0.23518133695829674,0,0
10,120.0,0.8250000000000001,0.17500000000000002,-0.26429053637136457,-0.28860712398594407,-0.2569914429434469,0,0
10,120.0,0.8500000000000001,0.15000000000000002,-0.28751179453515574,-0.31313183086274005,-0.2797838264271253,0,0
10,120.0,0.875,0.125,-0.3120182265876259,-0.338817532298657,-0.30396503826232724,0,0
10,120.0,0.9,0.1,-0.33824470644450044,-0.36612775390041224,-0.32990586771612074,0,0
10,120.0,0.925,0.07500000000000001,-0.3667128155670069,-0.3956267063662104,-0.3582006773077476,0,0
10,120.0,0.9500000000000001,0.05,-0.3980143728888375,-0.42793803793886637,-0.3893747037653421,0,0
10,120.0,0.9750000000000001,0.025,-0.4328166983583398,-0.46373698516669737,-0.424112981579194,0,0
10,120.0,1.0,0.0,-0.4719087485250178,-0.5038123048745733,-0.46316899994019306,0,0
10,140.0,0.0,1.0,0.5047151516555372,0.49687163659323874,0.533411115929054,0,0
10,140.0,0.025,0.9750000000000001,0.4644441430372439,0.4566149145291711,0.49233150622924304,0,0
10,140.0,0.05,0.9500000000000001,0.42847075769120646,0.4206775454206926,0.4555539540245578,0,0
10,140.0,0.07500000000000001,0.925,0.3959851418386271,0.3883154526193745,0.42225539351343483,0,0
10,140.0,0.1,0.9,0.3662946643838238,0.35880973709034886,0.39169574478625446,0,0
10,140.0,0.125,0.875,0.3387856197485342,0.3315443664742527,0.3632122906492441,0,0
10,140.0,0.15000000000000002,0.8500000000000001,0.31292942140021185,0.30626573287913605,0.33623128911037736,0,0
10,140.0,0.17500000000000002,0.8250000000000001,0.2882941066810169,0.2822358559811422,0.3102299243417171,0,0
10,140.0,0.2,0.8,0.2645417956157374,0.2590867147296186,0.2849169741907362,0,0
10,140.0,0.225,0.775,0.24141746077045959,0.23662552072963847,0.260103869277176,0,0
10,140.0,0.25,0.75,0.21873490427459155,0.21446067666996899,0.2356687192703332,0,0
10,140.0,0.275,0.7250000000000001,0.19636197071914152,0.19263566650710873,0.21157327501883602,0,0
10,140.0,0.30000000000000004,0.7000000000000001,0.1742065998367931,0.17097048814948082,0.18769082047220922,0,0
10,140.0,0.325,0.675,0.1522051288832081,0.14940392072158576,0.16396242827409335,0,0
10,140.0,0.35000000000000003,0.65,0.13031338047119723,0.1279243263152318,0.14031193336846778,0,0
10,140.0,0.375,0.625,0.10850030260589788,0.1065027678096206,0.11677670627308527,0,0
10,140.0,0.4,0.6000000000000001,0.08674360013511445,0.08514424027328649,0.09332752869621432,0,0
10,140.0,0.42500000000000004,0.5750000000000001,0.06502678341233159,0.06383300359900211,0.06993323095861023,0,0
10,140.0,0.45,0.55,0.043337171482449977,0.042544067314639736,0.04659115799998,0,0
10,140.0,0.47500000000000003,0.525,0.021664514215972763,0.021268788700742117,0.023286384220926357,0,0
10,140.0,0.5,0.5,0.0,0.0,0.0,0,1
10,140.0,0.525,0.47500000000000003,-0.021664514215972763,-0.023286384220926357,-0.021268788700742117,0,0
10,140.0,0.55,0.45,-0.043337171482449977,-0.04659115799998,-0.042544067314639736,0,0
10,140.0,0.5750000000000001,0.42500000000000004,-0.06502678341233159,-0.06993323095861023,-0.06383300359900211,0,0
10,140.0,0.6000000000000001,0.4,-0.08674360013511445,-0.09332752869621432,-0.08514424027328649,0,0
10,140.0,0.625,0.375,-0.10850030260589788,-0.11677670627308527,-0.1065027678096206,0,0
10,140.0,0.65,0.35000000000000003,-0.13031338047119723,-0.14031193336846778,-0.1279243263152318,0,0
10,140.0,0.675,0.325,-0.1522051288832081,-0.16396242827409335,-0.14940392072158576,0,0
10,140.0,0.7000000000000001,0.30000000000000004,-0.1742065998367931,-0.18769082047220922,-0.17097048814948082,0,0
10,140.0,0.7250000000000001,0.275,-0.19636197071914152,-0.21157327501883602,-0.19263566650710873,0,0
10,140.0,0.75,0.25,-0.21873490427459155,-0.2356687192703332,-0.21446067666996899,0,0
10,140.0,0.775,0.225,-0.24141746077045959,-0.260103869277176,-0.23662552072963847,0,0
10,140.0,0.8,0.2,-0.2645417956157374,-0.2849169741907362,-0.2590867147296186,0,0
