source,n,tau,k,psi,psi_ci_low,psi_ci_high,sample_count,n_streams,groups_per_stream,sample_weight_ess,sample_weight_relative_ess,stream_weight_ess,max_sample_weight_fraction,max_stream_weight_fraction,direct_reliability_gate
experiments/entropy_ft_2026-08-26/production/n10_blocks.csv,10,60.0,0.025,-0.02962106220322006,-0.029654062844650594,-0.029587047146141448,333312,128,2604,256571.1452004584,0.7697627004142017,127.9832769543101,1.910956984033407e-05,0.007999608966409177,1
experiments/entropy_ft_2026-08-26/production/n10_blocks.csv,10,60.0,0.05,-0.05488090785790224,-0.05494887620381826,-0.05480832269758378,333312,128,2604,138925.50256127492,0.41680318308754233,127.92399571373926,9.369353715278507e-05,0.008326647340192376,1
experiments/entropy_ft_2026-08-26/production/n10_blocks.csv,10,60.0,0.07500000000000001,-0.07654252587281869,-0.07666065461033765,-0.07642173995398598,333312,128,2604,61767.89167727044,0.18531553522606578,127.76542399501652,0.0003701748713897147,0.00881022926902676,1
experiments/entropy_ft_2026-08-26/production/n10_blocks.csv,10,60.0,0.1,-0.09517612985570666,-0.0953720272235687,-0.09496445950000121,333312,128,2604,24319.683639306022,0.07296372059603622,127.31972753640699,0.0012195545934895755,0.009546390266867407,1
experiments/entropy_ft_2026-08-26/production/n10_blocks.csv,10,60.0,0.125,-0.11121485679634478,-0.11155621921648451,-0.11083890846713391,333312,128,2604,8825.557996012329,0.02647836860362762,126.01939485790885,0.0034385798321259617,0.012202732634636504,1
experiments/entropy_ft_2026-08-26/production/n10_blocks.csv,10,60.0,0.15000000000000002,-0.12499012989623728,-0.12555937365286834,-0.12433355589936061,333312,128,2604,3055.3861936048966,0.009166745252510851,122.31373372529573,0.008464019322903072,0.017787409960369198,1
experiments/entropy_ft_2026-08-26/production/n10_blocks.csv,10,60.0,0.17500000000000002,-0.13675812888544467,-0.1376417109903359,-0.13559361042739432,333312,128,2604,1053.472604973592,0.003160620094606831,112.81510862882908,0.01847010211412345,0.028400402051504455,0
experiments/entropy_ft_2026-08-26/production/n10_blocks.csv,10,60.0,0.2,-0.1467223773863333,-0.14816220251825546,-0.1448511540681523,333312,128,2604,379.23636516699236,0.0011377819135434438,93.52606694511175,0.036170991518615636,0.04661390956128759,0
experiments/entropy_ft_2026-08-26/production/n10_blocks.csv,10,60.0,0.225,-0.15505353922641002,-0.15727897902583965,-0.15211887678439476,333312,128,2604,148.18757465946547,0.0004445911778137765,66.46453349864125,0.0642239628489843,0.07491246259837027,0
experiments/entropy_ft_2026-08-26/production/n10_blocks.csv,10,60.0,0.25,-0.16190592761876368,-0.16533584258916392,-0.15759134542892358,333312,128,2604,64.35761234942457,0.00019308519450072175,41.392899037086416,0.10435190853699214,0.11488113250839821,0
experiments/entropy_ft_2026-08-26/production/n10_blocks.csv,10,60.0,0.275,-0.16742967328043667,-0.1724630314232494,-0.1616204109201506,333312,128,2604,31.347742432170953,9.404924644828555e-05,24.495751045554517,0.15656055816240885,0.16647997571832834,0
