bc_id,bc_label,n,T1,Tn,gamma,dt_max,burnin,measure,seed,requested_trajectories,valid_trajectories,nonfinite_trajectories,discarded_trajectories,integration_step_samples,projection_count,mean_flux,se_mean_flux,elapsed_seconds
2,BC3b_no_global_with_phase_drift,50,4,6,0.10000000149011612,0.00050000002374872565,8000,2000,2026401001,256,256,0,0,1027961024,1556515,-0.11436471439652497,0.0035379955625874726,168.55297999999999
