# bc_id=2
# bc_label=BC3b_no_global_with_phase_drift
# b_I=2*gamma*(2*T-I^2)
# b_phi=gamma*(2*I_neighbor*sin(delta))
# sigma_I=2*sqrt(2*gamma*T*I)
# sigma_phi=sqrt(2*gamma*T/I)
# n=25 T1=6 Tn=6 gamma=0.1 dt_max=0.0005 adaptive_dt=min(dt_max,1/max_drift),floor=1e-5
# burnin=2000 measure=2000 seed=2026410751 requested_trajectories=256 valid_trajectories=256 discarded_trajectories=0 integration_step_samples=1024155360
checkpoint_time,j,mean_I,se_mean_I,mean_sin_theta,se_mean_sin_theta
500,1,2.4406324240493915,0.0054950955562075021,0.044871192438018397,0.0004825335640573026
500,2,2.6913271096331859,0.0095911857468423713,0.028047108025055337,0.00059392487702469789
500,3,2.5134115430701169,0.0087096430712416753,0.018839763234690818,0.00062363458261461625
500,4,2.4580382930022044,0.0086534199487806017,0.015669233211353096,0.00066714824032579139
500,5,2.443499879231549,0.0087568644280884896,0.013273976187685468,0.00067868500929243287
500,6,2.4390658405696297,0.0087438002598830954,0.011145383941998734,0.00062188304092491856
500,7,2.43362625165119,0.0087310767580604798,0.008914551568870957,0.00057336022776057394
500,8,2.4257695333948419,0.0089889363118474085,0.0071733696997538718,0.00063440263435777036
500,9,2.430681152565318,0.0092946029425818848,0.0052916751780423257,0.00070958794578290601
500,10,2.4196443866833626,0.0096871359935945412,0.0034951354617179854,0.00067324104117843391
500,11,2.4234228802349151,0.0098694736146188334,0.0015037922200592322,0.0006760810510235242
500,12,2.4286541431024911,0.0095795303613687034,-2.1893575401225224e-05,0.0006548232365912877
500,13,2.4285134334801302,0.0095916015674139595,-0.00098145336213888092,0.00064951801534929277
500,14,2.423160627131872,0.0096935476987622306,-0.0025867245636718192,0.0006516839168715185
500,15,2.4114894791445036,0.0097970565537448748,-0.0037054713412932663,0.00063811266229134333
500,16,2.4120104495883203,0.010011828520315076,-0.0062941548557736834,0.00062275377770786347
500,17,2.4125466769382586,0.0096513693359967304,-0.0074193931061519039,0.00063744949924669444
500,18,2.4098025199341673,0.0096057524960466659,-0.0087761922175191957,0.00067655467608365206
500,19,2.4112423472306301,0.0090565433364639195,-0.01114809847774645,0.00061603903928638293
500,20,2.4216772444669501,0.0091065569084384304,-0.012821229142385527,0.00063792878923896721
500,21,2.4329932036531079,0.0090423516158360615,-0.015086266202648562,0.00061187521788750665
500,22,2.4553610497697473,0.0084992152380173897,-0.018565848610838352,0.00066968272489472682
500,23,2.504417635550249,0.0089397189021818129,-0.026222073236851447,0.00064336767494582866
500,24,2.671281660167439,0.0090901864351910673,-0.043590826734053234,0.00052342388567091732
500,25,2.4334464038575914,0.0050006445610053223,,
1000,1,2.4408228578533926,0.0042528684088869624,0.04469115950269003,0.00036041969113146391
1000,2,2.6858405490681601,0.0068817888655551924,0.028042420710395661,0.00041556527669056343
1000,3,2.5115245020441161,0.0062429366253871042,0.018679503498174085,0.00044643701929748803
1000,4,2.4557718770044166,0.006140693509394504,0.016038981597015344,0.00045243467141080232
1000,5,2.4440107661791695,0.0062217893390662318,0.013582418238101635,0.00047675015399599701
1000,6,2.43479422119476,0.0061626087580057571,0.010890441940779289,0.0004524874013030128
1000,7,2.4296116643358356,0.006635616248219507,0.0087966025381305008,0.00043341262718616373
1000,8,2.4279378964666467,0.0069624662319197183,0.0069199084171683899,0.00046063656688601469
1000,9,2.4300174175385791,0.0071768045180474411,0.0055120256420467086,0.00050568171965488518
1000,10,2.4289207000391873,0.0068405659157439814,0.0034026319297142229,0.00049104284821756652
1000,11,2.4337540157751896,0.0069286282031119995,0.0019788512288948044,0.00050665067157756166
1000,12,2.4352480775530192,0.006638878057008143,-0.00018900512910317678,0.00047225852888876414
