bc_id,bc_label,n,T1,Tn,gamma,dt_max,burnin,measure,seed,requested_trajectories,valid_trajectories,nonfinite_trajectories,discarded_trajectories,integration_step_samples,projection_count,mean_flux,se_mean_flux,elapsed_seconds
2,BC3b_no_global_with_phase_drift,4,10,2,0.10000000149011612,0.00050000002374872565,0.02,0.040000000000000001,2026090502,16,16,0,0,1296,0,-0.0068210852159946043,0.00059850232421952069,0.000466
