bc_id,bc_label,n,T1,Tn,gamma,dt_max,burnin,measure,seed,requested_trajectories,valid_trajectories,nonfinite_trajectories,discarded_trajectories,integration_step_samples,projection_count,mean_flux,se_mean_flux,elapsed_seconds
0,BC1_canonical,4,10,2,0.10000000149011612,0.00050000002374872565,0.02,0.040000000000000001,2026090500,16,16,0,0,1296,0,-0.0061869325628647878,0.00052910205374133803,0.00091600000000000004
