phase,checkpoint,j,absolute_time,mean_I,se_mean_I,sample_count,mean_sin_theta,se_mean_sin_theta
burnin,1,1,8000,0.30940018777300793,0.014034706078373215,512,-0.02498263472682538,0.03142000379488344
burnin,1,2,8000,0.2787002796930125,0.014149537339573874,512,0.024748436988375033,0.030925825791455572
burnin,1,3,8000,0.2956944422239758,0.01436907947721933,512,-0.01945820021092004,0.03133029309745708
burnin,1,4,8000,0.2686173541395078,0.012690160836069319,512,-0.011858697888783354,0.03091811107972935
burnin,1,5,8000,0.2958928405818142,0.014912983250747929,512,0.021351071269236854,0.03184877072818686
burnin,1,6,8000,0.3108760549150844,0.01542643167715613,512,0.01747215614045672,0.030849126867111176
burnin,1,7,8000,0.3037543112407093,0.015725215307351943,512,-0.014780943054120144,0.030674752830571337
burnin,1,8,8000,0.3107268721014407,0.01576733910216342,512,0.05098236262546152,0.030620280555739943
burnin,1,9,8000,0.27425816380434753,0.013893935900864431,512,-0.024836323654653825,0.030922351879318136
burnin,1,10,8000,0.28654282449807056,0.016462794126830303,512,0.0030583376989170574,0.03152026488601783
burnin,1,11,8000,0.32869616901132304,0.01822598895491829,512,-0.008363335741705669,0.03044180444037866
burnin,1,12,8000,0.30070909083779895,0.017738752170705002,512,-0.04913402476176998,0.03093952381236547
burnin,1,13,8000,0.31101452707491717,0.01733825559400705,512,0.03642657804380178,0.03103307785668226
burnin,1,14,8000,0.33029166657831865,0.02029747986805022,512,0.07045536939403974,0.03078123331032707
burnin,1,15,8000,0.32096891778053305,0.019377735512805146,512,-0.04610640259511456,0.030283097741425947
burnin,1,16,8000,0.3124540654903285,0.01784499462508459,512,0.006819911554885039,0.03082580855604181
burnin,1,17,8000,0.3072192884667402,0.017285954640870252,512,-0.028946558815732715,0.03051392291777215
burnin,1,18,8000,0.3028462513526051,0.018515383106952072,512,0.016061935195466504,0.0317850098300586
burnin,1,19,8000,0.30760403206249975,0.017268110419021383,512,0.021589386703112723,0.030873452583736583
burnin,1,20,8000,0.29064398739507746,0.0163265463459496,512,-0.025559231665624793,0.031122176543850095
burnin,1,21,8000,0.2825062230317599,0.014806207632391311,512,-0.05624627866334464,0.031222415414673885
burnin,1,22,8000,0.2979397586959749,0.01623532816779434,512,0.03606612933890574,0.030976216998944494
burnin,1,23,8000,0.2801105510486934,0.01272999711368775,512,0.0018055208865916939,0.03146014611468039
burnin,1,24,8000,0.30118149610450473,0.017227141300742606,512,-0.03486039003246333,0.03088980441851623
burnin,1,25,8000,0.31486438948650175,0.018157390146966903,512,-0.004273452152119717,0.031027098978489633
burnin,1,26,8000,0.30650156111386195,0.02133841083575156,512,0.0013476661264348877,0.03164008558493739
burnin,1,27,8000,0.311905228411149,0.01626372600150087,512,0.006658509065800899,0.030198331930843085
burnin,1,28,8000,0.33950747906988,0.021885785032284135,512,-0.04627738135286563,0.030903053261582297
burnin,1,29,8000,0.3180630515259395,0.020278990888175613,512,0.04203688289476304,0.03101300514242085
burnin,1,30,8000,0.30416896458774545,0.017344260678397522,512,0.025002237847729702,0.03202706125360176
burnin,1,31,8000,0.3161605871376878,0.019441509071800922,512,-0.02617275247030193,0.031440614235753624
burnin,1,32,8000,0.32189257386266945,0.02060182276968257,512,0.005386892050410097,0.031952672447351615
burnin,1,33,8000,0.33147011872904386,0.023935618768691637,512,0.06805707546664053,0.03132419118489206
burnin,1,34,8000,0.335745365814887,0.021323427006957465,512,0.055399503475655365,0.030848431287670532
burnin,1,35,8000,0.32725184966891163,0.019648864579825568,512,0.041428492522300076,0.030354361257496142
burnin,1,36,8000,0.3477769674528304,0.022079448604010853,512,0.055639382077167454,0.031260826573557846
burnin,1,37,8000,0.3284775938615212,0.02168267116682077,512,0.00968671372083918,0.031195071597420413
burnin,1,38,8000,0.33698088376922897,0.021802452402027467,512,0.030585551462991134,0.03088959414454074
burnin,1,39,8000,0.3312350771099659,0.02484455949853943,512,-0.003282630969351885,0.031130706622697468
burnin,1,40,8000,0.34174738173373953,0.02225488783136433,512,-0.015416501051731757,0.03161446076387892
burnin,1,41,8000,0.34352573736555314,0.024934549443583955,512,0.051614089541089925,0.031103413123487685
burnin,1,42,8000,0.31895104637874283,0.018676758174719123,512,-0.028844183374985732,0.031682443362757856
burnin,1,43,8000,0.3259235786758268,0.021696963716335164,512,0.04818455771965091,0.030963249545731337
burnin,1,44,8000,0.29342996122069565,0.016793571096664267,512,0.027097496454643988,0.03144461773359849
burnin,1,45,8000,0.3445934983867929,0.023587172433350786,512,-0.012171008551376872,0.030983970903040167
burnin,1,46,8000,0.3466834650145927,0.02532852402758436,512,0.0028893808472112426,0.030669015536008194
burnin,1,47,8000,0.3307355975532005,0.021956045180131736,512,0.04351300247458312,0.031409443093031085
burnin,1,48,8000,0.3151031428906208,0.020256668693694472,512,0.02630199200257266,0.030948253347383818
burnin,1,49,8000,0.2966402645172934,0.019509866192916125,512,0.06931576027500341,0.030472399650326946
burnin,1,50,8000,0.3538817689818927,0.023670575657982945,512,-0.005986615546589746,0.03028000919383202
burnin,1,51,8000,0.3709203941557462,0.027784849221553318,512,0.016747240770882854,0.030362591232773517
burnin,1,52,8000,0.36137226840307335,0.027895220967763534,512,-0.019580374870940886,0.03045445412965454
burnin,1,53,8000,0.348303349743901,0.02500886323156201,512,-0.035683886840160994,0.030918308347763317
burnin,1,54,8000,0.3070507092504613,0.02133612901051686,512,0.021188016591622727,0.03152967801715407
burnin,1,55,8000,0.3267357118298122,0.0240829866376334,512,0.044076486208183496,0.030520910233824243
burnin,1,56,8000,0.31432238664194756,0.02292548031498904,512,-0.021562547563917178,0.0310200785124102
burnin,1,57,8000,0.3512448634610621,0.0258605089436853,512,-0.032442370620117345,0.031184266676447768
burnin,1,58,8000,0.3552186198428444,0.023871982408389884,512,-0.04283470458176453,0.031056507983290894
burnin,1,59,8000,0.34468860199645235,0.0244190312099107,512,-0.0052088689909055574,0.030690270907942917
burnin,1,60,8000,0.34890380205558813,0.024801859296626903,512,-0.05978093627550152,0.030915935042895606
burnin,1,61,8000,0.31938379682210893,0.022725811754730433,512,0.046356630603128224,0.031488505435839684
burnin,1,62,8000,0.33053599578676085,0.021220824541914998,512,0.05017507820139144,0.031501493441793024
burnin,1,63,8000,0.3395691708460902,0.021322201769853173,512,0.004818867885887812,0.031076976684359842
burnin,1,64,8000,0.360397484177696,0.02519195354155084,512,0.029238109123980394,0.03163514270152011
burnin,1,65,8000,0.3390228619426239,0.022634366146943374,512,0.024456507170157238,0.03099702455709584
burnin,1,66,8000,0.3527677240945195,0.024754394404241296,512,0.020606449219485512,0.031450730070225405
burnin,1,67,8000,0.30850335499724224,0.01913933133829492,512,0.06479789556296112,0.030430768588245456
burnin,1,68,8000,0.3275327937211614,0.02235486917332221,512,0.038172240476797015,0.030423778840063448
burnin,1,69,8000,0.35397364397772435,0.024722628807308994,512,-0.0388237108127214,0.032059113366690206
burnin,1,70,8000,0.3880511866085783,0.02989358613411212,512,0.01677498838307656,0.03138326584603912
burnin,1,71,8000,0.38518490515548365,0.027726673745718466,512,0.04388938083866378,0.030199089744666115
burnin,1,72,8000,0.36787548012650007,0.030479385876924402,512,0.010730343974955758,0.030959229676175405
burnin,1,73,8000,0.2940716722844172,0.01913834884352027,512,0.049069767474065884,0.03140135836330076
burnin,1,74,8000,0.34689785660970074,0.024145432541033036,512,-0.03262455453238999,0.03034994114311782
burnin,1,75,8000,0.36122225963529075,0.027010938717756682,512,0.051768879732662754,0.029549897420511687
burnin,1,76,8000,0.3121900112626719,0.02073967693233606,512,0.005533227953037567,0.0316032426453427
burnin,1,77,8000,0.3456842933054389,0.02223752695233546,512,-0.05436627544054318,0.03059514313935971
burnin,1,78,8000,0.34984697636252804,0.026201489929780802,512,-0.002988070785704622,0.03038252191731171
burnin,1,79,8000,0.38713389567931955,0.029025940827579505,512,0.04938949540610338,0.030227063180102
burnin,1,80,8000,0.3676023381322011,0.02577152777635911,512,-0.0026303529346023424,0.03069348748644412
burnin,1,81,8000,0.34972432936757514,0.02571925904043449,512,-0.04339830432036251,0.030680130120976347
burnin,1,82,8000,0.34321023697310693,0.02506360622498937,512,0.00517008853353218,0.03039862432996423
burnin,1,83,8000,0.3429877406770174,0.023503148899982076,512,0.036007158340453316,0.03095236758177728
burnin,1,84,8000,0.35942942620067697,0.029783289536559072,512,-0.024616648473056557,0.031051638108744537
burnin,1,85,8000,0.3416755587734883,0.026410269921963735,512,-0.029709126962188748,0.03067264414623511
burnin,1,86,8000,0.3709003372703421,0.025187707966042912,512,0.019270057024201037,0.03172014896609677
burnin,1,87,8000,0.3246119570928627,0.01997581553561848,512,0.015476320172638225,0.030751687345370975
burnin,1,88,8000,0.32199756920431355,0.024001351706614053,512,0.028587647965423457,0.0316781738590185
burnin,1,89,8000,0.30327262513402786,0.021108704098219078,512,0.011860624560739552,0.030980974626440193
burnin,1,90,8000,0.3230335706163885,0.02054872384305895,512,-0.032595024760894376,0.030801726559719862
burnin,1,91,8000,0.34748252847445826,0.025070262820810006,512,-0.017240163080941784,0.030184776047255956
burnin,1,92,8000,0.3720878897890998,0.024311356739014817,512,0.001506592233909032,0.031463567653714955
burnin,1,93,8000,0.3914631707210958,0.0325770841155711,512,0.021357395816494318,0.03085733265799985
burnin,1,94,8000,0.34004985632358853,0.02326382225067347,512,0.005350012891994993,0.03164403357406028
burnin,1,95,8000,0.3358114197319537,0.025390931102141467,512,0.05163263406848273,0.031612929517679765
burnin,1,96,8000,0.36723506095222547,0.025340804000870885,512,0.011523131995090807,0.03160006623719014
burnin,1,97,8000,0.31390654885269953,0.02001268895287248,512,-0.032784596928827625,0.03112157377991389
burnin,1,98,8000,0.36420405996375393,0.026347002583505596,512,8.825381485166872e-06,0.03101505968104836
burnin,1,99,8000,0.30430663803173985,0.017429506085800208,512,0.037066984317561946,0.031214078032505137
burnin,1,100,8000,0.2817331942974306,0.01710720033989683,512,nan,nan
burnin,2,1,16000,0.30747929876596547,0.014455970063261565,512,0.021565176720969248,0.030793268320789522
burnin,2,2,16000,0.31559367230829594,0.01540619347894977,512,-0.009834298466557811,0.03163403653480867
burnin,2,3,16000,0.297833323929126,0.014188431499161804,512,-0.04737775732363758,0.030795274093785765
burnin,2,4,16000,0.2927254516537232,0.014385776523343304,512,-0.013411483428626525,0.03180930942648521
burnin,2,5,16000,0.2870398835558081,0.017176165819353953,512,0.0002799999997478153,0.031431610575675756
burnin,2,6,16000,0.2912544361203686,0.019231291806305437,512,-0.03822270752198165,0.030944967794933186
burnin,2,7,16000,0.27155255611505424,0.014626698085499915,512,-0.03127282366313011,0.031825703676629805
burnin,2,8,16000,0.2864971937001428,0.015412421640853281,512,0.03129763763354276,0.031158425730522805
burnin,2,9,16000,0.31613508523128075,0.01763421261946396,512,-0.04347241128357382,0.031217118516222102
burnin,2,10,16000,0.3108916977053866,0.01550346409270317,512,0.0497420578603851,0.03146969156666393
burnin,2,11,16000,0.30454255722486323,0.014321617054970023,512,0.02688482991015917,0.03150171299787595
burnin,2,12,16000,0.28047801916363824,0.014469303924988824,512,0.029975569212751907,0.030387378019289004
burnin,2,13,16000,0.3206730811305647,0.018161568313801998,512,-0.03503629461465607,0.03102090527030595
burnin,2,14,16000,0.30752945868326265,0.01720935948029171,512,0.026221634860803533,0.031407694937667985
burnin,2,15,16000,0.27559985617877913,0.013339119764656241,512,-0.025439616093080986,0.030849752441276912
burnin,2,16,16000,0.3177507349338953,0.017341419466456974,512,-0.01770263665684979,0.030960686790237897
burnin,2,17,16000,0.3428570309367842,0.020661736378791415,512,0.06948384720487866,0.031437832750927895
burnin,2,18,16000,0.29472916954989614,0.014537660344846944,512,0.07662692505437008,0.031026979106491555
burnin,2,19,16000,0.32342460820876795,0.021199758839434098,512,-0.007867802613191088,0.030672026141754995
burnin,2,20,16000,0.3385842553372811,0.01985787147551005,512,0.019729223918602656,0.03175343556541318
burnin,2,21,16000,0.3227654876748147,0.020169075197559685,512,-0.06667626466469301,0.03134209019403043
burnin,2,22,16000,0.34723603818679294,0.02063125383828598,512,0.04120473338480224,0.030544600514048115
burnin,2,23,16000,0.3647882854362763,0.025084899357571747,512,-0.0053762645220558625,0.030284704035498645
burnin,2,24,16000,0.3402385847784899,0.0225182482575075,512,0.0035080743150501803,0.03101233973991255
burnin,2,25,16000,0.29956513044987787,0.018873388844376494,512,0.026475858360299753,0.031550017822022255
burnin,2,26,16000,0.3318408218767672,0.02042760118125516,512,0.024821215524298168,0.030728840862286267
burnin,2,27,16000,0.3206230032028543,0.019878327692669197,512,-0.02221961781515347,0.03051588098672404
burnin,2,28,16000,0.3404124925301062,0.021510373863677993,512,-0.004676836820721064,0.031921951688068745
burnin,2,29,16000,0.29278582810005815,0.01966767460788268,512,-0.04782304805212334,0.031417869027631724
burnin,2,30,16000,0.31355640393121575,0.01802998741708249,512,-0.008338288438608288,0.03115689797824377
burnin,2,31,16000,0.32998585582384976,0.022545813526478123,512,0.013804797236161903,0.031223699003296666
burnin,2,32,16000,0.2921595144434832,0.017725627357086413,512,-0.004407773138041193,0.03154171575826165
burnin,2,33,16000,0.30994052200816213,0.01578797944217545,512,-0.008143567891863768,0.030918456398175285
burnin,2,34,16000,0.33317040314955193,0.021704114093636855,512,0.04667306564090268,0.030003689454343733
burnin,2,35,16000,0.31517929415645085,0.02175490123306678,512,-0.015213740300623613,0.03163138297545828
burnin,2,36,16000,0.3427517206525863,0.024158810006882366,512,-0.020815635083636153,0.031016884355414758
burnin,2,37,16000,0.32934032489114884,0.021491581229534484,512,0.033986865668680366,0.030545543530444544
burnin,2,38,16000,0.3281809852590527,0.022674815194906956,512,-0.029876871961278084,0.030553832275786817
burnin,2,39,16000,0.32552028195713234,0.020750200143064734,512,-0.010164525351910925,0.031080257701237582
burnin,2,40,16000,0.3387373571369352,0.023845647946299803,512,0.04519911541382271,0.03135506153506934
burnin,2,41,16000,0.33092247003539654,0.021234060687126122,512,-0.025472849977461465,0.03105147865404246
burnin,2,42,16000,0.32923030619977567,0.02177440326327487,512,-0.025996964924161148,0.03040217526137328
burnin,2,43,16000,0.3177938457022851,0.021175347816079104,512,-0.07212982539090262,0.030092521405670657
burnin,2,44,16000,0.3010106130600434,0.019885488234297692,512,0.010613304261653411,0.03125474077490032
burnin,2,45,16000,0.3233798339789473,0.019891276176604952,512,0.011402071995689766,0.0306907102663402
burnin,2,46,16000,0.324956619292891,0.023680634149246597,512,0.019076698595313246,0.03150190829528845
burnin,2,47,16000,0.3307742100880091,0.02376788691646913,512,-0.024253381419384823,0.03108561467248093
burnin,2,48,16000,0.3197355697608515,0.023364955685693443,512,0.04658424277587869,0.03136001656038056
burnin,2,49,16000,0.33375022327174975,0.02315835728589464,512,-0.038230660262797755,0.030775078307568465
burnin,2,50,16000,0.36610317721018504,0.024994412125316435,512,-0.024527188717229365,0.030869860458874264
burnin,2,51,16000,0.3164914565056165,0.021646227819772136,512,0.05403922681398399,0.031189292209036934
burnin,2,52,16000,0.3530186986614616,0.026205466551220597,512,0.015184108815219588,0.0310005908741787
burnin,2,53,16000,0.33260642201196333,0.02363589546728637,512,-0.013755587058085439,0.03005262300767552
burnin,2,54,16000,0.33536823782446845,0.024035046235605394,512,-0.0011577475177944052,0.031321245607779644
burnin,2,55,16000,0.34937123032423756,0.02269309240804103,512,0.03276072691551235,0.03083382520315533
burnin,2,56,16000,0.36775893895433853,0.03185646054481418,512,0.014081374034503824,0.03167658755417826
burnin,2,57,16000,0.3083667132029859,0.018522433232655504,512,-0.029092419002381575,0.03106005164051347
burnin,2,58,16000,0.3092430422734651,0.021734032065041063,512,0.0028585278173522966,0.031324584571567365
burnin,2,59,16000,0.32623441227035954,0.025943824163732844,512,-0.0006544838744275694,0.030852509969517824
burnin,2,60,16000,0.3276725970974894,0.020027098990587786,512,0.039871361111181614,0.03166658605666632
burnin,2,61,16000,0.344189645247738,0.023827233103915914,512,-0.04584006052300538,0.030816122572117376
burnin,2,62,16000,0.34145805402573615,0.022255747248666993,512,-0.027339215207462075,0.03074299313206519
burnin,2,63,16000,0.3259525718388545,0.021994452217546694,512,-0.017262818720155337,0.030568637146630898
burnin,2,64,16000,0.3521539945583072,0.024865452743794064,512,-0.014490447222215153,0.03110601415867009
burnin,2,65,16000,0.36093108984960054,0.024806063489416785,512,-0.0052740107246336265,0.031195878848170017
burnin,2,66,16000,0.3811192869620754,0.027949597851977852,512,0.049929645076190354,0.030810074207805762
burnin,2,67,16000,0.35132440522716024,0.025895855247387408,512,0.016496468783543605,0.030245823384143982
burnin,2,68,16000,0.34112152204147606,0.02202789800960832,512,0.0004950031718919945,0.031012437315567656
burnin,2,69,16000,0.3173881947144537,0.023051785374363,512,-0.0088793019822333,0.03129190730333226
burnin,2,70,16000,0.30543687098901273,0.020277449434248484,512,-0.010700819420890184,0.0312165357874711
burnin,2,71,16000,0.3206658960263553,0.018625980240857144,512,-0.010413580680733503,0.03070034758764963
burnin,2,72,16000,0.3544431091915783,0.026207472304653683,512,-0.027173012139428465,0.030188349783448025
burnin,2,73,16000,0.3517390632049455,0.024322507632931027,512,-0.024840174825840222,0.03114672289262515
burnin,2,74,16000,0.360099560606443,0.02852761618366765,512,0.012942362242029049,0.03125114200219744
burnin,2,75,16000,0.34990897776651764,0.02405730152647584,512,0.041256572327256436,0.03100127002287658
burnin,2,76,16000,0.33060477548008294,0.023823810988176517,512,-0.03880636430562845,0.03104901838511369
burnin,2,77,16000,0.29933832326031506,0.02083353771612119,512,-0.05728690863747943,0.030576961216160686
burnin,2,78,16000,0.31079507258908734,0.02051951586010527,512,0.015433930422204867,0.03104331871439559
burnin,2,79,16000,0.34291903620464836,0.025827594279373325,512,0.02323908597463742,0.03093619453914395
burnin,2,80,16000,0.3632745517530793,0.02722428091521283,512,0.0006969694385361436,0.030373169931958988
burnin,2,81,16000,0.36863498814614104,0.026027093964739737,512,-0.028425594615896443,0.030210551788064
burnin,2,82,16000,0.4006656376379567,0.026728462401141562,512,0.03675530096552393,0.030254261561218222
burnin,2,83,16000,0.3343598198023301,0.019431299799874974,512,0.05924315290758386,0.031905600205090465
burnin,2,84,16000,0.33638011405690804,0.02590686058227878,512,0.0026447501013535657,0.030928243974350178
burnin,2,85,16000,0.3061756961309783,0.022406625419421823,512,-0.04765714711720648,0.03126806283594484
burnin,2,86,16000,0.33811431567710315,0.021850937310201067,512,0.001355737592348305,0.03155773661480572
burnin,2,87,16000,0.3624216181761568,0.027722350692493965,512,-0.03088712803389626,0.03044779374637053
burnin,2,88,16000,0.351776820683142,0.024842669772141633,512,0.02855436228878716,0.03112412738230606
burnin,2,89,16000,0.3310434200933514,0.02670624747044291,512,-0.046274068097773124,0.03052629769365005
burnin,2,90,16000,0.34751949140343186,0.024304216623580503,512,0.024565518052668267,0.03150349911705511
burnin,2,91,16000,0.3517084683410303,0.025020209690621995,512,0.022636563586502234,0.030315185387428632
burnin,2,92,16000,0.4446279688026351,0.03438368339830552,512,0.05347577331440334,0.03065686122201509
burnin,2,93,16000,0.39269407253260624,0.026823977447461587,512,0.02410932965875645,0.031073352846175198
burnin,2,94,16000,0.3303286728847965,0.022207668552207332,512,-0.004059628789150338,0.030719645519556103
burnin,2,95,16000,0.38763538031744815,0.027749132250409585,512,-0.003983370809237385,0.030194520911649
burnin,2,96,16000,0.34683147032444595,0.027756719971465775,512,0.013154623893115058,0.030551670039684942
burnin,2,97,16000,0.32816286414163187,0.02371574354510608,512,-0.012927183471219905,0.030957750988663057
burnin,2,98,16000,0.3913590771613258,0.03055166509709487,512,-0.013847284055827913,0.03094129419660495
burnin,2,99,16000,0.3281467293121523,0.021499928955058853,512,-0.038940551613450225,0.030355126481349082
burnin,2,100,16000,0.2708370207490134,0.01556989575995846,512,nan,nan
burnin,3,1,24000,0.28801412242605173,0.012450280472496428,512,0.06044691919851175,0.03189141245984447
burnin,3,2,24000,0.28817447646916605,0.013635041653645878,512,0.04796109483180544,0.030810688666432388
burnin,3,3,24000,0.2807820923702593,0.012325796682088804,512,0.002488894620228166,0.030973425023461544
burnin,3,4,24000,0.3085125775306352,0.014740260752014959,512,0.03207681775293736,0.03133979438146931
burnin,3,5,24000,0.29212330501411543,0.014138770345398266,512,-0.008628197287180228,0.030418103095931126
burnin,3,6,24000,0.2836439396070318,0.013723203732370019,512,0.009538030456269553,0.030927143431628976
burnin,3,7,24000,0.2690276324807428,0.013236572782162613,512,-0.027401493788602238,0.031814151507175786
