j,mean_I,se_mean_I,sample_count,mean_sin_theta,se_mean_sin_theta
1,0.4956304233876504,0.000598400504676573,512,0.00413761763765906,0.00020690198330079252
2,0.4886939132053765,0.0007799537935123218,512,0.006053778698983069,0.000457551778434852
3,0.49090775086796845,0.000805644953498864,512,0.006099018640509351,0.00044376780078423576
4,0.49172691288174564,0.0007852437694868855,512,0.006615838280159797,0.0004710775618992512
5,0.4926594273368007,0.0008013198682359253,512,0.006475891419770905,0.00046453339223422204
6,0.49467075388256654,0.0008295731963592554,512,0.006319844830669765,0.0004383228977655824
7,0.4958746686080244,0.0008563596557976338,512,0.006381284538341752,0.00042736912694190966
8,0.49550530542082544,0.0009015156065821808,512,0.005545387772490347,0.0004746771002642682
9,0.49730423467765084,0.0009169647083527556,512,0.005011848831273033,0.0004703282516287208
10,0.4975510843869878,0.0009515577019975877,512,0.004990157358166013,0.00048146516721841613
11,0.4987862020204119,0.0009410385047560057,512,0.0053016352822280125,0.0004382427961555968
12,0.4996057818948965,0.0010550614735966323,512,0.004835505847449531,0.00047935905386837943
13,0.5001582021113673,0.0010897644544844438,512,0.004117637743487842,0.0004582099869829064
14,0.5014274757178989,0.0011110888462119008,512,0.004354774336859447,0.0004803790316149418
15,0.5019942308571638,0.0011404537487921624,512,0.004118682543874118,0.00048227906203202
16,0.5011309210929059,0.0012120224640868038,512,0.0038637948856484355,0.00048698127121851866
17,0.5019149583130502,0.0012583751301264053,512,0.0030166461728913,0.0004469081154476366
18,0.5026060956014546,0.0013638023456593725,512,0.0025378378572331974,0.00044805483292183646
19,0.5022661814895371,0.0014058125197691758,512,0.002214338173154735,0.00044428856724681163
20,0.5025316143315872,0.0014241085268678268,512,0.0018617870185584076,0.00044919141488075886
21,0.5017436513289826,0.0014741256643848585,512,0.0016026086848675042,0.0004623208990634825
22,0.5027603710898658,0.0015483189567232262,512,0.002091760882532717,0.00044879403777104175
23,0.5028493896450051,0.0016309389143186084,512,0.0008942300641488201,0.0004184893033590078
24,0.5025944329099397,0.001640033438913403,512,0.0003094678294032231,0.0004388889576764323
25,0.47779496160571155,0.001181532007107687,512,nan,nan
