series,checkpoint,absolute_time,mean_total_action,se_total_action,sample_count,mean_I_left,se_I_left,mean_I_right,se_I_right
burnin_snapshot,1,500,16.081005200394923,0.1089242737893468,512,0.6221932249078995,0.028204313122572402,0.6555437133504256,0.03623255578243866
burnin_snapshot,2,1000,15.82476033265287,0.10517332794170028,512,0.6197475722558465,0.027299815659979496,0.6069145326282523,0.029572220572514088
burnin_snapshot,3,1500,16.232286113072007,0.11245356087224652,512,0.6076298078580749,0.025767826277972465,0.6438461816137533,0.034037666187553904
burnin_snapshot,4,2000,16.139801085390346,0.11049488298346632,512,0.6784037618670027,0.031914133360797146,0.5967679640505139,0.029009931062429956
measurement_quarter,1,2250,16.08516979485671,0.03692730043325655,512,0.6395640234824016,0.0014032037850013248,0.6079799375529688,0.0029555212460694357
measurement_quarter,2,2750,16.11033032588322,0.03827207221178237,512,0.638479620633323,0.0014598159564736294,0.6082630652403337,0.0028628972979066357
measurement_quarter,3,3250,16.15032400826613,0.04074858982182506,512,0.6379633495582153,0.0015373089371209189,0.610508717569862,0.0029907639002606026
measurement_quarter,4,3750,16.053925175069256,0.0364166464523233,512,0.6403975639985888,0.001417074433601345,0.6045070044583408,0.0027913654955619514
measurement_quarter_difference_q4_minus_q3,4,4000,-0.09639883319686399,0.053916021679850906,512,0.0024342144403735793,0.0020958884601444826,-0.00600171311152181,0.004145482893336433
measurement_snapshot,1,2500,15.941934324949418,0.11216708925319446,512,0.616195343474569,0.02656894015554312,0.6279388186618462,0.028770468512638606
measurement_snapshot,2,3000,16.19221348522495,0.10547976615372846,512,0.6919816200019929,0.029748678661727743,0.5997061347765111,0.02864279781406926
measurement_snapshot,3,3500,16.039134569586913,0.1161862121935361,512,0.6169735066507335,0.027138813806971303,0.5799758594928335,0.029633708625178393
measurement_snapshot,4,4000,15.953080110864938,0.10971368497056931,512,0.6076329477491206,0.025916113242232284,0.6268774150603349,0.030694368270651664
