quarter,j,interval_start,interval_end,mean_I,se_mean_I,sample_count,mean_sin_theta,se_mean_sin_theta
1,1,0,500,0.6395640234824016,0.0014032037850013248,512,0.0041691491853736735,0.000354073221858183
1,2,0,500,0.6314374410146725,0.0017095080739062834,512,0.0073685195646519,0.0008042248430778602
1,3,0,500,0.6346338916016216,0.0018512886907833407,512,0.008645604522164656,0.0008296771421768965
1,4,0,500,0.6374711771167896,0.001919296483161869,512,0.009100814125939927,0.0008506450300495257
1,5,0,500,0.6380430434762561,0.0019811102147464735,512,0.008315560301064067,0.0008246649706246565
1,6,0,500,0.6383391256610298,0.002019439759827465,512,0.008075398235151778,0.0008390417948021648
1,7,0,500,0.6407650948942649,0.00214032962808435,512,0.007923276341987983,0.0008563994800697815
1,8,0,500,0.6415528147694811,0.0021425885592460626,512,0.006791333999652199,0.0008356825505491629
1,9,0,500,0.6455884575773485,0.002233540106595786,512,0.007239757414766821,0.0008559230610857484
1,10,0,500,0.6453810551308513,0.0022779412418551612,512,0.0080418972811342,0.0008288019579784293
1,11,0,500,0.646649621203345,0.002410508314093058,512,0.004896530794356499,0.0007711482750183503
1,12,0,500,0.6461251803225958,0.0025733793705736752,512,0.004490072404860783,0.0007725090439305045
1,13,0,500,0.6478056890929547,0.0026425437055992117,512,0.005393044566855578,0.0007991005339652733
1,14,0,500,0.6492001996945032,0.0029184207545815766,512,0.004963277001061637,0.0008861295194306663
1,15,0,500,0.6490298166210509,0.0028352356038841282,512,0.004615025199716939,0.0008163002291869523
1,16,0,500,0.6476199391540207,0.0029774457241696713,512,0.004953897740594078,0.0008435142974164559
1,17,0,500,0.650547920789138,0.0030931482646414815,512,0.003031429893145197,0.0008603545753030043
1,18,0,500,0.6514189262394496,0.003079082042808254,512,0.0027843021594437163,0.0008738165722998692
1,19,0,500,0.6498957702034052,0.0030778792411250496,512,0.0008853488350914422,0.000845147689440298
1,20,0,500,0.650162468042417,0.003145425637306223,512,0.0008830754929204229,0.0007625238915735766
1,21,0,500,0.6517724577087882,0.003278490344529045,512,0.0030765409879201927,0.0008028368889305271
1,22,0,500,0.6494557345814371,0.003429766746467995,512,0.0026981295943617643,0.0008376980521210511
1,23,0,500,0.6471971152638438,0.0035521655812310753,512,0.0017619056751969212,0.0006974592822724371
1,24,0,500,0.6475328936620794,0.0039053050479684595,512,0.0009758378009306558,0.0007323729230313309
1,25,0,500,0.6079799375529688,0.0029555212460694357,512,nan,nan
2,1,500,1000,0.638479620633323,0.0014598159564736294,512,0.004858088913093808,0.0003670356957254781
2,2,500,1000,0.6278164227202996,0.0017469065955793353,512,0.00752573436330432,0.0007656936902818965
2,3,500,1000,0.6326503263016113,0.0018601783255134628,512,0.007803203327879375,0.0007965730364541637
2,4,500,1000,0.6358226340243325,0.001931511883483786,512,0.008823150762328267,0.000793375648251096
2,5,500,1000,0.638594684837968,0.0019641526337999954,512,0.0076011377171896835,0.0008490841899128215
2,6,500,1000,0.6405083119371839,0.0020315052934480045,512,0.008815466156305025,0.0008399064518454508
2,7,500,1000,0.6413931079921306,0.0020464455656420103,512,0.008367970802578693,0.000866836363616233
2,8,500,1000,0.6434817729761175,0.002125575763457297,512,0.008947256821179028,0.0008473832104231228
2,9,500,1000,0.6437717403120925,0.0021954022328489844,512,0.008216000997451595,0.0008621275089540698
2,10,500,1000,0.6454759327438975,0.0023138581318425896,512,0.006201887450803415,0.0008267409857456432
2,11,500,1000,0.648533318591384,0.0024711097166689603,512,0.005966095572854383,0.0007539617931622373
2,12,500,1000,0.6489859127382125,0.00263370526436912,512,0.006115896070316604,0.0008010988534969005
2,13,500,1000,0.6505878034006036,0.0027538051578371854,512,0.00492750156197036,0.000787226767913218
2,14,500,1000,0.6520536405810294,0.002848923772344521,512,0.005521971185010431,0.0007639324262201026
2,15,500,1000,0.6525836053620192,0.0029771255621745545,512,0.0050990059658936205,0.0008106579808999917
2,16,500,1000,0.6510861006267095,0.002984692373277613,512,0.004499755783096958,0.0008243598927892192
2,17,500,1000,0.6531344479599517,0.003009010694486219,512,0.003207833435943966,0.0008055457678351587
2,18,500,1000,0.6527627072733716,0.003244294755303398,512,0.0022975328540489146,0.0008440698021955158
2,19,500,1000,0.650860476409189,0.003564766860274173,512,0.002890674255027091,0.0008070623303473105
2,20,500,1000,0.6493369369193099,0.003773257265351137,512,0.0010337097257669108,0.0008013647204428304
