phase,checkpoint,j,absolute_time,mean_I,se_mean_I,sample_count,mean_sin_theta,se_mean_sin_theta
burnin,1,1,2000,0.33748425435351237,0.014745839058818228,512,0.02393170783398091,0.03139850962866762
burnin,1,2,2000,0.3294969066015767,0.01641979062825675,512,0.031521629776307236,0.03154481287591515
burnin,1,3,2000,0.3563365140161352,0.017360608212380012,512,0.014457896022349814,0.03158951852107987
burnin,1,4,2000,0.352928629818166,0.01781370585800748,512,0.06040458326242515,0.030262834935574634
burnin,1,5,2000,0.3135471550228601,0.014738021019611882,512,-0.026399048988480445,0.03062382730339556
burnin,1,6,2000,0.3390565384470392,0.015543215134038725,512,0.009321159891939601,0.030924679398057396
burnin,1,7,2000,0.34293303007098075,0.01845709776975087,512,0.006947017926904664,0.03151564436395336
burnin,1,8,2000,0.33188901193227593,0.015679544777410015,512,-0.020027729561547858,0.03112622271043852
burnin,1,9,2000,0.3625748549338823,0.02003378707601753,512,0.027851433964769967,0.03129812538529397
burnin,1,10,2000,0.33253010702674146,0.016166510741583633,512,-0.006068494925784762,0.031283932893174084
burnin,1,11,2000,0.36908730658660716,0.020002754191267028,512,0.04739803792983821,0.03237869375110026
burnin,1,12,2000,0.3543023147627764,0.01893032544694922,512,0.010411641954760853,0.03147779252312448
burnin,1,13,2000,0.38360141489673083,0.02234850099065292,512,-0.04578359017295952,0.031107404797488785
burnin,1,14,2000,0.35474542076224225,0.023517699204612573,512,0.0223354992356235,0.030785464326125857
burnin,1,15,2000,0.35871164962156854,0.021120113146872305,512,0.0003874325980177673,0.03150557896709162
burnin,1,16,2000,0.34609849738581033,0.01964495892715625,512,0.004728351475250747,0.030376987444475322
burnin,1,17,2000,0.32625813742345144,0.015789051761243653,512,1.010666528600268e-05,0.031264069817470305
burnin,1,18,2000,0.3239795212756036,0.016805481372366943,512,-0.02888195878949773,0.030883965574194143
burnin,1,19,2000,0.36859530192521106,0.02057936946739435,512,-0.015374105721093656,0.031095615685648816
burnin,1,20,2000,0.3717667505524105,0.018228610802564497,512,0.016948478645076648,0.030846554271527837
burnin,1,21,2000,0.33920286829241775,0.021297059572406015,512,0.02387910007132632,0.03080973457340965
burnin,1,22,2000,0.36039558722549714,0.018850577739571887,512,0.06659001664613129,0.03127272162267765
burnin,1,23,2000,0.35591199085229164,0.021497067232848402,512,-0.004747328437815668,0.03221465620483145
burnin,1,24,2000,0.3571781613660505,0.02067799637557322,512,0.024430731987308718,0.031446357118980764
burnin,1,25,2000,0.3359362621883406,0.01683541739072142,512,0.045906168799774605,0.031031038921878504
burnin,1,26,2000,0.30602856263709555,0.01792100788536259,512,-0.04595296546631289,0.03079299329819408
burnin,1,27,2000,0.35680997798681346,0.02068494576182003,512,0.02169947546099138,0.030409256370132705
burnin,1,28,2000,0.4026567540167889,0.023568413645297777,512,-0.02730432884095535,0.03018911142540307
burnin,1,29,2000,0.3866181427341644,0.02366904496150829,512,-0.005070972460998746,0.0298887750199467
burnin,1,30,2000,0.3546444859175608,0.02180980610497146,512,0.027368422875952092,0.031268280298935025
burnin,1,31,2000,0.3545461237372365,0.019097837481143454,512,0.01641874833626389,0.030550524585399315
burnin,1,32,2000,0.33256322478882794,0.0165330457068475,512,0.02643900940211097,0.03139787099008115
burnin,1,33,2000,0.38712451518682656,0.02405656921873787,512,-0.012605898504887136,0.03206513298895932
burnin,1,34,2000,0.40157548481238337,0.02520244494801712,512,-0.02427239475218812,0.031205850618285447
burnin,1,35,2000,0.36203841404062587,0.022806632622094588,512,0.021744182348356844,0.03218293380772899
burnin,1,36,2000,0.3515025107157044,0.018199333357967657,512,-0.00787948419838358,0.031012340572757757
burnin,1,37,2000,0.3543703092744295,0.02177676151476973,512,0.04495455174219387,0.03057295165314258
burnin,1,38,2000,0.35378516222601775,0.021142029515431524,512,-0.019129370623886643,0.030920544982453085
burnin,1,39,2000,0.3962354490969915,0.025533383681367164,512,-0.012634677344067313,0.029975835653734552
burnin,1,40,2000,0.37512687542016465,0.023843126026876056,512,-0.0064110198984508315,0.030385308472070837
burnin,1,41,2000,0.379113301597954,0.022898178321617557,512,-0.013772125943432911,0.03091938885472217
burnin,1,42,2000,0.3913525515852996,0.024895276130142745,512,0.005828953274658488,0.030574620419859037
burnin,1,43,2000,0.38299556790965994,0.024871146318338113,512,-0.01036062170032892,0.031683925430907894
burnin,1,44,2000,0.3786301196282693,0.024148060576232172,512,0.015690816791902762,0.03025857847260002
burnin,1,45,2000,0.4274201246010989,0.029528980939669696,512,-0.01575492346739793,0.02968558062962202
burnin,1,46,2000,0.4048283294147268,0.026215830547269055,512,-0.0007832772944311728,0.03136577987622705
burnin,1,47,2000,0.34918046266443525,0.02049449756896724,512,-0.019380236127290118,0.030215117245103628
burnin,1,48,2000,0.3432186898642726,0.019991189503624662,512,-0.015042936521581396,0.030830460849421787
burnin,1,49,2000,0.35610592075428826,0.018663439570752637,512,0.04870111052878201,0.030183837403246032
burnin,1,50,2000,0.3082151804316027,0.015451349699409029,512,nan,nan
burnin,2,1,4000,0.3414671697101994,0.01493896779948943,512,-0.025578789510177558,0.031646673969404265
burnin,2,2,4000,0.31597856610346753,0.014954710770024767,512,-0.03937438617049338,0.03142737639816817
burnin,2,3,4000,0.3116201455678578,0.015017433776859834,512,0.03583477956703973,0.031158725691162188
burnin,2,4,4000,0.364726311629056,0.01872007831676538,512,0.00492089824751929,0.03136479082232211
burnin,2,5,4000,0.3319958024324592,0.015418239287923787,512,0.0017121354285336565,0.03185153031030176
burnin,2,6,4000,0.32036533682190793,0.01599617201317651,512,0.04705880399626494,0.03171777405631462
burnin,2,7,4000,0.33809358911230447,0.016128271063335312,512,0.029377536575339036,0.03154159464121712
burnin,2,8,4000,0.3458383381267822,0.01923289353285173,512,-0.006207529366974995,0.031099042198939036
burnin,2,9,4000,0.32588346803936474,0.015503247301845761,512,0.020327657299276325,0.029393543996852303
burnin,2,10,4000,0.34935020821694707,0.01954175869864093,512,0.03963815303222873,0.030310941393729664
burnin,2,11,4000,0.32510762366206336,0.019258457816652096,512,0.022391194374904444,0.031927308130890515
burnin,2,12,4000,0.3436168816575673,0.016931375213263794,512,-0.01306707264848228,0.030702151472498888
burnin,2,13,4000,0.35903379946309144,0.019641689620534288,512,0.05184083196081701,0.03041951851249414
burnin,2,14,4000,0.35362235434058675,0.020166705793485246,512,0.03298853831574888,0.030532591716406054
burnin,2,15,4000,0.3336090571267789,0.017995755629886732,512,0.04093566283881955,0.03208065213651819
burnin,2,16,4000,0.33929914073937084,0.01782177812565517,512,0.021190851676692546,0.03013730556383455
burnin,2,17,4000,0.37055483026870206,0.019340666902365744,512,-0.012504183234341326,0.031005149991085588
burnin,2,18,4000,0.4029507343962706,0.02414128535352208,512,0.048326027254461223,0.03196629404857353
burnin,2,19,4000,0.38629420719928476,0.024332318393882498,512,-0.019777540924224013,0.031106867392613827
burnin,2,20,4000,0.34898777739644515,0.01835182025648164,512,0.011934270421534166,0.030416066800195166
burnin,2,21,4000,0.3524124371887183,0.019840446580348583,512,0.053267350458554574,0.0318921825047685
burnin,2,22,4000,0.3168580523035871,0.01740247493523239,512,-0.00027430872228251246,0.03077357647427293
burnin,2,23,4000,0.3794906945443586,0.025227554971749083,512,0.00449156962804409,0.030016768982879586
burnin,2,24,4000,0.361228544279129,0.02387862228802919,512,-0.06355820981933391,0.031093209064345276
burnin,2,25,4000,0.34068372509864275,0.018446202894999843,512,0.02039796615463274,0.031401942975845004
burnin,2,26,4000,0.32936005426074644,0.020252875764181784,512,0.020127919240223946,0.03081233785156887
burnin,2,27,4000,0.34919661635211696,0.02054785983438536,512,-0.011171431860475423,0.03125401957328566
burnin,2,28,4000,0.37717552039680413,0.02050377712626587,512,0.0028934152742294827,0.0303242795336374
burnin,2,29,4000,0.3577586514563791,0.019255280004387587,512,0.0317606396647534,0.03150086806142542
burnin,2,30,4000,0.36135452578287186,0.02314475197274409,512,0.03282895520351303,0.03143926691265372
burnin,2,31,4000,0.3567506415574826,0.019572479037815907,512,-0.010768431482645724,0.031152287574816858
burnin,2,32,4000,0.3295630811942374,0.021370307206089033,512,0.000245793891735957,0.03085120781810357
burnin,2,33,4000,0.39933444606228363,0.0249360639614907,512,0.004752367612127273,0.030867637109569215
burnin,2,34,4000,0.3433505032980406,0.023423414329815703,512,-0.007512530908343251,0.03059217513280801
burnin,2,35,4000,0.3647310100462562,0.022991108909273947,512,0.040061212039290695,0.031248536667508778
burnin,2,36,4000,0.4006940775881027,0.02367479339090499,512,0.03490386104203935,0.030728359759381735
burnin,2,37,4000,0.3703983825398751,0.021730565553427325,512,-0.03022589858755964,0.030791370880843973
burnin,2,38,4000,0.3709980832356905,0.0225106277706866,512,-0.0008648064167573466,0.03048825137401756
burnin,2,39,4000,0.42095852804368405,0.027893226925035697,512,0.06052789291072713,0.03140206300842953
burnin,2,40,4000,0.38956989428152156,0.025302297438188286,512,-0.025076504472849592,0.030765104454506302
