j,mean_I,se_mean_I,sample_count,mean_sin_theta,se_mean_sin_theta
1,0.3059915627337606,0.0009134593158987159,512,0.0028514243906541253,0.00017032893469968972
2,0.2899758336191487,0.0010520788370807122,512,0.004645587445920392,0.0005936937290575249
3,0.29447231093400417,0.0010808286287275273,512,0.006035154355826006,0.0005712730839273854
4,0.296637794462295,0.0011291759223484923,512,0.006568603339988424,0.0005899019957033742
5,0.2968639814781623,0.001135107944441539,512,0.006499254626618484,0.0005901208926181161
6,0.298097957087217,0.0011891254805433643,512,0.007008418321932716,0.0006125512558434043
7,0.2998207800326392,0.0012529772229666418,512,0.006806352080643707,0.0006335469297105878
8,0.3005448121364812,0.001287680768402578,512,0.006507804188291761,0.0006160285395147241
9,0.3017479300109348,0.001350195294323948,512,0.005823817305149617,0.0006149619428948663
10,0.3015180741856117,0.0013376289464112582,512,0.005978318580045968,0.0006194839628616151
11,0.30362436069874876,0.0014445930090719668,512,0.00593503423296972,0.0005983020987478288
12,0.3045478077901168,0.0014909390096053516,512,0.004641247673283112,0.0006222182166069413
13,0.30606831785072114,0.0015134683214253362,512,0.004158026885703338,0.0006307136027083704
14,0.3064989968677964,0.0015728203601734604,512,0.005961782598713047,0.0006415388467731633
15,0.307605749557603,0.0016915470701392074,512,0.005327438568851979,0.0006384821263312886
16,0.3090021284127864,0.0017751754347385873,512,0.004687344002923679,0.0006010029105773402
17,0.3098853385256756,0.0017868021293047003,512,0.0043213815452152575,0.0006516600014767771
18,0.31052880649651027,0.0017484460243220416,512,0.0047336742013156154,0.0006515106197037721
19,0.3103704707688455,0.0017912225494037253,512,0.003668219583245715,0.0005897533380307316
20,0.31177859733094954,0.0018351897447943157,512,0.003015907795055079,0.0006284456288989638
21,0.3125730649579682,0.001772172694245958,512,0.0043192206706721,0.0006126193955750652
22,0.31412826440036334,0.0018308339874786223,512,0.0036167339101853503,0.0005972353470749778
23,0.31666348720454557,0.001976000944227719,512,0.004011625275440281,0.0006034997677106063
24,0.31783205222366684,0.002094351167439164,512,0.002813196818099533,0.0006482123738896461
25,0.3194517309854988,0.0021626881921031306,512,0.0021581625692066123,0.0006162890297305616
26,0.32016218115960837,0.0021171874452007673,512,0.0036001241873613293,0.0006308515410709487
27,0.3230507855319018,0.0021598981375620147,512,0.0037834611339399625,0.0006547847091146532
28,0.3238605633676146,0.0022096113315892363,512,0.003998275939468683,0.0006184709946914296
29,0.3253653429304685,0.002265606578745032,512,0.0022176297167703276,0.0005807828931563551
30,0.3265634271631813,0.0023396369972862974,512,0.002256045441652565,0.0006207171405907361
31,0.32684189980981115,0.002356038341453869,512,0.0023719233754846227,0.0006512998271274966
32,0.3270007441288355,0.002437567680675911,512,0.0030290435097142833,0.0006232792580543691
33,0.3263789281255791,0.0025060181347347893,512,0.0035144810864787095,0.00063712122284027
34,0.327378658300503,0.002478326459212798,512,0.0015787268885254135,0.0006342080348637169
35,0.3280693875280383,0.002492764117198117,512,0.0020788218491248614,0.0006385434628053548
36,0.32798653613330053,0.0023903434190350207,512,0.0028231187724436706,0.000634647941352661
37,0.3290363576880416,0.0024054307763813347,512,0.002495487732619767,0.0006303407315160305
38,0.3303216242435787,0.0024567859073924515,512,0.0031491074274935258,0.0006387549247741748
39,0.3306806872322857,0.002477099902128473,512,0.00214104721499602,0.0006492893126474954
40,0.3312732669415278,0.0025114162295264645,512,0.0012518659850090559,0.0006707696522439187
41,0.33192671255860245,0.0025046657633181818,512,0.0026113090977644034,0.0006243528329940032
42,0.3327534395250088,0.0024996130744352435,512,0.001692749531355064,0.0006690238084693868
43,0.33319644374513857,0.002499479563775009,512,0.0011676504548445788,0.0006479504552187453
44,0.33340004241350396,0.0024263071556614854,512,0.002890328008084026,0.0006234207065200651
45,0.333991513051659,0.0025088087784338434,512,0.0012585494402938048,0.0006670130100220767
46,0.33431957424848224,0.0026640047800399248,512,0.0017927403678354354,0.0006592962044816088
47,0.3346532065127631,0.0025706211883364167,512,0.0015093136165623864,0.0006535220957784485
48,0.33488605290192225,0.0026060329468539623,512,0.001194953561707817,0.0006559471367410933
49,0.33479051867527204,0.0026043387601533898,512,0.0014916595996200587,0.0006415267686669541
50,0.3363897528993422,0.002684079144120356,512,0.0011296924190712205,0.0006293190033840108
51,0.3382975764963993,0.0027312776080343436,512,0.0012926217150107536,0.0006250213879882637
52,0.3388481106702048,0.0027350460543718196,512,-0.00010433002173189528,0.0006157527843949033
53,0.339770311250282,0.0027077510731220527,512,0.0010791131559941664,0.000626435995358245
54,0.34129379145090627,0.0027451847427354104,512,0.0011721913152643458,0.0005952616106118387
55,0.3410459431683499,0.0027260267836228124,512,0.001016564864347323,0.000615220023619299
56,0.3407512860582901,0.0026180612149848312,512,0.0016048344657806938,0.0006416560015857533
57,0.34080996305799505,0.0026966919786672186,512,0.0012153080641906996,0.000668925814001929
58,0.34074794561026783,0.002739796816607637,512,0.0013373674569093223,0.0006315174462707077
59,0.34189491421524487,0.0027817591187764257,512,0.002190476525849127,0.0005956069243411934
60,0.34251492687044616,0.002875278272886311,512,0.0011173170520393733,0.0006594306028159557
61,0.3421085496218806,0.0028766370960511957,512,0.0014148680603812752,0.0006298684804565597
62,0.34142514953119324,0.0027518878062058522,512,0.0006600160821541236,0.0006717741673853997
63,0.34251436635633203,0.002834950295451787,512,0.0005554891468254687,0.0006613994422788987
64,0.3441093505150845,0.0029455747008967762,512,0.001565782984944058,0.0006608834727199923
65,0.3443019807623532,0.0028983209067596277,512,0.0013587768918896339,0.000651040497990418
66,0.34475870485790716,0.0028701211545944234,512,0.0017098365739101197,0.0006385475611928471
67,0.3444508803887548,0.0028587328821810956,512,0.00014119768680067392,0.0006169204986885141
68,0.34362579668748283,0.002836098550942379,512,0.00045646507702976503,0.0006335764367584696
69,0.3450934286846028,0.0028967426910931023,512,0.0016153871737007693,0.0006319751515978493
70,0.34621363296637664,0.002915774446264073,512,0.0017069352293169378,0.000613684431482574
71,0.34570122362363576,0.002846364783288746,512,0.001332208506193164,0.0006663588033268947
72,0.34622059288391127,0.002875417967278302,512,0.000445857017486096,0.0006446729053427899
73,0.3465248813900602,0.0029441564758907806,512,0.0008206033656390977,0.0006480389811656749
74,0.3480491562060663,0.003036964274478487,512,0.0006081510103978025,0.0006260222468525378
75,0.34662207065266926,0.003009130678288952,512,0.0005294770870552384,0.000639942162620489
76,0.34622601189448343,0.003036467845487311,512,0.0005930551974534694,0.000587682385318669
77,0.3461111345944593,0.003022724552946336,512,0.001558152815215843,0.0006807810244669415
78,0.3476601838073882,0.0030993016931411144,512,-0.0006500927796006188,0.0006489537744807955
79,0.3474697356802534,0.0031386184980733397,512,-0.0006839477687642079,0.0006231268648004712
80,0.34685027272237995,0.0031639738415078045,512,0.0007184310399083584,0.0006760498999051749
81,0.34732155027066786,0.003242347429228234,512,0.0008465560899212405,0.0006315920080218825
82,0.3466876731808731,0.0032304863089330713,512,-5.3541163016778497e-05,0.0006452473504335039
83,0.34747305832320785,0.0033347253565426823,512,0.000617517118807241,0.0006357863635307077
84,0.3491249074196554,0.0034296613656964584,512,0.0008617989911522666,0.0006351768763242898
85,0.3489008970025077,0.003468870106850332,512,6.756561371318806e-05,0.0006092379632648753
86,0.34808211912307996,0.00348736558637033,512,0.0012833454787688071,0.0006429678029069231
87,0.3456796510448564,0.0034698624630260856,512,0.001402442820129023,0.0006075707765695588
88,0.34420379678880186,0.003485128222878443,512,0.0021134387178203765,0.0006395083433582796
89,0.3436495601299404,0.0034753137668051487,512,0.00158261213999465,0.000652022623195433
90,0.3435117110779664,0.0034559335906395,512,0.00043543447786277025,0.0006173859942539061
91,0.3430550595113758,0.0034920683156616558,512,0.0011693469062817792,0.0006320399097461265
92,0.34357675958470013,0.003578756224183284,512,0.0005662688578864522,0.0006165357125478042
93,0.3459171967884044,0.0037681727420162073,512,0.000334956979502136,0.0006415110717531741
94,0.34667412286349836,0.0038890536503175866,512,0.0008402259089247753,0.000608111546998157
95,0.34733635403707586,0.003966273797877765,512,0.0018658981975682733,0.0006186702730446144
96,0.3470004483515531,0.0040140274384835245,512,0.0013057101248867475,0.0005757121375277879
97,0.34691840588777934,0.004011475145749191,512,0.0008311333532730453,0.000623108059039934
98,0.3440243199959777,0.004033574593408975,512,-0.0005538081973533138,0.0005684168813866583
99,0.3326581780025869,0.0037414724305558614,512,0.00039828297143503096,0.0005886822772991986
100,0.2805222520091365,0.0022269760207748427,512,nan,nan
