bin_left,bin_right,bin_center,forward_count,reverse_mirror_count,log_probability_ratio,standard_error,accepted
-1.2936878073259388,-1.2613456121427904,-1.2775167097343645,6,23,-1.3437347467010947,0.4584156711285423,0
-1.2613456121427904,-1.2290034169596418,-1.245174514551216,5,31,-1.824549292051046,0.4819315973414993,0
-1.2290034169596418,-1.1966612217764934,-1.2128323193680677,11,39,-1.2656663733312759,0.3413943709994594,0
-1.1966612217764934,-1.164319026593345,-1.180490124184919,14,31,-0.7949298748698876,0.32200409305581884,0
-1.164319026593345,-1.1319768314101966,-1.1481479290017709,11,36,-1.1856236656577395,0.3445096060879416,0
-1.1319768314101966,-1.099634636227048,-1.1158057338186222,10,40,-1.3862943611198906,0.3535533905932738,0
-1.099634636227048,-1.0672924410438995,-1.0834635386354736,13,50,-1.3470736479666094,0.3113247129976625,0
-1.0672924410438995,-1.0349502458607511,-1.0511213434523254,24,54,-0.8109302162163287,0.24532669073132907,0
-1.0349502458607511,-1.0026080506776025,-1.0187791482691768,36,61,-0.5273549257172011,0.2101695039741223,0
-1.0026080506776025,-0.9702658554944541,-0.9864369530860283,26,80,-1.1239300966523997,0.22574662447429522,0
-0.9702658554944541,-0.9379236603113056,-0.9540947579028798,46,83,-0.5901992113075029,0.1838132835403006,0
-0.9379236603113056,-0.9055814651281571,-0.9217525627197314,43,113,-0.9661877030187781,0.17917971837128294,0
-0.9055814651281571,-0.8732392699450087,-0.8894103675365829,45,105,-0.8472978603872036,0.1781741612749496,0
-0.8732392699450087,-0.8408970747618602,-0.8570681723534344,60,152,-0.9295359586241758,0.1524651239959084,1
-0.8408970747618602,-0.8085548795787116,-0.824725977170286,85,171,-0.6990123000123435,0.13271269381158388,1
-0.8085548795787116,-0.7762126843955632,-0.7923837819871374,90,184,-0.7151260872787206,0.1286308428014322,1
-0.7762126843955632,-0.7438704892124147,-0.7600415868039889,100,236,-0.8586616190375187,0.11932010784269859,1
-0.7438704892124147,-0.7115282940292663,-0.7276993916208405,147,252,-0.5389965007326871,0.10378330817953985,1
-0.7115282940292663,-0.6791860988461178,-0.6953571964376921,136,277,-0.7113626204512864,0.10470458194233759,1
-0.6791860988461178,-0.6468439036629694,-0.6630150012545436,177,343,-0.6615807145921105,0.09254820046423391,1
-0.6468439036629694,-0.6145017084798209,-0.6306728060713951,203,376,-0.616383164348107,0.08709582563171063,1
-0.6145017084798209,-0.5821595132966724,-0.5983306108882467,221,414,-0.6277032723075615,0.08330873792721939,1
-0.5821595132966724,-0.549817318113524,-0.5659884157050982,298,521,-0.5586565552479624,0.07262981821904611,1
-0.549817318113524,-0.5174751229303755,-0.5336462205219497,337,648,-0.6538077659999127,0.06716076925548362,1
-0.5174751229303755,-0.48513292774722694,-0.5013040253388013,402,731,-0.5979613711307573,0.06209308532471452,1
-0.48513292774722694,-0.45279073256407854,-0.46896183015565274,524,868,-0.5047000303393081,0.05532152094152672,1
-0.45279073256407854,-0.42044853738093,-0.4366196349725043,652,971,-0.398281906364672,0.050632089120369914,1
-0.42044853738093,-0.3881063421977815,-0.40427743978935576,786,1139,-0.37094917101797564,0.04637054837493281,1
-0.3881063421977815,-0.3557641470146331,-0.3719352446062073,947,1346,-0.351593417018595,0.04241353863569236,1
-0.3557641470146331,-0.3234219518314846,-0.33959304942305885,1187,1652,-0.3305575594712553,0.038049794475977367,1
-0.3234219518314846,-0.2910797566483361,-0.30725085423991033,1384,1953,-0.3443887946990639,0.0351365354396025,1
-0.2910797566483361,-0.25873756146518767,-0.2749086590567619,1717,2216,-0.2551251869696987,0.03215081212350378,1
-0.25873756146518767,-0.22639536628203927,-0.24256646387361347,2105,2683,-0.24262010430914238,0.02911660162412583,1
-0.22639536628203927,-0.19405317109889064,-0.21022426869046495,2563,3243,-0.23532037994324684,0.026429609005996654,1
-0.19405317109889064,-0.16171097591574224,-0.17788207350731644,3056,3685,-0.1871636543370258,0.024466212447254772,1
-0.16171097591574224,-0.12936878073259384,-0.14553987832416804,3794,4323,-0.13052873417267222,0.022246233531093226,1
-0.12936878073259384,-0.09702658554944521,-0.11319768314101952,4679,5191,-0.10384194496101276,0.020158422312840336,1
-0.09702658554944521,-0.0646843903662968,-0.08085548795787101,5565,6019,-0.0784241478381257,0.018596641477068226,1
-0.0646843903662968,-0.0323421951831484,-0.048513292774722605,6388,6802,-0.06279545623223755,0.017422947590754453,1
-0.0323421951831484,0.0,-0.0161710975915742,7320,7413,-0.012624887701362488,0.016477565771473728,1
0.0,0.032342195183148625,0.016171097591574313,7470,7224,0.03348618303004167,0.016501402139711133,1
0.032342195183148625,0.06468439036629703,0.04851329277472283,6942,6623,0.047041477936752174,0.017176719234274013,1
0.06468439036629703,0.09702658554944543,0.08085548795787123,5864,5540,0.05683746382515787,0.01873599410732561,1
