bin_left,bin_right,bin_center,forward_count,reverse_mirror_count,log_probability_ratio,standard_error,accepted
-2.6624866770014326,-2.595924510076397,-2.6292055935389147,3,39,-2.5649493574615367,0.5991446895152781,0
-2.595924510076397,-2.529362343151361,-2.562643426613879,4,45,-2.4203681286504293,0.521749194749951,0
-2.529362343151361,-2.462800176226325,-2.496081259688843,4,41,-2.327277705584417,0.5238227218271837,0
-2.462800176226325,-2.3962380093012894,-2.4295190927638073,5,43,-2.151762203259462,0.4724995385748947,0
-2.3962380093012894,-2.3296758423762536,-2.3629569258387715,9,46,-1.6314168191528755,0.3644862707234577,0
-2.3296758423762536,-2.2631136754512178,-2.2963947589137357,2,70,-3.5553480614894135,0.7171371656006361,0
-2.2631136754512178,-2.196551508526182,-2.2298325919887,5,80,-2.772588722239781,0.4609772228646444,0
-2.196551508526182,-2.129989341601146,-2.163270425063664,7,94,-2.597384633214691,0.3917849419381547,0
-2.129989341601146,-2.0634271746761104,-2.0967082581386283,11,97,-2.176815705705012,0.31814834473812115,0
-2.0634271746761104,-1.9968650077510746,-2.0301460912135925,14,117,-2.1231166051824975,0.2827995402676248,0
-1.9968650077510746,-1.9303028408260388,-1.9635839242885567,21,125,-1.783791299578878,0.23583690894142845,0
-1.9303028408260388,-1.8637406739010027,-1.8970217573635209,21,153,-1.9859154836690123,0.23271225866177725,0
-1.8637406739010027,-1.797178506975967,-1.8304595904384848,25,205,-2.1041341542702074,0.21184439756691184,0
-1.797178506975967,-1.7306163400509311,-1.763897423513449,33,206,-1.831368607323101,0.18750306460180627,0
-1.7306163400509311,-1.6640541731258953,-1.6973352565884132,35,227,-1.869601955991989,0.18159491984920972,0
-1.6640541731258953,-1.5974920062008595,-1.6307730896633774,56,264,-1.550597412411167,0.14712247158412492,1
-1.5974920062008595,-1.5309298392758237,-1.5642109227383416,58,262,-1.5079014932146775,0.14511434527115022,1
-1.5309298392758237,-1.464367672350788,-1.4976487558133058,83,325,-1.3649845745331395,0.12298420975071318,1
-1.464367672350788,-1.397805505425752,-1.43108658888827,97,369,-1.3360856655371445,0.11410217110461336,1
-1.397805505425752,-1.3312433385007163,-1.3645244219632342,110,477,-1.467036125095925,0.10577024699606832,1
-1.3312433385007163,-1.2646811715756805,-1.2979622550381984,136,498,-1.2979451912886009,0.0967521229998838,1
-1.2646811715756805,-1.1981190046506447,-1.2314000881131626,194,568,-1.0742632596578232,0.08315769691098607,1
-1.1981190046506447,-1.1315568377256089,-1.1648379211881268,209,706,-1.2172809855284312,0.07874718782354174,1
-1.1315568377256089,-1.0649946708005729,-1.0982757542630908,277,802,-1.063091101679176,0.06969211645707535,1
-1.0649946708005729,-0.9984325038755371,-1.031713587338055,330,935,-1.0414538748281612,0.06402985043618774,1
-0.9984325038755371,-0.9318703369505013,-0.9651514204130192,416,1088,-0.9614111671546248,0.05764515418406804,1
-0.9318703369505013,-0.8653081700254655,-0.8985892534879834,483,1307,-0.9954730599716493,0.053249453666940644,1
-0.8653081700254655,-0.7987460031004296,-0.8320270865629475,654,1475,-0.8133059173167215,0.04697891111405733,1
-0.7987460031004296,-0.7321838361753938,-0.7654649196379117,767,1653,-0.767860296453768,0.04368914787855072,1
-0.7321838361753938,-0.665621669250358,-0.6989027527128759,971,2049,-0.7467806799475749,0.03896035247766814,1
-0.665621669250358,-0.5990595023253222,-0.6323405857878401,1297,2304,-0.574592837499338,0.03471365438711514,1
-0.5990595023253222,-0.5324973354002864,-0.5657784188628043,1575,2629,-0.5123482734701479,0.03186366897001409,1
-0.5324973354002864,-0.4659351684752506,-0.49921625193776853,1746,3119,-0.5801849802082558,0.02988901584289836,1
-0.4659351684752506,-0.3993730015502148,-0.4326540850127327,2299,3624,-0.45510414239968844,0.026662894004275496,1
-0.3993730015502148,-0.332810834625179,-0.3660919180876969,2897,4048,-0.3345472131979512,0.024335575746692595,1
-0.332810834625179,-0.2662486677001432,-0.2995297511626611,3375,4733,-0.33816392659961764,0.02252950911534284,1
-0.2662486677001432,-0.1996865007751074,-0.2329675842376253,4269,5230,-0.20303167030100652,0.020626475344536176,1
-0.1996865007751074,-0.1331243338500716,-0.1664054173125895,5154,6069,-0.1634207346235448,0.018941907244326872,1
-0.1331243338500716,-0.0665621669250358,-0.0998432503875537,5897,6475,-0.09350486056723438,0.018000497377549624,1
-0.0665621669250358,0.0,-0.0332810834625179,6600,6728,-0.019208273638267166,0.017324772199851426,1
0.0,0.0665621669250358,0.0332810834625179,6909,6542,0.054581980390465544,0.0172510057571989,1
0.0665621669250358,0.1331243338500716,0.0998432503875537,6478,6036,0.07067027984353519,0.017889697123632257,1
0.1331243338500716,0.1996865007751074,0.1664054173125895,6066,5120,0.1695449702149728,0.01897803416005682,1
0.1996865007751074,0.2662486677001432,0.2329675842376253,5493,4062,0.3017990912022903,0.020693816163496553,1
0.2662486677001432,0.332810834625179,0.2995297511626611,4777,3606,0.2812136096266992,0.022060190133733452,1
0.332810834625179,0.3993730015502148,0.3660919180876969,4168,2853,0.37906523221970295,0.024298795474502567,1
0.3993730015502148,0.4659351684752506,0.4326540850127327,3533,2379,0.3954671370561876,0.026521505480959953,1
0.4659351684752506,0.5324973354002869,0.49921625193776875,3110,1909,0.4880431814475322,0.029075382657295215,1
0.5324973354002869,0.5990595023253227,0.5657784188628048,2622,1592,0.4989462979193169,0.03177308541453581,1
0.5990595023253227,0.6656216692503585,0.6323405857878406,2242,1228,0.6019814949250174,0.03550158556486523,1
0.6656216692503585,0.7321838361753943,0.6989027527128764,1995,968,0.7231672420473869,0.0391702818993143,1
0.7321838361753943,0.7987460031004301,0.7654649196379122,1686,806,0.7380303960551725,0.04282306153562058,1
0.7987460031004301,0.8653081700254659,0.832027086562948,1418,633,0.8065322849478966,0.04780164692492482,1
0.8653081700254659,0.9318703369505017,0.8985892534879838,1161,560,0.7291001979686965,0.05144939968975418,1
0.9318703369505017,0.9984325038755375,0.9651514204130196,1137,411,1.0175552792543014,0.057555169187002174,1
0.9984325038755375,1.0649946708005733,1.0317135873380554,946,357,0.9745067872722392,0.06211443391523875,1
1.0649946708005733,1.131556837725609,1.0982757542630912,860,263,1.184778357069789,0.07046326749800715,1
1.131556837725609,1.198119004650645,1.164837921188127,640,195,1.1884686177899708,0.08179673054716263,1
1.198119004650645,1.2646811715756807,1.2314000881131628,614,161,1.3385905631626793,0.0885428970575145,1
1.2646811715756807,1.3312433385007165,1.2979622550381986,500,137,1.294627172594067,0.09643272304043218,1
1.3312433385007165,1.3978055054257523,1.3645244219632344,436,115,1.3327101149857843,0.10482952902481447,1
1.3978055054257523,1.4643676723507881,1.4310865888882702,382,87,1.4795124899519914,0.11879416618960562,1
1.4643676723507881,1.530929839275824,1.497648755813306,330,71,1.5364127774192105,0.13082358377814204,1
1.530929839275824,1.5974920062008597,1.5642109227383418,278,70,1.3791258716412782,0.13372672353674325,1
1.5974920062008597,1.6640541731258955,1.6307730896633776,250,45,1.7147984280919268,0.16193277068654827,0
1.6640541731258955,1.7306163400509313,1.6973352565884134,253,42,1.795719870444152,0.16661960562756198,0
1.7306163400509313,1.7971785069759671,1.7638974235134492,201,37,1.6923869954148514,0.17889145145908028,0
